,what,was,the,win/loss,ratio,in,2015,for,the,carolina,panthers,during,their,regular,season,?
the,0.42745697498321533,0.48711544275283813,1.0,0.3793964982032776,0.22872252762317657,0.6662389636039734,0.1466771513223648,0.4739971458911896,1.0,0.24749229848384857,0.2602776288986206,0.4838213622570038,0.516537070274353,0.3214086890220642,0.2507155239582062,0.22068053483963013
panthers,0.17002959549427032,0.2605615258216858,0.2602776288986206,0.4070609509944916,0.07886034995317459,0.2115829735994339,0.03439202532172203,0.25358447432518005,0.2602776288986206,0.4154948592185974,0.9999999403953552,0.22363469004631042,0.20130555331707,0.2117871195077896,0.3867887854576111,0.16608978807926178
finished,0.2113480567932129,0.3428505063056946,0.2754973769187927,0.3387548327445984,0.07689446210861206,0.2933714687824249,0.08713356405496597,0.261849045753479,0.2754973769187927,0.12738505005836487,0.2405824065208435,0.2986009418964386,0.1927250623703003,0.21908339858055115,0.30780723690986633,0.14789283275604248
the,0.42745697498321533,0.48711544275283813,1.0,0.3793964982032776,0.22872252762317657,0.6662389636039734,0.1466771513223648,0.4739971458911896,1.0,0.24749229848384857,0.2602776288986206,0.4838213622570038,0.516537070274353,0.3214086890220642,0.2507155239582062,0.22068053483963013
regular,0.224887877702713,0.15137939155101776,0.3214086890220642,0.3549565076828003,0.2596939206123352,0.23172755539417267,-0.06340658664703369,0.3314341604709625,0.3214086890220642,0.14601212739944458,0.2117871195077896,0.25847193598747253,0.3364572525024414,1.0,0.4002528786659241,0.18334713578224182
season,0.12117787450551987,0.24797968566417694,0.2507155239582062,0.39274564385414124,0.18287500739097595,0.2184021919965744,-0.03830436244606972,0.24490800499916077,0.2507155239582062,0.2196287363767624,0.3867887854576111,0.30325618386268616,0.21295444667339325,0.4002528786659241,1.0,0.16793298721313477
with,0.2464839518070221,0.27411898970603943,0.4223487675189972,0.3265986144542694,0.1833934336900711,0.4080928862094879,-0.05818283185362816,0.39140474796295166,0.4223487675189972,0.1565731316804886,0.23276561498641968,0.28545209765434265,0.4258328378200531,0.3385944962501526,0.26700887084007263,0.2433311939239502
a,0.3320399522781372,0.4508470594882965,0.5829201340675354,0.38005948066711426,0.22021861374378204,0.539380669593811,-0.008371892385184765,0.44038116931915283,0.5829201340675354,0.1979188621044159,0.2255268394947052,0.30341604351997375,0.29698723554611206,0.313107967376709,0.1855505406856537,0.23916715383529663
15–1,-0.21432454884052277,-0.1326320916414261,-0.2592649459838867,0.08742029964923859,-0.050862837582826614,-0.21467117965221405,0.30576688051223755,-0.26083904504776,-0.2592649459838867,0.0018545961938798428,0.03621317446231842,-0.2353166788816452,-0.23550057411193848,-0.15715448558330536,-0.04442024230957031,0.04290514066815376
record,0.1772487461566925,0.2787264287471771,0.23569516837596893,0.5028985738754272,0.11180242151021957,0.23162534832954407,0.022880665957927704,0.24185582995414734,0.23569516837596893,0.18296502530574799,0.218548983335495,0.2749153673648834,0.20434267818927765,0.2587777376174927,0.2865971624851227,0.14407116174697876
",",0.3087472915649414,0.45456063747406006,0.4933079481124878,0.41471225023269653,0.20825648307800293,0.5201468467712402,0.06568983197212219,0.4464869201183319,0.4933079481124878,0.2566046118736267,0.2494642585515976,0.3225448727607727,0.3045167922973633,0.2336544692516327,0.2232367992401123,0.31091248989105225
and,0.31309178471565247,0.3740963041782379,0.5171257257461548,0.37483206391334534,0.20358969271183014,0.4954058527946472,0.015077123418450356,0.5064792633056641,0.5171257257461548,0.22423055768013,0.2230100929737091,0.36462149024009705,0.45114588737487793,0.3054477870464325,0.2369309365749359,0.20544172823429108
quarterback,0.15767325460910797,0.24103644490242004,0.23757418990135193,0.38573434948921204,0.25741201639175415,0.17283181846141815,-0.07722106575965881,0.2683273255825043,0.23757418990135193,0.29357412457466125,0.46138665080070496,0.17656059563159943,0.23149473965168,0.2009545862674713,0.360336571931839,0.13221268355846405
cam,0.15654346346855164,0.17764709889888763,0.18275147676467896,0.18695171177387238,0.16578882932662964,0.17906330525875092,-0.0011327267857268453,0.22685806453227997,0.18275147676467896,0.24404369294643402,0.32430368661880493,0.17276230454444885,0.11729029566049576,0.20389771461486816,0.20508506894111633,0.1622646003961563
newton,0.20841743052005768,0.25264593958854675,0.1876603662967682,0.26534217596054077,0.2633947432041168,0.23639483749866486,0.04000600054860115,0.18168501555919647,0.1876603662967682,0.2037651538848877,0.2555108666419983,0.1617087423801422,0.13899730145931244,0.15376527607440948,0.1289832442998886,0.09645649790763855
was,0.22111038863658905,1.0000001192092896,0.48711544275283813,0.3080291152000427,0.1015365719795227,0.45514053106307983,0.14799827337265015,0.3863949179649353,0.48711544275283813,0.26687008142471313,0.2605615258216858,0.4470829963684082,0.2396296262741089,0.15137939155101776,0.24797968566417694,0.18412111699581146
named,0.1525408923625946,0.37528327107429504,0.3521348536014557,0.1866990327835083,0.048861313611269,0.28130269050598145,0.11808761954307556,0.22057102620601654,0.3521348536014557,0.18163517117500305,0.18414606153964996,0.20939238369464874,0.15600357949733734,0.14975666999816895,0.18206466734409332,0.1297498345375061
the,0.42745697498321533,0.48711544275283813,1.0,0.3793964982032776,0.22872252762317657,0.6662389636039734,0.1466771513223648,0.4739971458911896,1.0,0.24749229848384857,0.2602776288986206,0.4838213622570038,0.516537070274353,0.3214086890220642,0.2507155239582062,0.22068053483963013
nfl,0.12579965591430664,0.20145657658576965,0.15305201709270477,0.3364832103252411,0.1768132746219635,0.12599408626556396,-0.006650217808783054,0.23749186098575592,0.15305201709270477,0.25462281703948975,0.4153780937194824,0.1421450674533844,0.14959773421287537,0.2313152551651001,0.3929455280303955,0.10610254108905792
most,0.3219912350177765,0.29933857917785645,0.47635307908058167,0.28806623816490173,0.1616092175245285,0.41416558623313904,-0.025039251893758774,0.3906237483024597,0.47635307908058167,0.1591348946094513,0.18297190964221954,0.3715948462486267,0.3699820935726166,0.31638988852500916,0.23729701340198517,0.2107497900724411
valuable,0.2097254991531372,0.19555546343326569,0.2574840486049652,0.25850218534469604,0.16292919218540192,0.2207430899143219,-0.039890486747026443,0.3648983836174011,0.2574840486049652,0.13240225613117218,0.15950192511081696,0.21124395728111267,0.260598361492157,0.3214702010154724,0.19639921188354492,0.20664997398853302
player,0.1592520773410797,0.1967325210571289,0.19900773465633392,0.279109925031662,0.07137200981378555,0.1851271539926529,-0.08832229673862457,0.2470785230398178,0.19900773465633392,0.13799667358398438,0.23960936069488525,0.15464608371257782,0.19226045906543732,0.14049530029296875,0.2349400818347931,0.18988972902297974
(,0.2411840260028839,0.2980341613292694,0.33289089798927307,0.3630834221839905,0.16388823091983795,0.3087427020072937,0.14610634744167328,0.3357032239437103,0.33289089798927307,0.18443597853183746,0.24568988382816315,0.2139192670583725,0.15721023082733154,0.15910646319389343,0.1242075115442276,0.40561532974243164
mvp,0.0985465794801712,0.23143374919891357,0.19830666482448578,0.33875998854637146,0.1411440074443817,0.15104249119758606,0.09530486911535263,0.27104631066322327,0.19830666482448578,0.21685883402824402,0.3432699143886566,0.1758057177066803,0.08261431753635406,0.2079116255044937,0.3380318582057953,0.19954749941825867
