,which,animal,that,lives,in,the,amazon,river,may,produce,a,deadly,shock,?
in,0.4840516746044159,0.21829302608966827,0.435920387506485,0.3182811737060547,1.0,0.6662389636039734,0.12227833271026611,0.2149806171655655,0.3424151837825775,0.21160131692886353,0.539380669593811,0.2245185375213623,0.15882182121276855,0.20430970191955566
the,0.6521818041801453,0.2502762973308563,0.5473989248275757,0.24881523847579956,0.6662389636039734,1.0,0.260541707277298,0.2894456386566162,0.2694292366504669,0.23457570374011993,0.5829201340675354,0.25301113724708557,0.2312299907207489,0.22068053483963013
river,0.25416892766952515,0.13678792119026184,0.1889113336801529,0.16220368444919586,0.2149806171655655,0.2894456386566162,0.35898590087890625,0.9999999403953552,0.09515556693077087,0.10301564633846283,0.20514865219593048,0.15803119540214539,0.08485815674066544,0.15390869975090027
",",0.3658004403114319,0.18390819430351257,0.4137537479400635,0.32538965344429016,0.5201468467712402,0.4933079481124878,0.2214922308921814,0.26637205481529236,0.5007920861244202,0.19927625358104706,0.427140474319458,0.2601674795150757,0.2217663675546646,0.31091248989105225
electric,0.272510290145874,0.2174287885427475,0.19867946207523346,0.0940077155828476,0.19779469072818756,0.21345196664333344,0.12213451415300369,0.1485070139169693,0.12413880228996277,0.2844565510749817,0.24061402678489685,0.15055997669696808,0.36476072669029236,0.15674720704555511
eels,0.2809706926345825,0.28512877225875854,0.21185213327407837,0.31886911392211914,0.17933523654937744,0.24000898003578186,0.19723686575889587,0.19480928778648376,0.19999395310878754,0.19291001558303833,0.16882096230983734,0.15443144738674164,0.19786211848258972,0.18536992371082306
can,0.41132649779319763,0.19811299443244934,0.4522190988063812,0.18293538689613342,0.26527702808380127,0.312528520822525,0.20863984525203705,0.0938657596707344,0.43584567308425903,0.3511185944080353,0.3915780484676361,0.27001169323921204,0.276105135679245,0.3226337134838104
produce,0.44459521770477295,0.25580525398254395,0.3393034040927887,0.09365788847208023,0.21160131692886353,0.23457570374011993,0.20190227031707764,0.10301564633846283,0.17017631232738495,1.0,0.2757846415042877,0.2452489584684372,0.2577715814113617,0.19229066371917725
an,0.3611921966075897,0.22269535064697266,0.365763783454895,0.12349312752485275,0.2605783939361572,0.4207492768764496,0.16257908940315247,0.07311998307704926,0.30457955598831177,0.18459483981132507,0.44552403688430786,0.1996123492717743,0.22887572646141052,0.19793890416622162
electric,0.272510290145874,0.2174287885427475,0.19867946207523346,0.0940077155828476,0.19779469072818756,0.21345196664333344,0.12213451415300369,0.1485070139169693,0.12413880228996277,0.2844565510749817,0.24061402678489685,0.15055997669696808,0.36476072669029236,0.15674720704555511
shock,0.31480053067207336,0.13461171090602875,0.2572559118270874,0.10871345549821854,0.15882182121276855,0.2312299907207489,0.16019077599048615,0.08485815674066544,0.1605282872915268,0.2577715814113617,0.2799118757247925,0.37205830216407776,1.0,0.19073565304279327
that,0.6894589066505432,0.20606283843517303,1.0,0.2062283754348755,0.435920387506485,0.5473989248275757,0.2228476107120514,0.1889113336801529,0.4234136641025543,0.3393034040927887,0.47537946701049805,0.32309019565582275,0.2572559118270874,0.32716336846351624
can,0.41132649779319763,0.19811299443244934,0.4522190988063812,0.18293538689613342,0.26527702808380127,0.312528520822525,0.20863984525203705,0.0938657596707344,0.43584567308425903,0.3511185944080353,0.3915780484676361,0.27001169323921204,0.276105135679245,0.3226337134838104
stun,0.24106164276599884,0.2845444977283478,0.28556394577026367,0.18521229922771454,0.17635972797870636,0.1688084900379181,0.12020540982484818,0.13976822793483734,0.22084446251392365,0.2255530059337616,0.2757548391819,0.36516106128692627,0.3314288556575775,0.22781559824943542
or,0.5105096101760864,0.26669806241989136,0.4729836881160736,0.13823428750038147,0.3586423695087433,0.4174870550632477,0.18680624663829803,0.08210044354200363,0.399771511554718,0.30334553122520447,0.48853766918182373,0.23752941191196442,0.241007462143898,0.32389625906944275
