,what,issue,has,been,plaguing,the,civil,disobedience,movement,.
it,0.45803478360176086,0.22958122193813324,0.41962623596191406,0.35515493154525757,0.3622502386569977,0.6251175999641418,0.17707513272762299,0.2648297846317291,0.23563571274280548,0.5593622326850891
has,0.20338068902492523,0.20094510912895203,1.0,0.6162750124931335,0.22054117918014526,0.4177538752555847,0.14805923402309418,0.11896127462387085,0.18491831421852112,0.4105546176433563
been,0.2567804455757141,0.2784901261329651,0.6162750124931335,0.9999998807907104,0.3270515501499176,0.3563927710056305,0.16754008829593658,0.20087917149066925,0.15120309591293335,0.33645182847976685
argued,0.31776854395866394,0.28103435039520264,0.1626124083995819,0.2594577372074127,0.2519058883190155,0.1919303685426712,0.22184301912784576,0.387824684381485,0.15611806511878967,0.21281562745571136
that,0.6297725439071655,0.30336466431617737,0.41272613406181335,0.4152003228664398,0.370879590511322,0.5473989248275757,0.16867391765117645,0.3551425039768219,0.2563289701938629,0.4460422694683075
the,0.42745697498321533,0.22164808213710785,0.4177538752555847,0.3563927710056305,0.41059547662734985,1.0,0.2477465271949768,0.30963727831840515,0.339571475982666,0.5934505462646484
term,0.25282326340675354,0.2164517641067505,0.1874341368675232,0.1964738517999649,0.23154355585575104,0.2740369141101837,0.15453830361366272,0.19347046315670013,0.29372793436050415,0.18456575274467468
``,0.008517155423760414,0.04286627471446991,0.06254398077726364,0.006640665698796511,0.03320097178220749,0.029072100296616554,0.06784805655479431,0.06214885041117668,0.12191136181354523,0.05720457062125206
civil,0.15091551840305328,0.12044859677553177,0.14805923402309418,0.16754008829593658,0.2764924466609955,0.2477465271949768,1.0,0.5442691445350647,0.24947896599769592,0.2541380822658539
disobedience,0.3298627436161041,0.19916902482509613,0.11896127462387085,0.20087917149066925,0.34700432419776917,0.30963727831840515,0.5442691445350647,1.0,0.3983685374259949,0.2603943943977356
'',0.08143015950918198,0.02634872868657112,0.004576915875077248,-0.031851496547460556,-0.018325647339224815,0.041273195296525955,-0.062313709408044815,0.003403886454179883,-0.06533791124820709,-0.07181349396705627
has,0.20338068902492523,0.20094510912895203,1.0,0.6162750124931335,0.22054117918014526,0.4177538752555847,0.14805923402309418,0.11896127462387085,0.18491831421852112,0.4105546176433563
always,0.413568377494812,0.2118733525276184,0.33783939480781555,0.37426501512527466,0.2559492886066437,0.31570959091186523,0.22498172521591187,0.29571831226348877,0.1572062224149704,0.3116702139377594
suffered,0.13741295039653778,0.16631397604942322,0.19488826394081116,0.30588921904563904,0.3695652484893799,0.2558774948120117,0.18557174503803253,0.2571471035480499,0.13830167055130005,0.14637410640716553
from,0.2737620174884796,0.15444804728031158,0.2621968984603882,0.27624839544296265,0.305184006690979,0.40150508284568787,0.11420916765928268,0.1641564965248108,0.23928771913051605,0.41536515951156616
ambiguity,0.31952598690986633,0.3403938114643097,0.24469465017318726,0.21015581488609314,0.29573506116867065,0.23963160812854767,0.1572445034980774,0.2044411599636078,0.13885940611362457,0.14885525405406952
and,0.31309178471565247,0.19899961352348328,0.43716782331466675,0.3424558639526367,0.33168157935142517,0.5171257257461548,0.25259146094322205,0.3041999638080597,0.2837696671485901,0.588965117931366
in,0.30808621644973755,0.1525554060935974,0.4173259735107422,0.3515113592147827,0.35423287749290466,0.6662389636039734,0.26466667652130127,0.3054615259170532,0.26725053787231445,0.5591574311256409
modern,0.2655639946460724,0.17428483068943024,0.2644438147544861,0.2675687074661255,0.20141255855560303,0.3283970355987549,0.15365588665008545,0.17687927186489105,0.2795431613922119,0.22790057957172394
times,0.21414996683597565,0.22927701473236084,0.37720999121665955,0.4048621952533722,0.2955969274044037,0.29093852639198303,0.11522168666124344,0.14712707698345184,0.1623891294002533,0.2891986668109894
",",0.3087472915649414,0.22797159850597382,0.3734780251979828,0.34873589873313904,0.3835427761077881,0.4933079481124878,0.24795588850975037,0.2878543734550476,0.1862073689699173,0.6812511086463928
become,0.27134042978286743,0.14630116522312164,0.30010637640953064,0.384880006313324,0.19780169427394867,0.31731709837913513,0.17076370120048523,0.2244395911693573,0.2098304033279419,0.32859939336776733
utterly,0.346035897731781,0.24041876196861267,0.13859997689723969,0.25039994716644287,0.20923343300819397,0.24199363589286804,0.25180381536483765,0.3884568512439728,0.18102604150772095,0.1949874460697174
debased,0.3703470826148987,0.34147271513938904,0.3065634071826935,0.38409799337387085,0.3426544666290283,0.3641456961631775,0.24097253382205963,0.23023422062397003,0.21642273664474487,0.37982243299484253
.,0.3567904531955719,0.2539304792881012,0.4105546176433563,0.33645182847976685,0.3953563868999481,0.5934505462646484,0.2541380822658539,0.2603943943977356,0.22796523571014404,1.0000001192092896
