,what,did,biraben,say,about,the,plague,in,europe,?
according,0.2776208221912384,0.19118738174438477,0.16856862604618073,0.4232216477394104,0.31907105445861816,0.3202974498271942,0.17577190697193146,0.29259276390075684,0.13058188557624817,0.21173474192619324
to,0.455847829580307,0.4452643394470215,0.1621766835451126,0.38071900606155396,0.391953706741333,0.535392165184021,0.21845681965351105,0.45010748505592346,0.24889446794986725,0.29463258385658264
biraben,0.17083299160003662,0.1226993277668953,1.0,0.17189446091651917,0.15471884608268738,0.25877663493156433,0.16199234127998352,0.2879570424556732,0.23523026704788208,0.2548269033432007
",",0.3087472915649414,0.3015086054801941,0.35433250665664673,0.35129812359809875,0.3877100944519043,0.4933079481124878,0.2630122900009155,0.5201468467712402,0.2542513906955719,0.31091248989105225
the,0.42745697498321533,0.34736719727516174,0.25877663493156433,0.3200206458568573,0.37995871901512146,1.0,0.2537761330604553,0.6662389636039734,0.34463706612586975,0.22068053483963013
plague,0.22263506054878235,0.1901843398809433,0.16199234127998352,0.24290518462657928,0.2741866707801819,0.2537761330604553,0.9999999403953552,0.2488756626844406,0.26059749722480774,0.11872942000627518
was,0.22111038863658905,0.41399896144866943,0.2312014400959015,0.24911612272262573,0.2577359974384308,0.48711544275283813,0.24312011897563934,0.45514053106307983,0.2931758761405945,0.18412111699581146
present,0.30940163135528564,0.1261267513036728,0.215452641248703,0.1487969160079956,0.16049163043498993,0.2829846143722534,0.14942631125450134,0.23905439674854279,0.07847576588392258,0.21759982407093048
somewhere,0.4753977358341217,0.22525189816951752,0.1225501000881195,0.37874835729599,0.40218397974967957,0.31683439016342163,0.18345336616039276,0.2926613688468933,0.23804768919944763,0.4073143005371094
in,0.30808621644973755,0.2593238651752472,0.2879570424556732,0.26482993364334106,0.39797019958496094,0.6662389636039734,0.2488756626844406,1.0,0.33061710000038147,0.20430970191955566
europe,0.17179538309574127,0.22473940253257751,0.23523026704788208,0.12722498178482056,0.20732572674751282,0.34463706612586975,0.26059749722480774,0.33061710000038147,1.0000001192092896,0.18278923630714417
in,0.30808621644973755,0.2593238651752472,0.2879570424556732,0.26482993364334106,0.39797019958496094,0.6662389636039734,0.2488756626844406,1.0,0.33061710000038147,0.20430970191955566
every,0.30284011363983154,0.21975891292095184,0.0991353839635849,0.288938045501709,0.31516337394714355,0.4023689329624176,0.22447167336940765,0.31953179836273193,0.19858886301517487,0.24066033959388733
year,0.15184831619262695,0.21422851085662842,0.22745536267757416,0.16097897291183472,0.2995435297489166,0.3609684407711029,0.17085100710391998,0.3359307050704956,0.2658778727054596,0.18315006792545319
between,0.2462156116962433,0.16542956233024597,0.0787537470459938,0.1529790461063385,0.38609597086906433,0.39067012071609497,0.13008351624011993,0.41100412607192993,0.24463391304016113,0.12887074053287506
1346,-0.00985720008611679,0.03836381435394287,0.1725045144557953,-0.02946029230952263,-0.0043540894985198975,0.1723042130470276,0.10042772442102432,0.16114714741706848,0.21116548776626587,-0.003936160355806351
and,0.31309178471565247,0.34479495882987976,0.24489520490169525,0.3314565122127533,0.3875081241130829,0.5171257257461548,0.2229994833469391,0.4954058527946472,0.3463572859764099,0.20544172823429108
1671,0.25965508818626404,0.15533289313316345,0.25826209783554077,0.21369163691997528,0.15668535232543945,0.13630814850330353,0.04405584558844566,0.12886446714401245,0.11336539685726166,0.380079448223114
.,0.3567904531955719,0.35288307070732117,0.2979682385921478,0.33481550216674805,0.42038556933403015,0.5934505462646484,0.2547653317451477,0.5591574311256409,0.31984585523605347,0.4130953550338745
