,how,many,yards,was,the,field,goal,that,made,the,score,13-7,in,super,bowl,50,?
despite,0.180110901594162,0.29778826236724854,0.24374711513519287,0.3650621473789215,0.3172689974308014,0.19708213210105896,0.19938677549362183,0.3715449869632721,0.20684975385665894,0.3172689974308014,0.1422814130783081,0.06485696882009506,0.27473363280296326,0.2255556881427765,0.1263827234506607,0.02893845923244953,0.14350546896457672
denver,0.15631112456321716,0.18606427311897278,0.3131333589553833,0.2766761779785156,0.2052404284477234,0.17716234922409058,0.15172222256660461,0.12855929136276245,0.09604963660240173,0.2052404284477234,0.1512077897787094,0.04060204327106476,0.2221570909023285,0.24589714407920837,0.2861449718475342,0.03614028915762901,0.1520889848470688
's,-0.026164190843701363,0.01698932610452175,0.0408332459628582,0.008974763564765453,-0.01540423184633255,0.07850787043571472,0.0441170372068882,0.04397977516055107,0.08483956009149551,-0.01540423184633255,0.06112585589289665,0.055143047124147415,-0.037580832839012146,0.09726737439632416,-0.02838491089642048,-0.01041578408330679,-0.023395681753754616
excellent,0.22848455607891083,0.30336305499076843,0.18611761927604675,0.18563032150268555,0.20157980918884277,0.2160395085811615,0.17830206453800201,0.3119644224643707,0.25102290511131287,0.20157980918884277,0.18432295322418213,-0.04005881026387215,0.16346341371536255,0.09980036318302155,0.10987487435340881,-0.01292381715029478,0.1368298977613449
field,0.19519785046577454,0.1401631236076355,0.3101290166378021,0.15975919365882874,0.2105809599161148,1.0,0.26796361804008484,0.2216513603925705,0.150634765625,0.2105809599161148,0.1500541716814041,0.08761487156152725,0.20553018152713776,0.1592533439397812,0.15438513457775116,0.05493640899658203,0.11279727518558502
position,0.19999539852142334,0.14918828010559082,0.2653997242450714,0.23203803598880768,0.3183514177799225,0.23691093921661377,0.19510342180728912,0.2627577483654022,0.14729999005794525,0.3183514177799225,0.22113469243049622,0.004406976047903299,0.20453733205795288,0.10645568370819092,0.15528114140033722,0.08477043360471725,0.15529610216617584
",",0.22659391164779663,0.40610817074775696,0.16944201290607452,0.45456063747406006,0.4933079481124878,0.27645614743232727,0.2145523726940155,0.4137537479400635,0.32507219910621643,0.4933079481124878,0.16025088727474213,0.09421565383672714,0.5201468467712402,0.22322475910186768,0.1810409277677536,-0.025195008143782616,0.31091248989105225
they,0.43247655034065247,0.5400822758674622,0.1689012050628662,0.3300964832305908,0.49925389885902405,0.19984279572963715,0.18134628236293793,0.5710820555686951,0.3347621262073517,0.49925389885902405,0.12757958471775055,0.129306823015213,0.4330179989337921,0.1988932192325592,0.18658970296382904,0.059837549924850464,0.2753053903579712
could,0.47830453515052795,0.38749223947525024,0.15256185829639435,0.39896807074546814,0.35393214225769043,0.16404791176319122,0.27212080359458923,0.5584503412246704,0.2846693694591522,0.35393214225769043,0.11449047178030014,0.11295001953840256,0.29357993602752686,0.19423918426036835,0.15704309940338135,0.0428556464612484,0.3411986827850342
not,0.4869767427444458,0.4369727373123169,0.12538307905197144,0.2888734042644501,0.4310511648654938,0.22636151313781738,0.22583067417144775,0.6600887179374695,0.35529249906539917,0.4310511648654938,0.19024479389190674,0.0665520429611206,0.3403114080429077,0.19960549473762512,0.14984336495399475,0.0778263658285141,0.41942933201789856
get,0.3772084712982178,0.3039306700229645,0.13370735943317413,0.2066597044467926,0.29667025804519653,0.14838603138923645,0.24047285318374634,0.3748580515384674,0.22491569817066193,0.29667025804519653,0.23645836114883423,0.02999822236597538,0.24899829924106598,0.14719554781913757,0.17289145290851593,0.08756662905216217,0.3499825894832611
the,0.33890387415885925,0.4335206151008606,0.16070343554019928,0.48711544275283813,1.0,0.2105809599161148,0.2443244755268097,0.5473989248275757,0.3885267674922943,1.0,0.2042495757341385,0.03448794037103653,0.6662389636039734,0.21959073841571808,0.21576224267482758,0.03602437674999237,0.22068053483963013
ball,0.2112688422203064,0.13717243075370789,0.31545811891555786,0.16079293191432953,0.18895584344863892,0.260973185300827,0.32948318123817444,0.198546901345253,0.14417196810245514,0.18895584344863892,0.28891879320144653,0.1159074604511261,0.1472199559211731,0.1841461956501007,0.2947940230369568,0.006682224106043577,0.1766241192817688
into,0.2303972691297531,0.2618265151977539,0.15458516776561737,0.2322220653295517,0.39493247866630554,0.11512954533100128,0.17200078070163727,0.3239944875240326,0.30376607179641724,0.39493247866630554,0.11432963609695435,0.03260741010308266,0.38021373748779297,0.178719162940979,0.16612307727336884,-0.04834462329745293,0.15662476420402527
the,0.33890387415885925,0.4335206151008606,0.16070343554019928,0.48711544275283813,1.0,0.2105809599161148,0.2443244755268097,0.5473989248275757,0.3885267674922943,1.0,0.2042495757341385,0.03448794037103653,0.6662389636039734,0.21959073841571808,0.21576224267482758,0.03602437674999237,0.22068053483963013
end,0.2481066733598709,0.2364911139011383,0.24791282415390015,0.19220198690891266,0.39658910036087036,0.12208939343690872,0.2495908886194229,0.3221861720085144,0.18725508451461792,0.39658910036087036,0.19343528151512146,-0.01301584206521511,0.28539085388183594,0.11666745692491531,0.15939030051231384,0.022776473313570023,0.12543344497680664
zone,0.1622122824192047,0.1584046632051468,0.20039640367031097,0.161222442984581,0.26423242688179016,0.12594543397426605,0.1236218512058258,0.18326473236083984,0.11578314751386642,0.26423242688179016,0.12448016554117203,0.06756482273340225,0.2229810357093811,0.13035956025123596,0.12583833932876587,-0.00992957130074501,0.1173049733042717
",",0.22659391164779663,0.40610817074775696,0.16944201290607452,0.45456063747406006,0.4933079481124878,0.27645614743232727,0.2145523726940155,0.4137537479400635,0.32507219910621643,0.4933079481124878,0.16025088727474213,0.09421565383672714,0.5201468467712402,0.22322475910186768,0.1810409277677536,-0.025195008143782616,0.31091248989105225
so,0.6081400513648987,0.4506167769432068,0.19534160196781158,0.2666010558605194,0.4296516180038452,0.25050657987594604,0.25244370102882385,0.6779842376708984,0.353567898273468,0.4296516180038452,0.24016140401363373,0.08484306931495667,0.31275880336761475,0.19844962656497955,0.17663580179214478,0.010191651992499828,0.43163934350013733
mcmanus,0.14902009069919586,0.1390344351530075,0.2012834995985031,0.27701082825660706,0.25801920890808105,0.13735942542552948,0.15743473172187805,0.2145528495311737,0.11770883947610855,0.25801920890808105,0.1582241654396057,-0.019142555072903633,0.21865017712116241,0.1994776576757431,0.21166451275348663,-0.012302260845899582,0.2241760641336441
kicked,0.21845901012420654,0.15647149085998535,0.4196581244468689,0.29533520340919495,0.25993093848228455,0.1876479834318161,0.30448809266090393,0.2948640286922455,0.23265522718429565,0.25993093848228455,0.22661390900611877,0.09544067084789276,0.1528463214635849,0.2169349640607834,0.23406323790550232,-0.011060001328587532,0.19371441006660461
a,0.29312583804130554,0.2872205972671509,0.19167225062847137,0.4508470594882965,0.5829201340675354,0.2030690312385559,0.20853768289089203,0.47537946701049805,0.3180864453315735,0.5829201340675354,0.19997252523899078,0.03164036571979523,0.539380669593811,0.26005712151527405,0.19533146917819977,0.034183140844106674,0.23916715383529663
33-yard,0.23121266067028046,0.1814664602279663,0.5224409699440002,0.2871530055999756,0.2891487181186676,0.22635287046432495,0.20637640357017517,0.26040083169937134,0.17530032992362976,0.2891487181186676,0.2322690486907959,0.08510994911193848,0.24029020965099335,0.1564939022064209,0.1752047836780548,0.021376295015215874,0.11568541079759598
field,0.19519785046577454,0.1401631236076355,0.3101290166378021,0.15975919365882874,0.2105809599161148,1.0,0.26796361804008484,0.2216513603925705,0.150634765625,0.2105809599161148,0.1500541716814041,0.08761487156152725,0.20553018152713776,0.1592533439397812,0.15438513457775116,0.05493640899658203,0.11279727518558502
goal,0.20538218319416046,0.11800757050514221,0.3246974050998688,0.18331198394298553,0.2443244755268097,0.26796361804008484,1.0000001192092896,0.2496824711561203,0.1579907089471817,0.2443244755268097,0.3320634365081787,0.12107185274362564,0.2241991013288498,0.08206433802843094,0.08366335183382034,-0.005796747747808695,0.1964566856622696
that,0.557814359664917,0.5391656160354614,0.12126293778419495,0.33670201897621155,0.5473989248275757,0.2216513603925705,0.2496824711561203,1.0,0.3437977731227875,0.5473989248275757,0.16578927636146545,0.09692279249429703,0.435920387506485,0.18258553743362427,0.10987387597560883,-0.014119508676230907,0.32716336846351624
