,what,textile,industry,did,the,huguenots,contribute,to,in,ireland,?
smaller,0.23730900883674622,0.22204601764678955,0.10442432016134262,0.17010630667209625,0.3588939607143402,0.16500955820083618,0.15173856914043427,0.2597835958003998,0.2774786055088043,0.11395799368619919,0.17881669104099274
settlements,0.24496693909168243,0.3057831823825836,0.22654680907726288,0.12037473917007446,0.24227768182754517,0.21862885355949402,0.15919990837574005,0.25245407223701477,0.31333258748054504,0.20800362527370453,0.1671062707901001
",",0.3087472915649414,0.24971923232078552,0.24502649903297424,0.3015086054801941,0.4933079481124878,0.23394492268562317,0.24528558552265167,0.44245919585227966,0.5201468467712402,0.24259544909000397,0.31091248989105225
which,0.5261979103088379,0.22189387679100037,0.28652361035346985,0.2750149369239807,0.6521818041801453,0.24042612314224243,0.28664344549179077,0.5345056653022766,0.4840516746044159,0.24782691895961761,0.25814583897590637
included,0.2288810908794403,0.14560851454734802,0.17816558480262756,0.32908451557159424,0.3825419843196869,0.17498371005058289,0.21681970357894897,0.2322428971529007,0.32433560490608215,0.15256251394748688,0.14385655522346497
killeshandra,0.22590959072113037,0.1809053272008896,0.19047601521015167,0.17975641787052155,0.2633654475212097,0.22835074365139008,0.16824789345264435,0.22330394387245178,0.22379785776138306,0.32707783579826355,0.2011011689901352
in,0.30808621644973755,0.26905420422554016,0.2675124704837799,0.2593238651752472,0.6662389636039734,0.25916293263435364,0.2068682163953781,0.45010748505592346,1.0,0.24362659454345703,0.20430970191955566
county,0.16114220023155212,0.1964767724275589,0.13374517858028412,0.16634419560432434,0.21715226769447327,0.12823106348514557,0.10130049288272858,0.15845301747322083,0.31363439559936523,0.3215322494506836,0.07680056244134903
cavan,0.10715948790311813,0.25983020663261414,0.21113617718219757,0.08436291664838791,0.25978001952171326,0.24652017652988434,0.09003711491823196,0.18415024876594543,0.26907578110694885,0.41554325819015503,0.14337202906608582
",",0.3087472915649414,0.24971923232078552,0.24502649903297424,0.3015086054801941,0.4933079481124878,0.23394492268562317,0.24528558552265167,0.44245919585227966,0.5201468467712402,0.24259544909000397,0.31091248989105225
contributed,0.2441394031047821,0.2102179080247879,0.2500784993171692,0.25130900740623474,0.2633678913116455,0.20206858217716217,0.7889871597290039,0.2686880826950073,0.2594258189201355,0.1651405245065689,0.21200142800807953
to,0.455847829580307,0.20769408345222473,0.24876736104488373,0.4452643394470215,0.535392165184021,0.2685132324695587,0.36610767245292664,1.0,0.45010748505592346,0.2296099066734314,0.29463258385658264
the,0.42745697498321533,0.23959685862064362,0.26942890882492065,0.34736719727516174,1.0,0.30745792388916016,0.21503010392189026,0.535392165184021,0.6662389636039734,0.2573983073234558,0.22068053483963013
expansion,0.2671823799610138,0.1291765421628952,0.20167087018489838,0.1645428091287613,0.31353142857551575,0.19744856655597687,0.2674703299999237,0.2769574522972107,0.20021484792232513,0.117766834795475,0.18286365270614624
of,0.33290785551071167,0.25695163011550903,0.27385562658309937,0.2513895630836487,0.733189046382904,0.27577435970306396,0.22662346065044403,0.41548454761505127,0.5696388483047485,0.2551186680793762,0.1826142966747284
flax,0.12237075716257095,0.4041859805583954,0.34005603194236755,0.12702904641628265,0.18874062597751617,0.1810697317123413,0.21315927803516388,0.22775478661060333,0.20411737263202667,0.22034895420074463,0.06901487708091736
cultivation,0.17288483679294586,0.3680003583431244,0.3353657126426697,0.08957526832818985,0.2445899397134781,0.27319905161857605,0.29000425338745117,0.22306743264198303,0.2678565979003906,0.1549960970878601,0.1158214882016182
and,0.31309178471565247,0.28570595383644104,0.2615980803966522,0.34479495882987976,0.5171257257461548,0.28783127665519714,0.25385749340057373,0.48971283435821533,0.4954058527946472,0.2852447032928467,0.20544172823429108
the,0.42745697498321533,0.23959685862064362,0.26942890882492065,0.34736719727516174,1.0,0.30745792388916016,0.21503010392189026,0.535392165184021,0.6662389636039734,0.2573983073234558,0.22068053483963013
growth,0.1739405393600464,0.29861870408058167,0.37569037079811096,0.09287795424461365,0.2912366986274719,0.20239028334617615,0.31340327858924866,0.2701800763607025,0.2819603681564331,0.1615571826696396,0.07547862827777863
of,0.33290785551071167,0.25695163011550903,0.27385562658309937,0.2513895630836487,0.733189046382904,0.27577435970306396,0.22662346065044403,0.41548454761505127,0.5696388483047485,0.2551186680793762,0.1826142966747284
the,0.42745697498321533,0.23959685862064362,0.26942890882492065,0.34736719727516174,1.0,0.30745792388916016,0.21503010392189026,0.535392165184021,0.6662389636039734,0.2573983073234558,0.22068053483963013
irish,0.12490905076265335,0.028040297329425812,0.18034546077251434,0.15375059843063354,0.20936301350593567,0.32581034302711487,0.16188488900661469,0.19614946842193604,0.17023150622844696,0.6727026104927063,0.09232300519943237
linen,0.1087241843342781,0.37654909491539,0.25266900658607483,0.10680077224969864,0.1668166220188141,0.07783634960651398,0.1283085197210312,0.15631237626075745,0.20349952578544617,0.07923838496208191,0.11337316781282425
industry,0.1966298520565033,0.5456594824790955,1.0000001192092896,0.16876111924648285,0.26942890882492065,0.13439209759235382,0.22647695243358612,0.24876736104488373,0.2675124704837799,0.21450571715831757,0.11813290417194366
.,0.3567904531955719,0.1969853788614273,0.24857841432094574,0.35288307070732117,0.5934505462646484,0.2170230895280838,0.26095086336135864,0.4645031690597534,0.5591574311256409,0.25703296065330505,0.4130953550338745
