,what,specific,type,of,ctenophore,was,introduced,into,the,black,sea,?
one,0.376489520072937,0.30612727999687195,0.2377735823392868,0.4999135136604309,0.21649321913719177,0.3752199709415436,0.21464288234710693,0.31758198142051697,0.5514441132545471,0.1628401279449463,0.20915639400482178,0.2673267424106598
ctenophore,0.2381439507007599,0.30340391397476196,0.2892425060272217,0.2790392339229584,1.0,0.08484132587909698,0.20592758059501648,0.1800595074892044,0.2813475728034973,0.24124380946159363,0.3315829038619995,0.2190871685743332
",",0.3087472915649414,0.24305859208106995,0.1804078221321106,0.4946078956127167,0.18335451185703278,0.45456063747406006,0.22034090757369995,0.2826121151447296,0.4933079481124878,0.23807229101657867,0.30078184604644775,0.31091248989105225
mnemiopsis,0.3030424118041992,0.3214051127433777,0.3327206075191498,0.264727383852005,0.5738357901573181,0.14610148966312408,0.14781096577644348,0.12074291706085205,0.23440246284008026,0.20939147472381592,0.24282921850681305,0.3170430064201355
",",0.3087472915649414,0.24305859208106995,0.1804078221321106,0.4946078956127167,0.18335451185703278,0.45456063747406006,0.22034090757369995,0.2826121151447296,0.4933079481124878,0.23807229101657867,0.30078184604644775,0.31091248989105225
has,0.20338068902492523,0.23719513416290283,0.1795734018087387,0.3909035325050354,0.1627219319343567,0.40313825011253357,0.18661446869373322,0.29681676626205444,0.4177538752555847,0.21553783118724823,0.15683573484420776,0.15994466841220856
accidentally,0.24162557721138,0.11124173551797867,0.0302595142275095,0.16036903858184814,0.17910942435264587,0.2852036654949188,0.2518576383590698,0.3200051486492157,0.2573339343070984,0.1625044345855713,0.12145590782165527,0.2163393795490265
been,0.2567804455757141,0.2749326825141907,0.19062602519989014,0.31685134768486023,0.18147744238376617,0.518218457698822,0.3029422163963318,0.23746316134929657,0.3563927710056305,0.1587599813938141,0.1618814766407013,0.24354910850524902
introduced,0.09417270123958588,0.213208869099617,0.1235562413930893,0.23328952491283417,0.20592758059501648,0.32667654752731323,1.0,0.26064932346343994,0.242969810962677,0.087015800178051,0.15340259671211243,0.16386865079402924
into,0.2180619090795517,0.17039009928703308,0.14269600808620453,0.32255905866622925,0.1800595074892044,0.2322220653295517,0.26064932346343994,1.0,0.39493247866630554,0.0980280339717865,0.2345193475484848,0.15662476420402527
the,0.42745697498321533,0.3501757085323334,0.21819381415843964,0.733189046382904,0.2813475728034973,0.48711544275283813,0.242969810962677,0.39493247866630554,1.0,0.28466513752937317,0.30363768339157104,0.22068053483963013
black,0.12054000794887543,0.15534670650959015,0.16061070561408997,0.23966942727565765,0.24124380946159363,0.1419273465871811,0.087015800178051,0.0980280339717865,0.28466513752937317,1.0,0.1989918053150177,0.15159966051578522
sea,0.19525039196014404,0.1597977876663208,0.11098261177539825,0.2707739472389221,0.3315829038619995,0.18031850457191467,0.15340259671211243,0.2345193475484848,0.30363768339157104,0.1989918053150177,1.0,0.15551945567131042
",",0.3087472915649414,0.24305859208106995,0.1804078221321106,0.4946078956127167,0.18335451185703278,0.45456063747406006,0.22034090757369995,0.2826121151447296,0.4933079481124878,0.23807229101657867,0.30078184604644775,0.31091248989105225
where,0.4457937180995941,0.3296095132827759,0.2292499989271164,0.38066378235816956,0.1630910038948059,0.20731619000434875,0.16159963607788086,0.335035502910614,0.5003893971443176,0.1594732403755188,0.18630823493003845,0.24793872237205505
it,0.45803478360176086,0.29294973611831665,0.22145579755306244,0.38761502504348755,0.20204877853393555,0.4577186405658722,0.20284441113471985,0.33015328645706177,0.6251175999641418,0.2078537493944168,0.2367796152830124,0.25732165575027466
is,0.28837618231773376,0.27748769521713257,0.3053323030471802,0.4854315221309662,0.23042532801628113,0.5810302495956421,0.18314895033836365,0.2619607150554657,0.5823672413825989,0.20887219905853271,0.22288988530635834,0.22961433231830597
blamed,0.21846549212932587,0.12214523553848267,0.14017246663570404,0.23866800963878632,0.11911779642105103,0.3108411133289337,0.16338440775871277,0.1773349940776825,0.2461363822221756,0.11724064499139786,0.1522158533334732,0.14765259623527527
for,0.3017193675041199,0.36453771591186523,0.20848464965820312,0.4185989499092102,0.1643882542848587,0.3863949179649353,0.2018822282552719,0.231735959649086,0.4739971458911896,0.2090286761522293,0.17241841554641724,0.264628142118454
causing,0.24770919978618622,0.21277515590190887,0.13075129687786102,0.2885251045227051,0.16817405819892883,0.1618882715702057,0.1672491580247879,0.3227423429489136,0.2816545367240906,0.1155744343996048,0.1976320743560791,0.1852436512708664
fish,0.18598103523254395,0.19790197908878326,0.17016787827014923,0.2105162888765335,0.43588101863861084,0.10527832061052322,0.20949895679950714,0.23486129939556122,0.23185352981090546,0.18556618690490723,0.3753899931907654,0.1945318728685379
stocks,0.18014369904994965,0.22417190670967102,0.2074362337589264,0.18066608905792236,0.3088317811489105,0.16049103438854218,0.19264912605285645,0.19025278091430664,0.19247931241989136,0.19531480967998505,0.19054527580738068,0.17080073058605194
to,0.455847829580307,0.3962339460849762,0.19930607080459595,0.41548454761505127,0.19780312478542328,0.3636345863342285,0.22615164518356323,0.38810545206069946,0.535392165184021,0.23292754590511322,0.2749888300895691,0.29463258385658264
collapse,0.24220240116119385,0.14688025414943695,0.1700563132762909,0.26751232147216797,0.2303977608680725,0.18394240736961365,0.09015017747879028,0.22879375517368317,0.31475353240966797,0.1704835742712021,0.17096355557441711,0.11913932114839554
by,0.2455483376979828,0.2610040307044983,0.15232881903648376,0.3646814823150635,0.14537595212459564,0.4752357602119446,0.2554222345352173,0.30473223328590393,0.4408751428127289,0.1966358721256256,0.19145366549491882,0.17966607213020325
eating,0.2731613218784332,0.2059887945652008,0.21539148688316345,0.21395421028137207,0.3505547046661377,0.11704089492559433,0.20064763724803925,0.13534878194332123,0.2264447957277298,0.14428521692752838,0.23818005621433258,0.24161317944526672
both,0.3361809551715851,0.2540130615234375,0.18151052296161652,0.3565710783004761,0.20463450253009796,0.2990766167640686,0.22054380178451538,0.2806639075279236,0.4931981563568115,0.20485025644302368,0.21250498294830322,0.19455738365650177
fish,0.18598103523254395,0.19790197908878326,0.17016787827014923,0.2105162888765335,0.43588101863861084,0.10527832061052322,0.20949895679950714,0.23486129939556122,0.23185352981090546,0.18556618690490723,0.3753899931907654,0.1945318728685379
larvae,0.186910018324852,0.23249350488185883,0.20664340257644653,0.21030089259147644,0.5904150605201721,0.11080852150917053,0.13062603771686554,0.20824170112609863,0.22907966375350952,0.19294065237045288,0.32635697722435,0.18174287676811218
