,which,leading,english,tapestry,workshop,in,the,late,17th,century,and,early,18th,century,is,represented,in,the,v,&,a,collection,?
also,0.6566565632820129,0.29101821780204773,0.2739046514034271,0.30858492851257324,0.18737195432186127,0.5073733329772949,0.6021018624305725,0.296752393245697,0.23023435473442078,0.24239669740200043,0.5755972862243652,0.3118421137332916,0.255340039730072,0.24239669740200043,0.5012649297714233,0.27612221240997314,0.5073733329772949,0.6021018624305725,0.17328022420406342,0.1553146094083786,0.5149940252304077,0.24230046570301056,0.21848613023757935
included,0.319993793964386,0.2676277458667755,0.1860571801662445,0.2282908707857132,0.11920806765556335,0.32433560490608215,0.3825419843196869,0.22365939617156982,0.12299438565969467,0.24902856349945068,0.3643590211868286,0.32205402851104736,0.13992948830127716,0.24902856349945068,0.23363345861434937,0.29152223467826843,0.32433560490608215,0.3825419843196869,0.09871132671833038,0.20850497484207153,0.23032639920711517,0.38600611686706543,0.14385655522346497
are,0.42922598123550415,0.16729985177516937,0.20190079510211945,0.1489528864622116,0.143655464053154,0.3841303884983063,0.40399202704429626,0.19080790877342224,0.15786093473434448,0.217155322432518,0.48576638102531433,0.21465954184532166,0.11141757667064667,0.217155322432518,0.5330929756164551,0.25353574752807617,0.3841303884983063,0.40399202704429626,0.07239489257335663,0.17888472974300385,0.265255331993103,0.22862131893634796,0.24591213464736938
tapestries,0.3411729335784912,0.1557253748178482,0.13043317198753357,0.7962943911552429,0.37682974338531494,0.23872441053390503,0.2850809097290039,0.19717882573604584,0.16175249218940735,0.3046545088291168,0.29810523986816406,0.2787187397480011,0.1978277862071991,0.3046545088291168,0.1843765527009964,0.2316652089357376,0.23872441053390503,0.2850809097290039,0.13593506813049316,0.11018890887498856,0.27172237634658813,0.3590417802333832,0.1611575335264206
from,0.38755592703819275,0.23331807553768158,0.201618492603302,0.1960076242685318,0.1921035498380661,0.4274188280105591,0.40150508284568787,0.27701494097709656,0.1326213926076889,0.24901773035526276,0.3601827025413513,0.2746177613735199,0.1654670536518097,0.24901773035526276,0.27355384826660156,0.27583742141723633,0.4274188280105591,0.40150508284568787,0.13980557024478912,0.14301162958145142,0.322764128446579,0.2754948139190674,0.19969791173934937
john,0.20415355265140533,0.19958710670471191,0.2619529068470001,0.2164754867553711,0.17946963012218475,0.22177861630916595,0.2230520099401474,0.2049608677625656,0.1571936160326004,0.2019389271736145,0.21634717285633087,0.24156808853149414,0.24011507630348206,0.2019389271736145,0.16449548304080963,0.12029799073934555,0.22177861630916595,0.2230520099401474,0.12748752534389496,0.1578986942768097,0.20638683438301086,0.14187732338905334,0.13162356615066528
vanderbank,0.13602179288864136,0.13880197703838348,0.1468026489019394,0.2522968053817749,0.2788192927837372,0.22192110121250153,0.270236611366272,0.1967436820268631,0.16772641241550446,0.13969235122203827,0.2824603021144867,0.15934935212135315,0.12104929983615875,0.13969235122203827,0.1535058617591858,0.07831432670354843,0.22192110121250153,0.270236611366272,0.1501111388206482,0.2519836127758026,0.23567034304141998,0.2792922854423523,0.17501066625118256
's,0.03856118768453598,-0.05591977760195732,0.04063878208398819,0.05011945962905884,0.05959562212228775,-0.037580832839012146,-0.01540423184633255,0.013811700977385044,0.12547391653060913,-0.0005286295781843364,0.06895173341035843,0.03384959325194359,0.12255296856164932,-0.0005286295781843364,0.02396530658006668,0.09158138185739517,-0.037580832839012146,-0.01540423184633255,-0.008823617361485958,-0.02038128487765789,0.04866964742541313,0.003388406243175268,-0.023395681753754616
workshop,0.19142431020736694,0.16318245232105255,0.14108969271183014,0.3580518662929535,1.0,0.2515333890914917,0.20376601815223694,0.25364968180656433,0.08296704292297363,0.27734386920928955,0.20908670127391815,0.2717433571815491,0.17158691585063934,0.27734386920928955,0.13563285768032074,0.1215207427740097,0.2515333890914917,0.20376601815223694,0.09234386682510376,0.10101064294576645,0.18334783613681793,0.2704382836818695,0.17420513927936554
which,1.0,0.28280946612358093,0.19168700277805328,0.2867569625377655,0.19142431020736694,0.4840516746044159,0.6521818041801453,0.2546604573726654,0.20483528077602386,0.23552611470222473,0.506277859210968,0.29240089654922485,0.2174748033285141,0.23552611470222473,0.4457404911518097,0.2635336220264435,0.4840516746044159,0.6521818041801453,0.1653934270143509,0.16294614970684052,0.56894451379776,0.30199134349823,0.25814583897590637
was,0.2830964922904968,0.27386704087257385,0.23000946640968323,0.3019234836101532,0.25360432267189026,0.45514053106307983,0.48711544275283813,0.4393066465854645,0.2182053178548813,0.3521432876586914,0.3740963041782379,0.4148794412612915,0.2556672692298889,0.3521432876586914,0.5810302495956421,0.28321829438209534,0.45514053106307983,0.48711544275283813,0.16128918528556824,0.12134000658988953,0.4508470594882965,0.1743653565645218,0.18412111699581146
the,0.6521818041801453,0.3809107840061188,0.23982001841068268,0.32432854175567627,0.20376601815223694,0.6662389636039734,1.0,0.31481194496154785,0.2679309546947479,0.3617299497127533,0.5171257257461548,0.34442198276519775,0.2844390869140625,0.3617299497127533,0.5823672413825989,0.3256146013736725,0.6662389636039734,1.0,0.18580520153045654,0.14992168545722961,0.5829201340675354,0.25281965732574463,0.22068053483963013
leading,0.28280946612358093,1.0,0.12792567908763885,0.18282200396060944,0.16318245232105255,0.33273574709892273,0.3809107840061188,0.21134920418262482,0.06685478240251541,0.23518644273281097,0.34015700221061707,0.27566763758659363,0.1443280130624771,0.23518644273281097,0.18661020696163177,0.22435712814331055,0.33273574709892273,0.3809107840061188,0.08225319534540176,0.07939190417528152,0.26281067728996277,0.05757918208837509,0.1360926628112793
english,0.19168700277805328,0.12792567908763885,0.9999999403953552,0.158323734998703,0.14108969271183014,0.19623121619224548,0.23982001841068268,0.1797589510679245,0.1833525002002716,0.23194748163223267,0.3409043252468109,0.2080196589231491,0.2098865658044815,0.23194748163223267,0.24613474309444427,0.10335151851177216,0.19623121619224548,0.23982001841068268,0.1288890242576599,0.0879405289888382,0.21707510948181152,0.13831226527690887,0.23251567780971527
tapestry,0.2867569625377655,0.18282200396060944,0.158323734998703,1.0,0.3580518662929535,0.26853466033935547,0.32432854175567627,0.23508106172084808,0.21919004619121552,0.3458518981933594,0.2545706629753113,0.2949194312095642,0.2557266056537628,0.3458518981933594,0.21666821837425232,0.24843569099903107,0.26853466033935547,0.32432854175567627,0.13144439458847046,0.11507690697908401,0.27101799845695496,0.3567197918891907,0.14881201088428497
manufactory,0.24943698942661285,0.09243722259998322,0.1031680479645729,0.369949072599411,0.27999958395957947,0.20805351436138153,0.19011515378952026,0.1377406269311905,0.08295668661594391,0.17759676277637482,0.20109830796718597,0.19834396243095398,0.073856882750988,0.17759676277637482,0.20812781155109406,0.030849620699882507,0.20805351436138153,0.19011515378952026,0.2062748372554779,0.21835815906524658,0.2497912347316742,0.2382926493883133,0.12069851905107498
in,0.4840516746044159,0.33273574709892273,0.19623121619224548,0.26853466033935547,0.2515333890914917,1.0,0.6662389636039734,0.3439198434352875,0.17784206569194794,0.3174034655094147,0.4954058527946472,0.34672921895980835,0.19408075511455536,0.3174034655094147,0.5394441485404968,0.33309870958328247,1.0,0.6662389636039734,0.15216681361198425,0.1358654648065567,0.539380669593811,0.23004686832427979,0.20430970191955566
the,0.6521818041801453,0.3809107840061188,0.23982001841068268,0.32432854175567627,0.20376601815223694,0.6662389636039734,1.0,0.31481194496154785,0.2679309546947479,0.3617299497127533,0.5171257257461548,0.34442198276519775,0.2844390869140625,0.3617299497127533,0.5823672413825989,0.3256146013736725,0.6662389636039734,1.0,0.18580520153045654,0.14992168545722961,0.5829201340675354,0.25281965732574463,0.22068053483963013
late,0.2546604573726654,0.21134920418262482,0.1797589510679245,0.23508106172084808,0.25364968180656433,0.3439198434352875,0.31481194496154785,1.0,0.17267736792564392,0.42292845249176025,0.3247620165348053,0.7381927371025085,0.22402040660381317,0.42292845249176025,0.20186106860637665,0.18742984533309937,0.3439198434352875,0.31481194496154785,0.1176702156662941,0.06563141196966171,0.22989967465400696,0.18692463636398315,0.11339222639799118
17th,0.20483528077602386,0.06685478240251541,0.1833525002002716,0.21919004619121552,0.08296704292297363,0.17784206569194794,0.2679309546947479,0.17267736792564392,1.0000001192092896,0.22269536554813385,0.2645922303199768,0.12689907848834991,0.714036762714386,0.22269536554813385,0.27897515892982483,0.20418985188007355,0.17784206569194794,0.2679309546947479,0.14369575679302216,0.0740395113825798,0.18620461225509644,0.07431823760271072,0.096589595079422
century,0.23552611470222473,0.23518644273281097,0.23194748163223267,0.3458518981933594,0.27734386920928955,0.3174034655094147,0.3617299497127533,0.42292845249176025,0.22269536554813385,1.0,0.2726690471172333,0.4336492121219635,0.25759825110435486,1.0,0.20648397505283356,0.1735851764678955,0.3174034655094147,0.3617299497127533,0.07531309127807617,0.1201460063457489,0.19417014718055725,0.2717791497707367,0.1026201918721199
and,0.506277859210968,0.34015700221061707,0.3409043252468109,0.2545706629753113,0.20908670127391815,0.4954058527946472,0.5171257257461548,0.3247620165348053,0.2645922303199768,0.2726690471172333,1.0,0.29847630858421326,0.2883249521255493,0.2726690471172333,0.3859752118587494,0.2506123185157776,0.4954058527946472,0.5171257257461548,0.19040757417678833,0.34093084931373596,0.3739250600337982,0.2379438579082489,0.20544172823429108
early,0.29240089654922485,0.27566763758659363,0.2080196589231491,0.2949194312095642,0.2717433571815491,0.34672921895980835,0.34442198276519775,0.7381927371025085,0.12689907848834991,0.4336492121219635,0.29847630858421326,1.0000001192092896,0.17677438259124756,0.4336492121219635,0.18880519270896912,0.2214844971895218,0.34672921895980835,0.34442198276519775,0.09048905223608017,0.035171207040548325,0.2710886299610138,0.28198525309562683,0.15272949635982513
18th,0.2174748033285141,0.1443280130624771,0.2098865658044815,0.2557266056537628,0.17158691585063934,0.19408075511455536,0.2844390869140625,0.22402040660381317,0.714036762714386,0.25759825110435486,0.2883249521255493,0.17677438259124756,1.0000001192092896,0.25759825110435486,0.2790435254573822,0.21061865985393524,0.19408075511455536,0.2844390869140625,0.1889970749616623,0.12319226562976837,0.2213495373725891,0.14714926481246948,0.11879357695579529
century,0.23552611470222473,0.23518644273281097,0.23194748163223267,0.3458518981933594,0.27734386920928955,0.3174034655094147,0.3617299497127533,0.42292845249176025,0.22269536554813385,1.0,0.2726690471172333,0.4336492121219635,0.25759825110435486,1.0,0.20648397505283356,0.1735851764678955,0.3174034655094147,0.3617299497127533,0.07531309127807617,0.1201460063457489,0.19417014718055725,0.2717791497707367,0.1026201918721199
.,0.45942068099975586,0.2186424434185028,0.2881386876106262,0.28270503878593445,0.19987159967422485,0.5591574311256409,0.5934505462646484,0.3287466764450073,0.24070394039154053,0.27413639426231384,0.588965117931366,0.3224305212497711,0.25634992122650146,0.27413639426231384,0.4569662809371948,0.26645728945732117,0.5591574311256409,0.5934505462646484,0.2973858416080475,0.16452857851982117,0.50484299659729,0.2516246736049652,0.4130953550338745
