,what,did,michael,mullet,call,luther,'s,speech,?
michael,0.12049687653779984,0.14375849068164825,0.9999999403953552,0.1359923928976059,0.18636196851730347,0.2672004699707031,-0.037305716425180435,0.16392728686332703,0.0667748749256134
mullett,0.1533220410346985,0.14681251347064972,0.2959528863430023,0.7296211123466492,0.12744008004665375,0.24033905565738678,0.029016856104135513,0.10691312700510025,0.17166751623153687
considers,0.3797418773174286,0.2925860583782196,0.12717923521995544,0.09066849201917648,0.37477949261665344,0.12675562500953674,-0.025567850098013878,0.13062459230422974,0.28599849343299866
this,0.5489566326141357,0.3609912693500519,0.1601424366235733,0.18200518190860748,0.3195565938949585,0.17328955233097076,0.02106832154095173,0.260648638010025,0.3155723512172699
speech,0.2549518346786499,0.17944632470607758,0.16392728686332703,0.09249458461999893,0.2033788412809372,0.2792437970638275,-0.031413331627845764,1.0,0.1412617564201355
as,0.31749409437179565,0.3596470057964325,0.18657377362251282,0.27906671166419983,0.2785561680793762,0.20242992043495178,-0.05775856226682663,0.209269717335701,0.27043893933296204
a,0.3320399522781372,0.2552328109741211,0.21851083636283875,0.23689426481723785,0.2774817645549774,0.17967689037322998,0.04866964742541313,0.2413124442100525,0.23916715383529663
``,0.008517155423760414,-0.029888948425650597,-0.01925450749695301,0.07176665961742401,0.11138522624969482,-0.013964727520942688,-0.03416389226913452,0.08571683615446091,0.0685480609536171
world,0.21669597923755646,0.1944720596075058,0.17245391011238098,0.12936796247959137,0.14056478440761566,0.1640164852142334,0.11877062171697617,0.17099453508853912,0.17579582333564758
classic,0.22214573621749878,0.17519909143447876,0.17979301512241364,0.1736055165529251,0.19354477524757385,0.15111461281776428,-0.004977083764970303,0.12380219250917435,0.2044331431388855
of,0.33290785551071167,0.2513895630836487,0.18215155601501465,0.22802020609378815,0.2378445267677307,0.1719115972518921,-0.03817026689648628,0.23325279355049133,0.1826142966747284
epoch-making,0.34277626872062683,0.23069006204605103,0.0849895253777504,0.18562616407871246,0.23929744958877563,0.15026243031024933,0.03602347895503044,0.21189633011817932,0.2295929193496704
oratory,0.256272554397583,0.1500198096036911,0.09764160215854645,0.21564790606498718,0.1391657590866089,0.2325838804244995,0.05943787842988968,0.3186895549297333,0.07112877070903778
.,0.3567904531955719,0.35288307070732117,0.24000675976276398,0.2972891330718994,0.2601918876171112,0.24907569587230682,-0.003708066651597619,0.18166135251522064,0.4130953550338745
'',0.08143015950918198,0.01978493109345436,0.008236967958509922,-0.09269510209560394,-0.01835283823311329,-0.04572787508368492,-0.04859459400177002,-0.062200479209423065,0.018684765323996544
