,why,did,the,general,conference,of,the,methodist,episcopal,church,split,into,two,conferences,?
in,0.23227278888225555,0.2593238651752472,0.6662389636039734,0.259066641330719,0.2199791669845581,0.5696388483047485,0.6662389636039734,0.24702993035316467,0.2737633287906647,0.2493300437927246,0.24171817302703857,0.38021373748779297,0.36463531851768494,0.23602792620658875,0.20430970191955566
1844,0.09212508797645569,0.12962116301059723,0.19602495431900024,0.08896635472774506,-0.0815509632229805,0.1824226677417755,0.19602495431900024,0.05592535808682442,0.12953872978687286,0.14729055762290955,0.03232941776514053,0.09649402648210526,0.13186228275299072,-0.0628897026181221,0.0120101198554039
",",0.2827242314815521,0.3015086054801941,0.4933079481124878,0.3022127151489258,0.21862302720546722,0.4946078956127167,0.4933079481124878,0.2960420250892639,0.2749701738357544,0.2707274258136749,0.26985031366348267,0.2826121151447296,0.35859420895576477,0.2478943020105362,0.31091248989105225
the,0.30742117762565613,0.34736719727516174,1.0,0.28634732961654663,0.25393402576446533,0.733189046382904,1.0,0.21922016143798828,0.2631160318851471,0.23846197128295898,0.2967630624771118,0.39493247866630554,0.43858039379119873,0.2745058238506317,0.22068053483963013
general,0.13639043271541595,0.19499315321445465,0.28634732961654663,1.0000001192092896,0.17838294804096222,0.28352999687194824,0.28634732961654663,0.13368430733680725,0.22645995020866394,0.17155873775482178,0.13176436722278595,0.11531101912260056,0.20819194614887238,0.17988209426403046,0.1972234547138214
conference,0.11931491643190384,0.1365220993757248,0.25393402576446533,0.17838294804096222,0.9999999403953552,0.19579021632671356,0.25393402576446533,0.23383435606956482,0.2048737108707428,0.19073757529258728,0.22435283660888672,0.13040219247341156,0.18022124469280243,0.9227999448776245,0.11172781884670258
of,0.28464117646217346,0.2513895630836487,0.733189046382904,0.28352999687194824,0.19579021632671356,1.0,0.733189046382904,0.28458893299102783,0.29307931661605835,0.3079429268836975,0.2359420210123062,0.32255905866622925,0.37726253271102905,0.22132393717765808,0.1826142966747284
the,0.30742117762565613,0.34736719727516174,1.0,0.28634732961654663,0.25393402576446533,0.733189046382904,1.0,0.21922016143798828,0.2631160318851471,0.23846197128295898,0.2967630624771118,0.39493247866630554,0.43858039379119873,0.2745058238506317,0.22068053483963013
methodist,0.14812171459197998,0.21641705930233002,0.21922016143798828,0.13368430733680725,0.23383435606956482,0.28458893299102783,0.21922016143798828,1.0,0.607796847820282,0.6119816899299622,0.16107916831970215,0.1695648729801178,0.13993379473686218,0.23537258803844452,0.1436992734670639
episcopal,0.191232368350029,0.18516510725021362,0.2631160318851471,0.22645995020866394,0.2048737108707428,0.29307931661605835,0.2631160318851471,0.607796847820282,1.0000001192092896,0.6002358794212341,0.15924882888793945,0.15817712247371674,0.1902124434709549,0.2185768485069275,0.22619661688804626
church,0.20738767087459564,0.16781097650527954,0.23846197128295898,0.17155873775482178,0.19073757529258728,0.3079429268836975,0.23846197128295898,0.6119816899299622,0.6002358794212341,0.9999999403953552,0.11947736144065857,0.11812582612037659,0.14373718202114105,0.20040220022201538,0.18081501126289368
split,0.24870137870311737,0.11566226184368134,0.2967630624771118,0.13176436722278595,0.22435283660888672,0.2359420210123062,0.2967630624771118,0.16107916831970215,0.15924882888793945,0.11947736144065857,1.0,0.43188852071762085,0.4164069890975952,0.25640252232551575,0.16133880615234375
into,0.2580989897251129,0.14888085424900055,0.39493247866630554,0.11531101912260056,0.13040219247341156,0.32255905866622925,0.39493247866630554,0.1695648729801178,0.15817712247371674,0.11812582612037659,0.43188852071762085,1.0,0.34175926446914673,0.18457069993019104,0.15662476420402527
two,0.2816469669342041,0.2755576968193054,0.43858039379119873,0.20819194614887238,0.18022124469280243,0.37726253271102905,0.43858039379119873,0.13993379473686218,0.1902124434709549,0.14373718202114105,0.4164069890975952,0.34175926446914673,1.0000001192092896,0.2509186267852783,0.19645625352859497
conferences,0.15621010959148407,0.17520517110824585,0.2745058238506317,0.17988209426403046,0.9227999448776245,0.22132393717765808,0.2745058238506317,0.23537258803844452,0.2185768485069275,0.20040220022201538,0.25640252232551575,0.18457069993019104,0.2509186267852783,0.9999999403953552,0.14015959203243256
because,0.5926418900489807,0.45674043893814087,0.44596394896507263,0.1676335334777832,0.1482481062412262,0.4075504541397095,0.44596394896507263,0.1522974818944931,0.15761689841747284,0.20108172297477722,0.23389844596385956,0.2905239760875702,0.31710559129714966,0.17466183006763458,0.2528740465641022
of,0.28464117646217346,0.2513895630836487,0.733189046382904,0.28352999687194824,0.19579021632671356,1.0,0.733189046382904,0.28458893299102783,0.29307931661605835,0.3079429268836975,0.2359420210123062,0.32255905866622925,0.37726253271102905,0.22132393717765808,0.1826142966747284
tensions,0.17170609533786774,0.182943195104599,0.27084341645240784,0.1817019134759903,0.13814257085323334,0.26010504364967346,0.27084341645240784,0.1924680918455124,0.1730511635541916,0.2612505257129669,0.26324424147605896,0.18171902000904083,0.2744764983654022,0.2035859376192093,0.16045744717121124
over,0.27820903062820435,0.2535076439380646,0.39856547117233276,0.17738531529903412,0.12603868544101715,0.36136594414711,0.39856547117233276,0.247173011302948,0.1707811951637268,0.2156446874141693,0.14173372089862823,0.372319757938385,0.35418701171875,0.1667177975177765,0.25742942094802856
slavery,0.19865281879901886,0.2624604403972626,0.2249661535024643,0.12813091278076172,0.14345261454582214,0.20040786266326904,0.2249661535024643,0.2945786118507385,0.2565991282463074,0.2588120400905609,0.12385237216949463,0.220035582780838,0.1774427592754364,0.15032441914081573,0.21057774126529694
and,0.27806392312049866,0.34479495882987976,0.5171257257461548,0.25860127806663513,0.21613861620426178,0.5116966962814331,0.5171257257461548,0.2376793771982193,0.18267527222633362,0.1976170688867569,0.3033278286457062,0.36597734689712524,0.4671151638031006,0.2768954336643219,0.20544172823429108
the,0.30742117762565613,0.34736719727516174,1.0,0.28634732961654663,0.25393402576446533,0.733189046382904,1.0,0.21922016143798828,0.2631160318851471,0.23846197128295898,0.2967630624771118,0.39493247866630554,0.43858039379119873,0.2745058238506317,0.22068053483963013
power,0.19992569088935852,0.2120266556739807,0.2647338807582855,0.1636517494916916,0.19026029109954834,0.25273123383522034,0.2647338807582855,0.09045028686523438,0.05973634496331215,0.13720189034938812,0.17051026225090027,0.16759313642978668,0.17230483889579773,0.1867257058620453,0.15304024517536163
of,0.28464117646217346,0.2513895630836487,0.733189046382904,0.28352999687194824,0.19579021632671356,1.0,0.733189046382904,0.28458893299102783,0.29307931661605835,0.3079429268836975,0.2359420210123062,0.32255905866622925,0.37726253271102905,0.22132393717765808,0.1826142966747284
bishops,0.19357605278491974,0.19656497240066528,0.30482447147369385,0.1610071063041687,0.3187864124774933,0.305105060338974,0.30482447147369385,0.37873566150665283,0.4456730782985687,0.5199357867240906,0.15943433344364166,0.12526699900627136,0.23270803689956665,0.35402414202690125,0.15664468705654144
in,0.23227278888225555,0.2593238651752472,0.6662389636039734,0.259066641330719,0.2199791669845581,0.5696388483047485,0.6662389636039734,0.24702993035316467,0.2737633287906647,0.2493300437927246,0.24171817302703857,0.38021373748779297,0.36463531851768494,0.23602792620658875,0.20430970191955566
the,0.30742117762565613,0.34736719727516174,1.0,0.28634732961654663,0.25393402576446533,0.733189046382904,1.0,0.21922016143798828,0.2631160318851471,0.23846197128295898,0.2967630624771118,0.39493247866630554,0.43858039379119873,0.2745058238506317,0.22068053483963013
denomination,0.20861461758613586,0.13108108937740326,0.26250898838043213,0.1567985713481903,0.2212645411491394,0.2670862376689911,0.26250898838043213,0.5030563473701477,0.48268818855285645,0.5308495759963989,0.2740219533443451,0.1603587418794632,0.19730469584465027,0.2868187129497528,0.2643771171569824
.,0.32909876108169556,0.35288307070732117,0.5934505462646484,0.2929490804672241,0.1982354372739792,0.5352458953857422,0.5934505462646484,0.30669423937797546,0.29671710729599,0.28898224234580994,0.26228174567222595,0.26250120997428894,0.3524959683418274,0.2162696272134781,0.4130953550338745
