,which,country,'s,invasion,show,the,insecurity,of,the,middle,east,?
the,0.6521818041801453,0.30432501435279846,-0.01540423184633255,0.32296645641326904,0.319829523563385,1.0,0.2664186358451843,0.733189046382904,1.0,0.3405749201774597,0.3383176326751709,0.22068053483963013
ussr,0.15631438791751862,0.29147812724113464,0.08307108283042908,0.264301061630249,0.16423501074314117,0.19452720880508423,0.21950946748256683,0.16848184168338776,0.19452720880508423,0.09094816446304321,0.23105235397815704,0.0990586206316948
's,0.03856118768453598,0.0747150406241417,0.9999999403953552,-0.029328476637601852,6.513196422019973e-05,-0.01540423184633255,-0.015296838246285915,-0.03817026689648628,-0.01540423184633255,-0.017355401068925858,0.05105345696210861,-0.023395681753754616
invasion,0.25346121191978455,0.196080282330513,-0.029328476637601852,0.9999999403953552,0.21511441469192505,0.32296645641326904,0.18552303314208984,0.256956547498703,0.32296645641326904,0.17530010640621185,0.23125363886356354,0.18923960626125336
of,0.5011631846427917,0.28866857290267944,-0.03817026689648628,0.256956547498703,0.21383242309093475,0.733189046382904,0.2716332972049713,1.0,0.733189046382904,0.2799445688724518,0.314786434173584,0.1826142966747284
afghanistan,0.18384934961795807,0.35425978899002075,-0.012016630731523037,0.29580989480018616,0.1402907520532608,0.28314414620399475,0.2432616800069809,0.2363988608121872,0.28314414620399475,0.21030522882938385,0.28432485461235046,0.1478135734796524
was,0.2830964922904968,0.24557247757911682,0.008974763564765453,0.27169278264045715,0.20142383873462677,0.48711544275283813,0.16832099854946136,0.4069072902202606,0.48711544275283813,0.21038298308849335,0.2747166156768799,0.18412111699581146
only,0.5654799342155457,0.2164556235074997,0.08984304964542389,0.16256222128868103,0.3070574998855591,0.5497692227363586,0.2872684895992279,0.49632513523101807,0.5497692227363586,0.20666317641735077,0.24212482571601868,0.2767370045185089
one,0.510688066482544,0.26064035296440125,0.06913424283266068,0.19750601053237915,0.25759679079055786,0.5514441132545471,0.24132385849952698,0.4999135136604309,0.5514441132545471,0.24063128232955933,0.1930667608976364,0.2673267424106598
sign,0.19895142316818237,0.1181623786687851,-0.018721353262662888,0.18243278563022614,0.2127196341753006,0.22875791788101196,0.12699781358242035,0.201818585395813,0.22875791788101196,0.14675414562225342,0.1985643357038498,0.21454890072345734
of,0.5011631846427917,0.28866857290267944,-0.03817026689648628,0.256956547498703,0.21383242309093475,0.733189046382904,0.2716332972049713,1.0,0.733189046382904,0.2799445688724518,0.314786434173584,0.1826142966747284
insecurity,0.29594770073890686,0.18406537175178528,-0.015296838246285915,0.18552303314208984,0.1568903923034668,0.2664186358451843,1.0,0.2716332972049713,0.2664186358451843,0.1529589295387268,0.1481756716966629,0.21826902031898499
in,0.4840516746044159,0.3040012717247009,-0.037580832839012146,0.2543354034423828,0.27595704793930054,0.6662389636039734,0.2093096375465393,0.5696388483047485,0.6662389636039734,0.26767921447753906,0.32659441232681274,0.20430970191955566
the,0.6521818041801453,0.30432501435279846,-0.01540423184633255,0.32296645641326904,0.319829523563385,1.0,0.2664186358451843,0.733189046382904,1.0,0.3405749201774597,0.3383176326751709,0.22068053483963013
region,0.2328231930732727,0.3093109428882599,-0.058744437992572784,0.23259374499320984,0.15522585809230804,0.35020557045936584,0.08239539712667465,0.2852717339992523,0.35020557045936584,0.21298618614673615,0.36122655868530273,0.13441751897335052
",",0.3658004403114319,0.27878350019454956,-0.0016132977325469255,0.19455376267433167,0.31928569078445435,0.4933079481124878,0.22733250260353088,0.4946078956127167,0.4933079481124878,0.24847112596035004,0.319791704416275,0.31091248989105225
also,0.6566565632820129,0.2604532539844513,-0.0014726108638569713,0.19987958669662476,0.32992470264434814,0.6021018624305725,0.2704741656780243,0.4924938678741455,0.6021018624305725,0.22387157380580902,0.23964199423789978,0.21848613023757935
marked,0.3083769381046295,0.1728018969297409,-0.04582768306136131,0.2300824373960495,0.27045008540153503,0.36085957288742065,0.11708182096481323,0.3172365128993988,0.36085957288742065,0.2259024679660797,0.13583220541477203,0.1466940939426422
by,0.40543368458747864,0.24224938452243805,-0.010884488001465797,0.2219076007604599,0.2779667377471924,0.4408751428127289,0.20368245244026184,0.3646814823150635,0.4408751428127289,0.18733404576778412,0.2120126187801361,0.17966607213020325
increased,0.3345912992954254,0.15605659782886505,-0.021304117515683174,0.23457969725131989,0.1764494925737381,0.3188653886318207,0.3174284100532532,0.3371390700340271,0.3188653886318207,0.1589333713054657,0.22244864702224731,0.09587585180997849
american,0.16603466868400574,0.24713923037052155,0.01565130427479744,0.09713499248027802,0.24534088373184204,0.24562937021255493,0.1950494796037674,0.22180068492889404,0.24562937021255493,0.18199525773525238,0.22165393829345703,0.18877598643302917
weapons,0.25235727429389954,0.18032661080360413,0.022701945155858994,0.2664216160774231,0.15631698071956635,0.24496999382972717,0.31168803572654724,0.21305988729000092,0.24496999382972717,0.135670468211174,0.14334926009178162,0.12573792040348053
sales,0.21815170347690582,0.24710923433303833,0.04694020748138428,0.1438574343919754,0.18154114484786987,0.18809081614017487,0.2741260826587677,0.16567732393741608,0.18809081614017487,0.1454882025718689,0.10007937997579575,0.12966734170913696
",",0.3658004403114319,0.27878350019454956,-0.0016132977325469255,0.19455376267433167,0.31928569078445435,0.4933079481124878,0.22733250260353088,0.4946078956127167,0.4933079481124878,0.24847112596035004,0.319791704416275,0.31091248989105225
technology,0.24444639682769775,0.1521449089050293,0.021618375554680824,0.1143767461180687,0.1332138031721115,0.21669498085975647,0.3278203010559082,0.25238582491874695,0.21669498085975647,0.1201186552643776,0.19842836260795593,0.11564995348453522
",",0.3658004403114319,0.27878350019454956,-0.0016132977325469255,0.19455376267433167,0.31928569078445435,0.4933079481124878,0.22733250260353088,0.4946078956127167,0.4933079481124878,0.24847112596035004,0.319791704416275,0.31091248989105225
and,0.506277859210968,0.30884742736816406,0.06895173341035843,0.2170204222202301,0.3455478549003601,0.5171257257461548,0.26661330461502075,0.5116966962814331,0.5171257257461548,0.2514324486255646,0.27633291482925415,0.20544172823429108
outright,0.29057157039642334,0.21116229891777039,-0.03271755576133728,0.303145170211792,0.18321508169174194,0.2790127098560333,0.28220486640930176,0.21281252801418304,0.2790127098560333,0.1452856808900833,0.16305887699127197,0.340726375579834
military,0.18082310259342194,0.29486605525016785,0.0309983491897583,0.3160407543182373,0.15497054159641266,0.2290858030319214,0.2809355556964874,0.27347031235694885,0.2290858030319214,0.18443851172924042,0.2010822594165802,0.1890317052602768
presence,0.4159404933452606,0.1500134915113449,0.016902104020118713,0.3059411644935608,0.27453839778900146,0.34114351868629456,0.22572623193264008,0.2917717397212982,0.34114351868629456,0.14538677036762238,0.10325431823730469,0.08592845499515533
.,0.45942068099975586,0.26130348443984985,-0.003708066651597619,0.25034767389297485,0.3016606271266937,0.5934505462646484,0.2642488479614258,0.5352458953857422,0.5934505462646484,0.2989427447319031,0.28351864218711853,0.4130953550338745
