,where,did,golovin,work,prior,to,joining,the,``,space,vehicle,panel,'',?
kennedy,0.1529545933008194,0.18083488941192627,0.22767938673496246,0.15022890269756317,0.23025716841220856,0.2569362223148346,0.13760241866111755,0.20303435623645782,0.016692638397216797,0.28336045145988464,0.08944547921419144,0.09911370277404785,-0.09702956676483154,0.21965277194976807
's,0.0007701900321990252,0.05069678649306297,0.04514141380786896,-0.03332063928246498,-0.0369880273938179,0.03782717138528824,0.09448423236608505,-0.01540423184633255,-0.03416389226913452,-0.1200559139251709,0.04947027564048767,-0.011574317701160908,-0.04859459400177002,-0.023395681753754616
science,0.19053184986114502,0.14819081127643585,0.20702604949474335,0.2748505771160126,0.10785432159900665,0.2226530760526657,0.0909326821565628,0.24037593603134155,0.008533534593880177,0.2809889614582062,0.16297823190689087,0.16664259135723114,0.07709507644176483,0.17974960803985596
advisor,0.11965157836675644,0.252360075712204,0.15045787394046783,0.2540644407272339,0.20838572084903717,0.20777706801891327,0.12432903796434402,0.17215700447559357,0.0005280057666823268,0.14500539004802704,0.09714353084564209,0.2547300159931183,0.06784162670373917,0.0939842164516449
jerome,0.11238343268632889,0.15185312926769257,0.4029965400695801,0.20361153781414032,0.11891032010316849,0.15107719600200653,0.1295505166053772,0.16523043811321259,0.06987108290195465,0.06506375968456268,0.08320688456296921,0.18706092238426208,0.03493540734052658,0.17408518493175507
wiesner,0.20728249847888947,0.18779589235782623,0.4136962294578552,0.20807556807994843,0.12482566386461258,0.193395733833313,0.16694337129592896,0.27002912759780884,-0.011669270694255829,0.18662118911743164,0.14416727423667908,0.20393677055835724,0.04517137259244919,0.2351539433002472
",",0.3149496018886566,0.3015086054801941,0.37346982955932617,0.3283594250679016,0.27105793356895447,0.44245919585227966,0.25060388445854187,0.4933079481124878,0.09681109338998795,0.2285580337047577,0.12404345721006393,0.13074612617492676,-0.037358131259679794,0.31091248989105225
who,0.41804537177085876,0.34038686752319336,0.2779919505119324,0.3146236836910248,0.21688687801361084,0.42656609416007996,0.15428602695465088,0.3733934462070465,0.02397952415049076,0.1441284865140915,0.17691867053508759,0.1568932980298996,0.024401003494858742,0.26220351457595825
had,0.2596948444843292,0.540525496006012,0.15201298892498016,0.24853645265102386,0.2676157057285309,0.37984350323677063,0.18028424680233002,0.3875846862792969,0.0518546998500824,0.16386190056800842,0.1580759733915329,0.13029909133911133,0.024004416540265083,0.20728366076946259
expressed,0.21342989802360535,0.17606444656848907,0.16607394814491272,0.24482646584510803,0.1953704059123993,0.2824164628982544,0.17886696755886078,0.25207287073135376,0.14762823283672333,0.1969534158706665,0.12446501106023788,0.11261541396379471,-0.04290010780096054,0.17175263166427612
his,0.29880598187446594,0.3546801507472992,0.25920459628105164,0.36648666858673096,0.23540276288986206,0.3715193271636963,0.1973414570093155,0.4394008219242096,0.008275155909359455,0.14531013369560242,0.13877171277999878,0.09220720827579498,0.016508836299180984,0.18075084686279297
opposition,0.20852918922901154,0.21891070902347565,0.17008745670318604,0.20696842670440674,0.17969639599323273,0.2251589596271515,0.19639110565185547,0.26783087849617004,0.11373624205589294,0.12180284410715103,0.17397060990333557,0.14643330872058868,-0.013324500992894173,0.15647298097610474
to,0.47735077142715454,0.4452643394470215,0.2007933408021927,0.3482864499092102,0.264421671628952,1.0,0.23167216777801514,0.535392165184021,0.06720756739377975,0.22712917625904083,0.26649773120880127,0.1690487116575241,-0.009905828163027763,0.29463258385658264
manned,0.14348626136779785,0.21665696799755096,0.13926126062870026,0.13983772695064545,0.24777208268642426,0.21649380028247833,0.15449798107147217,0.2392944097518921,-0.01678762026131153,0.4009856879711151,0.41822919249534607,0.16558536887168884,-0.08075296133756638,0.17514055967330933
spaceflight,0.2071429044008255,0.17268840968608856,0.26064541935920715,0.2768082618713379,0.12497915327548981,0.29044052958488464,0.10880766808986664,0.27614790201187134,0.006344953086227179,0.7071124911308289,0.3798886835575104,0.17211543023586273,-0.07249470800161362,0.26453927159309387
to,0.47735077142715454,0.4452643394470215,0.2007933408021927,0.3482864499092102,0.264421671628952,1.0,0.23167216777801514,0.535392165184021,0.06720756739377975,0.22712917625904083,0.26649773120880127,0.1690487116575241,-0.009905828163027763,0.29463258385658264
kennedy,0.1529545933008194,0.18083488941192627,0.22767938673496246,0.15022890269756317,0.23025716841220856,0.2569362223148346,0.13760241866111755,0.20303435623645782,0.016692638397216797,0.28336045145988464,0.08944547921419144,0.09911370277404785,-0.09702956676483154,0.21965277194976807
before,0.37386465072631836,0.33642593026161194,0.16634371876716614,0.21733282506465912,0.5305277109146118,0.4190867841243744,0.3544135093688965,0.45900648832321167,0.0842912346124649,0.22552019357681274,0.16861259937286377,0.1511714607477188,-0.07730459421873093,0.2507109045982361
the,0.5003893971443176,0.34736719727516174,0.266879141330719,0.2704800069332123,0.33782097697257996,0.535392165184021,0.3364273011684418,1.0,0.029072100296616554,0.24495907127857208,0.20434843003749847,0.20552968978881836,0.041273195296525955,0.22068053483963013
president,0.1105213314294815,0.1801012009382248,0.19343137741088867,0.13244125247001648,0.17034552991390228,0.21247753500938416,0.16839437186717987,0.24330610036849976,0.057543765753507614,0.13849757611751556,0.1117677092552185,0.14149604737758636,-0.008907985873520374,0.14148259162902832
took,0.21095216274261475,0.42470768094062805,0.1456000804901123,0.1589529663324356,0.2451813817024231,0.24576251208782196,0.2041301131248474,0.31657639145851135,0.001983377616852522,0.07883565127849579,0.14322282373905182,0.0661064013838768,-0.036564793437719345,0.14109265804290771
office,0.14498522877693176,0.1974928379058838,0.053512368351221085,0.22025153040885925,0.16102179884910583,0.20860034227371216,0.06283275783061981,0.27314993739128113,0.013393632136285305,0.17819079756736755,0.1378777027130127,0.21349158883094788,0.004866132978349924,0.16497313976287842
",",0.3149496018886566,0.3015086054801941,0.37346982955932617,0.3283594250679016,0.27105793356895447,0.44245919585227966,0.25060388445854187,0.4933079481124878,0.09681109338998795,0.2285580337047577,0.12404345721006393,0.13074612617492676,-0.037358131259679794,0.31091248989105225
and,0.43859338760375977,0.34479495882987976,0.2896767854690552,0.37551814317703247,0.2185291349887848,0.48971283435821533,0.3040839731693268,0.5171257257461548,0.036644238978624344,0.22901733219623566,0.17821402847766876,0.16468550264835358,0.021612688899040222,0.20544172823429108
had,0.2596948444843292,0.540525496006012,0.15201298892498016,0.24853645265102386,0.2676157057285309,0.37984350323677063,0.18028424680233002,0.3875846862792969,0.0518546998500824,0.16386190056800842,0.1580759733915329,0.13029909133911133,0.024004416540265083,0.20728366076946259
opposed,0.21685153245925903,0.3237369954586029,0.14388635754585266,0.26102352142333984,0.2836785316467285,0.2678636610507965,0.23416008055210114,0.24302934110164642,0.06761778146028519,0.14379055798053741,0.2207515835762024,0.15561820566654205,0.0008623097091913223,0.23428945243358612
the,0.5003893971443176,0.34736719727516174,0.266879141330719,0.2704800069332123,0.33782097697257996,0.535392165184021,0.3364273011684418,1.0,0.029072100296616554,0.24495907127857208,0.20434843003749847,0.20552968978881836,0.041273195296525955,0.22068053483963013
decision,0.19157181680202484,0.285696417093277,0.16231152415275574,0.21205976605415344,0.2795926034450531,0.35372841358184814,0.20136091113090515,0.2905151844024658,0.06563278287649155,0.11135172098875046,0.20362307131290436,0.238637775182724,-0.011632156558334827,0.2796577215194702
