,what,work,from,around,300,bc,has,significant,theorems,about,prime,numbers,?
however,0.4480680823326111,0.33136796951293945,0.33656248450279236,0.3868907392024994,-0.03804624080657959,0.20316825807094574,0.3999234735965729,0.3831981420516968,0.2815651595592499,0.37023138999938965,0.16994822025299072,0.37683191895484924,0.2152075469493866
",",0.3087472915649414,0.3283594250679016,0.39760664105415344,0.3298884332180023,-0.09158318489789963,0.18780869245529175,0.3734780251979828,0.27671438455581665,0.20761509239673615,0.3877100944519043,0.2565026581287384,0.26479464769363403,0.31091248989105225
the,0.42745697498321533,0.2704800069332123,0.40150508284568787,0.40085816383361816,-0.07017405331134796,0.2513079047203064,0.4177538752555847,0.35524800419807434,0.2027275562286377,0.37995871901512146,0.19960100948810577,0.293011337518692,0.22068053483963013
earliest,0.23163363337516785,0.22198908030986786,0.18898770213127136,0.24966618418693542,-0.10637509822845459,0.3176608979701996,0.18134021759033203,0.33660465478897095,0.20620790123939514,0.2507884204387665,0.08577310293912888,0.1822015941143036,0.139415442943573
surviving,0.16434775292873383,0.22857065498828888,0.2204122245311737,0.14643606543540955,-0.039010025560855865,0.2709285020828247,0.1539802998304367,0.27560940384864807,0.16657784581184387,0.20565356314182281,0.1475943624973297,0.186077281832695,0.1395692080259323
records,0.17999422550201416,0.16330786049365997,0.15931837260723114,0.23112967610359192,-0.08082138746976852,0.14761005342006683,0.14620797336101532,0.16451236605644226,0.09678731113672256,0.12639892101287842,0.04670511931180954,0.11131332814693451,0.12384546548128128
of,0.33290785551071167,0.23473061621189117,0.4249346852302551,0.3296394646167755,-0.04760007932782173,0.2062062919139862,0.3909035325050354,0.318554162979126,0.2440456598997116,0.40939709544181824,0.23935265839099884,0.228018656373024,0.1826142966747284
the,0.42745697498321533,0.2704800069332123,0.40150508284568787,0.40085816383361816,-0.07017405331134796,0.2513079047203064,0.4177538752555847,0.35524800419807434,0.2027275562286377,0.37995871901512146,0.19960100948810577,0.293011337518692,0.22068053483963013
explicit,0.36800315976142883,0.1975381076335907,0.1543465405702591,0.12547583878040314,-0.055466316640377045,0.08504931628704071,0.16883650422096252,0.3386977016925812,0.21192602813243866,0.2070026844739914,0.06121644377708435,0.20830495655536652,0.2974667251110077
study,0.3123835027217865,0.33125606179237366,0.22416724264621735,0.18624502420425415,-0.007068093400448561,0.16069500148296356,0.16058631241321564,0.269605427980423,0.36637628078460693,0.31766602396965027,0.12386365979909897,0.16116143763065338,0.15902167558670044
of,0.33290785551071167,0.23473061621189117,0.4249346852302551,0.3296394646167755,-0.04760007932782173,0.2062062919139862,0.3909035325050354,0.318554162979126,0.2440456598997116,0.40939709544181824,0.23935265839099884,0.228018656373024,0.1826142966747284
prime,0.15586113929748535,0.1357828825712204,0.16725490987300873,0.07106762379407883,0.05840351805090904,0.1493973284959793,0.17349666357040405,0.10800613462924957,0.34139615297317505,0.1290404349565506,1.0,0.26943376660346985,0.11276303976774216
numbers,0.24586999416351318,0.2318825125694275,0.21346062421798706,0.2322303205728531,-0.026712937280535698,0.17085982859134674,0.17843097448349,0.32974693179130554,0.36761048436164856,0.17381024360656738,0.26943376660346985,1.0,0.19297972321510315
come,0.39461299777030945,0.24058614671230316,0.32651904225349426,0.3211687505245209,-0.09123172610998154,0.13793496787548065,0.25169000029563904,0.1749303638935089,0.14949263632297516,0.28469759225845337,0.14888621866703033,0.2268531620502472,0.22318024933338165
from,0.2737620174884796,0.20936714112758636,1.0,0.3577364683151245,-0.04450348764657974,0.21324317157268524,0.2621968984603882,0.1506049782037735,0.08465569466352463,0.3421173691749573,0.16725490987300873,0.21346062421798706,0.19969791173934937
the,0.42745697498321533,0.2704800069332123,0.40150508284568787,0.40085816383361816,-0.07017405331134796,0.2513079047203064,0.4177538752555847,0.35524800419807434,0.2027275562286377,0.37995871901512146,0.19960100948810577,0.293011337518692,0.22068053483963013
ancient,0.2318045049905777,0.14878544211387634,0.22951196134090424,0.23448432981967926,-0.001958537846803665,0.4929903447628021,0.24138985574245453,0.2396872192621231,0.18330538272857666,0.21797247231006622,0.11458714306354523,0.15176522731781006,0.12938068807125092
greeks,0.25405770540237427,0.13461892306804657,0.15785998106002808,0.22834528982639313,-0.02265946753323078,0.48144328594207764,0.11935792118310928,0.22164124250411987,0.23742875456809998,0.19443681836128235,0.09244392067193985,0.2874983251094818,0.13888758420944214
.,0.3567904531955719,0.33121398091316223,0.41536515951156616,0.3712388277053833,-0.08151626586914062,0.22700229287147522,0.4105546176433563,0.28046533465385437,0.2229173183441162,0.42038556933403015,0.17658381164073944,0.2591777741909027,0.4130953550338745
