,``,an,account,of,further,discoveries,in,air,'',was,published,by,who,in,1775,?
in,0.04765888676047325,0.2605783939361572,0.15171845257282257,0.5696388483047485,0.233941450715065,0.3139881193637848,1.0,0.22172939777374268,0.07432962208986282,0.45514053106307983,0.26697060465812683,0.370934396982193,0.2792111933231354,1.0,0.03452562913298607,0.20430970191955566
the,0.029072100296616554,0.4207492768764496,0.21117976307868958,0.733189046382904,0.32531118392944336,0.296929270029068,0.6662389636039734,0.2877824306488037,0.041273195296525955,0.48711544275283813,0.22017472982406616,0.4408751428127289,0.3733934462070465,0.6662389636039734,0.02300606109201908,0.22068053483963013
meantime,-0.04833371937274933,0.2510364055633545,0.31651249527931213,0.20341098308563232,0.3415357172489166,0.1743992567062378,0.21265631914138794,0.16544164717197418,-0.13039849698543549,0.26996910572052,0.14433391392230988,0.3032870590686798,0.3513725996017456,0.21265631914138794,-0.024352384731173515,0.37067949771881104
",",0.09681109338998795,0.3581022024154663,0.2591261863708496,0.4946078956127167,0.2694096863269806,0.2561433017253876,0.5201468467712402,0.24731357395648956,-0.037358131259679794,0.45456063747406006,0.2937801778316498,0.3680937886238098,0.3365725874900818,0.5201468467712402,0.020611487329006195,0.31091248989105225
on,-0.03274054825305939,0.3192969560623169,0.25223448872566223,0.3966929316520691,0.2951144874095917,0.2324047088623047,0.46853652596473694,0.20020021498203278,0.04238596186041832,0.3909217119216919,0.26885396242141724,0.33887791633605957,0.2340552806854248,0.46853652596473694,-0.050160426646471024,0.2714994251728058
august,0.05432829633355141,0.24084918200969696,0.2113642692565918,0.1712995171546936,0.13716425001621246,0.13235585391521454,0.24307909607887268,0.14640305936336517,-0.1380746066570282,0.42620858550071716,0.20229984819889069,0.19738127291202545,0.26242005825042725,0.24307909607887268,-0.012653789483010769,0.3006744682788849
1,-0.10415490716695786,-0.15245160460472107,-0.21917612850666046,-0.09473495930433273,-0.13355425000190735,-0.15176385641098022,-0.10660158097743988,0.028481636196374893,-0.050646256655454636,-0.2275921255350113,-0.21345828473567963,-0.2582099735736847,-0.35742413997650146,-0.10660158097743988,0.06158306822180748,-0.249979168176651
",",0.09681109338998795,0.3581022024154663,0.2591261863708496,0.4946078956127167,0.2694096863269806,0.2561433017253876,0.5201468467712402,0.24731357395648956,-0.037358131259679794,0.45456063747406006,0.2937801778316498,0.3680937886238098,0.3365725874900818,0.5201468467712402,0.020611487329006195,0.31091248989105225
1774,0.15886348485946655,0.06136905401945114,0.09276605397462845,0.14446018636226654,0.1315571516752243,0.1088850125670433,0.12216868996620178,0.05016835406422615,0.0008893517078831792,0.049454182386398315,0.06907453387975693,0.10815524309873581,-0.015404385514557362,0.12216868996620178,0.862737774848938,0.07276970893144608
",",0.09681109338998795,0.3581022024154663,0.2591261863708496,0.4946078956127167,0.2694096863269806,0.2561433017253876,0.5201468467712402,0.24731357395648956,-0.037358131259679794,0.45456063747406006,0.2937801778316498,0.3680937886238098,0.3365725874900818,0.5201468467712402,0.020611487329006195,0.31091248989105225
an,0.03770720958709717,1.0,0.24610672891139984,0.32280945777893066,0.19808639585971832,0.17109565436840057,0.2605783939361572,0.18705463409423828,0.09471100568771362,0.3694365322589874,0.11590567231178284,0.2719563841819763,0.2848317325115204,0.2605783939361572,-0.01736602373421192,0.19793890416622162
experiment,-0.020184343680739403,0.23928724229335785,0.25183752179145813,0.12456657737493515,0.191356360912323,0.30992475152015686,0.1938578486442566,0.18702659010887146,0.03168946132063866,0.21177788078784943,0.25145313143730164,0.24362899363040924,0.21088218688964844,0.1938578486442566,0.005262867081910372,0.14968745410442352
conducted,-0.04848722741007805,0.12335710227489471,0.19366110861301422,0.22415050864219666,0.12230134010314941,0.20463910698890686,0.31342044472694397,0.1868404746055603,-0.021773580461740494,0.28831079602241516,0.2768789529800415,0.2579965889453888,0.20996502041816711,0.31342044472694397,0.08061143010854721,0.1105341762304306
by,-0.030704375356435776,0.2719563841819763,0.21235431730747223,0.3646814823150635,0.2836849093437195,0.2013971358537674,0.370934396982193,0.19110813736915588,-0.010275691747665405,0.4752357602119446,0.32986849546432495,1.0000001192092896,0.39727845788002014,0.370934396982193,0.026036525145173073,0.17966607213020325
the,0.029072100296616554,0.4207492768764496,0.21117976307868958,0.733189046382904,0.32531118392944336,0.296929270029068,0.6662389636039734,0.2877824306488037,0.041273195296525955,0.48711544275283813,0.22017472982406616,0.4408751428127289,0.3733934462070465,0.6662389636039734,0.02300606109201908,0.22068053483963013
british,0.01002498995512724,0.21499769389629364,0.10087179392576218,0.23701532185077667,0.13189977407455444,0.14668264985084534,0.23084034025669098,0.14075690507888794,0.042234957218170166,0.31934812664985657,0.1498308926820755,0.26707085967063904,0.2666113078594208,0.23084034025669098,-0.07168064266443253,0.09711728990077972
clergyman,0.08763624727725983,0.19524028897285461,0.17503882944583893,0.2206612229347229,0.13157373666763306,0.2532613277435303,0.22200371325016022,0.06308648735284805,0.028300290927290916,0.2992498576641083,0.25221389532089233,0.16760072112083435,0.33389320969581604,0.22200371325016022,0.0007754102116450667,0.12142539769411087
