,how,many,companies,were,listed,on,the,wse,on,august,2009,?
today,0.2630672752857208,0.4644642174243927,0.2115689069032669,0.3418138325214386,0.16999530792236328,0.2263319492340088,0.35740926861763,0.0938812866806984,0.2263319492340088,0.13104522228240967,-0.2645271420478821,0.17338968813419342
",",0.22659391164779663,0.40610817074775696,0.28041911125183105,0.36755475401878357,0.30069199204444885,0.49057599902153015,0.4933079481124878,0.29027894139289856,0.49057599902153015,0.4532424807548523,-0.3093184232711792,0.31091248989105225
the,0.33890387415885925,0.4335206151008606,0.26917189359664917,0.3906462490558624,0.31246060132980347,0.5107308030128479,1.0,0.3031875491142273,0.5107308030128479,0.22689028084278107,-0.23935742676258087,0.22068053483963013
warsaw,0.13025455176830292,0.1653265357017517,0.16749995946884155,0.18216076493263245,0.11225149035453796,0.19170401990413666,0.23137180507183075,0.1327728033065796,0.19170401990413666,0.22139722108840942,-0.3195088803768158,0.09769917279481888
stock,0.15051712095737457,0.15817588567733765,0.4193698465824127,0.1660771518945694,0.24860230088233948,0.2228897213935852,0.21356552839279175,0.1886858195066452,0.2228897213935852,0.0851026177406311,-0.1771632581949234,0.14784406125545502
exchange,0.19227394461631775,0.1653306484222412,0.3207688331604004,0.08122193068265915,0.22284385561943054,0.18436235189437866,0.2543705105781555,0.18613027036190033,0.18436235189437866,0.11099140346050262,-0.21574994921684265,0.048212938010692596
(,0.1676948219537735,0.1455259770154953,0.12384957075119019,0.14743882417678833,0.25063297152519226,0.28656116127967834,0.33289089798927307,0.30854958295822144,0.28656116127967834,0.3704869747161865,-0.22776968777179718,0.40561532974243164
wse,0.26137831807136536,0.18283215165138245,0.20951256155967712,0.11834730207920074,0.2791909873485565,0.22301627695560455,0.3031875491142273,1.0,0.22301627695560455,0.25021740794181824,-0.24155811965465546,0.35849425196647644
),0.17939934134483337,0.16602720320224762,0.12282966822385788,0.1566188633441925,0.2245008498430252,0.29937487840652466,0.3456730246543884,0.333153635263443,0.29937487840652466,0.38796302676200867,-0.22348248958587646,0.42300865054130554
is,0.22544461488723755,0.2649032473564148,0.1956041008234024,0.29386836290359497,0.24937160313129425,0.3635730445384979,0.5823672413825989,0.2302592396736145,0.3635730445384979,0.22414299845695496,-0.22361645102500916,0.22961433231830597
",",0.22659391164779663,0.40610817074775696,0.28041911125183105,0.36755475401878357,0.30069199204444885,0.49057599902153015,0.4933079481124878,0.29027894139289856,0.49057599902153015,0.4532424807548523,-0.3093184232711792,0.31091248989105225
according,0.29424387216567993,0.23689699172973633,0.13867630064487457,0.25184938311576843,0.3463301658630371,0.2925943434238434,0.3202974498271942,0.16694803535938263,0.2925943434238434,0.15871506929397583,-0.1620078980922699,0.21173474192619324
to,0.44169697165489197,0.40243685245513916,0.2619103491306305,0.31913647055625916,0.1537802815437317,0.41031414270401,0.535392165184021,0.274905264377594,0.41031414270401,0.2269229143857956,-0.3018359839916229,0.29463258385658264
many,0.4425291419029236,0.9999999403953552,0.3244176208972931,0.4804460406303406,0.29396384954452515,0.32520127296447754,0.4335206151008606,0.18283215165138245,0.32520127296447754,0.14742273092269897,-0.20668762922286987,0.2124512493610382
indicators,0.3093208074569702,0.3111438751220703,0.2292134165763855,0.2435671091079712,0.29921865463256836,0.23053431510925293,0.3155485987663269,0.22229430079460144,0.23053431510925293,0.03889335319399834,-0.2920389175415039,0.2084866762161255
",",0.22659391164779663,0.40610817074775696,0.28041911125183105,0.36755475401878357,0.30069199204444885,0.49057599902153015,0.4933079481124878,0.29027894139289856,0.49057599902153015,0.4532424807548523,-0.3093184232711792,0.31091248989105225
the,0.33890387415885925,0.4335206151008606,0.26917189359664917,0.3906462490558624,0.31246060132980347,0.5107308030128479,1.0,0.3031875491142273,0.5107308030128479,0.22689028084278107,-0.23935742676258087,0.22068053483963013
largest,0.08743762224912643,0.23644231259822845,0.23933397233486176,0.15248949825763702,0.23765501379966736,0.16868500411510468,0.3757036626338959,0.12780357897281647,0.16868500411510468,0.09378883987665176,-0.19118745625019073,0.12401245534420013
market,0.11605820059776306,0.2502439022064209,0.3740593194961548,0.16066841781139374,0.22635768353939056,0.24459631741046906,0.2041238248348236,0.14144858717918396,0.24459631741046906,0.120669886469841,-0.19728049635887146,0.12805593013763428
in,0.2601168751716614,0.41474202275276184,0.2321794629096985,0.3815755248069763,0.2905867397785187,0.46853652596473694,0.6662389636039734,0.21127283573150635,0.46853652596473694,0.24307909607887268,-0.28531888127326965,0.20430970191955566
the,0.33890387415885925,0.4335206151008606,0.26917189359664917,0.3906462490558624,0.31246060132980347,0.5107308030128479,1.0,0.3031875491142273,0.5107308030128479,0.22689028084278107,-0.23935742676258087,0.22068053483963013
region,0.15155482292175293,0.17234529554843903,0.15430192649364471,0.16843447089195251,0.07467782497406006,0.17006917297840118,0.35020557045936584,0.22368213534355164,0.17006917297840118,0.1378096640110016,-0.2702133059501648,0.13441751897335052
",",0.22659391164779663,0.40610817074775696,0.28041911125183105,0.36755475401878357,0.30069199204444885,0.49057599902153015,0.4933079481124878,0.29027894139289856,0.49057599902153015,0.4532424807548523,-0.3093184232711792,0.31091248989105225
with,0.3525622487068176,0.35744401812553406,0.21648374199867249,0.3179011940956116,0.16724108159542084,0.40749499201774597,0.4223487675189972,0.26529261469841003,0.40749499201774597,0.1911354959011078,-0.24345144629478455,0.2433311939239502
374,-0.010346918366849422,0.08686984330415726,0.09087800979614258,0.12527944147586823,0.033789899200201035,0.047660697251558304,0.11864593625068665,0.06248825415968895,0.047660697251558304,0.07540234178304672,-0.23426733911037445,0.09857111424207687
companies,0.1746106892824173,0.3244176208972931,1.0000001192092896,0.22409465909004211,0.20292545855045319,0.23421919345855713,0.26917189359664917,0.20951256155967712,0.23421919345855713,0.1440231055021286,-0.2089456170797348,0.14365637302398682
listed,0.19256755709648132,0.29396384954452515,0.20292545855045319,0.24842223525047302,1.0000001192092896,0.2711009681224823,0.31246060132980347,0.2791909873485565,0.2711009681224823,0.15949708223342896,-0.13677209615707397,0.2152968794107437
and,0.33647966384887695,0.5296266674995422,0.2527635991573334,0.42175528407096863,0.2351783663034439,0.4077630043029785,0.5171257257461548,0.24436303973197937,0.4077630043029785,0.2596009075641632,-0.22857710719108582,0.20544172823429108
total,0.22199897468090057,0.2912171483039856,0.18920433521270752,0.2263888120651245,0.24476084113121033,0.19572006165981293,0.27068960666656494,0.15655210614204407,0.19572006165981293,0.1691548079252243,-0.22796113789081573,0.14396025240421295
capitalization,0.29089292883872986,0.2381279468536377,0.32760363817214966,0.11336340755224228,0.249271422624588,0.1783125400543213,0.2614504396915436,0.34399423003196716,0.1783125400543213,0.20766186714172363,-0.2746726870536804,0.3030550181865692
of,0.2480744868516922,0.37253960967063904,0.22608543932437897,0.34038281440734863,0.28872668743133545,0.3966929316520691,0.733189046382904,0.22271877527236938,0.3966929316520691,0.1712995171546936,-0.2637706398963928,0.1826142966747284
162,-0.136868417263031,-0.2164810746908188,-0.22358214855194092,-0.13271959125995636,-0.10602052509784698,-0.19358576834201813,-0.27683934569358826,0.06906230747699738,-0.19358576834201813,0.02728726528584957,0.2333412617444992,0.013150731101632118
584,-0.11417283117771149,-0.06598256528377533,-0.02429789863526821,-0.010255533270537853,-0.06719265878200531,-0.07663049548864365,-0.033148474991321564,-0.06060630455613136,-0.07663049548864365,0.008085094392299652,0.013187875971198082,-0.017375444993376732
mln,0.1542169153690338,0.14351871609687805,0.1995801329612732,0.15783105790615082,0.18967688083648682,0.20924599468708038,0.2760533094406128,0.33261802792549133,0.20924599468708038,0.3044282793998718,-0.40613457560539246,0.2808614671230316
eur,0.11195241659879684,0.10562370717525482,0.245419442653656,0.0516485832631588,0.14349794387817383,0.09464622288942337,0.17426574230194092,0.30949997901916504,0.09464622288942337,0.07453261315822601,-0.16242094337940216,0.1998981088399887
as,0.33782753348350525,0.4070141911506653,0.17324307560920715,0.3025437891483307,0.28461623191833496,0.36047765612602234,0.48381632566452026,0.27212226390838623,0.36047765612602234,0.26662537455558777,-0.22543197870254517,0.27043893933296204
of,0.2480744868516922,0.37253960967063904,0.22608543932437897,0.34038281440734863,0.28872668743133545,0.3966929316520691,0.733189046382904,0.22271877527236938,0.3966929316520691,0.1712995171546936,-0.2637706398963928,0.1826142966747284
31,-0.007664180360734463,0.15436230599880219,0.042183347046375275,0.020320063456892967,0.16528978943824768,0.09168531000614166,0.12550820410251617,-0.09496943652629852,0.09168531000614166,-0.12469766288995743,-0.05736387521028519,-0.017570214346051216
august,0.13369344174861908,0.14742273092269897,0.1440231055021286,0.20438668131828308,0.15949708223342896,0.3564905822277069,0.22689028084278107,0.25021740794181824,0.3564905822277069,1.0,-0.17611834406852722,0.3006744682788849
2009,-0.20996622741222382,-0.20668762922286987,-0.2089456170797348,-0.20248553156852722,-0.13677209615707397,-0.13349726796150208,-0.23935742676258087,-0.24155811965465546,-0.13349726796150208,-0.17611834406852722,1.0,-0.2287932187318802
.,0.3287222981452942,0.3974229395389557,0.20400826632976532,0.3378238379955292,0.2932872176170349,0.49257001280784607,0.5934505462646484,0.3599298298358917,0.49257001280784607,0.3784620463848114,-0.3028804063796997,0.4130953550338745
