,while,producing,oxygen,",",what,gas,does,a,zeolite,sieve,absorb,?
the,0.39804592728614807,0.28730374574661255,0.20428593456745148,0.4933079481124878,0.42745697498321533,0.2339978665113449,0.35928019881248474,0.5829201340675354,0.27273494005203247,0.236739844083786,0.2552814483642578,0.22068053483963013
other,0.34462770819664,0.2525326609611511,0.2354368269443512,0.4446498453617096,0.341873437166214,0.2259911298751831,0.2947014272212982,0.2806335389614105,0.22743459045886993,0.2752222716808319,0.3146664798259735,0.24682199954986572
major,0.2120438516139984,0.11668414622545242,0.1290738582611084,0.29355156421661377,0.21026742458343506,0.201896071434021,0.17495857179164886,0.22990699112415314,0.15941695868968964,0.07214703410863876,0.07424935698509216,0.19788557291030884
method,0.24421179294586182,0.2258964329957962,0.2175072282552719,0.22978182137012482,0.25476205348968506,0.23899947106838226,0.22807583212852478,0.2613512873649597,0.2298080176115036,0.2319515198469162,0.28003057837486267,0.2194802314043045
of,0.3366928696632385,0.22011449933052063,0.16848602890968323,0.4946078956127167,0.33290785551071167,0.21246914565563202,0.3119818866252899,0.5052502155303955,0.25105878710746765,0.2222577929496765,0.21571673452854156,0.1826142966747284
producing,0.20006729662418365,1.0,0.23167835175991058,0.21877576410770416,0.1989585906267166,0.24545101821422577,0.21486324071884155,0.2861628234386444,0.2666688859462738,0.21987693011760712,0.3086185157299042,0.1406429558992386
o,0.10676161199808121,0.10657179355621338,0.2476140707731247,0.2621893286705017,0.1489914506673813,0.17587880790233612,0.1532406359910965,0.18840523064136505,0.1905783712863922,0.15941840410232544,0.08890338987112045,0.23868927359580994
2,-0.0332091860473156,0.0004545385600067675,0.04063820466399193,-0.08638399094343185,-0.049862053245306015,0.09000196307897568,-0.06106966361403465,-0.05323360115289688,-0.09944453090429306,0.020329704508185387,-0.0007181837572716177,0.001977203879505396
gas,0.1584714949131012,0.24545101821422577,0.45564013719558716,0.22298859059810638,0.20887799561023712,0.9999999403953552,0.1792042851448059,0.26485589146614075,0.25297921895980835,0.25538620352745056,0.338275671005249,0.1582372784614563
involves,0.3215627074241638,0.26349157094955444,0.23221907019615173,0.2186070829629898,0.2138185203075409,0.17923226952552795,0.3499230146408081,0.35207560658454895,0.2791317105293274,0.20478184521198273,0.2608051300048828,0.14038428664207458
passing,0.2964493930339813,0.219276562333107,0.0897073894739151,0.2306000292301178,0.2581939399242401,0.17409159243106842,0.23030602931976318,0.26634570956230164,0.14945675432682037,0.22612755000591278,0.28324657678604126,0.10353918373584747
a,0.3733035624027252,0.2861628234386444,0.21662019193172455,0.427140474319458,0.3320399522781372,0.26485589146614075,0.38201746344566345,1.0,0.3082660436630249,0.211503267288208,0.21902647614479065,0.23916715383529663
stream,0.2010822594165802,0.17267455160617828,0.20111678540706635,0.2126854658126831,0.15652818977832794,0.21267665922641754,0.1845560073852539,0.28687193989753723,0.20212234556674957,0.29892832040786743,0.19469624757766724,0.11238504201173782
of,0.3366928696632385,0.22011449933052063,0.16848602890968323,0.4946078956127167,0.33290785551071167,0.21246914565563202,0.3119818866252899,0.5052502155303955,0.25105878710746765,0.2222577929496765,0.21571673452854156,0.1826142966747284
clean,0.2557728886604309,0.2159668654203415,0.266299843788147,0.23288166522979736,0.2535739839076996,0.26980721950531006,0.2246231585741043,0.18515191972255707,0.24826183915138245,0.17393526434898376,0.32409024238586426,0.2847605347633362
",",0.38232675194740295,0.21877576410770416,0.21812842786312103,1.0000001192092896,0.3087472915649414,0.22298859059810638,0.28617382049560547,0.427140474319458,0.26299089193344116,0.17480798065662384,0.1852884590625763,0.31091248989105225
dry,0.18596915900707245,0.221876859664917,0.316355437040329,0.2684629261493683,0.18359600007534027,0.25649774074554443,0.24657376110553741,0.2334417849779129,0.37375515699386597,0.23049135506153107,0.34405702352523804,0.13395056128501892
air,0.22072969377040863,0.19543933868408203,0.3506372570991516,0.24731357395648956,0.10361403971910477,0.3478984236717224,0.21604882180690765,0.23199330270290375,0.15339411795139313,0.15707185864448547,0.28898847103118896,0.1491677612066269
through,0.3279457688331604,0.21781131625175476,0.2961564362049103,0.3060276508331299,0.23167094588279724,0.27036726474761963,0.21495459973812103,0.3399752974510193,0.17538951337337494,0.3196345865726471,0.3127630054950714,0.16913433372974396
one,0.3461143672466278,0.28598329424858093,0.2436513900756836,0.3696635365486145,0.376489520072937,0.2215927392244339,0.2924913763999939,0.4910551905632019,0.28950828313827515,0.2463643103837967,0.23935414850711823,0.2673267424106598
bed,0.2790091335773468,0.13749779760837555,0.248932883143425,0.23451334238052368,0.2236354798078537,0.18137216567993164,0.13770782947540283,0.21754467487335205,0.2615695595741272,0.25884583592414856,0.12968264520168304,0.21065229177474976
of,0.3366928696632385,0.22011449933052063,0.16848602890968323,0.4946078956127167,0.33290785551071167,0.21246914565563202,0.3119818866252899,0.5052502155303955,0.25105878710746765,0.2222577929496765,0.21571673452854156,0.1826142966747284
a,0.3733035624027252,0.2861628234386444,0.21662019193172455,0.427140474319458,0.3320399522781372,0.26485589146614075,0.38201746344566345,1.0,0.3082660436630249,0.211503267288208,0.21902647614479065,0.23916715383529663
pair,0.30440494418144226,0.21875786781311035,0.2780035138130188,0.17576158046722412,0.1797199696302414,0.1230008527636528,0.11549903452396393,0.3077886998653412,0.14641901850700378,0.30008259415626526,0.24306514859199524,0.11695868521928787
of,0.3366928696632385,0.22011449933052063,0.16848602890968323,0.4946078956127167,0.33290785551071167,0.21246914565563202,0.3119818866252899,0.5052502155303955,0.25105878710746765,0.2222577929496765,0.21571673452854156,0.1826142966747284
identical,0.2059379667043686,0.2573472857475281,0.17473308742046356,0.22093495726585388,0.23528943955898285,0.20025762915611267,0.23736457526683807,0.25109246373176575,0.2637656629085541,0.18175987899303436,0.2035936564207077,0.17817780375480652
zeolite,0.23281872272491455,0.2666688859462738,0.3921942710876465,0.26299089193344116,0.34414294362068176,0.25297921895980835,0.28399088978767395,0.3082660436630249,0.9999999403953552,0.29263249039649963,0.3515416085720062,0.24997054040431976
molecular,0.12597525119781494,0.18450382351875305,0.4132167398929596,0.22274190187454224,0.20577901601791382,0.28786414861679077,0.13434258103370667,0.2225467711687088,0.302759051322937,0.24696257710456848,0.28985780477523804,0.1327144205570221
sieves,0.2697305977344513,0.19223135709762573,0.24549874663352966,0.27502644062042236,0.22748714685440063,0.19943565130233765,0.3251730501651764,0.283311665058136,0.21876825392246246,0.6714688539505005,0.23203317821025848,0.13088558614253998
",",0.38232675194740295,0.21877576410770416,0.21812842786312103,1.0000001192092896,0.3087472915649414,0.22298859059810638,0.28617382049560547,0.427140474319458,0.26299089193344116,0.17480798065662384,0.1852884590625763,0.31091248989105225
which,0.38669952750205994,0.4155447483062744,0.3166238069534302,0.3658004403114319,0.5261979103088379,0.268431156873703,0.39111801981925964,0.56894451379776,0.33901283144950867,0.34031030535697937,0.34032559394836426,0.25814583897590637
absorbs,0.2306937575340271,0.2936154007911682,0.5060590505599976,0.19395191967487335,0.25239095091819763,0.3721655607223511,0.3284255564212799,0.25061121582984924,0.37840503454208374,0.3874841332435608,0.912268340587616,0.17056214809417725
the,0.39804592728614807,0.28730374574661255,0.20428593456745148,0.4933079481124878,0.42745697498321533,0.2339978665113449,0.35928019881248474,0.5829201340675354,0.27273494005203247,0.236739844083786,0.2552814483642578,0.22068053483963013
nitrogen,0.20809289813041687,0.23887456953525543,0.680616557598114,0.23090514540672302,0.1626630574464798,0.4604191780090332,0.23115405440330505,0.20339743793010712,0.3892993628978729,0.32896286249160767,0.4502885341644287,0.10228226333856583
and,0.45699796080589294,0.306022971868515,0.22261030972003937,0.6633074283599854,0.31309178471565247,0.20214606821537018,0.3461615741252899,0.3739250600337982,0.27740925550460815,0.25018563866615295,0.2635331153869629,0.20544172823429108
delivers,0.2701900005340576,0.26828786730766296,0.2047998160123825,0.1691381186246872,0.16364304721355438,0.20023436844348907,0.19744329154491425,0.2617884874343872,0.14912903308868408,0.18699318170547485,0.25796976685523987,0.15122883021831512
a,0.3733035624027252,0.2861628234386444,0.21662019193172455,0.427140474319458,0.3320399522781372,0.26485589146614075,0.38201746344566345,1.0,0.3082660436630249,0.211503267288208,0.21902647614479065,0.23916715383529663
gas,0.1584714949131012,0.24545101821422577,0.45564013719558716,0.22298859059810638,0.20887799561023712,0.9999999403953552,0.1792042851448059,0.26485589146614075,0.25297921895980835,0.25538620352745056,0.338275671005249,0.1582372784614563
stream,0.2010822594165802,0.17267455160617828,0.20111678540706635,0.2126854658126831,0.15652818977832794,0.21267665922641754,0.1845560073852539,0.28687193989753723,0.20212234556674957,0.29892832040786743,0.19469624757766724,0.11238504201173782
that,0.43523597717285156,0.28974953293800354,0.2717767655849457,0.4137537479400635,0.6297725439071655,0.2489587664604187,0.4764937460422516,0.47537946701049805,0.37756192684173584,0.297914981842041,0.3280351161956787,0.32716336846351624
is,0.2713196575641632,0.27046653628349304,0.21825239062309265,0.4691906273365021,0.28837618231773376,0.1897863894701004,0.4403602182865143,0.658733606338501,0.3470287621021271,0.23733966052532196,0.23613661527633667,0.22961433231830597
90,-0.023275887593626976,-0.14599746465682983,-0.2021351456642151,-0.05062086880207062,-0.03224492445588112,-0.08706635981798172,-0.13686193525791168,-0.022219151258468628,-0.07676400244235992,-0.07149345427751541,-0.10969228297472,-0.0034062080085277557
%,0.2392563819885254,0.16082271933555603,0.25139331817626953,0.22757403552532196,0.20738190412521362,0.20096376538276672,0.1996830552816391,0.17798779904842377,0.14590904116630554,0.14944329857826233,0.1841319054365158,0.21441808342933655
