,when,was,king,george,'s,war,?
as,0.4437963366508484,0.3677520453929901,0.19680391252040863,0.1998397409915924,-0.05775856226682663,0.24018222093582153,0.27043893933296204
there,0.34822648763656616,0.24909798800945282,0.15844708681106567,0.06625637412071228,-0.04860968142747879,0.2408694475889206,0.29405656456947327
had,0.37526828050613403,0.5927209258079529,0.2493389993906021,0.22182245552539825,-0.004401352722197771,0.29970744252204895,0.20728366076946259
already,0.5275567173957825,0.35964685678482056,0.17480365931987762,0.12079170346260071,-0.030866524204611778,0.18999168276786804,0.3477933406829834
been,0.3339833617210388,0.518218457698822,0.16121938824653625,0.14754058420658112,-0.10734795778989792,0.18175610899925232,0.24354910850524902
a,0.44397395849227905,0.4508470594882965,0.18420645594596863,0.19503153860569,0.04866964742541313,0.2368277609348297,0.23916715383529663
king,0.18628188967704773,0.27377256751060486,1.0000001192092896,0.2979864478111267,-0.002494113054126501,0.2670030891895294,0.19130074977874756
george,0.174343079328537,0.2601471245288849,0.2979864478111267,1.0000001192092896,-0.019076833501458168,0.24409236013889313,0.1479024887084961
's,-0.03368149697780609,0.008974763564765453,-0.002494113054126501,-0.019076833501458168,0.9999999403953552,0.06856801360845566,-0.023395681753754616
war,0.26339730620384216,0.3560331463813782,0.2670030891895294,0.24409236013889313,0.06856801360845566,1.0000001192092896,0.15510529279708862
in,0.4431333839893341,0.45514053106307983,0.2044914960861206,0.18167929351329803,-0.037580832839012146,0.29904094338417053,0.20430970191955566
the,0.5091903209686279,0.48711544275283813,0.25887003540992737,0.2510760426521301,-0.01540423184633255,0.366199791431427,0.22068053483963013
1740s,0.02658017724752426,0.09427792578935623,0.07439014315605164,-0.003711345139890909,0.027155445888638496,0.07662267982959747,0.0694095566868782
",",0.36674630641937256,0.45456063747406006,0.27879971265792847,0.24972979724407196,-0.0016132977325469255,0.2671184241771698,0.31091248989105225
british,0.1642608791589737,0.31934812664985657,0.1793719232082367,0.3170066773891449,0.06352180242538452,0.3060368299484253,0.09711728990077972
colonists,0.25208580493927,0.26416507363319397,0.2099612057209015,0.16934001445770264,-0.012811490334570408,0.3249705135822296,0.15893349051475525
named,0.2802571952342987,0.37528327107429504,0.20145858824253082,0.19016334414482117,-0.06022389233112335,0.1558108627796173,0.1297498345375061
the,0.5091903209686279,0.48711544275283813,0.25887003540992737,0.2510760426521301,-0.01540423184633255,0.366199791431427,0.22068053483963013
second,0.28561660647392273,0.3858029544353485,0.17622500658035278,0.14035527408123016,-0.060212843120098114,0.2754240930080414,0.17239587008953094
war,0.26339730620384216,0.3560331463813782,0.2670030891895294,0.24409236013889313,0.06856801360845566,1.0000001192092896,0.15510529279708862
in,0.4431333839893341,0.45514053106307983,0.2044914960861206,0.18167929351329803,-0.037580832839012146,0.29904094338417053,0.20430970191955566
king,0.18628188967704773,0.27377256751060486,1.0000001192092896,0.2979864478111267,-0.002494113054126501,0.2670030891895294,0.19130074977874756
george,0.174343079328537,0.2601471245288849,0.2979864478111267,1.0000001192092896,-0.019076833501458168,0.24409236013889313,0.1479024887084961
's,-0.03368149697780609,0.008974763564765453,-0.002494113054126501,-0.019076833501458168,0.9999999403953552,0.06856801360845566,-0.023395681753754616
reign,0.26303771138191223,0.2893977761268616,0.46208998560905457,0.10699546337127686,-0.0300701055675745,0.31020015478134155,0.16399922966957092
after,0.5331412553787231,0.49306565523147583,0.2272557020187378,0.18871039152145386,-0.055672239512205124,0.3393358886241913,0.16608688235282898
their,0.3682888448238373,0.2396296262741089,0.19117164611816406,0.14791837334632874,-0.005530759692192078,0.2163475602865219,0.1898253709077835
opponents,0.21187026798725128,0.24813708662986755,0.19608910381793976,0.17464017868041992,0.07305271923542023,0.18764974176883698,0.12975426018238068
",",0.36674630641937256,0.45456063747406006,0.27879971265792847,0.24972979724407196,-0.0016132977325469255,0.2671184241771698,0.31091248989105225
and,0.4716290831565857,0.3740963041782379,0.24642229080200195,0.22245058417320251,0.06895173341035843,0.29695844650268555,0.20544172823429108
it,0.4775012135505676,0.4577186405658722,0.23369887471199036,0.16266757249832153,0.06608816236257553,0.28139346837997437,0.25732165575027466
became,0.32363733649253845,0.6575068235397339,0.19870617985725403,0.21512429416179657,0.0067522358149290085,0.2935825288295746,0.11374033987522125
known,0.1836930811405182,0.35203275084495544,0.22055108845233917,0.1352875828742981,0.008368984796106815,0.1372869461774826,0.18314571678638458
as,0.4437963366508484,0.3677520453929901,0.19680391252040863,0.1998397409915924,-0.05775856226682663,0.24018222093582153,0.27043893933296204
the,0.5091903209686279,0.48711544275283813,0.25887003540992737,0.2510760426521301,-0.01540423184633255,0.366199791431427,0.22068053483963013
french,0.18820616602897644,0.2523815333843231,0.17180883884429932,0.17733968794345856,0.0634014755487442,0.2536753714084625,0.1386883556842804
and,0.4716290831565857,0.3740963041782379,0.24642229080200195,0.22245058417320251,0.06895173341035843,0.29695844650268555,0.20544172823429108
indian,0.13138654828071594,0.23096419870853424,0.0984065979719162,0.1488495171070099,0.13045348227024078,0.23471178114414215,0.09909533709287643
war,0.26339730620384216,0.3560331463813782,0.2670030891895294,0.24409236013889313,0.06856801360845566,1.0000001192092896,0.15510529279708862
.,0.475719153881073,0.40146201848983765,0.2334747016429901,0.26540547609329224,-0.003708066651597619,0.3000848889350891,0.4130953550338745
