,what,``,dynamic,theory,'',did,tesla,say,he,finished,in,1937,?
tesla,0.23221199214458466,0.04274534806609154,0.20170842111110687,0.25004854798316956,0.048713020980358124,0.09757418930530548,0.9999999403953552,0.14495143294334412,0.12373391538858414,0.11797337234020233,0.17097744345664978,0.009204071946442127,0.10250775516033173
claimed,0.2667301297187805,0.0019830670207738876,0.1680023968219757,0.2237992286682129,0.022320067510008812,0.34913167357444763,0.09713935106992722,0.3439866304397583,0.24766956269741058,0.14778178930282593,0.21382014453411102,0.005622381344437599,0.2083493024110794
to,0.455847829580307,0.06720756739377975,0.21834802627563477,0.21947365999221802,-0.009905828163027763,0.4452643394470215,0.17548894882202148,0.38071900606155396,0.385390967130661,0.24378257989883423,0.45010748505592346,0.03751426562666893,0.29463258385658264
have,0.39808809757232666,0.1022237241268158,0.2677883505821228,0.25909456610679626,0.0312618687748909,0.3783526122570038,0.12181562930345535,0.517315149307251,0.3020331561565399,0.17094801366329193,0.36843645572662354,0.06963592022657394,0.32991164922714233
developed,0.15555569529533386,0.007079461123794317,0.23422490060329437,0.34694910049438477,-0.01097940281033516,0.24445466697216034,0.20067144930362701,0.1241392120718956,0.11614217609167099,0.15800514817237854,0.2498214840888977,-0.016172591596841812,0.10763012617826462
his,0.26976513862609863,0.008275155909359455,0.17015551030635834,0.2209872305393219,0.016508836299180984,0.3546801507472992,0.1580733060836792,0.21501833200454712,0.7171558737754822,0.30028635263442993,0.3598145842552185,-0.1270657628774643,0.18075084686279297
own,0.35062843561172485,0.0022472564596682787,0.17283979058265686,0.23464687168598175,0.007983271963894367,0.34475913643836975,0.17710740864276886,0.2589925527572632,0.26108258962631226,0.2086983025074005,0.31893372535705566,-0.002070780610665679,0.1937696635723114
physical,0.27895045280456543,0.015543654561042786,0.39491286873817444,0.32851701974868774,0.03199413791298866,0.20982125401496887,0.20707638561725616,0.18957963585853577,0.1841159164905548,0.13808681070804596,0.20687337219715118,0.05253871530294418,0.11781801283359528
principle,0.3569014072418213,0.066971555352211,0.3165934085845947,0.5460558533668518,0.06804671138525009,0.2072836458683014,0.26682472229003906,0.2654418349266052,0.17004048824310303,0.07162625342607498,0.16382117569446564,-0.009224568493664265,0.2002675086259842
regarding,0.36432263255119324,-0.06146683171391487,0.2524411678314209,0.23682573437690735,0.023724932223558426,0.2796953320503235,0.18636363744735718,0.35065990686416626,0.15882879495620728,0.08669993281364441,0.2634240984916687,0.059026192873716354,0.36967232823371887
matter,0.41697224974632263,0.05683933198451996,0.2509092390537262,0.3724932372570038,0.005456180777400732,0.2127678096294403,0.17147119343280792,0.38499724864959717,0.23724457621574402,0.14376895129680634,0.2179846465587616,0.12507574260234833,0.269619345664978
and,0.31309178471565247,0.036644238978624344,0.240245059132576,0.1765792816877365,0.021612688899040222,0.34479495882987976,0.19560420513153076,0.3314565122127533,0.45427167415618896,0.22604867815971375,0.4954058527946472,-0.04043380543589592,0.20544172823429108
energy,0.190252885222435,-0.012139007449150085,0.22845731675624847,0.2591722011566162,0.014536253176629543,0.14123573899269104,0.28722304105758667,0.21512654423713684,0.19338715076446533,0.08631610125303268,0.17693158984184265,0.13557752966880798,0.14860127866268158
that,0.6297725439071655,0.05285148695111275,0.31029394268989563,0.36183905601501465,0.007880004122853279,0.47518548369407654,0.22102725505828857,0.5852095484733582,0.36068853735923767,0.2472594976425171,0.435920387506485,0.08495324850082397,0.32716336846351624
he,0.3114890456199646,0.05585138872265816,0.08971641957759857,0.20341786742210388,0.039060186594724655,0.3292143940925598,0.12373391538858414,0.2822306752204895,1.0000001192092896,0.3540959358215332,0.41690486669540405,-0.14754964411258698,0.2089974731206894
started,0.21609699726104736,-0.05113169550895691,0.10017644613981247,0.11845503747463226,0.03144173324108124,0.3904789686203003,0.10913282632827759,0.1782226860523224,0.29536134004592896,0.40095624327659607,0.3199414014816284,-0.0375998392701149,0.19447724521160126
working,0.2846863269805908,-0.031726498156785965,0.17929303646087646,0.17051371932029724,-0.02339978888630867,0.2788783311843872,0.206875741481781,0.23049378395080566,0.3181121051311493,0.3060653805732727,0.3062970042228699,-0.06665239483118057,0.17154020071029663
on,0.34226128458976746,-0.03274054825305939,0.1618548184633255,0.16873858869075775,0.04238596186041832,0.2670976221561432,0.16159376502037048,0.2754344344139099,0.32403138279914856,0.26926761865615845,0.46853652596473694,0.05254232883453369,0.2714994251728058
in,0.30808621644973755,0.04765888676047325,0.12119796127080917,0.16955126821994781,0.07432962208986282,0.2593238651752472,0.17097744345664978,0.26482993364334106,0.41690486669540405,0.2933714687824249,1.0,0.023682521656155586,0.20430970191955566
1892,-0.018924584612250328,-0.02118184044957161,0.05994311720132828,-0.011204399168491364,0.05117615684866905,0.020185532048344612,-0.037353258579969406,0.04622166231274605,-0.012743187136948109,0.0985785722732544,0.021538719534873962,0.12078136205673218,-0.03980826586484909
",",0.3087472915649414,0.09681109338998795,0.22193434834480286,0.18095813691616058,-0.037358131259679794,0.3015086054801941,0.20599327981472015,0.35129812359809875,0.40251094102859497,0.2894314229488373,0.5201468467712402,-0.03417341411113739,0.31091248989105225
and,0.31309178471565247,0.036644238978624344,0.240245059132576,0.1765792816877365,0.021612688899040222,0.34479495882987976,0.19560420513153076,0.3314565122127533,0.45427167415618896,0.22604867815971375,0.4954058527946472,-0.04043380543589592,0.20544172823429108
in,0.30808621644973755,0.04765888676047325,0.12119796127080917,0.16955126821994781,0.07432962208986282,0.2593238651752472,0.17097744345664978,0.26482993364334106,0.41690486669540405,0.2933714687824249,1.0,0.023682521656155586,0.20430970191955566
1937,0.005233327392488718,-0.0321669727563858,0.12141358107328415,0.01845279522240162,0.012425635941326618,-0.06755529344081879,0.009204071946442127,-0.0429995134472847,-0.14754964411258698,-0.023553699254989624,0.023682521656155586,1.0,-0.06511971354484558
",",0.3087472915649414,0.09681109338998795,0.22193434834480286,0.18095813691616058,-0.037358131259679794,0.3015086054801941,0.20599327981472015,0.35129812359809875,0.40251094102859497,0.2894314229488373,0.5201468467712402,-0.03417341411113739,0.31091248989105225
at,0.2838611304759979,-0.07642947137355804,0.11915165185928345,0.1279659867286682,0.04379578307271004,0.28390252590179443,0.16552478075027466,0.24579253792762756,0.3280475437641144,0.3123586177825928,0.4374977946281433,0.04621364176273346,0.21978627145290375
age,0.1895245760679245,0.005039058160036802,0.047349341213703156,0.17510035634040833,0.02991303615272045,0.1816447526216507,0.07816897332668304,0.20734935998916626,0.3103105127811432,0.16204287111759186,0.30576348304748535,-0.07677526026964188,0.16859300434589386
81,0.015726426616311073,0.05666594207286835,0.10233447700738907,-0.019516872242093086,0.05613837391138077,0.01917952299118042,0.01753879338502884,0.000571714248508215,0.04497857391834259,-0.027267294004559517,0.03680713102221489,-0.09711376577615738,0.0420728474855423
",",0.3087472915649414,0.09681109338998795,0.22193434834480286,0.18095813691616058,-0.037358131259679794,0.3015086054801941,0.20599327981472015,0.35129812359809875,0.40251094102859497,0.2894314229488373,0.5201468467712402,-0.03417341411113739,0.31091248989105225
claimed,0.2667301297187805,0.0019830670207738876,0.1680023968219757,0.2237992286682129,0.022320067510008812,0.34913167357444763,0.09713935106992722,0.3439866304397583,0.24766956269741058,0.14778178930282593,0.21382014453411102,0.005622381344437599,0.2083493024110794
in,0.30808621644973755,0.04765888676047325,0.12119796127080917,0.16955126821994781,0.07432962208986282,0.2593238651752472,0.17097744345664978,0.26482993364334106,0.41690486669540405,0.2933714687824249,1.0,0.023682521656155586,0.20430970191955566
a,0.3320399522781372,0.07272057235240936,0.24894335865974426,0.2233850657939911,0.04890415817499161,0.2552328109741211,0.2211925983428955,0.3464781641960144,0.4393508732318878,0.2583567202091217,0.539380669593811,0.037467315793037415,0.23916715383529663
