,who,missed,a,field,goal,for,the,panthers,?
but,0.4487357437610626,0.3748616874217987,0.44750767946243286,0.22850951552391052,0.20926803350448608,0.45162561535835266,0.4859698414802551,0.19083257019519806,0.27921953797340393
the,0.3733934462070465,0.24222715198993683,0.5829201340675354,0.2105809599161148,0.2443244755268097,0.4739971458911896,1.0,0.2602776288986206,0.22068053483963013
broncos,0.1763724684715271,0.25025475025177,0.19771797955036163,0.17617598176002502,0.2679499089717865,0.2739109396934509,0.25985947251319885,0.5347585678100586,0.18377114832401276
defense,0.19970577955245972,0.11307907849550247,0.21441413462162018,0.21468985080718994,0.2372472584247589,0.2780293822288513,0.2604767382144928,0.17159238457679749,0.21935760974884033
halted,0.12211402505636215,0.3409339487552643,0.23035340011119843,0.2204175889492035,0.2825532853603363,0.23038169741630554,0.29331764578819275,0.16005291044712067,0.202400803565979
the,0.3733934462070465,0.24222715198993683,0.5829201340675354,0.2105809599161148,0.2443244755268097,0.4739971458911896,1.0,0.2602776288986206,0.22068053483963013
drive,0.14977459609508514,0.17743602395057678,0.24929353594779968,0.10428697615861893,0.27302247285842896,0.2716398239135742,0.2083187699317932,0.1978069394826889,0.11447915434837341
on,0.2340552806854248,0.26678919792175293,0.3848365545272827,0.192391499876976,0.2157920002937317,0.36199691891670227,0.5107308030128479,0.17721405625343323,0.2714994251728058
the,0.3733934462070465,0.24222715198993683,0.5829201340675354,0.2105809599161148,0.2443244755268097,0.4739971458911896,1.0,0.2602776288986206,0.22068053483963013
26-yard,0.29340696334838867,0.2482176423072815,0.33007097244262695,0.28308311104774475,0.25667035579681396,0.299677312374115,0.3325693905353546,0.2434920221567154,0.134776771068573
line,0.1774713397026062,0.13398271799087524,0.23499317467212677,0.21467329561710358,0.19901156425476074,0.2019100785255432,0.29789501428604126,0.13802513480186462,0.16271452605724335
",",0.3365725874900818,0.30212050676345825,0.427140474319458,0.27645614743232727,0.2145523726940155,0.4464869201183319,0.4933079481124878,0.2494642585515976,0.31091248989105225
and,0.41279885172843933,0.19218409061431885,0.3739250600337982,0.26487240195274353,0.20885969698429108,0.5064792633056641,0.5171257257461548,0.2230100929737091,0.20544172823429108
it,0.2868398427963257,0.21402770280838013,0.5452592968940735,0.1835959255695343,0.1903461366891861,0.32171204686164856,0.6251175999641418,0.14710287749767303,0.25732165575027466
ended,0.13835756480693817,0.2706211507320404,0.23481619358062744,0.0627288669347763,0.23189735412597656,0.25393593311309814,0.3356485068798065,0.20598870515823364,0.15429291129112244
with,0.3282766342163086,0.2760404646396637,0.3783375024795532,0.15400348603725433,0.1991085708141327,0.39140474796295166,0.4223487675189972,0.23276561498641968,0.2433311939239502
no,0.19753101468086243,0.2089386135339737,0.26280897855758667,0.17145898938179016,0.10200107842683792,0.306581974029541,0.3461136817932129,0.11255603283643723,0.32165053486824036
points,0.16272501647472382,0.29550084471702576,0.22482505440711975,0.19660845398902893,0.404293417930603,0.22348499298095703,0.2560983896255493,0.2312498390674591,0.11006313562393188
when,0.48282691836357117,0.25619781017303467,0.44397395849227905,0.20833460986614227,0.16456450521945953,0.43402108550071716,0.5091903209686279,0.15385644137859344,0.22841128706932068
graham,0.2680679261684418,0.12071587890386581,0.24513362348079681,0.09765046089887619,0.13701669871807098,0.2141703963279724,0.20041067898273468,0.23682335019111633,0.11933253705501556
gano,0.1414909064769745,0.16222678124904633,0.21979376673698425,0.1191931962966919,0.13990363478660583,0.19861696660518646,0.22641095519065857,0.18962828814983368,0.12128016352653503
hit,0.19823187589645386,0.33344653248786926,0.2646505832672119,0.1634659618139267,0.2308536171913147,0.17693012952804565,0.2674407958984375,0.14405687153339386,0.14460130035877228
the,0.3733934462070465,0.24222715198993683,0.5829201340675354,0.2105809599161148,0.2443244755268097,0.4739971458911896,1.0,0.2602776288986206,0.22068053483963013
uprights,0.2709224820137024,0.12687690556049347,0.17285463213920593,0.1829681098461151,0.21627283096313477,0.20887091755867004,0.23435331881046295,0.19868437945842743,0.1998007446527481
on,0.2340552806854248,0.26678919792175293,0.3848365545272827,0.192391499876976,0.2157920002937317,0.36199691891670227,0.5107308030128479,0.17721405625343323,0.2714994251728058
a,0.36608949303627014,0.24180899560451508,1.0,0.2030690312385559,0.20853768289089203,0.44038116931915283,0.5829201340675354,0.2255268394947052,0.23916715383529663
44-yard,0.32097548246383667,0.2187761664390564,0.27266836166381836,0.2279983013868332,0.20087161660194397,0.24980352818965912,0.29883286356925964,0.1999836415052414,0.1112428829073906
field,0.18098586797714233,0.2317122220993042,0.2030690312385559,1.0,0.26796361804008484,0.24342265725135803,0.2105809599161148,0.20978039503097534,0.11279727518558502
goal,0.24070286750793457,0.2689272165298462,0.20853768289089203,0.26796361804008484,1.0000001192092896,0.2554558217525482,0.2443244755268097,0.20438778400421143,0.1964566856622696
attempt,0.2894035577774048,0.2679177224636078,0.2390216588973999,0.2087830752134323,0.3482929766178131,0.1486808806657791,0.2614527940750122,0.14837057888507843,0.16559520363807678
.,0.3541337847709656,0.2785361111164093,0.50484299659729,0.23224417865276337,0.19919876754283905,0.4726039469242096,0.5934505462646484,0.23446570336818695,0.4130953550338745
