,what,is,the,smalled,work,force,sector,?
[,0.010752761736512184,-0.06921151280403137,0.07130392640829086,-0.12011370807886124,0.11210469901561737,0.10580392181873322,0.2012556791305542,0.011015460826456547
citation,0.26448965072631836,0.20686984062194824,0.2536581754684448,0.060543809086084366,0.2627726197242737,0.21522167325019836,0.20089447498321533,0.3382055461406708
needed,0.3631289601325989,0.21605761349201202,0.3064746856689453,0.25393202900886536,0.3715273439884186,0.2160547524690628,0.28258731961250305,0.2863257825374603
],-0.03775298595428467,-0.02998926118016243,-0.04779602214694023,-0.015104775317013264,-0.02912214584648609,-0.04045422375202179,-0.03914014995098114,-0.0022520492784678936
industry,0.1966298520565033,0.25796735286712646,0.26942890882492065,0.1277310699224472,0.22104352712631226,0.18775175511837006,0.4487011432647705,0.11813290417194366
and,0.31309178471565247,0.3859752118587494,0.5171257257461548,0.30253714323043823,0.37551814317703247,0.24372100830078125,0.3108142912387848,0.20544172823429108
manufacturing,0.1945977807044983,0.19076082110404968,0.25165510177612305,0.20176029205322266,0.2392239272594452,0.1794843226671219,0.38875308632850647,0.11596895009279251
is,0.28837618231773376,1.0,0.5823672413825989,0.3119615614414215,0.22475390136241913,0.22036980092525482,0.22561627626419067,0.22961433231830597
the,0.42745697498321533,0.5823672413825989,1.0,0.4279490113258362,0.2704800069332123,0.2800885736942291,0.27798449993133545,0.22068053483963013
smallest,0.2000153660774231,0.390435129404068,0.37486547231674194,0.6831524968147278,0.09287220984697342,0.17669931054115295,0.1487945020198822,0.11955065280199051
sector,0.18244388699531555,0.22561627626419067,0.27798449993133545,0.19653844833374023,0.2743303179740906,0.2409936487674713,1.0000001192092896,0.06294605135917664
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.2833506762981415,0.3283594250679016,0.22091743350028992,0.23930709064006805,0.31091248989105225
accounting,0.2822095453739166,0.20961740612983704,0.254071444272995,0.1551249623298645,0.28088313341140747,0.12619061768054962,0.32342174649238586,0.21913275122642517
for,0.3017193675041199,0.43268078565597534,0.4739971458911896,0.17360040545463562,0.4087657630443573,0.15857845544815063,0.2508887052536011,0.264628142118454
16,-0.009719534777104855,-0.032198164612054825,0.0058518932200968266,0.11652009934186935,-0.04509641230106354,0.06270857155323029,0.019954919815063477,0.08446579426527023
%,0.20738190412521362,0.18672586977481842,0.21490740776062012,0.26672717928886414,0.11495567858219147,0.1623663455247879,0.2509334087371826,0.21441808342933655
of,0.33290785551071167,0.4854315221309662,0.733189046382904,0.4024595022201538,0.23473061621189117,0.27094775438308716,0.23412683606147766,0.1826142966747284
gdp,0.2943311929702759,0.1348358541727066,0.16116170585155487,0.18063488602638245,0.1976233422756195,0.1953384429216385,0.3653808832168579,0.232579305768013
.,0.3567904531955719,0.4569662809371948,0.5934505462646484,0.29546284675598145,0.33121398091316223,0.2783275842666626,0.2173098623752594,0.4130953550338745
