,where,did,two,of,triton,'s,daughters,set,out,on,a,journey,through,?
the,0.5003893971443176,0.34736719727516174,0.43858039379119873,0.733189046382904,0.29147884249687195,-0.01540423184633255,0.14048056304454803,0.2927955985069275,0.39404502511024475,0.5107308030128479,0.5829201340675354,0.24944555759429932,0.44071322679519653,0.22068053483963013
best-known,0.2409726232290268,0.2816547453403473,0.28262078762054443,0.4166952073574066,0.26069316267967224,0.03333001956343651,0.21989329159259796,0.19721408188343048,0.20303626358509064,0.2788500189781189,0.3081788122653961,0.19955994188785553,0.16545870900154114,0.2836571931838989
legend,0.17233747243881226,0.08855794370174408,0.10912248492240906,0.22387516498565674,0.2515903115272522,0.01219833642244339,0.12649507820606232,0.1087542176246643,0.1587737798690796,0.1266251802444458,0.21192191541194916,0.26079514622688293,0.11843542754650116,0.1287047564983368
",",0.3149496018886566,0.3015086054801941,0.35859420895576477,0.4946078956127167,0.24230057001113892,-0.0016132977325469255,0.2853327691555023,0.24912182986736298,0.3161109685897827,0.49057599902153015,0.427140474319458,0.18947862088680267,0.3060276508331299,0.31091248989105225
by,0.2641284465789795,0.18574509024620056,0.33852577209472656,0.3646814823150635,0.1649867445230484,-0.010884488001465797,0.20387007296085358,0.21600963175296783,0.29497629404067993,0.33887791633605957,0.32094135880470276,0.1946435123682022,0.3433202803134918,0.17966607213020325
artur,0.09920880943536758,0.1396781951189041,0.12133362889289856,0.09037423133850098,0.10369981080293655,0.05379393324255943,0.162236750125885,0.1160050630569458,0.025746941566467285,0.17469969391822815,0.1673683524131775,0.1829785257577896,0.04729172959923744,0.13506926596164703
oppman,0.21403759717941284,0.28366619348526,0.22446370124816895,0.23575705289840698,0.22818543016910553,0.015583692118525505,0.2960849702358246,0.1476418375968933,0.3327687978744507,0.24025818705558777,0.26845306158065796,0.1885545402765274,0.17878785729408264,0.2484615445137024
",",0.3149496018886566,0.3015086054801941,0.35859420895576477,0.4946078956127167,0.24230057001113892,-0.0016132977325469255,0.2853327691555023,0.24912182986736298,0.3161109685897827,0.49057599902153015,0.427140474319458,0.18947862088680267,0.3060276508331299,0.31091248989105225
is,0.3586711287498474,0.19247472286224365,0.2315155267715454,0.4854315221309662,0.27964767813682556,0.02396530658006668,0.10065798461437225,0.21148966252803802,0.2817855477333069,0.3635730445384979,0.658733606338501,0.18803170323371887,0.27805060148239136,0.22961433231830597
that,0.4876193106174469,0.47518548369407654,0.3858162462711334,0.41498205065727234,0.324023574590683,0.04397977516055107,0.1645122617483139,0.2916346788406372,0.43996092677116394,0.42569106817245483,0.47537946701049805,0.20152127742767334,0.3152649402618408,0.32716336846351624
long,0.22579649090766907,0.20462055504322052,0.277059406042099,0.2567519545555115,0.2598673701286316,-0.021484635770320892,0.14354202151298523,0.21513152122497559,0.21854935586452484,0.3373977243900299,0.3795371353626251,0.25338223576545715,0.27183258533477783,0.19699987769126892
ago,0.2087506353855133,0.19972491264343262,0.24619172513484955,0.20083805918693542,0.28748130798339844,-0.00637206993997097,0.14878541231155396,0.11522340774536133,0.2251308113336563,0.2044028788805008,0.2420414835214615,0.21997927129268646,0.23395612835884094,0.2202194780111313
two,0.32765963673591614,0.2755576968193054,1.0000001192092896,0.37726253271102905,0.2831931710243225,0.038143858313560486,0.35167527198791504,0.2889789044857025,0.2987716495990753,0.3205535411834717,0.3289857804775238,0.17049452662467957,0.24710188806056976,0.19645625352859497
of,0.38066378235816956,0.2513895630836487,0.37726253271102905,1.0,0.2622968256473541,-0.03817026689648628,0.18476681411266327,0.20671486854553223,0.34176841378211975,0.3966929316520691,0.5052502155303955,0.19444577395915985,0.3647414743900299,0.1826142966747284
triton,0.19304829835891724,0.16274197399616241,0.2831931710243225,0.2622968256473541,1.0,-0.016782641410827637,0.2588941752910614,0.1630701720714569,0.25447872281074524,0.22731807827949524,0.2847234606742859,0.2832246422767639,0.11810389161109924,0.21504822373390198
's,0.0007701900321990252,0.05069678649306297,0.038143858313560486,-0.03817026689648628,-0.016782641410827637,0.9999999403953552,-0.03344692662358284,0.05998389050364494,0.0021837172098457813,0.0026888418942689896,0.04866964742541313,0.0539570115506649,-0.020649312064051628,-0.023395681753754616
daughters,0.13866162300109863,0.209287628531456,0.35167527198791504,0.18476681411266327,0.2588941752910614,-0.03344692662358284,0.9999999403953552,0.13524648547172546,0.18677911162376404,0.11712479591369629,0.10850556194782257,0.2275804579257965,0.10636212676763535,0.13857798278331757
set,0.27437397837638855,0.19107604026794434,0.2889789044857025,0.20671486854553223,0.1630701720714569,0.05998389050364494,0.13524648547172546,1.0000001192092896,0.16735710203647614,0.23748746514320374,0.2540091574192047,0.1911085844039917,0.14084185659885406,0.1698019951581955
out,0.4094439148902893,0.28413498401641846,0.2987716495990753,0.34176841378211975,0.25447872281074524,0.0021837172098457813,0.18677911162376404,0.16735710203647614,1.0,0.39060163497924805,0.34264278411865234,0.16785629093647003,0.3849549889564514,0.22020699083805084
on,0.37630224227905273,0.2670976221561432,0.3205535411834717,0.3966929316520691,0.22731807827949524,0.0026888418942689896,0.11712479591369629,0.23748746514320374,0.39060163497924805,0.9999999403953552,0.3848365545272827,0.22706623375415802,0.32785001397132874,0.2714994251728058
a,0.40997210144996643,0.2552328109741211,0.3289857804775238,0.5052502155303955,0.2847234606742859,0.04866964742541313,0.10850556194782257,0.2540091574192047,0.34264278411865234,0.3848365545272827,1.0,0.1638973504304886,0.3399752974510193,0.23916715383529663
journey,0.21481096744537354,0.173209547996521,0.17049452662467957,0.19444577395915985,0.2832246422767639,0.0539570115506649,0.2275804579257965,0.1911085844039917,0.16785629093647003,0.22706623375415802,0.1638973504304886,0.9999998807907104,0.34081318974494934,0.06391996890306473
through,0.331196665763855,0.14190755784511566,0.24710188806056976,0.3647414743900299,0.11810389161109924,-0.020649312064051628,0.10636212676763535,0.14084185659885406,0.3849549889564514,0.32785001397132874,0.3399752974510193,0.34081318974494934,1.0,0.16913433372974396
the,0.5003893971443176,0.34736719727516174,0.43858039379119873,0.733189046382904,0.29147884249687195,-0.01540423184633255,0.14048056304454803,0.2927955985069275,0.39404502511024475,0.5107308030128479,0.5829201340675354,0.24944555759429932,0.44071322679519653,0.22068053483963013
depths,0.2945379614830017,0.1558954417705536,0.207711860537529,0.18997697532176971,0.3878064453601837,0.028063174337148666,0.15926195681095123,0.14671705663204193,0.2656603753566742,0.21859006583690643,0.1235322430729866,0.24007946252822876,0.23323512077331543,0.21987856924533844
of,0.38066378235816956,0.2513895630836487,0.37726253271102905,1.0,0.2622968256473541,-0.03817026689648628,0.18476681411266327,0.20671486854553223,0.34176841378211975,0.3966929316520691,0.5052502155303955,0.19444577395915985,0.3647414743900299,0.1826142966747284
the,0.5003893971443176,0.34736719727516174,0.43858039379119873,0.733189046382904,0.29147884249687195,-0.01540423184633255,0.14048056304454803,0.2927955985069275,0.39404502511024475,0.5107308030128479,0.5829201340675354,0.24944555759429932,0.44071322679519653,0.22068053483963013
oceans,0.2562922239303589,0.13096754252910614,0.23264183104038239,0.24379432201385498,0.43704459071159363,0.06007921323180199,0.22865666449069977,0.08807450532913208,0.2252560555934906,0.2143172174692154,0.15618158876895905,0.2606613337993622,0.2643466591835022,0.16026286780834198
and,0.43859338760375977,0.34479495882987976,0.4671151638031006,0.5116966962814331,0.22412361204624176,0.06895173341035843,0.2546456456184387,0.27649927139282227,0.3881998062133789,0.4077630043029785,0.3739250600337982,0.28162792325019836,0.3666759729385376,0.20544172823429108
seas,0.1788150519132614,0.1708776354789734,0.224105104804039,0.265280157327652,0.35190439224243164,0.01330797653645277,0.2286364734172821,0.09884849190711975,0.16986802220344543,0.26821476221084595,0.13928155601024628,0.21618467569351196,0.20558369159698486,0.13911867141723633
.,0.41390106081962585,0.35288307070732117,0.3524959683418274,0.5352458953857422,0.22597315907478333,-0.003708066651597619,0.20027227699756622,0.2928885817527771,0.34234723448753357,0.49257001280784607,0.50484299659729,0.1895405799150467,0.3174465596675873,0.4130953550338745
