,what,nuclear,forces,only,act,at,short,distances,?
the,0.42745697498321533,0.23911187052726746,0.3134811818599701,0.5497692227363586,0.28682878613471985,0.457212895154953,0.29603123664855957,0.28001365065574646,0.22068053483963013
strong,0.19839218258857727,0.22623597085475922,0.29266253113746643,0.3063775300979614,0.21267935633659363,0.09668504446744919,0.22590653598308563,0.22322054207324982,0.11990999430418015
and,0.31309178471565247,0.20250080525875092,0.26456665992736816,0.4542345404624939,0.2776535749435425,0.3571503460407257,0.2875099778175354,0.2887071967124939,0.20544172823429108
weak,0.2838204503059387,0.23259036242961884,0.28813913464546204,0.2878841459751129,0.18190446496009827,0.13459941744804382,0.21839337050914764,0.10828473418951035,0.1458035111427307
forces,0.2112482488155365,0.26771098375320435,1.0,0.22787821292877197,0.24012219905853271,0.20982104539871216,0.0806015357375145,0.2587614953517914,0.16984491050243378
are,0.29724663496017456,0.1960313469171524,0.22039441764354706,0.4533037543296814,0.22266654670238495,0.2074895054101944,0.22836530208587646,0.36019325256347656,0.24591213464736938
nuclear,0.23862333595752716,1.0000001192092896,0.26771098375320435,0.17049036920070648,0.14786742627620697,0.1934584230184555,0.14269378781318665,0.23907677829265594,0.1865687519311905
forces,0.2112482488155365,0.26771098375320435,1.0,0.22787821292877197,0.24012219905853271,0.20982104539871216,0.0806015357375145,0.2587614953517914,0.16984491050243378
that,0.6297725439071655,0.19523723423480988,0.24199660122394562,0.6004067063331604,0.2679075598716736,0.3183255195617676,0.28025364875793457,0.321706622838974,0.32716336846351624
act,0.2622668445110321,0.14786742627620697,0.24012219905853271,0.22275567054748535,1.0,0.09374550729990005,0.0723673477768898,0.1203790009021759,0.1482519507408142
only,0.41415658593177795,0.17049036920070648,0.22787821292877197,1.0,0.22275567054748535,0.30990660190582275,0.3089213967323303,0.2914681136608124,0.2767370045185089
at,0.2838611304759979,0.1934584230184555,0.20982104539871216,0.30990660190582275,0.09374550729990005,1.0,0.2729065418243408,0.21093611419200897,0.21978627145290375
very,0.37053924798965454,0.17675696313381195,0.20869643986225128,0.4586978852748871,0.1399596482515335,0.31395775079727173,0.308225154876709,0.2911151945590973,0.20864155888557434
short,0.19211500883102417,0.14269378781318665,0.0806015357375145,0.3089213967323303,0.0723673477768898,0.2729065418243408,1.0,0.3047824501991272,0.16194626688957214
distances,0.22051136195659637,0.23907677829265594,0.2587614953517914,0.2914681136608124,0.1203790009021759,0.21093611419200897,0.3047824501991272,1.0000001192092896,0.08406734466552734
",",0.3087472915649414,0.23752127587795258,0.2544684410095215,0.4220978021621704,0.1787904053926468,0.38314947485923767,0.311238169670105,0.20677384734153748,0.31091248989105225
and,0.31309178471565247,0.20250080525875092,0.26456665992736816,0.4542345404624939,0.2776535749435425,0.3571503460407257,0.2875099778175354,0.2887071967124939,0.20544172823429108
are,0.29724663496017456,0.1960313469171524,0.22039441764354706,0.4533037543296814,0.22266654670238495,0.2074895054101944,0.22836530208587646,0.36019325256347656,0.24591213464736938
responsible,0.26869386434555054,0.18853716552257538,0.2557292878627777,0.2847006916999817,0.33253034949302673,0.1904243379831314,0.07557480782270432,0.20703168213367462,0.11367333680391312
for,0.3017193675041199,0.1918945014476776,0.14048048853874207,0.49157920479774475,0.22890116274356842,0.34237727522850037,0.2793668806552887,0.26660165190696716,0.264628142118454
the,0.42745697498321533,0.23911187052726746,0.3134811818599701,0.5497692227363586,0.28682878613471985,0.457212895154953,0.29603123664855957,0.28001365065574646,0.22068053483963013
interactions,0.32324331998825073,0.2675855755805969,0.28184351325035095,0.2883927822113037,0.24679496884346008,0.21048186719417572,0.15799486637115479,0.38353854417800903,0.21664206683635712
between,0.2462156116962433,0.19125010073184967,0.252635657787323,0.3298133313655853,0.18645264208316803,0.3328663110733032,0.22288814187049866,0.414137065410614,0.12887074053287506
subatomic,0.3750778138637543,0.4787672758102417,0.3210618197917938,0.2960366904735565,0.22936463356018066,0.2703041136264801,0.2105136215686798,0.32579007744789124,0.21510347723960876
particles,0.26094838976860046,0.3826029300689697,0.3396289646625519,0.2345224916934967,0.20988525450229645,0.1722709834575653,0.1670575588941574,0.4125271439552307,0.22255320847034454
",",0.3087472915649414,0.23752127587795258,0.2544684410095215,0.4220978021621704,0.1787904053926468,0.38314947485923767,0.311238169670105,0.20677384734153748,0.31091248989105225
including,0.18328791856765747,0.18621589243412018,0.16574031114578247,0.365864098072052,0.20563490688800812,0.2641666531562805,0.18126368522644043,0.22290946543216705,0.1633303165435791
nucleons,0.24151207506656647,0.6404083967208862,0.3496858775615692,0.26153644919395447,0.2624789774417877,0.1980488896369934,0.18789629638195038,0.3931247293949127,0.17332112789154053
and,0.31309178471565247,0.20250080525875092,0.26456665992736816,0.4542345404624939,0.2776535749435425,0.3571503460407257,0.2875099778175354,0.2887071967124939,0.20544172823429108
compound,0.182308629155159,0.2531709671020508,0.1919066458940506,0.24270257353782654,0.1533477008342743,0.17857593297958374,0.20598731935024261,0.19291774928569794,0.19502747058868408
nuclei,0.19931645691394806,0.5974338054656982,0.27847304940223694,0.21819470822811127,0.2078324407339096,0.16588518023490906,0.16080999374389648,0.32535865902900696,0.14270271360874176
.,0.3567904531955719,0.2137570083141327,0.21802116930484772,0.49507418274879456,0.2025400698184967,0.4549728035926819,0.2740369439125061,0.20595192909240723,0.4130953550338745
