,how,many,color,analysts,were,involved,with,super,bowl,50,?
westwood,0.1328722983598709,0.2206973433494568,0.14488482475280762,0.2120276391506195,0.2067428082227707,0.14997336268424988,0.1647321730852127,0.2721847593784332,0.2946203351020813,-0.012989267706871033,0.17119714617729187
one,0.3213292360305786,0.4223630726337433,0.16016504168510437,0.219713032245636,0.3453167676925659,0.2867407202720642,0.3855307400226593,0.21711376309394836,0.19098831713199615,0.023094678297638893,0.2673267424106598
will,0.41543328762054443,0.2847830653190613,0.1928393542766571,0.24817821383476257,0.19863811135292053,0.21591317653656006,0.33888739347457886,0.1544499397277832,0.1507955938577652,0.07188837975263596,0.35046905279159546
carry,0.29718565940856934,0.28331053256988525,0.1438634842634201,0.19374823570251465,0.2568962872028351,0.21271462738513947,0.22976382076740265,0.13824884593486786,0.11297586560249329,0.049357637763023376,0.17171701788902283
the,0.33890387415885925,0.4335206151008606,0.21895472705364227,0.23779353499412537,0.3906462490558624,0.2872544527053833,0.4223487675189972,0.21959073841571808,0.21576224267482758,0.03602437674999237,0.22068053483963013
game,0.215279221534729,0.21957436203956604,0.24641147255897522,0.3419187068939209,0.21951238811016083,0.15069562196731567,0.19394829869270325,0.3480181396007538,0.2413962334394455,0.012895043939352036,0.1829071193933487
throughout,0.2546801269054413,0.4781026542186737,0.15362001955509186,0.20607022941112518,0.2758198380470276,0.2536524832248688,0.3559260964393616,0.1474054902791977,0.14524398744106293,0.025604495778679848,0.12665234506130219
north,0.12114071100950241,0.20274685323238373,0.13689766824245453,0.156694695353508,0.22497540712356567,0.11637959629297256,0.185934916138649,0.13652047514915466,0.19743962585926056,-0.03675512596964836,0.11829731613397598
america,0.19301444292068481,0.30219417810440063,0.1663532704114914,0.23104476928710938,0.22683310508728027,0.13336579501628876,0.21664398908615112,0.17941345274448395,0.1506969928741455,-0.013632474467158318,0.19333907961845398
",",0.22659391164779663,0.40610817074775696,0.20653429627418518,0.22696632146835327,0.36755475401878357,0.3099522888660431,0.4120737314224243,0.22322475910186768,0.1810409277677536,-0.025195008143782616,0.31091248989105225
with,0.3525622487068176,0.35744401812553406,0.22848032414913177,0.1433960199356079,0.3179011940956116,0.30863359570503235,0.9999999403953552,0.1518537551164627,0.18353787064552307,0.08371289074420929,0.2433311939239502
kevin,0.12554289400577545,0.0999448373913765,0.06317070126533508,0.19405177235603333,0.14137853682041168,0.11389032751321793,0.1865609884262085,0.0660184919834137,0.10027378052473068,-0.06674400717020035,0.1176677793264389
harlan,0.19030296802520752,0.14525815844535828,0.18395207822322845,0.2116726189851761,0.19079433381557465,0.09580012410879135,0.15966862440109253,0.1475001871585846,0.21491509675979614,-0.12556062638759613,0.1691509187221527
as,0.33782753348350525,0.4070141911506653,0.21893621981143951,0.2542090117931366,0.3025437891483307,0.21659371256828308,0.40387406945228577,0.21450649201869965,0.14539222419261932,-0.0016074778977781534,0.27043893933296204
play-by-play,0.1875346302986145,0.20222795009613037,0.26749542355537415,0.2908095717430115,0.19578774273395538,0.1464320421218872,0.26767468452453613,0.2638408839702606,0.25221535563468933,0.048839230090379715,0.2925850749015808
announcer,0.16324330866336823,0.1281941533088684,0.23553913831710815,0.31621095538139343,0.04507758840918541,0.21709157526493073,0.18609726428985596,0.22207166254520416,0.27816489338874817,0.0390816256403923,0.18424807488918304
",",0.22659391164779663,0.40610817074775696,0.20653429627418518,0.22696632146835327,0.36755475401878357,0.3099522888660431,0.4120737314224243,0.22322475910186768,0.1810409277677536,-0.025195008143782616,0.31091248989105225
boomer,0.16345299780368805,0.18359923362731934,0.12004336714744568,0.2207789123058319,0.12112151086330414,0.11644292622804642,0.19142243266105652,0.28085359930992126,0.15165552496910095,-0.028964795172214508,0.1773107945919037
esiason,0.25893107056617737,0.26718613505363464,0.18238462507724762,0.23028726875782013,0.2637712359428406,0.2120307832956314,0.2719356119632721,0.2183491736650467,0.24717429280281067,-0.006694031413644552,0.276677668094635
and,0.33647966384887695,0.5296266674995422,0.21500243246555328,0.27856120467185974,0.42175528407096863,0.3208049237728119,0.5477725267410278,0.18368244171142578,0.1698254644870758,0.0032697415444999933,0.20544172823429108
dan,0.139567032456398,0.1159895583987236,0.13996201753616333,0.20718885958194733,0.15010111033916473,0.19972066581249237,0.13039369881153107,0.11594721674919128,0.08622924238443375,-0.08093809336423874,0.12045673280954361
fouts,0.2220691442489624,0.3155316114425659,0.18438948690891266,0.30545395612716675,0.3699442446231842,0.23639081418514252,0.2695961892604828,0.2410377562046051,0.29108619689941406,0.07878292351961136,0.22210446000099182
as,0.33782753348350525,0.4070141911506653,0.21893621981143951,0.2542090117931366,0.3025437891483307,0.21659371256828308,0.40387406945228577,0.21450649201869965,0.14539222419261932,-0.0016074778977781534,0.27043893933296204
color,0.21342319250106812,0.19324789941310883,1.0,0.2032804936170578,0.12284558266401291,0.09705573320388794,0.22848032414913177,0.16928184032440186,0.21894660592079163,0.027622278779745102,0.21299609541893005
analysts,0.3142321705818176,0.2646864056587219,0.2032804936170578,0.9999998807907104,0.2121077924966812,0.27196943759918213,0.1433960199356079,0.15391482412815094,0.19882456958293915,-0.04468019679188728,0.18784141540527344
",",0.22659391164779663,0.40610817074775696,0.20653429627418518,0.22696632146835327,0.36755475401878357,0.3099522888660431,0.4120737314224243,0.22322475910186768,0.1810409277677536,-0.025195008143782616,0.31091248989105225
and,0.33647966384887695,0.5296266674995422,0.21500243246555328,0.27856120467185974,0.42175528407096863,0.3208049237728119,0.5477725267410278,0.18368244171142578,0.1698254644870758,0.0032697415444999933,0.20544172823429108
james,0.12216517329216003,0.15292519330978394,0.13328853249549866,0.12652164697647095,0.20760557055473328,0.15125764906406403,0.19248859584331512,0.1383729726076126,0.09522265940904617,-0.06515784561634064,0.12139993160963058
lofton,0.1824580729007721,0.2632943093776703,0.09986722469329834,0.10509695112705231,0.23514322936534882,0.12935157120227814,0.18618474900722504,0.16454368829727173,0.1976945400238037,-0.028549594804644585,0.12585721909999847
and,0.33647966384887695,0.5296266674995422,0.21500243246555328,0.27856120467185974,0.42175528407096863,0.3208049237728119,0.5477725267410278,0.18368244171142578,0.1698254644870758,0.0032697415444999933,0.20544172823429108
mark,0.16686879098415375,0.1059834435582161,0.15379348397254944,0.12464041262865067,0.15706656873226166,0.14262957870960236,0.14849503338336945,0.04788510128855705,0.11411845684051514,-0.032445695251226425,0.11634156107902527
malone,0.18861044943332672,0.1872422993183136,0.12302012741565704,0.142212375998497,0.1946878731250763,0.10323832184076309,0.2635071277618408,0.08998797833919525,0.1633603870868683,-0.04873355105519295,0.15293700993061066
as,0.33782753348350525,0.4070141911506653,0.21893621981143951,0.2542090117931366,0.3025437891483307,0.21659371256828308,0.40387406945228577,0.21450649201869965,0.14539222419261932,-0.0016074778977781534,0.27043893933296204
sideline,0.24567343294620514,0.1922435611486435,0.250257670879364,0.3612724840641022,0.13652224838733673,0.13855798542499542,0.23826472461223602,0.2961301803588867,0.33748066425323486,0.005377794615924358,0.2637002468109131
