,how,else,might,a,physician,take,advantage,of,self-interest,?
otherwise,0.3257789611816406,0.43830975890159607,0.5313209295272827,0.3438074290752411,0.1082579493522644,0.24498267471790314,0.30783674120903015,0.2133692502975464,0.23516011238098145,0.29367905855178833
",",0.22659391164779663,0.2643522322177887,0.2533247768878937,0.427140474319458,0.22756336629390717,0.2881867289543152,0.1772463619709015,0.4946078956127167,0.3407120704650879,0.31091248989105225
the,0.33890387415885925,0.19370581209659576,0.32504433393478394,0.5829201340675354,0.1636791080236435,0.31620436906814575,0.2844003438949585,0.733189046382904,0.21719126403331757,0.22068053483963013
physician,0.15873080492019653,0.1360282003879547,0.17903919517993927,0.19198645651340485,1.0,0.13865138590335846,0.04643899202346802,0.1483788639307022,0.1896432787179947,0.1271199882030487
has,0.26820555329322815,0.2217944711446762,0.32525649666786194,0.4670248031616211,0.11307813972234726,0.2124529778957367,0.23011720180511475,0.3909035325050354,0.21994994580745697,0.15994466841220856
a,0.29312583804130554,0.22029639780521393,0.4210625886917114,1.0,0.19198645651340485,0.2789212465286255,0.2823992371559143,0.5052502155303955,0.27884796261787415,0.23916715383529663
financial,0.20090524852275848,0.1575705111026764,0.22219818830490112,0.2513774335384369,0.17126721143722534,0.17738091945648193,0.2322322577238083,0.30178552865982056,0.2774241864681244,0.06444920599460602
self-interest,0.2736634314060211,0.3637343645095825,0.3103272616863251,0.27884796261787415,0.1896432787179947,0.18877717852592468,0.2713890075683594,0.21212652325630188,1.0,0.2922072410583496
in,0.2601168751716614,0.22759012877941132,0.26443570852279663,0.539380669593811,0.18979662656784058,0.21975718438625336,0.1498534232378006,0.5696388483047485,0.2894425392150879,0.20430970191955566
``,-0.01591024175286293,0.120179682970047,0.10682063549757004,0.07272057235240936,0.10022334009408951,0.010215016081929207,0.08284550160169601,0.06780257821083069,0.0448293462395668,0.0685480609536171
diagnosing,0.3417087197303772,0.13449637591838837,0.32563236355781555,0.2820458710193634,0.30173566937446594,0.20603467524051666,0.17602449655532837,0.2752178907394409,0.1601262092590332,0.2675415575504303
'',-0.0029843549709767103,-0.0641096830368042,0.07446564733982086,0.04890415817499161,-0.023116396740078926,-0.0276133231818676,0.03822442889213562,0.13035868108272552,-0.035489194095134735,0.018684765323996544
as,0.33782753348350525,0.24226929247379303,0.3630484640598297,0.39550232887268066,0.18351462483406067,0.26337623596191406,0.22279125452041626,0.3886612355709076,0.24623718857765198,0.27043893933296204
many,0.4425291419029236,0.19813893735408783,0.40663015842437744,0.2872205972671509,0.15671959519386292,0.24711354076862335,0.2762105166912079,0.37253960967063904,0.27150148153305054,0.2124512493610382
conditions,0.2993250787258148,0.1797335147857666,0.3326473534107208,0.24847128987312317,0.18792171776294708,0.17304547131061554,0.28822314739227295,0.2074868083000183,0.1569402664899826,0.17021824419498444
as,0.33782753348350525,0.24226929247379303,0.3630484640598297,0.39550232887268066,0.18351462483406067,0.26337623596191406,0.22279125452041626,0.3886612355709076,0.24623718857765198,0.27043893933296204
possible,0.3728843033313751,0.31526675820350647,0.48653697967529297,0.3421713411808014,0.12801417708396912,0.318157434463501,0.38224363327026367,0.3314395844936371,0.27612772583961487,0.3059970438480377
",",0.22659391164779663,0.2643522322177887,0.2533247768878937,0.427140474319458,0.22756336629390717,0.2881867289543152,0.1772463619709015,0.4946078956127167,0.3407120704650879,0.31091248989105225
and,0.33647966384887695,0.2664144039154053,0.31685465574264526,0.3739250600337982,0.16894976794719696,0.296702116727829,0.21273426711559296,0.5116966962814331,0.2937970757484436,0.20544172823429108
in,0.2601168751716614,0.22759012877941132,0.26443570852279663,0.539380669593811,0.18979662656784058,0.21975718438625336,0.1498534232378006,0.5696388483047485,0.2894425392150879,0.20430970191955566
exaggerating,0.38391661643981934,0.3008142411708832,0.41132819652557373,0.28906112909317017,0.1617768108844757,0.20217810571193695,0.2489616721868515,0.2639245390892029,0.3224738538265228,0.2908308804035187
their,0.3316696584224701,0.2615019381046295,0.3404811918735504,0.29698723554611206,0.10584181547164917,0.34514620900154114,0.3651246130466461,0.4329940676689148,0.2753877639770508,0.1898253709077835
seriousness,0.2641054391860962,0.2941300570964813,0.3562251329421997,0.24326811730861664,0.253607839345932,0.20108622312545776,0.21433740854263306,0.24680529534816742,0.2606239318847656,0.2175779640674591
",",0.22659391164779663,0.2643522322177887,0.2533247768878937,0.427140474319458,0.22756336629390717,0.2881867289543152,0.1772463619709015,0.4946078956127167,0.3407120704650879,0.31091248989105225
because,0.48179173469543457,0.3560856282711029,0.479086697101593,0.42230045795440674,0.11033879220485687,0.3395400643348694,0.36531180143356323,0.4075504541397095,0.31064385175704956,0.2528740465641022
he,0.2594625651836395,0.22866936028003693,0.19044071435928345,0.4393508732318878,0.2208387702703476,0.2376682013273239,0.15556879341602325,0.38706058263778687,0.28283655643463135,0.2089974731206894
or,0.3378981947898865,0.3894272446632385,0.534751296043396,0.48853766918182373,0.14814069867134094,0.31863799691200256,0.2720109522342682,0.3792596757411957,0.1882532835006714,0.32389625906944275
she,0.22300666570663452,0.22975380718708038,0.13826991617679596,0.3591071665287018,0.24173085391521454,0.2012816071510315,0.11482599377632141,0.28080645203590393,0.23539060354232788,0.14223381876945496
can,0.49246567487716675,0.38691481947898865,0.6426551342010498,0.3915780484676361,0.10092807561159134,0.32599925994873047,0.29652759432792664,0.2603091299533844,0.1992369294166565,0.3226337134838104
then,0.36093711853027344,0.3910121023654938,0.32659319043159485,0.3970017731189728,0.0977882668375969,0.352865070104599,0.24652403593063354,0.2937326431274414,0.18472792208194733,0.2884598970413208
sell,0.23010362684726715,0.30055031180381775,0.26510775089263916,0.1961973011493683,0.07143466919660568,0.36027130484580994,0.21263620257377625,0.16354906558990479,0.3283919095993042,0.1556897759437561
more,0.4319567084312439,0.3299073874950409,0.4014604389667511,0.3452818691730499,0.13194811344146729,0.3237091600894928,0.3196917474269867,0.30478984117507935,0.26641952991485596,0.27894994616508484
medications,0.32175660133361816,0.2448023110628128,0.36701634526252747,0.2712159752845764,0.3695383071899414,0.3287346065044403,0.2596619725227356,0.25834259390830994,0.17156527936458588,0.22114922106266022
to,0.44169697165489197,0.36551961302757263,0.5153919458389282,0.45503583550453186,0.14378811419010162,0.4075521230697632,0.27752500772476196,0.41548454761505127,0.28720423579216003,0.29463258385658264
the,0.33890387415885925,0.19370581209659576,0.32504433393478394,0.5829201340675354,0.1636791080236435,0.31620436906814575,0.2844003438949585,0.733189046382904,0.21719126403331757,0.22068053483963013
patient,0.3113816976547241,0.2492014616727829,0.2917565107345581,0.2571181356906891,0.37089985609054565,0.22324615716934204,0.17531181871891022,0.1500403732061386,0.2361041158437729,0.24355199933052063
.,0.3287222981452942,0.30548352003097534,0.27493223547935486,0.50484299659729,0.18716977536678314,0.3045158088207245,0.18389295041561127,0.5352458953857422,0.3423091471195221,0.4130953550338745
,how,else,might,a,physician,take,advantage,of,self-interest,?
such,0.307365357875824,0.2111855298280716,0.39831793308258057,0.2706976532936096,0.1769394874572754,0.23985615372657776,0.2586086094379425,0.3209529519081116,0.21381844580173492,0.17851735651493073
self-interest,0.2736634314060211,0.3637343645095825,0.3103272616863251,0.27884796261787415,0.1896432787179947,0.18877717852592468,0.2713890075683594,0.21212652325630188,1.0,0.2922072410583496
directly,0.38373512029647827,0.32495442032814026,0.338130921125412,0.27976194024086,0.12958209216594696,0.2834078073501587,0.25092172622680664,0.2998887896537781,0.18243272602558136,0.2187996357679367
conflicts,0.28126853704452515,0.2855774462223053,0.32985734939575195,0.15602266788482666,0.11687737703323364,0.23673106729984283,0.2143394500017166,0.22598299384117126,0.30631688237190247,0.30421143770217896
with,0.3525622487068176,0.20447362959384918,0.28227806091308594,0.3783375024795532,0.14425136148929596,0.21222369372844696,0.19534623622894287,0.41827285289764404,0.18751117587089539,0.2433311939239502
the,0.33890387415885925,0.19370581209659576,0.32504433393478394,0.5829201340675354,0.1636791080236435,0.31620436906814575,0.2844003438949585,0.733189046382904,0.21719126403331757,0.22068053483963013
patient,0.3113816976547241,0.2492014616727829,0.2917565107345581,0.2571181356906891,0.37089985609054565,0.22324615716934204,0.17531181871891022,0.1500403732061386,0.2361041158437729,0.24355199933052063
's,-0.026164190843701363,0.06744367629289627,-0.04840852692723274,0.04866964742541313,-0.041307248175144196,0.02030942589044571,0.054765734821558,-0.03817026689648628,-0.055708132684230804,-0.023395681753754616
interest,0.26927149295806885,0.27791738510131836,0.2820966839790344,0.2706421911716461,0.11053286492824554,0.190629780292511,0.28726646304130554,0.2115241438150406,0.8656244874000549,0.2411724328994751
in,0.2601168751716614,0.22759012877941132,0.26443570852279663,0.539380669593811,0.18979662656784058,0.21975718438625336,0.1498534232378006,0.5696388483047485,0.2894425392150879,0.20430970191955566
obtaining,0.19037646055221558,0.21404509246349335,0.2507915198802948,0.2825004458427429,0.17648589611053467,0.26620081067085266,0.36837199330329895,0.29879313707351685,0.26617032289505005,0.14850705862045288
cost-effective,0.31827208399772644,0.22609607875347137,0.3411858379840851,0.28990834951400757,0.3085884749889374,0.30567920207977295,0.4125683009624481,0.36457890272140503,0.2494753748178482,0.2578628659248352
medication,0.3204594850540161,0.2538479268550873,0.3422517478466034,0.30508431792259216,0.38810959458351135,0.32254064083099365,0.2774488031864166,0.2616158723831177,0.180853009223938,0.2275196760892868
and,0.33647966384887695,0.2664144039154053,0.31685465574264526,0.3739250600337982,0.16894976794719696,0.296702116727829,0.21273426711559296,0.5116966962814331,0.2937970757484436,0.20544172823429108
avoiding,0.2844547629356384,0.285926878452301,0.42703837156295776,0.287608802318573,0.14954330027103424,0.32404613494873047,0.3685770332813263,0.19775328040122986,0.2398926466703415,0.2956450283527374
the,0.33890387415885925,0.19370581209659576,0.32504433393478394,0.5829201340675354,0.1636791080236435,0.31620436906814575,0.2844003438949585,0.733189046382904,0.21719126403331757,0.22068053483963013
unnecessary,0.3556409776210785,0.32287293672561646,0.3498833179473877,0.2737395167350769,0.10440149903297424,0.2807168662548065,0.33220505714416504,0.22780005633831024,0.2836388647556305,0.37911662459373474
use,0.39296725392341614,0.32033613324165344,0.41532549262046814,0.30793872475624084,0.10074517875909805,0.3850615322589874,0.39339298009872437,0.2750902473926544,0.20869435369968414,0.32795652747154236
of,0.2480744868516922,0.1318979412317276,0.2900311052799225,0.5052502155303955,0.1483788639307022,0.29282352328300476,0.20611627399921417,1.0,0.21212652325630188,0.1826142966747284
medication,0.3204594850540161,0.2538479268550873,0.3422517478466034,0.30508431792259216,0.38810959458351135,0.32254064083099365,0.2774488031864166,0.2616158723831177,0.180853009223938,0.2275196760892868
that,0.557814359664917,0.393348753452301,0.5377011895179749,0.47537946701049805,0.1693781316280365,0.3651382029056549,0.34659355878829956,0.41498205065727234,0.34087300300598145,0.32716336846351624
may,0.22490409016609192,0.2521023452281952,0.5044193863868713,0.29255667328834534,0.23546907305717468,0.21812210977077484,0.18044652044773102,0.26447007060050964,0.25656500458717346,0.2768254578113556
