,what,was,the,newer,county,added,to,the,list,?
in,0.30808621644973755,0.45514053106307983,0.6662389636039734,0.23164013028144836,0.31363439559936523,0.26384392380714417,0.45010748505592346,0.6662389636039734,0.2799903452396393,0.20430970191955566
1999,0.09112130105495453,0.08547663688659668,0.06755080074071884,-0.04966327175498009,0.06308910995721817,-0.10015062987804413,0.03205801546573639,0.06755080074071884,-0.03719128295779228,0.05416720360517502
",",0.3087472915649414,0.45456063747406006,0.4933079481124878,0.22748565673828125,0.26861095428466797,0.28397712111473083,0.44245919585227966,0.4933079481124878,0.26581794023513794,0.31091248989105225
the,0.42745697498321533,0.48711544275283813,1.0,0.28440263867378235,0.21715226769447327,0.3207796514034271,0.535392165184021,1.0,0.2863321602344513,0.22068053483963013
times,0.21414996683597565,0.2859917879104614,0.29093852639198303,0.1861116588115692,0.15500137209892273,0.2313472479581833,0.32875269651412964,0.29093852639198303,0.08135576546192169,0.18880689144134521
added,0.23789235949516296,0.22848746180534363,0.3207796514034271,0.3067745268344879,0.126226544380188,1.0000001192092896,0.29473474621772766,0.3207796514034271,0.23520737886428833,0.2865637540817261
a,0.3320399522781372,0.4508470594882965,0.5829201340675354,0.25137609243392944,0.19835104048252106,0.2839798927307129,0.45503583550453186,0.5829201340675354,0.16158510744571686,0.23916715383529663
newer,0.2718621790409088,0.22726421058177948,0.28440263867378235,1.0,0.0769817903637886,0.3067745268344879,0.32417598366737366,0.28440263867378235,0.20277754962444305,0.15615598857402802
county—imperial—to,0.15713435411453247,0.2742677927017212,0.3645848035812378,0.1458350419998169,0.5755422115325928,0.22704815864562988,0.26397377252578735,0.3645848035812378,0.1732012927532196,0.1693299412727356
that,0.6297725439071655,0.33670201897621155,0.5473989248275757,0.31023940443992615,0.16055446863174438,0.3874166011810303,0.5436353087425232,0.5473989248275757,0.2513938844203949,0.32716336846351624
list,0.22366273403167725,0.17363671958446503,0.2863321602344513,0.20277754962444305,0.07649645209312439,0.23520737886428833,0.17417719960212708,0.2863321602344513,1.0,0.23630984127521515
.,0.3567904531955719,0.40146201848983765,0.5934505462646484,0.2818252444267273,0.25379708409309387,0.30304840207099915,0.4645031690597534,0.5934505462646484,0.26122990250587463,0.4130953550338745
