,what,immune,system,is,activated,by,the,innate,response,?
if,0.5277165174484253,0.28697746992111206,0.23173311352729797,0.30927813053131104,0.31266868114471436,0.2429230511188507,0.33724796772003174,0.27825209498405457,0.2783529460430145,0.4441644251346588
pathogens,0.24503889679908752,0.5922579765319824,0.29995468258857727,0.19907276332378387,0.43534666299819946,0.20554135739803314,0.23115308582782745,0.5864718556404114,0.33384186029434204,0.21364152431488037
successfully,0.20084762573242188,0.2922998070716858,0.22151419520378113,0.1740453839302063,0.27981436252593994,0.3125617206096649,0.32525569200515747,0.25022539496421814,0.2981874644756317,0.0971045047044754
evade,0.24703608453273773,0.30998075008392334,0.24957753717899323,0.18614031374454498,0.32301920652389526,0.21426893770694733,0.22844162583351135,0.36611708998680115,0.3475566804409027,0.2483198642730713
the,0.42745697498321533,0.21364226937294006,0.3233085572719574,0.5823672413825989,0.2966001629829407,0.4408751428127289,1.0,0.2196919023990631,0.28909924626350403,0.22068053483963013
innate,0.2683543860912323,0.6130988597869873,0.3689802289009094,0.1780463606119156,0.39780083298683167,0.20461761951446533,0.2196919023990631,1.0000001192092896,0.4607735872268677,0.16386382281780243
response,0.3532308340072632,0.43541768193244934,0.2933112382888794,0.21022158861160278,0.3819968104362488,0.2863168716430664,0.28909924626350403,0.4607735872268677,1.0000001192092896,0.2007838636636734
",",0.3087472915649414,0.15102852880954742,0.18439900875091553,0.4691906273365021,0.20695485174655914,0.3680937886238098,0.4933079481124878,0.16148243844509125,0.24039098620414734,0.31091248989105225
vertebrates,0.21643035113811493,0.44061943888664246,0.30950847268104553,0.22236958146095276,0.2827000916004181,0.15777644515037537,0.3000766634941101,0.4854750335216522,0.24205924570560455,0.19819197058677673
possess,0.26773881912231445,0.32285916805267334,0.18888862431049347,0.23095563054084778,0.2521383762359619,0.14362363517284393,0.2654380798339844,0.4164798855781555,0.20598825812339783,0.1285712569952011
a,0.3320399522781372,0.20466765761375427,0.2589043080806732,0.658733606338501,0.2128758579492569,0.32094135880470276,0.5829201340675354,0.22946256399154663,0.25924429297447205,0.23916715383529663
second,0.19948028028011322,0.06785526871681213,0.17045217752456665,0.3161451518535614,0.1671336591243744,0.2977677285671234,0.4620301127433777,0.09745554625988007,0.1863795667886734,0.17239587008953094
layer,0.20606225728988647,0.24486932158470154,0.23392616212368011,0.27099713683128357,0.23041869699954987,0.08944900333881378,0.22831332683563232,0.3268699645996094,0.14953139424324036,0.11266916990280151
of,0.33290785551071167,0.16620753705501556,0.25597915053367615,0.4854315221309662,0.18893249332904816,0.3646814823150635,0.733189046382904,0.255485475063324,0.21864040195941925,0.1826142966747284
protection,0.24867326021194458,0.23693980276584625,0.22491855919361115,0.2101222276687622,0.2702887952327728,0.16545379161834717,0.26689648628234863,0.22561760246753693,0.3009861409664154,0.21348094940185547
",",0.3087472915649414,0.15102852880954742,0.18439900875091553,0.4691906273365021,0.20695485174655914,0.3680937886238098,0.4933079481124878,0.16148243844509125,0.24039098620414734,0.31091248989105225
the,0.42745697498321533,0.21364226937294006,0.3233085572719574,0.5823672413825989,0.2966001629829407,0.4408751428127289,1.0,0.2196919023990631,0.28909924626350403,0.22068053483963013
adaptive,0.22806508839130402,0.4945787191390991,0.31361085176467896,0.22713550925254822,0.3397327661514282,0.2714908719062805,0.25968632102012634,0.526890218257904,0.3731633722782135,0.12147218734025955
immune,0.2410416603088379,1.0,0.3962631821632385,0.2092347890138626,0.43118107318878174,0.17260463535785675,0.21364226937294006,0.6130988597869873,0.43541768193244934,0.16080476343631744
system,0.23557309806346893,0.3962631821632385,1.0000001192092896,0.2282046526670456,0.29807329177856445,0.23017624020576477,0.3233085572719574,0.3689802289009094,0.2933112382888794,0.15556083619594574
",",0.3087472915649414,0.15102852880954742,0.18439900875091553,0.4691906273365021,0.20695485174655914,0.3680937886238098,0.4933079481124878,0.16148243844509125,0.24039098620414734,0.31091248989105225
which,0.5261979103088379,0.3153325319290161,0.37390631437301636,0.4457404911518097,0.34088554978370667,0.40543368458747864,0.6521818041801453,0.36236342787742615,0.33102378249168396,0.25814583897590637
is,0.28837618231773376,0.2092347890138626,0.2282046526670456,1.0,0.15170268714427948,0.3899846076965332,0.5823672413825989,0.1780463606119156,0.21022158861160278,0.22961433231830597
activated,0.21431195735931396,0.43118107318878174,0.29807329177856445,0.15170268714427948,0.9999998807907104,0.263665109872818,0.2966001629829407,0.39780083298683167,0.3819968104362488,0.23727594316005707
by,0.2455483376979828,0.17260463535785675,0.23017624020576477,0.3899846076965332,0.263665109872818,1.0000001192092896,0.4408751428127289,0.20461761951446533,0.2863168716430664,0.17966607213020325
the,0.42745697498321533,0.21364226937294006,0.3233085572719574,0.5823672413825989,0.2966001629829407,0.4408751428127289,1.0,0.2196919023990631,0.28909924626350403,0.22068053483963013
innate,0.2683543860912323,0.6130988597869873,0.3689802289009094,0.1780463606119156,0.39780083298683167,0.20461761951446533,0.2196919023990631,1.0000001192092896,0.4607735872268677,0.16386382281780243
response,0.3532308340072632,0.43541768193244934,0.2933112382888794,0.21022158861160278,0.3819968104362488,0.2863168716430664,0.28909924626350403,0.4607735872268677,1.0000001192092896,0.2007838636636734
.,0.3567904531955719,0.18267881870269775,0.2277725487947464,0.4569662809371948,0.3149827718734741,0.3936232924461365,0.5934505462646484,0.2064800262451172,0.2878446877002716,0.4130953550338745
