,of,what,did,da,vinci,think,a,part,was,consumed,during,combustion,?
many,0.37253960967063904,0.36131182312965393,0.375588983297348,0.1534152328968048,0.23536080121994019,0.3984122574329376,0.2872205972671509,0.2827394902706146,0.260356068611145,0.2259524017572403,0.3661181330680847,0.26344719529151917,0.2124512493610382
centuries,0.2695758044719696,0.18983326852321625,0.22437435388565063,0.20458877086639404,0.27811741828918457,0.20797720551490784,0.12476986646652222,0.2217036485671997,0.27720052003860474,0.1672438234090805,0.3564888834953308,0.18917959928512573,0.13179439306259155
later,0.3458743393421173,0.2517229914665222,0.38386887311935425,0.13026311993598938,0.226918563246727,0.22488702833652496,0.34254932403564453,0.21416085958480835,0.5684447288513184,0.17018786072731018,0.4405536353588104,0.20046204328536987,0.1417175978422165
leonardo,0.1976044476032257,0.18840909004211426,0.1859438121318817,0.45112279057502747,0.6683967113494873,0.22423017024993896,0.1889219433069229,0.13256588578224182,0.22776956856250763,0.10430967062711716,0.14236952364444733,0.25898703932762146,0.15631547570228577
da,0.15832912921905518,0.17252732813358307,0.12221572548151016,0.9999998807907104,0.5910933017730713,0.15291395783424377,0.18525190651416779,0.13817434012889862,0.1772046685218811,0.02032606117427349,0.11174933612346649,0.18410517275333405,0.17175890505313873
vinci,0.21501000225543976,0.20530982315540314,0.18577006459236145,0.5910933017730713,1.0,0.19701321423053741,0.20072917640209198,0.17651578783988953,0.26361846923828125,0.10227307677268982,0.1904108077287674,0.2957640588283539,0.2132018506526947
built,0.23442776501178741,0.1554843783378601,0.2079687863588333,0.1471230536699295,0.19587399065494537,0.14339490234851837,0.23064446449279785,0.205158993601799,0.3424932360649109,0.17821121215820312,0.2613257169723511,0.2815614640712738,0.09449632465839386
on,0.3966929316520691,0.34226128458976746,0.2670976221561432,0.14319203794002533,0.16931235790252686,0.2772510051727295,0.3848365545272827,0.3598494827747345,0.3909217119216919,0.2066115140914917,0.3347817361354828,0.1549367755651474,0.2714994251728058
philo,0.11807307600975037,0.14625145494937897,0.12217066437005997,0.11932220309972763,0.2104751169681549,0.16372407972812653,0.13571318984031677,0.09681259095668793,0.21632470190525055,0.018265582621097565,0.08022470027208328,0.12451514601707458,0.13684967160224915
's,-0.03817026689648628,0.02692362666130066,0.05069678649306297,0.0304326880723238,-0.005723769310861826,0.015562640503048897,0.04866964742541313,0.007562864106148481,0.008974763564765453,-0.0568305104970932,0.011294117197394371,0.002837288426235318,-0.023395681753754616
work,0.23473061621189117,0.3762225806713104,0.336654931306839,0.16114287078380585,0.2302471101284027,0.35677194595336914,0.266241192817688,0.2006094753742218,0.24745555222034454,0.213084876537323,0.1864008754491806,0.28276142477989197,0.2621155381202698
by,0.3646814823150635,0.2455483376979828,0.18574509024620056,0.19822071492671967,0.25929391384124756,0.2680226266384125,0.32094135880470276,0.28271573781967163,0.4752357602119446,0.17045685648918152,0.3220438063144684,0.22674179077148438,0.17966607213020325
observing,0.27750861644744873,0.31068339943885803,0.1777607798576355,0.06958891451358795,0.15594516694545746,0.310883492231369,0.2345450222492218,0.15993832051753998,0.19064471125602722,0.32240030169487,0.27618667483329773,0.17254704236984253,0.17418181896209717
that,0.41498205065727234,0.6297725439071655,0.47518548369407654,0.17941834032535553,0.2680360972881317,0.5798900723457336,0.47537946701049805,0.37747326493263245,0.33670201897621155,0.2959408164024353,0.31487685441970825,0.30958232283592224,0.32716336846351624
a,0.5052502155303955,0.3320399522781372,0.2552328109741211,0.18525190651416779,0.20072917640209198,0.35850703716278076,1.0,0.3994528353214264,0.4508470594882965,0.18335996568202972,0.30341604351997375,0.3238258957862854,0.23916715383529663
portion,0.31845465302467346,0.287394255399704,0.21140550076961517,0.22256942093372345,0.13271480798721313,0.16394945979118347,0.3207106590270996,0.5329322814941406,0.20989027619361877,0.20096135139465332,0.19588935375213623,0.1704084277153015,0.11719609797000885
of,1.0,0.33290785551071167,0.2513895630836487,0.15832912921905518,0.21501000225543976,0.2625778615474701,0.5052502155303955,0.452393114566803,0.4069072902202606,0.2031918317079544,0.3869180977344513,0.25126782059669495,0.1826142966747284
air,0.24196814000606537,0.10361403971910477,0.12297173589468002,0.10718320310115814,0.10596729069948196,0.12457694858312607,0.23199330270290375,0.15813080966472626,0.18898457288742065,0.21357953548431396,0.24089480936527252,0.3806820511817932,0.1491677612066269
is,0.4854315221309662,0.28837618231773376,0.19247472286224365,0.15954378247261047,0.1790650635957718,0.33370211720466614,0.658733606338501,0.4582172930240631,0.5810302495956421,0.20356778800487518,0.2240111529827118,0.27011600136756897,0.22961433231830597
consumed,0.2031918317079544,0.20357352495193481,0.22811941802501678,0.02032606117427349,0.10227307677268982,0.23836231231689453,0.18335996568202972,0.1202821210026741,0.1903558075428009,1.0,0.255092978477478,0.3906692564487457,0.2024012953042984
during,0.3869180977344513,0.24137552082538605,0.30679523944854736,0.11174933612346649,0.1904108077287674,0.18668736517429352,0.30341604351997375,0.36428889632225037,0.4470829963684082,0.255092978477478,1.0,0.22094503045082092,0.1325719803571701
combustion,0.25126782059669495,0.2678600549697876,0.19428817927837372,0.18410517275333405,0.2957640588283539,0.26381075382232666,0.3238258957862854,0.1866121143102646,0.24947713315486908,0.3906692564487457,0.22094503045082092,1.0,0.2177530825138092
and,0.5116966962814331,0.31309178471565247,0.34479495882987976,0.197269007563591,0.2212454378604889,0.30740439891815186,0.3739250600337982,0.35301485657691956,0.3740963041782379,0.24533633887767792,0.36462149024009705,0.21818570792675018,0.20544172823429108
respiration,0.2836471498012543,0.23671798408031464,0.1506333202123642,0.10086937248706818,0.17548079788684845,0.20950916409492493,0.23741543292999268,0.26025596261024475,0.1306842565536499,0.37564098834991455,0.23902320861816406,0.46052151918411255,0.17575538158416748
.,0.5352458953857422,0.3567904531955719,0.35288307070732117,0.20077450573444366,0.2344810962677002,0.31119775772094727,0.50484299659729,0.32817673683166504,0.40146201848983765,0.22308771312236786,0.3485563397407532,0.2124136984348297,0.4130953550338745
