,what,level,of,economic,mobility,does,the,u.s.,economy,have,compared,to,european,countries,?
despite,0.1825345903635025,0.09932621568441391,0.33505672216415405,0.2642723023891449,0.25612443685531616,0.318399578332901,0.3172689974308014,0.0634043961763382,0.2381383329629898,0.33455711603164673,0.371501624584198,0.3584847152233124,0.11923408508300781,0.224700465798378,0.14350546896457672
popular,0.186283677816391,0.0744752511382103,0.25281813740730286,0.16270926594734192,0.13048769533634186,0.2050088495016098,0.2724021077156067,-0.0719834640622139,0.25128069519996643,0.23111169040203094,0.24043548107147217,0.20657874643802643,0.22561071813106537,0.31084364652633667,0.13108457624912262
prejudices,0.3124302327632904,0.16674380004405975,0.19004656374454498,0.33644962310791016,0.2665523290634155,0.3258107006549835,0.18924161791801453,-0.08099234849214554,0.31637921929359436,0.3111829161643982,0.27699023485183716,0.26539817452430725,0.19584746658802032,0.33195173740386963,0.267868310213089
to,0.455847829580307,0.2976585030555725,0.41548454761505127,0.26856908202171326,0.24136675894260406,0.4391997456550598,0.535392165184021,0.09732837975025177,0.2613506615161896,0.4544740617275238,0.2345995306968689,1.0,0.21011990308761597,0.3111797273159027,0.29463258385658264
the,0.42745697498321533,0.31442487239837646,0.733189046382904,0.282455176115036,0.2575506269931793,0.35928019881248474,1.0,0.06592652946710587,0.24644890427589417,0.40389683842658997,0.28685078024864197,0.535392165184021,0.3423081040382385,0.33290645480155945,0.22068053483963013
contrary,0.4802809953689575,0.13165423274040222,0.2893366813659668,0.1638350635766983,0.2678864002227783,0.3532414734363556,0.2533678412437439,-0.014923603273928165,0.241047203540802,0.40634024143218994,0.32980698347091675,0.34164461493492126,0.1574358195066452,0.24398548901081085,0.3430522680282593
",",0.3087472915649414,0.23317520320415497,0.4946078956127167,0.2340485155582428,0.16655971109867096,0.28617382049560547,0.4933079481124878,0.030410487204790115,0.2521176040172577,0.3541618287563324,0.25363782048225403,0.44245919585227966,0.19684812426567078,0.2966555655002594,0.31091248989105225
the,0.42745697498321533,0.31442487239837646,0.733189046382904,0.282455176115036,0.2575506269931793,0.35928019881248474,1.0,0.06592652946710587,0.24644890427589417,0.40389683842658997,0.28685078024864197,0.535392165184021,0.3423081040382385,0.33290645480155945,0.22068053483963013
u.s.,0.11178889125585556,0.01470637321472168,0.011562774889171124,-0.1020386666059494,0.05289843678474426,0.04108200594782829,0.06592652946710587,0.9999999403953552,-0.04382159560918808,0.02077469229698181,-0.024099543690681458,0.09732837975025177,0.010307379066944122,-0.023569520562887192,0.07886100560426712
economy,0.21764783561229706,0.18809612095355988,0.2583308815956116,0.734853208065033,0.2817254960536957,0.17583751678466797,0.24644890427589417,-0.04382159560918808,1.0,0.18772046267986298,0.26311659812927246,0.2613506615161896,0.19450093805789948,0.31107139587402344,0.11486924439668655
consistently,0.37857121229171753,0.22358442842960358,0.2553209662437439,0.1494988054037094,0.28577834367752075,0.27753746509552,0.2695158123970032,0.03641965612769127,0.16324429214000702,0.439106822013855,0.36691614985466003,0.39158838987350464,0.08496750146150589,0.2142692655324936,0.2656213045120239
affords,0.24829134345054626,0.23085613548755646,0.3087397813796997,0.22717447578907013,0.3122078776359558,0.29486504197120667,0.30027449131011963,0.007397898007184267,0.25951072573661804,0.3785957992076874,0.35804829001426697,0.34059688448905945,0.18473419547080994,0.3039465844631195,0.16812922060489655
a,0.3320399522781372,0.21346178650856018,0.5052502155303955,0.2234611213207245,0.20186369121074677,0.38201746344566345,0.5829201340675354,0.0347411222755909,0.24415728449821472,0.338716596364975,0.2797974646091461,0.45503583550453186,0.2254103124141693,0.2672088146209717,0.23916715383529663
lower,0.20079238712787628,0.3845921456813812,0.31757521629333496,0.14096929132938385,0.24579796195030212,0.19989411532878876,0.3463275134563446,0.06458351761102676,0.19457294046878815,0.2959109842777252,0.24155783653259277,0.233318492770195,0.15915733575820923,0.11025762557983398,0.08471795171499252
level,0.27376922965049744,0.9999998807907104,0.23504668474197388,0.19942738115787506,0.2942984998226166,0.25751394033432007,0.31442487239837646,0.01470637321472168,0.18809612095355988,0.28482067584991455,0.1846339851617813,0.2976585030555725,0.16333957016468048,0.18990091979503632,0.20528386533260345
of,0.33290785551071167,0.23504668474197388,1.0,0.3030148148536682,0.21091228723526,0.3119818866252899,0.733189046382904,0.011562774889171124,0.2583308815956116,0.3802283704280853,0.3360389769077301,0.41548454761505127,0.2507138252258301,0.2800094783306122,0.1826142966747284
economic,0.18082544207572937,0.19942738115787506,0.3030148148536682,0.9999999403953552,0.2547113299369812,0.14175917208194733,0.282455176115036,-0.1020386666059494,0.734853208065033,0.18631099164485931,0.19915291666984558,0.26856908202171326,0.3065778911113739,0.3255499005317688,0.1206481084227562
mobility,0.17530418932437897,0.2942984998226166,0.21091228723526,0.2547113299369812,1.0,0.16151542961597443,0.2575506269931793,0.05289843678474426,0.2817254960536957,0.2965279519557953,0.27193909883499146,0.24136675894260406,0.15646173059940338,0.2044273316860199,0.13310691714286804
than,0.29388150572776794,0.21949224174022675,0.33036211133003235,0.15147915482521057,0.2497166097164154,0.32178643345832825,0.3227543234825134,0.019351201131939888,0.24018609523773193,0.46517109870910645,0.4645072817802429,0.3192550539970398,0.15667396783828735,0.28124192357063293,0.24917294085025787
all,0.41981086134910583,0.24762167036533356,0.42798417806625366,0.1693500280380249,0.30377650260925293,0.31124600768089294,0.4860881567001343,0.074127696454525,0.16644059121608734,0.5559456944465637,0.2109878957271576,0.42520734667778015,0.2410573810338974,0.3089151084423065,0.29575422406196594
the,0.42745697498321533,0.31442487239837646,0.733189046382904,0.282455176115036,0.2575506269931793,0.35928019881248474,1.0,0.06592652946710587,0.24644890427589417,0.40389683842658997,0.28685078024864197,0.535392165184021,0.3423081040382385,0.33290645480155945,0.22068053483963013
continental,0.19292454421520233,0.20938776433467865,0.2580660581588745,0.17765626311302185,0.21295318007469177,0.1035468801856041,0.32723063230514526,-0.04449421912431717,0.15979653596878052,0.18049576878547668,0.1652049422264099,0.20232366025447845,0.36256539821624756,0.27966082096099854,0.1410352885723114
european,0.15324164927005768,0.16333957016468048,0.2507138252258301,0.3065778911113739,0.15646173059940338,0.11488570272922516,0.3423081040382385,0.010307379066944122,0.19450093805789948,0.19048169255256653,0.20925767719745636,0.21011990308761597,0.9999998807907104,0.44465985894203186,0.14560863375663757
countries,0.22319257259368896,0.18990091979503632,0.2800094783306122,0.3255499005317688,0.2044273316860199,0.2621564269065857,0.33290645480155945,-0.023569520562887192,0.31107139587402344,0.3603367507457733,0.26460129022598267,0.3111797273159027,0.44465985894203186,0.9999999403953552,0.15128466486930847
for,0.3017193675041199,0.23426367342472076,0.4185989499092102,0.24368955194950104,0.27469655871391296,0.35159170627593994,0.4739971458911896,0.11615988612174988,0.2269710749387741,0.41175219416618347,0.2969150245189667,0.4451248347759247,0.2838500738143921,0.299202024936676,0.264628142118454
which,0.5261979103088379,0.3123716711997986,0.5011631846427917,0.2570582926273346,0.30662235617637634,0.39111801981925964,0.6521818041801453,0.014487938955426216,0.2461519092321396,0.49652695655822754,0.2794484496116638,0.5345056653022766,0.2234036773443222,0.29131221771240234,0.25814583897590637
data,0.23453554511070251,0.21638242900371552,0.20013196766376495,0.16856203973293304,0.2180139422416687,0.19665312767028809,0.20546740293502808,0.07408936321735382,0.19684484601020813,0.21906204521656036,0.21225762367248535,0.24776634573936462,0.13179345428943634,0.16240514814853668,0.17909851670265198
is,0.28837618231773376,0.24803997576236725,0.4854315221309662,0.21102669835090637,0.10601465404033661,0.4403602182865143,0.5823672413825989,-0.05269147455692291,0.2698528468608856,0.3613572418689728,0.2816821038722992,0.42745086550712585,0.16083641350269318,0.254234254360199,0.22961433231830597
available,0.22032985091209412,0.13790446519851685,0.2416580766439438,0.16459296643733978,0.3341824412345886,0.20840919017791748,0.26723232865333557,0.010001936927437782,0.19889512658119202,0.2687431275844574,0.2726213037967682,0.2394571453332901,0.2129807472229004,0.2644945979118347,0.2501629889011383
.,0.3567904531955719,0.26056769490242004,0.5352458953857422,0.22435031831264496,0.21459199488162994,0.3022993505001068,0.5934505462646484,0.09558769315481186,0.2477293759584427,0.41614407300949097,0.27071613073349,0.4645031690597534,0.2095622420310974,0.27938392758369446,0.4130953550338745
'',0.08143015950918198,-0.05092630907893181,0.13035868108272552,-0.021023044362664223,-0.12431368231773376,-0.004023602232336998,0.041273195296525955,-0.08148147165775299,-0.039568107575178146,0.0312618687748909,0.1379733830690384,-0.009905828163027763,0.050778839737176895,0.07233493775129318,0.018684765323996544
