,when,did,warsaw,start,to,rebuild,?
during,0.46721696853637695,0.30679523944854736,0.19431914389133453,0.3716736435890198,0.2828781306743622,0.30640265345573425,0.1325719803571701
the,0.5091903209686279,0.34736719727516174,0.23137180507183075,0.3656389117240906,0.535392165184021,0.30253851413726807,0.22068053483963013
second,0.28561660647392273,0.20727969706058502,0.1990465670824051,0.2685798406600952,0.3098561465740204,0.16734211146831512,0.17239587008953094
world,0.23794586956501007,0.1944720596075058,0.2137570083141327,0.20161771774291992,0.26213452219963074,0.25412842631340027,0.17579582333564758
war,0.26339730620384216,0.27422013878822327,0.3365558683872223,0.22081641852855682,0.2610234022140503,0.3237914741039276,0.15510529279708862
",",0.36674630641937256,0.3015086054801941,0.25300899147987366,0.2934366464614868,0.44245919585227966,0.1831716001033783,0.31091248989105225
warsaw,0.1615014374256134,0.1939365565776825,1.0,0.14687985181808472,0.1953994333744049,0.2386600524187088,0.09769917279481888
was,0.37326499819755554,0.41399896144866943,0.2614976763725281,0.20079405605793,0.3636345863342285,0.28293436765670776,0.18412111699581146
razed,0.2495250701904297,0.24319836497306824,0.1540178507566452,0.11709229648113251,0.15413041412830353,0.30722442269325256,0.15454916656017303
to,0.5423505902290344,0.4452643394470215,0.1953994333744049,0.33345553278923035,1.0,0.3312245309352875,0.29463258385658264
the,0.5091903209686279,0.34736719727516174,0.23137180507183075,0.3656389117240906,0.535392165184021,0.30253851413726807,0.22068053483963013
ground,0.2714887857437134,0.17569123208522797,0.19688445329666138,0.11559455096721649,0.22786086797714233,0.16534920036792755,0.11401822417974472
by,0.4376842677593231,0.18574509024620056,0.15291538834571838,0.19754154980182648,0.33534231781959534,0.17626723647117615,0.17966607213020325
bombing,0.19456703960895538,0.1673102080821991,0.25312286615371704,0.13621236383914948,0.14506635069847107,0.2992374002933502,0.15766821801662445
raids,0.18116851150989532,0.1849043220281601,0.24604369699954987,0.2127152681350708,0.2042393833398819,0.33664318919181824,0.12132129818201065
and,0.4716290831565857,0.34479495882987976,0.2083624005317688,0.2890162169933319,0.48971283435821533,0.22636805474758148,0.20544172823429108
planned,0.15857912600040436,0.3708326518535614,0.24078567326068878,0.24326063692569733,0.309917151927948,0.4131106734275818,0.16188396513462067
destruction,0.195969358086586,0.19351856410503387,0.11743545532226562,0.1694764494895935,0.22507941722869873,0.4298696219921112,0.12016301602125168
.,0.475719153881073,0.35288307070732117,0.26825499534606934,0.3501981496810913,0.4645031690597534,0.24812842905521393,0.4130953550338745
