,how,many,tons,does,the,hereford,screen,weigh,?
one,0.3213292360305786,0.4223630726337433,0.21394461393356323,0.2924913763999939,0.5514441132545471,0.19074514508247375,0.2731417417526245,0.27103346586227417,0.2673267424106598
of,0.2480744868516922,0.37253960967063904,0.19702266156673431,0.3119818866252899,0.733189046382904,0.26728641986846924,0.1909627914428711,0.14928016066551208,0.1826142966747284
the,0.33890387415885925,0.4335206151008606,0.20730508863925934,0.35928019881248474,1.0,0.26893913745880127,0.2616176903247833,0.18926309049129486,0.22068053483963013
largest,0.08743762224912643,0.23644231259822845,0.32202354073524475,0.18477381765842438,0.3757036626338959,0.19617198407649994,0.06715434044599533,0.24324361979961395,0.12401245534420013
items,0.25054052472114563,0.30115842819213867,0.3472163677215576,0.20602557063102722,0.23580949008464813,0.08891956508159637,0.2176160216331482,0.1800621747970581,0.19807128608226776
is,0.22544461488723755,0.2649032473564148,0.19309166073799133,0.4403602182865143,0.5823672413825989,0.18719986081123352,0.1850069761276245,0.27479204535484314,0.22961433231830597
the,0.33890387415885925,0.4335206151008606,0.20730508863925934,0.35928019881248474,1.0,0.26893913745880127,0.2616176903247833,0.18926309049129486,0.22068053483963013
hereford,0.15881527960300446,0.21472124755382538,0.1431625485420227,0.20084868371486664,0.26893913745880127,1.0000001192092896,0.18684308230876923,0.18541263043880463,0.2061518132686615
screen,0.24837899208068848,0.25318795442581177,0.10616704076528549,0.18361079692840576,0.2616176903247833,0.18684308230876923,1.0,0.18499313294887543,0.1954205334186554
",",0.22659391164779663,0.40610817074775696,0.2602212131023407,0.28617382049560547,0.4933079481124878,0.2740553021430969,0.23373909294605255,0.21546107530593872,0.31091248989105225
weighing,0.3227153718471527,0.206229105591774,0.5637668967247009,0.14738571643829346,0.2043631225824356,0.15597733855247498,0.18243147432804108,0.8073996305465698,0.212739497423172
nearly,0.23273618519306183,0.4278171956539154,0.318525493144989,0.20287664234638214,0.3409946858882904,0.24651966989040375,0.1791657954454422,0.2394317090511322,0.11670064926147461
8,-0.009672639891505241,-0.018996136263012886,-0.05635007843375206,0.014615573920309544,0.0063715726137161255,0.0042898268438875675,0.03254375606775284,-0.08791294693946838,-0.04056251794099808
tonnes,0.21806004643440247,0.24116253852844238,0.7033534049987793,0.13119450211524963,0.22186078131198883,0.1955554336309433,0.11464548856019974,0.4895373582839966,0.17092333734035492
",",0.22659391164779663,0.40610817074775696,0.2602212131023407,0.28617382049560547,0.4933079481124878,0.2740553021430969,0.23373909294605255,0.21546107530593872,0.31091248989105225
10.5,-0.003793929470703006,0.02193683385848999,0.13504242897033691,0.02004215307533741,0.06848721951246262,0.17538705468177795,0.007827207446098328,0.13441912829875946,0.11624222248792648
metres,0.13677051663398743,0.19020788371562958,0.3822605311870575,0.09754933416843414,0.2668202519416809,0.22890605032444,0.1899058073759079,0.46727997064590454,0.11151815950870514
high,0.16700881719589233,0.27441489696502686,0.2015617936849594,0.2028418332338333,0.28034812211990356,0.22441208362579346,0.1819240003824234,0.2325020730495453,0.11137914657592773
and,0.33647966384887695,0.5296266674995422,0.24144142866134644,0.3461615741252899,0.5171257257461548,0.2939012348651886,0.2946627736091614,0.2325696498155594,0.20544172823429108
11,0.04696422442793846,0.13612139225006104,0.036504022777080536,-0.004570623394101858,-0.0219515822827816,-0.052511319518089294,-0.008222208358347416,0.06565867364406586,-0.04295448586344719
metres,0.13677051663398743,0.19020788371562958,0.3822605311870575,0.09754933416843414,0.2668202519416809,0.22890605032444,0.1899058073759079,0.46727997064590454,0.11151815950870514
wide,0.2094327211380005,0.32105809450149536,0.2521986961364746,0.18184135854244232,0.28078147768974304,0.19507651031017303,0.21931305527687073,0.32427942752838135,0.12719376385211945
",",0.22659391164779663,0.40610817074775696,0.2602212131023407,0.28617382049560547,0.4933079481124878,0.2740553021430969,0.23373909294605255,0.21546107530593872,0.31091248989105225
designed,0.21924960613250732,0.22914452850818634,0.15860337018966675,0.19280755519866943,0.2559613883495331,0.1246681809425354,0.1646011471748352,0.1745491921901703,0.11213942617177963
by,0.34370526671409607,0.3409687578678131,0.16515402495861053,0.143477201461792,0.4408751428127289,0.15601608157157898,0.21180912852287292,0.14309561252593994,0.17966607213020325
sir,0.1664465218782425,0.1828220784664154,0.11114825308322906,0.12933507561683655,0.20237073302268982,0.29368361830711365,0.14349694550037384,0.20052240788936615,0.10503887385129929
george,0.1392437070608139,0.13221925497055054,0.14966093003749847,0.14882411062717438,0.2510760426521301,0.22945694625377655,0.1817438006401062,0.13816411793231964,0.1479024887084961
gilbert,0.16823525726795197,0.16791978478431702,0.13889248669147491,0.06401632726192474,0.1988684982061386,0.26770737767219543,0.10597710311412811,0.15846218168735504,0.16105259954929352
scott,0.06739884614944458,0.13070037961006165,0.12291022390127182,0.06897279620170593,0.20135091245174408,0.27385610342025757,0.15573973953723907,0.14549747109413147,0.0875725969672203
in,0.2601168751716614,0.41474202275276184,0.19120186567306519,0.214483380317688,0.6662389636039734,0.23648160696029663,0.14476974308490753,0.14941439032554626,0.20430970191955566
1862,0.0449250303208828,0.06660979241132736,0.00663859723135829,-0.02303893491625786,0.043515436351299286,0.12973877787590027,0.0758383572101593,0.05405638366937637,0.06664664298295975
for,0.3308170735836029,0.40972793102264404,0.17350202798843384,0.35159170627593994,0.4739971458911896,0.26284319162368774,0.2733238935470581,0.20845715701580048,0.264628142118454
the,0.33890387415885925,0.4335206151008606,0.20730508863925934,0.35928019881248474,1.0,0.26893913745880127,0.2616176903247833,0.18926309049129486,0.22068053483963013
chancel,0.224170982837677,0.2087705433368683,0.15987130999565125,0.24089309573173523,0.35158711671829224,0.3034375309944153,0.30247536301612854,0.1798272728919983,0.15613511204719543
in,0.2601168751716614,0.41474202275276184,0.19120186567306519,0.214483380317688,0.6662389636039734,0.23648160696029663,0.14476974308490753,0.14941439032554626,0.20430970191955566
hereford,0.15881527960300446,0.21472124755382538,0.1431625485420227,0.20084868371486664,0.26893913745880127,1.0000001192092896,0.18684308230876923,0.18541263043880463,0.2061518132686615
cathedral,0.07796738296747208,0.1801552027463913,0.1363409161567688,0.13468055427074432,0.23437000811100006,0.4149121344089508,0.19775326550006866,0.11154981702566147,0.1257525086402893
",",0.22659391164779663,0.40610817074775696,0.2602212131023407,0.28617382049560547,0.4933079481124878,0.2740553021430969,0.23373909294605255,0.21546107530593872,0.31091248989105225
from,0.22939439117908478,0.33099696040153503,0.13652382791042328,0.1777622550725937,0.40150508284568787,0.20700375735759735,0.1493392139673233,0.1376568078994751,0.19969791173934937
which,0.4852597713470459,0.5168171525001526,0.2678031623363495,0.39111801981925964,0.6521818041801453,0.27238962054252625,0.2998180687427521,0.23785480856895447,0.25814583897590637
it,0.36714982986450195,0.39615920186042786,0.2766205370426178,0.34188351035118103,0.6251175999641418,0.19753436744213104,0.18631544709205627,0.2638806700706482,0.25732165575027466
