,in,1949,",",upt,was,forced,to,become,an,independent,entity,by,whom,?
at,0.4374977946281433,0.1085570678114891,0.38314947485923767,0.08853987604379654,0.36707764863967896,0.21049343049526215,0.36524343490600586,0.18341459333896637,0.2446778565645218,0.17847855389118195,0.05630628764629364,0.2368064820766449,0.16644588112831116,0.21978627145290375
the,0.6662389636039734,0.2687380611896515,0.4933079481124878,0.25772973895072937,0.48711544275283813,0.2571122944355011,0.535392165184021,0.31731709837913513,0.4207492768764496,0.2927691638469696,0.2403784692287445,0.4408751428127289,0.23752936720848083,0.22068053483963013
end,0.28539085388183594,0.07470493018627167,0.25448864698410034,0.17668381333351135,0.19220198690891266,0.2617371678352356,0.3229445815086365,0.205669566988945,0.1506708711385727,0.121014803647995,0.2291233241558075,0.19136181473731995,0.14648275077342987,0.12543344497680664
of,0.5696388483047485,0.2565067410469055,0.4946078956127167,0.16551406681537628,0.4069072902202606,0.27082350850105286,0.41548454761505127,0.31678006052970886,0.32280945777893066,0.30508819222450256,0.21258564293384552,0.3646814823150635,0.2070929855108261,0.1826142966747284
1949,0.17519041895866394,0.9999999403953552,0.1767846941947937,0.1327783614397049,0.22808216512203217,0.13392876088619232,0.2212606966495514,0.1497354805469513,0.12778796255588531,0.2042360156774521,0.18583694100379944,0.1914137601852417,0.06244432553648949,0.16888584196567535
",",0.5201468467712402,0.1767846941947937,1.0000001192092896,0.23893846571445465,0.45456063747406006,0.2527396082878113,0.44245919585227966,0.29676204919815063,0.3581022024154663,0.24115799367427826,0.19129666686058044,0.3680937886238098,0.25587570667266846,0.31091248989105225
movie,0.2507663369178772,0.15285533666610718,0.2886425256729126,0.21344828605651855,0.3245687186717987,0.13584040105342865,0.2026578187942505,0.13220618665218353,0.2028036266565323,0.13542886078357697,0.11774499714374542,0.2365020364522934,0.20296356081962585,0.18408656120300293
theater,0.3081531822681427,0.15508636832237244,0.27069878578186035,0.08220668882131577,0.3185870051383972,0.13668978214263916,0.1754733920097351,0.14004164934158325,0.19833706319332123,0.10107874125242233,0.17422184348106384,0.18285851180553436,0.15683002769947052,0.12811817228794098
operator,0.25355902314186096,0.07159357517957687,0.2986533045768738,0.11414141207933426,0.2075299620628357,0.13022062182426453,0.24327775835990906,0.13824211061000824,0.21579548716545105,0.17216692864894867,0.2751320004463196,0.15075917541980743,0.08308694511651993,0.12810945510864258
united,0.3938477039337158,0.1861564666032791,0.3053959608078003,0.07505986094474792,0.31727492809295654,0.17400850355625153,0.2715383470058441,0.2240391969680786,0.15972375869750977,0.26360270380973816,0.15409940481185913,0.23958808183670044,0.18133382499217987,0.17266890406608582
paramount,0.16795049607753754,0.181582972407341,0.23081281781196594,0.19678142666816711,0.23606519401073456,0.14440995454788208,0.16977928578853607,0.0547654889523983,0.12144163250923157,0.16810128092765808,0.16211062669754028,0.248513326048851,0.17690616846084595,0.1511610448360443
theatres,0.3121017515659332,0.1734803169965744,0.30420786142349243,0.11890781670808792,0.3262985050678253,0.18699942529201508,0.24675586819648743,0.17077626287937164,0.1845722645521164,0.16629008948802948,0.13249017298221588,0.25377047061920166,0.18233859539031982,0.10397201776504517
(,0.3087427020072937,0.15445752441883087,0.6363511681556702,0.19477537274360657,0.2980341613292694,0.15457509458065033,0.30882009863853455,0.17883598804473877,0.286407470703125,0.17961587011814117,0.15759098529815674,0.20696312189102173,0.1562120020389557,0.40561532974243164
upt,0.18964797258377075,0.1327783614397049,0.23893846571445465,0.9999999403953552,0.14962729811668396,0.17950715124607086,0.28000348806381226,0.3034188449382782,0.1997719705104828,0.18578311800956726,0.15345579385757446,0.22814954817295074,0.1589544415473938,0.22407570481300354
),0.3326910734176636,0.15702174603939056,0.63033527135849,0.20382604002952576,0.3267642855644226,0.16351638734340668,0.31236231327056885,0.1894923597574234,0.2873353958129883,0.20572862029075623,0.18777354061603546,0.2151763141155243,0.1573808193206787,0.42300865054130554
was,0.45514053106307983,0.22808216512203217,0.45456063747406006,0.14962729811668396,1.0000001192092896,0.21640066802501678,0.3636345863342285,0.3147440552711487,0.3694365322589874,0.2497003674507141,0.1461799293756485,0.4752357602119446,0.2438793033361435,0.18412111699581146
forced,0.2043643444776535,0.13392876088619232,0.2527396082878113,0.17950715124607086,0.21640066802501678,1.0,0.3537954092025757,0.2367580682039261,0.11244519799947739,0.12460501492023468,0.1741015464067459,0.24928836524486542,0.3139030337333679,0.17547516524791718
by,0.370934396982193,0.1914137601852417,0.3680937886238098,0.22814954817295074,0.4752357602119446,0.24928836524486542,0.33534231781959534,0.1663227528333664,0.2719563841819763,0.20215941965579987,0.1859617531299591,1.0000001192092896,0.28481900691986084,0.17966607213020325
the,0.6662389636039734,0.2687380611896515,0.4933079481124878,0.25772973895072937,0.48711544275283813,0.2571122944355011,0.535392165184021,0.31731709837913513,0.4207492768764496,0.2927691638469696,0.2403784692287445,0.4408751428127289,0.23752936720848083,0.22068053483963013
u.s.,-0.003064807504415512,-0.041116151958703995,0.030410487204790115,0.03585641458630562,0.06837434321641922,0.13420502841472626,0.09732837975025177,0.029138894751667976,-0.004288777709007263,-0.019491681829094887,-0.0006039570434950292,0.018699808046221733,0.1562027782201767,0.07886100560426712
supreme,0.24678273499011993,0.2050807923078537,0.250044584274292,0.09705258160829544,0.26731494069099426,0.14428633451461792,0.24017755687236786,0.16476018726825714,0.20413655042648315,0.2357524037361145,0.23262138664722443,0.19502080976963043,0.17855603992938995,0.20777292549610138
court,0.2793687880039215,0.15566304326057434,0.24410836398601532,0.10732494294643402,0.2737988233566284,0.20761702954769135,0.24824365973472595,0.12039466202259064,0.20114386081695557,0.16496309638023376,0.17786403000354767,0.21938012540340424,0.2558452785015106,0.17100423574447632
to,0.45010748505592346,0.2212606966495514,0.44245919585227966,0.28000348806381226,0.3636345863342285,0.3537954092025757,1.0,0.36996012926101685,0.3138085603713989,0.20949965715408325,0.19512765109539032,0.33534231781959534,0.3108522593975067,0.29463258385658264
become,0.23238378763198853,0.1497354805469513,0.29676204919815063,0.3034188449382782,0.3147440552711487,0.2367580682039261,0.36996012926101685,1.0,0.24844235181808472,0.2657444179058075,0.15716394782066345,0.1663227528333664,0.22878095507621765,0.19511328637599945
an,0.2605783939361572,0.12778796255588531,0.3581022024154663,0.1997719705104828,0.3694365322589874,0.11244519799947739,0.3138085603713989,0.24844235181808472,1.0,0.19614122807979584,0.2268885225057602,0.2719563841819763,0.12124081701040268,0.19793890416622162
independent,0.2794609069824219,0.2042360156774521,0.24115799367427826,0.18578311800956726,0.2497003674507141,0.12460501492023468,0.20949965715408325,0.2657444179058075,0.19614122807979584,1.0000001192092896,0.3406364917755127,0.20215941965579987,0.13862977921962738,0.11902587860822678
entity,0.22507517039775848,0.18583694100379944,0.19129666686058044,0.15345579385757446,0.1461799293756485,0.1741015464067459,0.19512765109539032,0.15716394782066345,0.2268885225057602,0.3406364917755127,1.0,0.1859617531299591,0.15818917751312256,0.16303928196430206
",",0.5201468467712402,0.1767846941947937,1.0000001192092896,0.23893846571445465,0.45456063747406006,0.2527396082878113,0.44245919585227966,0.29676204919815063,0.3581022024154663,0.24115799367427826,0.19129666686058044,0.3680937886238098,0.25587570667266846,0.31091248989105225
separating,0.3024732172489166,0.1359160989522934,0.28209012746810913,0.2143050879240036,0.11280477046966553,0.23921410739421844,0.28893592953681946,0.14104115962982178,0.16805200278759003,0.23935456573963165,0.252814918756485,0.20665395259857178,0.09846325218677521,0.09579058736562729
itself,0.28042417764663696,0.19644775986671448,0.2783147692680359,0.25958123803138733,0.24240277707576752,0.16356687247753143,0.340527206659317,0.1969311535358429,0.3382616639137268,0.360735148191452,0.4203096330165863,0.283213347196579,0.12114080786705017,0.17933900654315948
from,0.4274188280105591,0.1600027084350586,0.39760664105415344,0.19352884590625763,0.31171464920043945,0.23713815212249756,0.4069952368736267,0.23946096003055573,0.20876385271549225,0.16480715572834015,0.1137608215212822,0.3373257517814636,0.19855497777462006,0.19969791173934937
paramount,0.16795049607753754,0.181582972407341,0.23081281781196594,0.19678142666816711,0.23606519401073456,0.14440995454788208,0.16977928578853607,0.0547654889523983,0.12144163250923157,0.16810128092765808,0.16211062669754028,0.248513326048851,0.17690616846084595,0.1511610448360443
pictures,0.2267172932624817,0.23256047070026398,0.22709426283836365,0.17636273801326752,0.19563059508800507,0.1647934913635254,0.20347432792186737,0.10213091969490051,0.11492789536714554,0.1641158014535904,0.10705015808343887,0.25137969851493835,0.09033862501382828,0.20528490841388702
.,0.5591574311256409,0.2120380848646164,0.6812511086463928,0.25213178992271423,0.40146201848983765,0.23676170408725739,0.4645031690597534,0.32859939336776733,0.3581749200820923,0.24531036615371704,0.24862751364707947,0.3936232924461365,0.26115289330482483,0.4130953550338745
