,who,has,released,official,reconstructions,of,doctor,who,episodes,?
``,0.02397952415049076,0.06254398077726364,-0.0885908380150795,-0.07170416414737701,-0.011720603331923485,0.06780257821083069,0.03718610852956772,0.02397952415049076,-0.0013200026005506516,0.0685480609536171
official,0.11444056034088135,0.18222501873970032,0.20284461975097656,1.0,0.16785627603530884,0.2864961326122284,0.10343650728464127,0.11444056034088135,0.09173588454723358,0.18097688257694244
'',0.024401003494858742,0.004576915875077248,-0.023787548765540123,-0.08154091984033585,0.0044800457544624805,0.13035868108272552,0.06782495975494385,0.024401003494858742,0.0630003809928894,0.018684765323996544
reconstructions,0.11782637238502502,0.17626050114631653,0.1157209575176239,0.16785627603530884,0.9999999403953552,0.30999359488487244,0.0851641297340393,0.11782637238502502,0.20047134160995483,0.16968035697937012
have,0.39246654510498047,0.6353569626808167,0.19418354332447052,0.1499703973531723,0.3011614680290222,0.3802283704280853,0.17649078369140625,0.39246654510498047,0.22485783696174622,0.32991164922714233
also,0.47919341921806335,0.505894660949707,0.2548539638519287,0.2661306858062744,0.25687897205352783,0.4924938678741455,0.2990783452987671,0.47919341921806335,0.2240849733352661,0.21848613023757935
been,0.3295723795890808,0.6162750124931335,0.1854143887758255,0.16687235236167908,0.34052225947380066,0.31685134768486023,0.12184444069862366,0.3295723795890808,0.23627032339572906,0.24354910850524902
released,0.15033993124961853,0.17749027907848358,1.0,0.20284461975097656,0.1157209575176239,0.17721395194530487,0.16010989248752594,0.15033993124961853,0.31082627177238464,0.20329579710960388
by,0.39727845788002014,0.3254803419113159,0.31595227122306824,0.2104732245206833,0.1642511934041977,0.3646814823150635,0.13681447505950928,0.39727845788002014,0.16738691926002502,0.17966607213020325
the,0.3733934462070465,0.4177538752555847,0.24578391015529633,0.3133983910083771,0.31834158301353455,0.733189046382904,0.2820442318916321,0.3733934462070465,0.1889590173959732,0.22068053483963013
bbc,0.2086644321680069,0.1988421231508255,0.22034093737602234,0.23958329856395721,0.11087294667959213,0.1797877550125122,0.32370132207870483,0.2086644321680069,0.37426334619522095,0.20556949079036713
on,0.2340552806854248,0.34604379534721375,0.31313204765319824,0.2521604001522064,0.2382330447435379,0.3966929316520691,0.1636410653591156,0.2340552806854248,0.25720518827438354,0.2714994251728058
vhs,0.10806932300329208,0.143429234623909,0.48812365531921387,0.1654600352048874,0.23154911398887634,0.16706641018390656,0.11870220303535461,0.10806932300329208,0.4156602621078491,0.217014878988266
",",0.3365725874900818,0.3734780251979828,0.2775750756263733,0.2088543325662613,0.2596146762371063,0.4946078956127167,0.20407600700855255,0.3365725874900818,0.2131132036447525,0.31091248989105225
on,0.2340552806854248,0.34604379534721375,0.31313204765319824,0.2521604001522064,0.2382330447435379,0.3966929316520691,0.1636410653591156,0.2340552806854248,0.25720518827438354,0.2714994251728058
mp3,0.038116540759801865,0.17137391865253448,0.18682844936847687,0.18119288980960846,0.16436174511909485,0.16200080513954163,0.09396900981664658,0.038116540759801865,0.20276546478271484,0.0851355642080307
cd-rom,0.18161992728710175,0.16647399961948395,0.22659339010715485,0.1617363691329956,0.16658556461334229,0.16149669885635376,0.10909635573625565,0.18161992728710175,0.233414888381958,0.18557745218276978
",",0.3365725874900818,0.3734780251979828,0.2775750756263733,0.2088543325662613,0.2596146762371063,0.4946078956127167,0.20407600700855255,0.3365725874900818,0.2131132036447525,0.31091248989105225
and,0.41279885172843933,0.43716782331466675,0.2706851661205292,0.15831619501113892,0.23602545261383057,0.5116966962814331,0.21673844754695892,0.41279885172843933,0.246442511677742,0.20544172823429108
as,0.3923053741455078,0.351646363735199,0.21291524171829224,0.21676523983478546,0.2695465683937073,0.3886612355709076,0.17422905564308167,0.3923053741455078,0.2649470269680023,0.27043893933296204
special,0.21519862115383148,0.2109246850013733,0.19553512334823608,0.2233809232711792,0.1470138430595398,0.27998968958854675,0.16843044757843018,0.21519862115383148,0.17448042333126068,0.29623302817344666
features,0.18490742146968842,0.30453914403915405,0.3400057852268219,0.17687465250492096,0.27969273924827576,0.2464914619922638,0.11230681836605072,0.18490742146968842,0.29432329535484314,0.23497378826141357
on,0.2340552806854248,0.34604379534721375,0.31313204765319824,0.2521604001522064,0.2382330447435379,0.3966929316520691,0.1636410653591156,0.2340552806854248,0.25720518827438354,0.2714994251728058
dvd,0.13500387966632843,0.18888138234615326,0.46919873356819153,0.2263137400150299,0.2074224054813385,0.16838838160037994,0.1153966411948204,0.13500387966632843,0.4367643892765045,0.21825559437274933
.,0.3541337847709656,0.4105546176433563,0.298698753118515,0.2367454320192337,0.28516528010368347,0.5352458953857422,0.22361043095588684,0.3541337847709656,0.22130145132541656,0.4130953550338745
