,what,future,revolutionary,key,figures,participated,in,this,attack,?
two,0.23363454639911652,0.18728017807006836,0.18091517686843872,0.1970674693584442,0.1936415731906891,0.19925343990325928,0.36463531851768494,0.33004114031791687,0.24062906205654144,0.19645625352859497
future,0.29700374603271484,0.9999999403953552,0.12608732283115387,0.1470087617635727,0.20190107822418213,0.15414316952228546,0.15554536879062653,0.26451030373573303,0.1355714350938797,0.3367180824279785
opponents,0.18805594742298126,0.1761726289987564,0.20656251907348633,0.16248713433742523,0.27799859642982483,0.1717832088470459,0.16065439581871033,0.17235660552978516,0.19367972016334534,0.12975426018238068
in,0.30808621644973755,0.15554536879062653,0.22016291320323944,0.21450091898441315,0.1782902628183365,0.33115553855895996,1.0,0.45205554366111755,0.1944931447505951,0.20430970191955566
the,0.42745697498321533,0.2337762415409088,0.24521014094352722,0.2260027974843979,0.2664589285850525,0.2627280354499817,0.6662389636039734,0.6274310946464539,0.2508925497531891,0.22068053483963013
american,0.1909721940755844,0.12515749037265778,0.33802783489227295,0.11692462861537933,0.16804896295070648,0.19250118732452393,0.22871561348438263,0.21639271080493927,0.14064589142799377,0.18877598643302917
revolutionary,0.15823614597320557,0.12608732283115387,0.9999999403953552,0.2052450180053711,0.20316213369369507,0.19065886735916138,0.22016291320323944,0.19724254310131073,0.2065795361995697,0.1343436986207962
war,0.22516006231307983,0.19053377211093903,0.4542961120605469,0.13761569559574127,0.18835344910621643,0.2149169147014618,0.29904094338417053,0.29429852962493896,0.2698875367641449,0.15510529279708862
",",0.3087472915649414,0.2609160840511322,0.26820501685142517,0.20467913150787354,0.21500776708126068,0.2820955812931061,0.5201468467712402,0.4316047728061676,0.29392024874687195,0.31091248989105225
washington,0.1399664729833603,0.2008308321237564,0.27746129035949707,0.16557197272777557,0.13293978571891785,0.06872832030057907,0.24838601052761078,0.18470977246761322,0.1609778255224228,0.157786026597023
and,0.31309178471565247,0.28619977831840515,0.20761948823928833,0.21098192036151886,0.30489253997802734,0.23950490355491638,0.4954058527946472,0.42353692650794983,0.24922382831573486,0.20544172823429108
thomas,0.1806955188512802,0.07501331716775894,0.19744528830051422,0.06645777821540833,0.11025601625442505,0.1084485799074173,0.21133768558502197,0.19477146863937378,0.08056902885437012,0.16133050620555878
gage,0.12554596364498138,0.2336905598640442,0.24611060321331024,0.05455127730965614,0.07406942546367645,0.1325121968984604,0.17418459057807922,0.12417344748973846,0.1741357296705246,0.15975525975227356
",",0.3087472915649414,0.2609160840511322,0.26820501685142517,0.20467913150787354,0.21500776708126068,0.2820955812931061,0.5201468467712402,0.4316047728061676,0.29392024874687195,0.31091248989105225
played,0.14831039309501648,0.15883198380470276,0.1449451893568039,0.2008591592311859,0.15994054079055786,0.34501299262046814,0.27605336904525757,0.13682743906974792,0.1772368997335434,0.14096300303936005
key,0.2270265817642212,0.1470087617635727,0.2052450180053711,1.0000001192092896,0.22574228048324585,0.11360324174165726,0.21450091898441315,0.266645222902298,0.14642900228500366,0.18782930076122284
roles,0.19272974133491516,0.1053350642323494,0.17189565300941467,0.17315974831581116,0.25556230545043945,0.2537672817707062,0.22586841881275177,0.16592182219028473,0.1276898831129074,0.1763966977596283
in,0.30808621644973755,0.15554536879062653,0.22016291320323944,0.21450091898441315,0.1782902628183365,0.33115553855895996,1.0,0.45205554366111755,0.1944931447505951,0.20430970191955566
organizing,0.25591719150543213,0.19871829450130463,0.24193567037582397,0.189756840467453,0.20049037039279938,0.3232806622982025,0.2954694628715515,0.281465619802475,0.20555123686790466,0.14538010954856873
the,0.42745697498321533,0.2337762415409088,0.24521014094352722,0.2260027974843979,0.2664589285850525,0.2627280354499817,0.6662389636039734,0.6274310946464539,0.2508925497531891,0.22068053483963013
retreat,0.19686487317085266,0.15845398604869843,0.3413049876689911,0.12332743406295776,0.10642509907484055,0.22598016262054443,0.21134908497333527,0.252470463514328,0.4542922377586365,0.1088394895195961
.,0.3567904531955719,0.24031390249729156,0.2612297534942627,0.2404657006263733,0.22672994434833527,0.22793421149253845,0.5591574311256409,0.500583827495575,0.3003302216529846,0.4130953550338745
,what,future,revolutionary,key,figures,participated,in,this,attack,?
the,0.42745697498321533,0.2337762415409088,0.24521014094352722,0.2260027974843979,0.2664589285850525,0.2627280354499817,0.6662389636039734,0.6274310946464539,0.2508925497531891,0.22068053483963013
remaining,0.21802754700183868,0.14543461799621582,0.13579583168029785,0.17141252756118774,0.11647935956716537,0.23000115156173706,0.3161192238330841,0.3211146891117096,0.15056882798671722,0.16961920261383057
500,-0.08255331963300705,-0.034178346395492554,-0.07251203805208206,-0.040353644639253616,-0.0777842104434967,-0.15656892955303192,-0.01686781458556652,-0.0061111352406442165,-0.020951353013515472,0.05473969131708145
british,0.19255435466766357,0.12087632715702057,0.27615228295326233,0.10025995224714279,0.155938059091568,0.15834487974643707,0.23084034025669098,0.20870694518089294,0.16059456765651703,0.09711728990077972
troops,0.18311697244644165,0.11261957138776779,0.39983314275741577,0.0881989449262619,0.14679989218711853,0.26340997219085693,0.25826749205589294,0.22423984110355377,0.4004206359386444,0.14329779148101807
",",0.3087472915649414,0.2609160840511322,0.26820501685142517,0.20467913150787354,0.21500776708126068,0.2820955812931061,0.5201468467712402,0.4316047728061676,0.29392024874687195,0.31091248989105225
led,0.12112844735383987,0.21715855598449707,0.32626423239707947,0.12700535356998444,0.10373546183109283,0.34681639075279236,0.2990247309207916,0.2688283920288086,0.164364293217659,0.09273858368396759
by,0.2455483376979828,0.17252910137176514,0.22943614423274994,0.14244253933429718,0.25432345271110535,0.12983055412769318,0.370934396982193,0.38438332080841064,0.1761384904384613,0.17966607213020325
george,0.22000353038311005,0.1106422021985054,0.22876954078674316,0.12523339688777924,0.1079922616481781,0.06440546363592148,0.18167929351329803,0.16122764348983765,0.1159990131855011,0.1479024887084961
washington,0.1399664729833603,0.2008308321237564,0.27746129035949707,0.16557197272777557,0.13293978571891785,0.06872832030057907,0.24838601052761078,0.18470977246761322,0.1609778255224228,0.157786026597023
",",0.3087472915649414,0.2609160840511322,0.26820501685142517,0.20467913150787354,0.21500776708126068,0.2820955812931061,0.5201468467712402,0.4316047728061676,0.29392024874687195,0.31091248989105225
retreated,0.2050180435180664,0.11407957226037979,0.3427802622318268,0.11789627373218536,0.13966989517211914,0.254809707403183,0.2790205776691437,0.2851727604866028,0.4426528215408325,0.12168166786432266
to,0.455847829580307,0.3191963732242584,0.18605543673038483,0.25827717781066895,0.21176555752754211,0.2061363309621811,0.45010748505592346,0.5759071707725525,0.19954605400562286,0.29463258385658264
virginia,0.19189345836639404,0.1612325757741928,0.2727956771850586,0.15198028087615967,0.07337277382612228,0.1642407774925232,0.2449580281972885,0.18880487978458405,0.1500445157289505,0.18036006391048431
.,0.3567904531955719,0.24031390249729156,0.2612297534942627,0.2404657006263733,0.22672994434833527,0.22793421149253845,0.5591574311256409,0.500583827495575,0.3003302216529846,0.4130953550338745
