,which,two,mongol,leaders,added,persia,to,the,mongol,empire,?
the,0.6521818041801453,0.43858039379119873,0.2924198508262634,0.3157886564731598,0.3207796514034271,0.24922017753124237,0.535392165184021,1.0,0.2924198508262634,0.32532164454460144,0.22068053483963013
famous,0.24636515974998474,0.23465046286582947,0.1697658896446228,0.22612364590168,0.16720323264598846,0.21046490967273712,0.12665097415447235,0.28616565465927124,0.1697658896446228,0.16673991084098816,0.10379006713628769
cavalry,0.1920059323310852,0.19755712151527405,0.3149062693119049,0.25794556736946106,0.07025835663080215,0.24884001910686493,0.18357402086257935,0.2398451566696167,0.3149062693119049,0.24110805988311768,0.17862899601459503
expedition,0.17978455126285553,0.18278691172599792,0.2570025622844696,0.2754647731781006,0.06151074916124344,0.22836299240589142,0.2431555688381195,0.26213887333869934,0.2570025622844696,0.2667548954486847,0.10355690121650696
led,0.21040768921375275,0.25966644287109375,0.24448665976524353,0.4309907853603363,0.16438482701778412,0.14445002377033234,0.21815308928489685,0.3267505168914795,0.24448665976524353,0.19584736227989197,0.09273858368396759
by,0.40543368458747864,0.33852577209472656,0.1995033621788025,0.23138412833213806,0.2588680684566498,0.179209902882576,0.33534231781959534,0.4408751428127289,0.1995033621788025,0.19236046075820923,0.17966607213020325
subutai,0.3430885374546051,0.2510770559310913,0.3745034635066986,0.18996544182300568,0.1399245709180832,0.28309768438339233,0.1789546012878418,0.33055391907691956,0.3745034635066986,0.30270281434059143,0.1578579694032669
and,0.506277859210968,0.4671151638031006,0.21553155779838562,0.2407902181148529,0.29847657680511475,0.23746930062770844,0.48971283435821533,0.5171257257461548,0.21553155779838562,0.27479609847068787,0.20544172823429108
jebe,0.2355845421552658,0.20665757358074188,0.24661102890968323,0.18500089645385742,0.06211191788315773,0.2500492334365845,0.16959594190120697,0.272458553314209,0.24661102890968323,0.27107518911361694,0.1268274188041687
",",0.3658004403114319,0.35859420895576477,0.2229510098695755,0.21003474295139313,0.28397712111473083,0.19838698208332062,0.44245919585227966,0.4933079481124878,0.2229510098695755,0.27646857500076294,0.31091248989105225
in,0.4840516746044159,0.36463531851768494,0.16958336532115936,0.22008861601352692,0.26384392380714417,0.20639270544052124,0.45010748505592346,0.6662389636039734,0.16958336532115936,0.24110576510429382,0.20430970191955566
which,1.0,0.4674137234687805,0.22227831184864044,0.18628337979316711,0.36627641320228577,0.20905736088752747,0.5345056653022766,0.6521818041801453,0.22227831184864044,0.1975056380033493,0.25814583897590637
they,0.5165667533874512,0.46170496940612793,0.21323534846305847,0.28939834237098694,0.2305445522069931,0.20273199677467346,0.5452046394348145,0.49925389885902405,0.21323534846305847,0.19982218742370605,0.2753053903579712
encircled,0.26943930983543396,0.2189982831478119,0.2755883038043976,0.16911666095256805,0.17504575848579407,0.17384713888168335,0.25243130326271057,0.4038465619087219,0.2755883038043976,0.2693559229373932,0.09876907616853714
the,0.6521818041801453,0.43858039379119873,0.2924198508262634,0.3157886564731598,0.3207796514034271,0.24922017753124237,0.535392165184021,1.0,0.2924198508262634,0.32532164454460144,0.22068053483963013
entire,0.4753628671169281,0.2244989573955536,0.19503504037857056,0.20369252562522888,0.21218577027320862,0.1854427009820938,0.37588366866111755,0.4870373010635376,0.19503504037857056,0.21336247026920319,0.17068447172641754
caspian,0.1970270723104477,0.17797371745109558,0.4398603141307831,0.15638963878154755,0.12844812870025635,0.44556719064712524,0.2237672507762909,0.30350741744041443,0.4398603141307831,0.26964113116264343,0.10965590178966522
sea,0.25416871905326843,0.2047117054462433,0.19492629170417786,0.0915190726518631,0.09534229338169098,0.23199822008609772,0.2749888300895691,0.30363768339157104,0.19492629170417786,0.2750125825405121,0.15551945567131042
defeating,0.1752004474401474,0.20413802564144135,0.29998376965522766,0.2692459523677826,0.08885709196329117,0.23957131803035736,0.22420017421245575,0.31832075119018555,0.29998376965522766,0.32186174392700195,0.15296590328216553
all,0.50777268409729,0.4553687274456024,0.1824498176574707,0.29885295033454895,0.2960778474807739,0.21872276067733765,0.42520734667778015,0.4860881567001343,0.1824498176574707,0.1935630887746811,0.29575422406196594
armies,0.18109287321567535,0.20295573770999908,0.35058408975601196,0.38585877418518066,0.1552378386259079,0.2749992907047272,0.23511818051338196,0.33505764603614807,0.35058408975601196,0.35893434286117554,0.17227305471897125
in,0.4840516746044159,0.36463531851768494,0.16958336532115936,0.22008861601352692,0.26384392380714417,0.20639270544052124,0.45010748505592346,0.6662389636039734,0.16958336532115936,0.24110576510429382,0.20430970191955566
