,how,big,was,the,vertical,assembly,building,?
the,0.33890387415885925,0.308749794960022,0.48711544275283813,1.0,0.2582685053348541,0.2524827718734741,0.3159640431404114,0.22068053483963013
loc,0.1252301037311554,0.13310380280017853,0.05938400700688362,0.22099626064300537,0.16001008450984955,0.18832939863204956,0.13790923357009888,0.2697237432003021
included,0.13500849902629852,0.19958654046058655,0.3148443400859833,0.3825419843196869,0.15407535433769226,0.12138960510492325,0.1478021889925003,0.14385655522346497
launch,0.15294672548770905,0.11913874745368958,0.22367219626903534,0.2628649175167084,0.23860414326190948,0.14639225602149963,0.2417440563440323,0.22009649872779846
complex,0.30056968331336975,0.21582210063934326,0.15738925337791443,0.25326284766197205,0.16677796840667725,0.1289873719215393,0.33437579870224,0.17752902209758759
39,0.07569380104541779,0.09268055856227875,0.0029520741663873196,0.12403792142868042,0.096066914498806,-0.0058399997651577,0.09694739431142807,0.04514012485742569
",",0.22659391164779663,0.30276864767074585,0.45456063747406006,0.4933079481124878,0.15262994170188904,0.21222424507141113,0.2374238669872284,0.31091248989105225
a,0.29312583804130554,0.29998910427093506,0.4508470594882965,0.5829201340675354,0.2576088309288025,0.21305732429027557,0.2576078176498413,0.23916715383529663
launch,0.15294672548770905,0.11913874745368958,0.22367219626903534,0.2628649175167084,0.23860414326190948,0.14639225602149963,0.2417440563440323,0.22009649872779846
control,0.27268826961517334,0.1525883823633194,0.19347785413265228,0.32841500639915466,0.15280497074127197,0.15746919810771942,0.1744217574596405,0.1620711386203766
center,0.12502175569534302,0.1816834956407547,0.19517986476421356,0.29064592719078064,0.35212618112564087,0.1268819123506546,0.27127861976623535,0.12538520991802216
",",0.22659391164779663,0.30276864767074585,0.45456063747406006,0.4933079481124878,0.15262994170188904,0.21222424507141113,0.2374238669872284,0.31091248989105225
and,0.33647966384887695,0.30164432525634766,0.3740963041782379,0.5171257257461548,0.2652427852153778,0.19149640202522278,0.2593274712562561,0.20544172823429108
a,0.29312583804130554,0.29998910427093506,0.4508470594882965,0.5829201340675354,0.2576088309288025,0.21305732429027557,0.2576078176498413,0.23916715383529663
130,-0.03308463469147682,0.07655316591262817,0.3057347536087036,0.12078866362571716,0.0428285226225853,0.12618198990821838,0.09221608191728592,0.11677306145429611
million,0.21114659309387207,0.14486253261566162,0.24203833937644958,0.277012437582016,0.1366136223077774,0.14915131032466888,0.143319770693779,0.23092924058437347
cubic,0.2165861576795578,0.1808629035949707,0.15655414760112762,0.2284635603427887,0.2409685105085373,0.14463870227336884,0.18607817590236664,0.2355787307024002
foot,0.2003002166748047,0.24091126024723053,0.20141293108463287,0.2820718288421631,0.24464891850948334,0.015076921321451664,0.14226959645748138,0.13330338895320892
(,0.1676948219537735,0.22645877301692963,0.2980341613292694,0.33289089798927307,0.19600273668766022,0.14694425463676453,0.17772680521011353,0.40561532974243164
3.7,0.0704462081193924,0.03940482810139656,0.14179204404354095,0.24040301144123077,0.1302662044763565,0.27125096321105957,0.11245250701904297,0.10568435490131378
million,0.21114659309387207,0.14486253261566162,0.24203833937644958,0.277012437582016,0.1366136223077774,0.14915131032466888,0.143319770693779,0.23092924058437347
cubic,0.2165861576795578,0.1808629035949707,0.15655414760112762,0.2284635603427887,0.2409685105085373,0.14463870227336884,0.18607817590236664,0.2355787307024002
meter,0.23045101761817932,0.22228625416755676,0.2097555696964264,0.23778070509433746,0.29562702775001526,0.07463502883911133,0.23663650453090668,0.13187071681022644
),0.17939934134483337,0.20796522498130798,0.3267642855644226,0.3456730246543884,0.19003447890281677,0.1682712882757187,0.1678667515516281,0.42300865054130554
vertical,0.20892123878002167,0.15937156975269318,0.11061835289001465,0.2582685053348541,1.0000001192092896,0.134937584400177,0.19144447147846222,0.18911753594875336
assembly,0.11779691278934479,0.0646437406539917,0.2233278602361679,0.2524827718734741,0.134937584400177,1.0000001192092896,0.2479591965675354,0.1488889455795288
building,0.19448791444301605,0.2212420105934143,0.237406387925148,0.3159640431404114,0.19144447147846222,0.2479591965675354,0.9999998807907104,0.13549931347370148
(,0.1676948219537735,0.22645877301692963,0.2980341613292694,0.33289089798927307,0.19600273668766022,0.14694425463676453,0.17772680521011353,0.40561532974243164
vab,0.17958462238311768,0.2289634793996811,0.13565172255039215,0.24386024475097656,0.23001857101917267,0.1792977750301361,0.1969929188489914,0.2276509702205658
),0.17939934134483337,0.20796522498130798,0.3267642855644226,0.3456730246543884,0.19003447890281677,0.1682712882757187,0.1678667515516281,0.42300865054130554
in,0.2601168751716614,0.2359251081943512,0.45514053106307983,0.6662389636039734,0.19875408709049225,0.2425609529018402,0.3256937265396118,0.20430970191955566
which,0.4852597713470459,0.3132573664188385,0.2830964922904968,0.6521818041801453,0.29648178815841675,0.2584998309612274,0.3029557466506958,0.25814583897590637
the,0.33890387415885925,0.308749794960022,0.48711544275283813,1.0,0.2582685053348541,0.2524827718734741,0.3159640431404114,0.22068053483963013
