,which,team,did,gary,kubiak,play,for,when,he,was,in,the,super,bowl,?
the,0.6521818041801453,0.22564226388931274,0.34736719727516174,0.16962489485740662,0.1740415245294571,0.24793598055839539,0.4739971458911896,0.5091903209686279,0.4571082592010498,0.48711544275283813,0.6662389636039734,1.0,0.21959073841571808,0.21576224267482758,0.22068053483963013
broncos,0.22873279452323914,0.32797038555145264,0.1738176792860031,0.2396838366985321,0.40566664934158325,0.3148726522922516,0.2739109396934509,0.20478437840938568,0.2534533441066742,0.23574475944042206,0.20316283404827118,0.25985947251319885,0.36141330003738403,0.4351775348186493,0.18377114832401276
',0.32852497696876526,0.23008745908737183,0.25488927960395813,0.16870002448558807,0.24966493248939514,0.16186515986919403,0.31184524297714233,0.2558356821537018,0.23641161620616913,0.33675912022590637,0.4158826768398285,0.474788099527359,0.17380782961845398,0.10706733912229538,0.330942302942276
seven,0.2638515830039978,0.15350040793418884,0.11491922289133072,0.22372980415821075,0.18897880613803864,0.20631389319896698,0.22466500103473663,0.1915208101272583,0.22851815819740295,0.28194957971572876,0.24717609584331512,0.28151169419288635,0.16763919591903687,0.16826416552066803,0.1732930988073349
sacks,0.1675073802471161,0.12940412759780884,0.1250401884317398,0.19951651990413666,0.3416177034378052,0.17728741466999054,0.2247573584318161,0.17151568830013275,0.20588794350624084,0.1737009435892105,0.2059689611196518,0.23296904563903809,0.14356042444705963,0.2921851873397827,0.0761517658829689
tied,0.2385331243276596,0.15881182253360748,0.21786659955978394,0.1626012772321701,0.2586912512779236,0.2053234577178955,0.2228156179189682,0.21493753790855408,0.198591411113739,0.27358072996139526,0.19519025087356567,0.24453675746917725,0.15753702819347382,0.19662193953990936,0.14687292277812958
a,0.56894451379776,0.19125498831272125,0.2552328109741211,0.1752760112285614,0.18171140551567078,0.21130098402500153,0.44038116931915283,0.44397395849227905,0.4393508732318878,0.4508470594882965,0.539380669593811,0.5829201340675354,0.26005712151527405,0.19533146917819977,0.23916715383529663
super,0.25759580731391907,0.23339706659317017,0.16038043797016144,0.15355345606803894,0.2177102267742157,0.17709366977214813,0.22938419878482819,0.20393483340740204,0.18361671268939972,0.21420986950397491,0.18576006591320038,0.21959073841571808,1.0000001192092896,0.4848237931728363,0.166326642036438
bowl,0.23468568921089172,0.20460736751556396,0.18569406867027283,0.12636373937129974,0.21843846142292023,0.19427603483200073,0.24430087208747864,0.20523639023303986,0.1560072898864746,0.21915455162525177,0.17236235737800598,0.21576224267482758,0.4848237931728363,1.0,0.21118052303791046
record,0.2531338036060333,0.19106104969978333,0.20556741952896118,0.17757292091846466,0.19208824634552002,0.20520026981830597,0.24185582995414734,0.20779715478420258,0.2278594821691513,0.2787264287471771,0.23162534832954407,0.23569516837596893,0.2505435347557068,0.24389338493347168,0.14407116174697876
set,0.3371303975582123,0.1533861607313156,0.19107604026794434,0.16680359840393066,0.13832733035087585,0.20327286422252655,0.30194196105003357,0.26233336329460144,0.15966562926769257,0.22985222935676575,0.2663729190826416,0.2927955985069275,0.1139470711350441,0.16605548560619354,0.1698019951581955
by,0.40543368458747864,0.12826743721961975,0.18574509024620056,0.19286605715751648,0.1539972871541977,0.20151817798614502,0.3248702883720398,0.4376842677593231,0.2485479861497879,0.4752357602119446,0.370934396982193,0.4408751428127289,0.15233319997787476,0.12992306053638458,0.17966607213020325
the,0.6521818041801453,0.22564226388931274,0.34736719727516174,0.16962489485740662,0.1740415245294571,0.24793598055839539,0.4739971458911896,0.5091903209686279,0.4571082592010498,0.48711544275283813,0.6662389636039734,1.0,0.21959073841571808,0.21576224267482758,0.22068053483963013
chicago,0.17677588760852814,0.18985861539840698,0.1900576800107956,0.34565699100494385,0.2211872935295105,0.2157338410615921,0.2320132851600647,0.19506937265396118,0.24816089868545532,0.2574843168258667,0.23921214044094086,0.27360326051712036,0.11570389568805695,0.18324002623558044,0.16446958482265472
bears,0.2789383828639984,0.23622120916843414,0.18967753648757935,0.15327416360378265,0.24615508317947388,0.19438229501247406,0.29828059673309326,0.23607416450977325,0.19878721237182617,0.15445531904697418,0.21073439717292786,0.2872300446033478,0.22805571556091309,0.3094787001609802,0.13283714652061462
