,who,discovered,pottery,found,on,black,hammock,island,?
on,0.2340552806854248,0.17871862649917603,0.11897505819797516,0.2337699830532074,0.9999999403953552,0.18663345277309418,0.27186882495880127,0.2772442400455475,0.2714994251728058
black,0.22539480030536652,0.08914312720298767,0.17430098354816437,0.1395212858915329,0.18663345277309418,1.0,0.13123418390750885,0.14135436713695526,0.15159966051578522
hammock,0.2379232496023178,0.19275814294815063,0.345004677772522,0.18806225061416626,0.27186882495880127,0.13123418390750885,1.0000001192092896,0.23073828220367432,0.19985882937908173
island,0.222096249461174,0.2068115919828415,0.19257543981075287,0.14620022475719452,0.2772442400455475,0.14135436713695526,0.23073828220367432,1.0000001192092896,0.0887429490685463
in,0.2792111933231354,0.2801778018474579,0.23815076053142548,0.39141854643821716,0.46853652596473694,0.20407067239284515,0.18530620634555817,0.24730545282363892,0.20430970191955566
the,0.3733934462070465,0.27493247389793396,0.2263321727514267,0.3452354073524475,0.5107308030128479,0.28466513752937317,0.2736390233039856,0.2837921977043152,0.22068053483963013
national,0.18105065822601318,0.10753802210092545,0.17578841745853424,0.1306401789188385,0.18674622476100922,0.16969795525074005,0.17329110205173492,0.1692025363445282,0.15643028914928436
timucuan,0.29618164896965027,0.17922067642211914,0.16109177470207214,0.22669480741024017,0.25257614254951477,0.19088144600391388,0.28372934460639954,0.2909627854824066,0.2450314611196518
ecological,0.11354132741689682,0.13812825083732605,0.16358284652233124,0.16682501137256622,0.1886882185935974,0.13212114572525024,0.15294253826141357,0.2170315980911255,0.1687246412038803
and,0.41279885172843933,0.21031536161899567,0.2688852548599243,0.27978911995887756,0.4077630043029785,0.24407927691936493,0.27432888746261597,0.25724759697914124,0.20544172823429108
historic,0.10631410777568817,0.12465422600507736,0.30329030752182007,0.13670147955417633,0.21597595512866974,0.13535061478614807,0.23114362359046936,0.25346848368644714,0.09992891550064087
preserve,0.161620631814003,0.1747099608182907,0.23973889648914337,0.24160808324813843,0.17400063574314117,0.09871455281972885,0.13616283237934113,0.14899779856204987,0.11936275660991669
",",0.3365725874900818,0.26185235381126404,0.2752205431461334,0.27385151386260986,0.49057599902153015,0.23807229101657867,0.30405446887016296,0.2801448106765747,0.31091248989105225
a,0.36608949303627014,0.20319467782974243,0.23124179244041443,0.2869448959827423,0.3848365545272827,0.23173153400421143,0.3089287579059601,0.2505504786968231,0.23916715383529663
university,0.2115909904241562,0.20232592523097992,0.11325985938310623,0.13880765438079834,0.18291500210762024,0.12786391377449036,0.13672523200511932,0.18381455540657043,0.11887256056070328
of,0.2827862501144409,0.22074753046035767,0.23846912384033203,0.2982911467552185,0.3966929316520691,0.23966942727565765,0.20521102845668793,0.24887794256210327,0.1826142966747284
north,0.11026738584041595,0.10780562460422516,0.21595661342144012,0.23833990097045898,0.24055036902427673,0.18954987823963165,0.197580024600029,0.3212604522705078,0.11829731613397598
florida,0.13160431385040283,0.07760556042194366,0.11562089622020721,0.1625470519065857,0.22258517146110535,0.1888718456029892,0.3206334412097931,0.25852811336517334,0.13469882309436798
team,0.22248858213424683,0.13384920358657837,0.1239541694521904,0.16772477328777313,0.13870710134506226,0.14744150638580322,0.11715811491012573,0.12823989987373352,0.11243411153554916
discovered,0.2225436121225357,0.9999998807907104,0.22024591267108917,0.4998607039451599,0.17871862649917603,0.08914312720298767,0.19275814294815063,0.2068115919828415,0.08452875912189484
some,0.3978389501571655,0.3082274794578552,0.30324316024780273,0.3385355472564697,0.31474894285202026,0.2137683779001236,0.28666362166404724,0.20149929821491241,0.2562315762042999
of,0.2827862501144409,0.22074753046035767,0.23846912384033203,0.2982911467552185,0.3966929316520691,0.23966942727565765,0.20521102845668793,0.24887794256210327,0.1826142966747284
the,0.3733934462070465,0.27493247389793396,0.2263321727514267,0.3452354073524475,0.5107308030128479,0.28466513752937317,0.2736390233039856,0.2837921977043152,0.22068053483963013
oldest,0.2502763569355011,0.2706839442253113,0.1857529878616333,0.21017645299434662,0.16673818230628967,0.11663759499788284,0.15025891363620758,0.18110081553459167,0.14864160120487213
remnants,0.08858194202184677,0.2645580768585205,0.18534457683563232,0.2652606666088104,0.2711198329925537,0.10540391504764557,0.2497887909412384,0.20232191681861877,0.09044837206602097
of,0.2827862501144409,0.22074753046035767,0.23846912384033203,0.2982911467552185,0.3966929316520691,0.23966942727565765,0.20521102845668793,0.24887794256210327,0.1826142966747284
pottery,0.12071498483419418,0.22024591267108917,1.0000001192092896,0.28015029430389404,0.11897505819797516,0.17430098354816437,0.345004677772522,0.19257543981075287,0.133188858628273
in,0.2792111933231354,0.2801778018474579,0.23815076053142548,0.39141854643821716,0.46853652596473694,0.20407067239284515,0.18530620634555817,0.24730545282363892,0.20430970191955566
the,0.3733934462070465,0.27493247389793396,0.2263321727514267,0.3452354073524475,0.5107308030128479,0.28466513752937317,0.2736390233039856,0.2837921977043152,0.22068053483963013
united,0.21193812787532806,0.11417410522699356,0.13793979585170746,0.133562371134758,0.2703288793563843,0.1902627944946289,0.2617596983909607,0.23829995095729828,0.17266890406608582
states,0.21313154697418213,0.12153086066246033,0.1317780762910843,0.1681288331747055,0.2692825198173523,0.18741543591022491,0.22620315849781036,0.2117181122303009,0.16272737085819244
",",0.3365725874900818,0.26185235381126404,0.2752205431461334,0.27385151386260986,0.49057599902153015,0.23807229101657867,0.30405446887016296,0.2801448106765747,0.31091248989105225
dating,0.15735501050949097,0.3393344581127167,0.31934258341789246,0.2838641107082367,0.13376538455486298,0.12198039144277573,0.1513119637966156,0.15026560425758362,0.1135709211230278
to,0.42656609416007996,0.17764629423618317,0.19958171248435974,0.25225648283958435,0.41031414270401,0.23292754590511322,0.24889138340950012,0.18618161976337433,0.29463258385658264
2500,-0.025699954479932785,0.026522299274802208,-0.02865334041416645,0.07050822675228119,0.03192872181534767,0.014009780250489712,-0.03312579542398453,0.002804721938446164,0.16922998428344727
bc,0.17401666939258575,0.25002607703208923,0.3829701542854309,0.18676504492759705,0.14960496127605438,0.17331552505493164,0.1790153682231903,0.17408393323421478,0.1382298320531845
.,0.3541337847709656,0.23523737490177155,0.2509978115558624,0.3618174195289612,0.49257001280784607,0.24577875435352325,0.29659390449523926,0.2574456036090851,0.4130953550338745
