,what,tribe,did,toghrul,lead,?
temüjin,0.34580421447753906,0.40159136056900024,0.3476600646972656,0.3945753872394562,0.25282689929008484,0.21090233325958252
began,0.1665823757648468,0.12238414585590363,0.4415510594844818,0.1313241571187973,0.15125638246536255,0.1370266228914261
his,0.26976513862609863,0.1629103273153305,0.3546801507472992,0.22943545877933502,0.21958839893341064,0.18075084686279297
ascent,0.17637182772159576,0.08418115973472595,0.17885853350162506,0.1705206334590912,0.1567927598953247,0.10920551419258118
to,0.455847829580307,0.2397671937942505,0.4452643394470215,0.29692113399505615,0.23490607738494873,0.29463258385658264
power,0.22216427326202393,0.14917461574077606,0.2120266556739807,0.17196886241436005,0.15066680312156677,0.15304024517536163
by,0.2455483376979828,0.16805842518806458,0.18574509024620056,0.21898825466632843,0.23356960713863373,0.17966607213020325
offering,0.24005436897277832,0.10490145534276962,0.27247557044029236,0.23781844973564148,0.05409861356019974,0.15441901981830597
himself,0.2431095689535141,0.1270386427640915,0.31494221091270447,0.15707510709762573,0.17961736023426056,0.10407622903585434
as,0.31749409437179565,0.186176136136055,0.3596470057964325,0.2769373059272766,0.2644319534301758,0.27043893933296204
an,0.2821882665157318,0.14130301773548126,0.22598257660865784,0.22932139039039612,0.2059066742658615,0.19793890416622162
ally,0.1712556630373001,0.2686164081096649,0.20482929050922394,0.17214912176132202,0.2068154364824295,0.10381226241588593
(,0.2411840260028839,0.13826684653759003,0.18979617953300476,0.33029231429100037,0.19488981366157532,0.40561532974243164
or,0.33867141604423523,0.23484835028648376,0.28211739659309387,0.3257806599140167,0.16931064426898956,0.32389625906944275
",",0.3087472915649414,0.23060214519500732,0.3015086054801941,0.38870057463645935,0.2561914026737213,0.31091248989105225
according,0.2776208221912384,0.2221471220254898,0.19118738174438477,0.2002665251493454,0.1732308715581894,0.21173474192619324
to,0.455847829580307,0.2397671937942505,0.4452643394470215,0.29692113399505615,0.23490607738494873,0.29463258385658264
other,0.341873437166214,0.262723833322525,0.31707024574279785,0.28639209270477295,0.1773902028799057,0.24682199954986572
sources,0.30212491750717163,0.15802939236164093,0.24853786826133728,0.19516578316688538,0.1779697984457016,0.2886999845504761
",",0.3087472915649414,0.23060214519500732,0.3015086054801941,0.38870057463645935,0.2561914026737213,0.31091248989105225
a,0.3320399522781372,0.22244147956371307,0.2552328109741211,0.32233721017837524,0.20661775767803192,0.23916715383529663
vassal,0.16755311191082,0.24697059392929077,0.17756983637809753,0.28821858763694763,0.12509632110595703,0.11192825436592102
),0.26259949803352356,0.14221392571926117,0.18584993481636047,0.3450963497161865,0.18732444941997528,0.42300865054130554
to,0.455847829580307,0.2397671937942505,0.4452643394470215,0.29692113399505615,0.23490607738494873,0.29463258385658264
his,0.26976513862609863,0.1629103273153305,0.3546801507472992,0.22943545877933502,0.21958839893341064,0.18075084686279297
father,0.21527598798274994,0.16479159891605377,0.3227277100086212,0.1964530348777771,0.11508508026599884,0.14826634526252747
's,0.02692362666130066,0.067699134349823,0.05069678649306297,0.1209915354847908,-0.057115159928798676,-0.023395681753754616
anda,0.17371848225593567,0.1392107903957367,0.07009568065404892,0.34719881415367126,0.2014947384595871,0.19407446682453156
(,0.2411840260028839,0.13826684653759003,0.18979617953300476,0.33029231429100037,0.19488981366157532,0.40561532974243164
sworn,0.16677235066890717,0.15419642627239227,0.19990190863609314,0.30521437525749207,0.1600482314825058,0.21179816126823425
brother,0.14914146065711975,0.20914603769779205,0.1939975470304489,0.15306764841079712,0.19735121726989746,0.14267398416996002
or,0.33867141604423523,0.23484835028648376,0.28211739659309387,0.3257806599140167,0.16931064426898956,0.32389625906944275
blood,0.15800324082374573,0.13022638857364655,0.1921168565750122,0.12075445801019669,0.22051313519477844,0.156274676322937
brother,0.14914146065711975,0.20914603769779205,0.1939975470304489,0.15306764841079712,0.19735121726989746,0.14267398416996002
),0.26259949803352356,0.14221392571926117,0.18584993481636047,0.3450963497161865,0.18732444941997528,0.42300865054130554
toghrul,0.27790945768356323,0.3389265537261963,0.1954176276922226,0.9999998807907104,0.12256558984518051,0.24630779027938843
",",0.3087472915649414,0.23060214519500732,0.3015086054801941,0.38870057463645935,0.2561914026737213,0.31091248989105225
who,0.40942975878715515,0.2723805904388428,0.34038686752319336,0.21635739505290985,0.19455209374427795,0.26220351457595825
was,0.22111038863658905,0.18090631067752838,0.41399896144866943,0.2445739507675171,0.1970783770084381,0.18412111699581146
khan,0.16476042568683624,0.3117479681968689,0.155345618724823,0.4207839071750641,0.15533816814422607,0.12862591445446014
of,0.33290785551071167,0.22602348029613495,0.2513895630836487,0.32596123218536377,0.19835850596427917,0.1826142966747284
the,0.42745697498321533,0.280248761177063,0.34736719727516174,0.3152857720851898,0.21995973587036133,0.22068053483963013
keraites,0.3201684355735779,0.36938461661338806,0.26292750239372253,0.4296709895133972,0.18599335849285126,0.20962880551815033
",",0.3087472915649414,0.23060214519500732,0.3015086054801941,0.38870057463645935,0.2561914026737213,0.31091248989105225
and,0.31309178471565247,0.1568450778722763,0.34479495882987976,0.3432293236255646,0.31077226996421814,0.20544172823429108
is,0.28837618231773376,0.23683837056159973,0.19247472286224365,0.3379969000816345,0.18414030969142914,0.22961433231830597
better,0.3551420271396637,0.09090926498174667,0.30515921115875244,0.24099783599376678,0.2394866943359375,0.32159438729286194
known,0.20381177961826324,0.10583003610372543,0.25943970680236816,0.24452047049999237,0.18596895039081573,0.18314571678638458
by,0.2455483376979828,0.16805842518806458,0.18574509024620056,0.21898825466632843,0.23356960713863373,0.17966607213020325
the,0.42745697498321533,0.280248761177063,0.34736719727516174,0.3152857720851898,0.21995973587036133,0.22068053483963013
chinese,0.11643128097057343,0.16176597774028778,0.19065357744693756,0.32343465089797974,0.08621121197938919,0.20843194425106049
title,0.205022931098938,0.14748068153858185,0.17921915650367737,0.1947069615125656,0.10672260820865631,0.34551161527633667
``,0.008517155423760414,0.12571251392364502,-0.029888948425650597,0.18127518892288208,-0.03717687353491783,0.0685480609536171
wang,0.11104074120521545,0.1252136081457138,0.16750316321849823,0.28794530034065247,0.17240791022777557,0.17497806251049042
khan,0.16476042568683624,0.3117479681968689,0.155345618724823,0.4207839071750641,0.15533816814422607,0.12862591445446014
'',0.08143015950918198,0.06339780241250992,0.01978493109345436,0.06709495931863785,0.0494619756937027,0.018684765323996544
",",0.3087472915649414,0.23060214519500732,0.3015086054801941,0.38870057463645935,0.2561914026737213,0.31091248989105225
which,0.5261979103088379,0.18090566992759705,0.2750149369239807,0.3100932538509369,0.2136504352092743,0.25814583897590637
the,0.42745697498321533,0.280248761177063,0.34736719727516174,0.3152857720851898,0.21995973587036133,0.22068053483963013
jurchen,0.18715956807136536,0.3124997019767761,0.24068588018417358,0.41067343950271606,0.09559057652950287,0.2415906935930252
jin,0.17349651455879211,0.18013031780719757,0.12242958694696426,0.3035084009170532,0.14348480105400085,0.12195159494876862
dynasty,0.17240095138549805,0.2641785442829132,0.19201454520225525,0.32985198497772217,0.18350651860237122,0.15884074568748474
granted,0.2214755117893219,0.16531531512737274,0.23486477136611938,0.21788479387760162,0.053882256150245667,0.22870221734046936
him,0.34912991523742676,0.1718023270368576,0.4290095865726471,0.1832556277513504,0.16270732879638672,0.23943768441677094
in,0.30808621644973755,0.17848652601242065,0.2593238651752472,0.31668028235435486,0.2055644989013672,0.20430970191955566
1197,-0.10899470746517181,-0.004287215415388346,-0.02516159415245056,-0.11403805762529373,0.0013538810890167952,-0.11800234019756317
.,0.3567904531955719,0.1587309092283249,0.35288307070732117,0.336329847574234,0.2305188626050949,0.4130953550338745
