,in,what,year,did,the,tenth,doctor,appear,in,the,sarah,jane,series,?
a,0.539380669593811,0.3320399522781372,0.29350247979164124,0.2552328109741211,0.5829201340675354,0.2407987415790558,0.22883038222789764,0.2526538372039795,0.539380669593811,0.5829201340675354,0.16850237548351288,0.2211165726184845,0.23966510593891144,0.23916715383529663
third,0.3309578001499176,0.2033906877040863,0.2643231749534607,0.19128914177417755,0.4229298532009125,0.5608679056167603,0.19177944958209991,0.2061990648508072,0.3309578001499176,0.4229298532009125,0.13539539277553558,0.16192713379859924,0.22608651220798492,0.15394791960716248
in,1.0,0.30808621644973755,0.3359307050704956,0.2593238651752472,0.6662389636039734,0.2567424476146698,0.25567495822906494,0.2517908811569214,1.0,0.6662389636039734,0.15720313787460327,0.21115761995315552,0.2914260923862457,0.20430970191955566
2009,-0.28531888127326965,-0.2519478499889374,-0.13903464376926422,-0.20252078771591187,-0.23935742676258087,0.06036562845110893,-0.08192629367113113,-0.10911290347576141,-0.28531888127326965,-0.23935742676258087,-0.061083901673555374,-0.012093134224414825,-0.025968510657548904,-0.2287932187318802
featured,0.2658694386482239,0.20330384373664856,0.24526570737361908,0.2333149015903473,0.28660184144973755,0.21013584733009338,0.16105584800243378,0.36224818229675293,0.2658694386482239,0.28660184144973755,0.19242267310619354,0.1944885551929474,0.3595673739910126,0.2944096624851227
a,0.539380669593811,0.3320399522781372,0.29350247979164124,0.2552328109741211,0.5829201340675354,0.2407987415790558,0.22883038222789764,0.2526538372039795,0.539380669593811,0.5829201340675354,0.16850237548351288,0.2211165726184845,0.23966510593891144,0.23916715383529663
crossover,0.19923615455627441,0.23360919952392578,0.21768537163734436,0.17687445878982544,0.22435183823108673,0.25173434615135193,0.08203139901161194,0.18190209567546844,0.19923615455627441,0.22435183823108673,0.1263790726661682,0.1251545548439026,0.3250582218170166,0.1634518802165985
appearance,0.26000332832336426,0.17546585202217102,0.1910640150308609,0.21570497751235962,0.2678116261959076,0.23994392156600952,0.2350926250219345,0.5648785829544067,0.26000332832336426,0.2678116261959076,0.14647074043750763,0.18107536435127258,0.32171887159347534,0.17315366864204407
from,0.4274188280105591,0.2737620174884796,0.2101740688085556,0.20248863101005554,0.40150508284568787,0.19521379470825195,0.15658842027187347,0.1857801228761673,0.4274188280105591,0.40150508284568787,0.16308879852294922,0.11774994432926178,0.20279763638973236,0.19969791173934937
the,0.6662389636039734,0.42745697498321533,0.3609684407711029,0.34736719727516174,1.0,0.3562787175178528,0.2820442318916321,0.3581200838088989,0.6662389636039734,1.0,0.22388771176338196,0.18294748663902283,0.31376904249191284,0.22068053483963013
main,0.28862449526786804,0.2344268560409546,0.11584190279245377,0.15925762057304382,0.38631999492645264,0.1095709502696991,0.16093844175338745,0.2128221094608307,0.28862449526786804,0.38631999492645264,0.10204426199197769,0.08807916194200516,0.2151961624622345,0.1665669083595276
show,0.27595704793930054,0.29653704166412354,0.14376221597194672,0.1697595715522766,0.319829523563385,0.20255932211875916,0.2094513326883316,0.5082629919052124,0.27595704793930054,0.319829523563385,0.22573257982730865,0.22758977115154266,0.41789430379867554,0.2520138621330261
by,0.370934396982193,0.2455483376979828,0.28805047273635864,0.18574509024620056,0.4408751428127289,0.2638556659221649,0.13681447505950928,0.21565574407577515,0.370934396982193,0.4408751428127289,0.1223464086651802,0.16556662321090698,0.267352432012558,0.17966607213020325
david,0.17107756435871124,0.1299152821302414,0.08705317974090576,0.15711668133735657,0.2237231284379959,0.20005083084106445,0.2051917463541031,0.1022954061627388,0.17107756435871124,0.2237231284379959,0.25975608825683594,0.3104657828807831,0.17213322222232819,0.04158485680818558
tennant,0.3161557614803314,0.17013365030288696,0.18881620466709137,0.190727099776268,0.28644976019859314,0.28925222158432007,0.3680565059185028,0.19673550128936768,0.3161557614803314,0.28644976019859314,0.2910401225090027,0.2633427083492279,0.3447248637676239,0.09592169523239136
as,0.3887844979763031,0.31749409437179565,0.28440728783607483,0.3596470057964325,0.48381632566452026,0.18409830331802368,0.17422905564308167,0.32869234681129456,0.3887844979763031,0.48381632566452026,0.1525762379169464,0.17059101164340973,0.2641415596008301,0.27043893933296204
the,0.6662389636039734,0.42745697498321533,0.3609684407711029,0.34736719727516174,1.0,0.3562787175178528,0.2820442318916321,0.3581200838088989,0.6662389636039734,1.0,0.22388771176338196,0.18294748663902283,0.31376904249191284,0.22068053483963013
tenth,0.2567424476146698,0.1345994770526886,0.2670648694038391,0.14965596795082092,0.3562787175178528,1.0,0.2886979281902313,0.18760426342487335,0.2567424476146698,0.3562787175178528,0.17336244881153107,0.12130269408226013,0.22845880687236786,0.07833222299814224
doctor,0.25567495822906494,0.20870667695999146,0.16282056272029877,0.18673314154148102,0.2820442318916321,0.2886979281902313,0.9999999403953552,0.21516269445419312,0.25567495822906494,0.2820442318916321,0.3485953211784363,0.34157314896583557,0.2712797522544861,0.1462511420249939
.,0.5591574311256409,0.3567904531955719,0.32538118958473206,0.35288307070732117,0.5934505462646484,0.22688600420951843,0.22361043095588684,0.2815418541431427,0.5591574311256409,0.5934505462646484,0.15654590725898743,0.25375157594680786,0.3121925890445709,0.4130953550338745
