,which,player,recovered,possession,of,the,ball,in,the,end,zone,?
a,0.56894451379776,0.2591003477573395,0.2461796998977661,0.2872699797153473,0.5052502155303955,0.5829201340675354,0.23578347265720367,0.539380669593811,0.5829201340675354,0.28924596309661865,0.19739283621311188,0.23916715383529663
few,0.339163601398468,0.11045140773057938,0.29862138628959656,0.1802888810634613,0.2682102620601654,0.34660017490386963,0.14746533334255219,0.3588411808013916,0.34660017490386963,0.15995001792907715,0.14763173460960388,0.2334265559911728
plays,0.20197759568691254,0.5310782194137573,0.1023864597082138,0.18404117226600647,0.14677055180072784,0.1760704517364502,0.24181239306926727,0.24790528416633606,0.1760704517364502,0.11789699643850327,0.07495440542697906,0.14138242602348328
later,0.39698365330696106,0.15090975165367126,0.3331216275691986,0.23613467812538147,0.3458743393421173,0.4060266613960266,0.11628908663988113,0.40857815742492676,0.4060266613960266,0.256742924451828,0.14892318844795227,0.1417175978422165
",",0.3658004403114319,0.25826331973075867,0.2676272988319397,0.20793335139751434,0.4946078956127167,0.4933079481124878,0.2170172780752182,0.5201468467712402,0.4933079481124878,0.25448864698410034,0.23414842784404755,0.31091248989105225
on,0.4245251417160034,0.2081262320280075,0.2166234701871872,0.20407786965370178,0.3966929316520691,0.5107308030128479,0.1605052351951599,0.46853652596473694,0.5107308030128479,0.2773675322532654,0.21313174068927765,0.2714994251728058
3rd-and-10,0.263047456741333,0.14064107835292816,0.14390607178211212,0.21973708271980286,0.319718599319458,0.33422017097473145,0.17531351745128632,0.3085460960865021,0.33422017097473145,0.13524778187274933,0.1692187786102295,0.12372670322656631
from,0.38755592703819275,0.1775142401456833,0.2810422480106354,0.22099222242832184,0.4249346852302551,0.40150508284568787,0.21110084652900696,0.4274188280105591,0.40150508284568787,0.31609439849853516,0.1671217978000641,0.19969791173934937
the,0.6521818041801453,0.19900773465633392,0.2614712417125702,0.3067890703678131,0.733189046382904,1.0,0.18895584344863892,0.6662389636039734,1.0,0.39658910036087036,0.26423242688179016,0.22068053483963013
15-yard,0.2764555811882019,0.21862126886844635,0.3061690628528595,0.30235350131988525,0.22222782671451569,0.3201746642589569,0.2848057448863983,0.29800084233283997,0.3201746642589569,0.3230971097946167,0.224703848361969,0.14087530970573425
line,0.2508549988269806,0.13898251950740814,0.08226953446865082,0.18760792911052704,0.23765452206134796,0.29789501428604126,0.2138069123029709,0.2258777767419815,0.29789501428604126,0.2829703390598297,0.2834130525588989,0.16271452605724335
",",0.3658004403114319,0.25826331973075867,0.2676272988319397,0.20793335139751434,0.4946078956127167,0.4933079481124878,0.2170172780752182,0.5201468467712402,0.4933079481124878,0.25448864698410034,0.23414842784404755,0.31091248989105225
linebacker,0.1141936182975769,0.44545871019363403,0.1912452131509781,0.17818696796894073,0.19011981785297394,0.19719967246055603,0.3353641629219055,0.22480759024620056,0.19719967246055603,0.22343696653842926,0.15967169404029846,0.15540370345115662
von,0.13997842371463776,0.03700599819421768,0.13788801431655884,0.1902162879705429,0.19899946451187134,0.21817399561405182,0.029852816835045815,0.20116294920444489,0.21817399561405182,0.08477956056594849,0.08591727912425995,0.13907472789287567
miller,0.1501988172531128,0.19664442539215088,0.15619339048862457,0.13026876747608185,0.153602734208107,0.21601076424121857,0.1518518477678299,0.19489489495754242,0.21601076424121857,0.1991826295852661,-0.011279179714620113,0.1295081228017807
knocked,0.25359299778938293,0.25579893589019775,0.3414326608181,0.24810409545898438,0.17511889338493347,0.25226226449012756,0.29728958010673523,0.17732229828834534,0.25226226449012756,0.16421201825141907,0.06989355385303497,0.1071818619966507
the,0.6521818041801453,0.19900773465633392,0.2614712417125702,0.3067890703678131,0.733189046382904,1.0,0.18895584344863892,0.6662389636039734,1.0,0.39658910036087036,0.26423242688179016,0.22068053483963013
ball,0.24626874923706055,0.38931089639663696,0.12504027783870697,0.21090945601463318,0.15122076869010925,0.18895584344863892,1.0,0.1472199559211731,0.18895584344863892,0.20891526341438293,0.16925781965255737,0.1766241192817688
out,0.37864550948143005,0.1815294325351715,0.27184879779815674,0.1877729445695877,0.34176841378211975,0.39404502511024475,0.25823330879211426,0.3576207756996155,0.39404502511024475,0.2993822693824768,0.16180266439914703,0.22020699083805084
of,0.5011631846427917,0.1627044975757599,0.22457769513130188,0.3080752193927765,1.0,0.733189046382904,0.15122076869010925,0.5696388483047485,0.733189046382904,0.2215006798505783,0.22467142343521118,0.1826142966747284
newton,0.1681050956249237,0.1307481974363327,0.14219547808170319,0.0642690658569336,0.18479612469673157,0.1876603662967682,0.18903715908527374,0.23639483749866486,0.1876603662967682,0.06915309280157089,0.14852260053157806,0.09645649790763855
's,0.03856118768453598,-0.02902853861451149,-0.014260370284318924,0.0022223382256925106,-0.03817026689648628,-0.01540423184633255,-0.028031641617417336,-0.037580832839012146,-0.01540423184633255,0.030466308817267418,0.036586299538612366,-0.023395681753754616
hands,0.2711424231529236,0.16519559919834137,0.24222332239151,0.2844579815864563,0.24988210201263428,0.27627843618392944,0.25547537207603455,0.18708239495754242,0.27627843618392944,0.18925245106220245,0.09623952955007553,0.18784376978874207
while,0.38669952750205994,0.17724208533763885,0.30355745553970337,0.35867923498153687,0.3366928696632385,0.39804592728614807,0.23322966694831848,0.3399278521537781,0.39804592728614807,0.22818423807621002,0.1569541096687317,0.21076419949531555
sacking,0.24287362396717072,0.16995170712471008,0.36197230219841003,0.3194657266139984,0.28914138674736023,0.32415956258773804,0.17175376415252686,0.288433313369751,0.32415956258773804,0.229527086019516,0.12141409516334534,0.1311245560646057
him,0.3357398211956024,0.2453635185956955,0.23153316974639893,0.3113139271736145,0.2764812409877777,0.39213326573371887,0.23032034933567047,0.2284061461687088,0.39213326573371887,0.2170909345149994,0.13388440012931824,0.23943768441677094
",",0.3658004403114319,0.25826331973075867,0.2676272988319397,0.20793335139751434,0.4946078956127167,0.4933079481124878,0.2170172780752182,0.5201468467712402,0.4933079481124878,0.25448864698410034,0.23414842784404755,0.31091248989105225
and,0.506277859210968,0.22685286402702332,0.25687822699546814,0.2694222033023834,0.5116966962814331,0.5171257257461548,0.19981779158115387,0.4954058527946472,0.5171257257461548,0.24708716571331024,0.23162662982940674,0.20544172823429108
malik,0.12324517220258713,0.15165658295154572,0.18269935250282288,0.18036006391048431,0.1330636590719223,0.1981748640537262,0.13856033980846405,0.15799742937088013,0.1981748640537262,0.1760781705379486,0.1091599315404892,0.10560610145330429
jackson,0.1841011941432953,0.19031928479671478,0.22474229335784912,0.17686854302883148,0.19888919591903687,0.23021449148654938,0.17303751409053802,0.1741788238286972,0.23021449148654938,0.18008485436439514,0.08140424638986588,0.10996206849813461
recovered,0.25141164660453796,0.12587161362171173,1.0,0.255143940448761,0.22457769513130188,0.2614712417125702,0.12504027783870697,0.2665027976036072,0.2614712417125702,0.2761828303337097,0.14156457781791687,0.08912046253681183
it,0.616637647151947,0.15926581621170044,0.2036934196949005,0.23663337528705597,0.38761502504348755,0.6251175999641418,0.1934148073196411,0.5130809545516968,0.6251175999641418,0.277616024017334,0.2488977015018463,0.25732165575027466
in,0.4840516746044159,0.1851271539926529,0.2665027976036072,0.256056547164917,0.5696388483047485,0.6662389636039734,0.1472199559211731,1.0,0.6662389636039734,0.28539085388183594,0.2229810357093811,0.20430970191955566
the,0.6521818041801453,0.19900773465633392,0.2614712417125702,0.3067890703678131,0.733189046382904,1.0,0.18895584344863892,0.6662389636039734,1.0,0.39658910036087036,0.26423242688179016,0.22068053483963013
end,0.31110426783561707,0.15336467325687408,0.2761828303337097,0.27305111289024353,0.2215006798505783,0.39658910036087036,0.20891526341438293,0.28539085388183594,0.39658910036087036,1.0,0.19279605150222778,0.12543344497680664
zone,0.23991791903972626,0.11478936672210693,0.14156457781791687,0.11219364404678345,0.22467142343521118,0.26423242688179016,0.16925781965255737,0.2229810357093811,0.26423242688179016,0.19279605150222778,1.0,0.1173049733042717
for,0.44095608592033386,0.2470785230398178,0.18925832211971283,0.2302606850862503,0.4185989499092102,0.4739971458911896,0.1708642989397049,0.4322226941585541,0.4739971458911896,0.22042374312877655,0.188797265291214,0.264628142118454
a,0.56894451379776,0.2591003477573395,0.2461796998977661,0.2872699797153473,0.5052502155303955,0.5829201340675354,0.23578347265720367,0.539380669593811,0.5829201340675354,0.28924596309661865,0.19739283621311188,0.23916715383529663
broncos,0.22873279452323914,0.3298080563545227,0.21365763247013092,0.15636560320854187,0.19310332834720612,0.25985947251319885,0.275786429643631,0.20316283404827118,0.25985947251319885,0.2482822984457016,0.13718454539775848,0.18377114832401276
touchdown,0.1814393699169159,0.3506159484386444,0.32981741428375244,0.18853528797626495,0.15340197086334229,0.1805710643529892,0.3576510548591614,0.14772959053516388,0.1805710643529892,0.31434693932533264,0.16126690804958344,0.12741123139858246
",",0.3658004403114319,0.25826331973075867,0.2676272988319397,0.20793335139751434,0.4946078956127167,0.4933079481124878,0.2170172780752182,0.5201468467712402,0.4933079481124878,0.25448864698410034,0.23414842784404755,0.31091248989105225
giving,0.31787312030792236,0.05297272652387619,0.1748102456331253,0.2644397020339966,0.3440891206264496,0.3626074492931366,0.08097457885742188,0.24607835710048676,0.3626074492931366,0.24271447956562042,0.13084356486797333,0.2052922248840332
the,0.6521818041801453,0.19900773465633392,0.2614712417125702,0.3067890703678131,0.733189046382904,1.0,0.18895584344863892,0.6662389636039734,1.0,0.39658910036087036,0.26423242688179016,0.22068053483963013
team,0.17144864797592163,0.4632323682308197,0.16208243370056152,0.15801016986370087,0.20352502167224884,0.22564226388931274,0.2774640917778015,0.18841172754764557,0.22564226388931274,0.1527280956506729,0.1979760080575943,0.11243411153554916
a,0.56894451379776,0.2591003477573395,0.2461796998977661,0.2872699797153473,0.5052502155303955,0.5829201340675354,0.23578347265720367,0.539380669593811,0.5829201340675354,0.28924596309661865,0.19739283621311188,0.23916715383529663
10–0,0.041626978665590286,0.09702342748641968,-0.012432508170604706,0.10123595595359802,0.07315536588430405,0.05824596807360649,0.015875032171607018,0.003933138679713011,0.05824596807360649,0.07486507296562195,0.048506394028663635,0.005854578223079443
lead,0.2136504352092743,0.16769561171531677,0.19119884073734283,0.13741068542003632,0.19835850596427917,0.21995973587036133,0.1036292165517807,0.2055644989013672,0.21995973587036133,0.1676778644323349,0.1236969381570816,0.14552436769008636
.,0.45942068099975586,0.22491109371185303,0.25115838646888733,0.20147132873535156,0.5352458953857422,0.5934505462646484,0.214210644364357,0.5591574311256409,0.5934505462646484,0.26526886224746704,0.22223064303398132,0.4130953550338745
