,which,country,refused,to,content,to,changes,in,the,treaty,of,lisbon,2007,?
[,0.07771235704421997,0.15014328062534332,0.003778046229854226,0.07649242132902145,0.02016233094036579,0.07649242132902145,0.08364783227443695,0.12324675917625427,0.07130392640829086,0.010322368703782558,0.010817250236868858,0.18616223335266113,-0.0667136013507843,0.011015460826456547
citation,0.26387810707092285,0.24553677439689636,0.16808803379535675,0.2558228075504303,0.42886000871658325,0.2558228075504303,0.1397668719291687,0.22942641377449036,0.2536581754684448,0.12464289367198944,0.22959956526756287,0.08179929852485657,-0.020399361848831177,0.3382055461406708
needed,0.3787943422794342,0.2059374898672104,0.3097282648086548,0.45002421736717224,0.38543906807899475,0.45002421736717224,0.3496781885623932,0.21117523312568665,0.3064746856689453,0.1428331732749939,0.27215874195098877,0.1723066121339798,-0.0684284046292305,0.2863257825374603
],-0.0305959302932024,-0.06131766363978386,-0.05189010500907898,-0.04249158129096031,-0.051638346165418625,-0.04249158129096031,-0.025465982034802437,-0.1088862195611,-0.04779602214694023,-0.10365106910467148,-0.035044461488723755,0.01980000175535679,0.06471163779497147,-0.0022520492784678936
since,0.3523256182670593,0.2667653560638428,0.15289092063903809,0.3733763098716736,0.22390803694725037,0.3733763098716736,0.27191275358200073,0.4325680434703827,0.4054957628250122,0.1804264634847641,0.35513219237327576,0.1585005819797516,-0.2880103886127472,0.2876587212085724
ireland,0.24782691895961761,0.33089280128479004,0.19509637355804443,0.2296099066734314,0.19889390468597412,0.2296099066734314,0.08335938304662704,0.24362659454345703,0.2573983073234558,0.2504327595233917,0.2551186680793762,0.2601396143436432,-0.28124144673347473,0.10685748606920242
refused,0.18992963433265686,0.23007473349571228,1.0,0.41818010807037354,0.08895845711231232,0.41818010807037354,0.12087304890155792,0.2417421191930771,0.2606237530708313,0.2539551556110382,0.21729640662670135,0.15695729851722717,-0.25643134117126465,0.14580921828746796
to,0.5345056653022766,0.31281599402427673,0.41818010807037354,1.0,0.2765587866306305,1.0,0.32918253540992737,0.45010748505592346,0.535392165184021,0.1986158937215805,0.41548454761505127,0.22878102958202362,-0.1738293468952179,0.29463258385658264
consent,0.1567121297121048,0.19404785335063934,0.33674341440200806,0.34250709414482117,0.28439298272132874,0.34250709414482117,0.22913457453250885,0.1675967276096344,0.22271060943603516,0.295086532831192,0.24433499574661255,0.13014119863510132,-0.31686636805534363,0.2684990465641022
to,0.5345056653022766,0.31281599402427673,0.41818010807037354,1.0,0.2765587866306305,1.0,0.32918253540992737,0.45010748505592346,0.535392165184021,0.1986158937215805,0.41548454761505127,0.22878102958202362,-0.1738293468952179,0.29463258385658264
changes,0.3407791256904602,0.14508500695228577,0.12087304890155792,0.32918253540992737,0.29291045665740967,0.32918253540992737,1.0,0.226434126496315,0.3427845537662506,0.13735447824001312,0.25827232003211975,0.16455084085464478,-0.05215085297822952,0.21264225244522095
in,0.4840516746044159,0.3040012717247009,0.2417421191930771,0.45010748505592346,0.1518891453742981,0.45010748505592346,0.226434126496315,1.0,0.6662389636039734,0.22333456575870514,0.5696388483047485,0.23103228211402893,-0.2201838344335556,0.20430970191955566
the,0.6521818041801453,0.30432501435279846,0.2606237530708313,0.535392165184021,0.21174471080303192,0.535392165184021,0.3427845537662506,0.6662389636039734,1.0,0.2690109610557556,0.733189046382904,0.28707155585289,-0.23657195270061493,0.22068053483963013
treaty,0.19969318807125092,0.17797717452049255,0.2539551556110382,0.1986158937215805,0.16099092364311218,0.1986158937215805,0.13735447824001312,0.22333456575870514,0.2690109610557556,1.0,0.2602092921733856,0.3112119436264038,-0.19422319531440735,0.1174844279885292
of,0.5011631846427917,0.28866857290267944,0.21729640662670135,0.41548454761505127,0.18281257152557373,0.41548454761505127,0.25827232003211975,0.5696388483047485,0.733189046382904,0.2602092921733856,1.0,0.23450347781181335,-0.21244128048419952,0.1826142966747284
lisbon,0.2498938888311386,0.13875487446784973,0.15695729851722717,0.22878102958202362,0.05653033033013344,0.22878102958202362,0.16455084085464478,0.23103228211402893,0.28707155585289,0.3112119436264038,0.23450347781181335,1.0000001192092896,-0.24272601306438446,0.14563871920108795
2007,-0.07080759108066559,-0.20787322521209717,-0.25643134117126465,-0.1738293468952179,-0.05632606893777847,-0.1738293468952179,-0.05215085297822952,-0.2201838344335556,-0.23657195270061493,-0.19422319531440735,-0.21244128048419952,-0.24272601306438446,1.0,-0.1664225310087204
",",0.3658004403114319,0.27878350019454956,0.2687305510044098,0.44245919585227966,0.2644120454788208,0.44245919585227966,0.23045918345451355,0.5201468467712402,0.4933079481124878,0.21270246803760529,0.4946078956127167,0.23894961178302765,-0.24049624800682068,0.31091248989105225
there,0.45256471633911133,0.24909386038780212,0.20423883199691772,0.40669289231300354,0.22511252760887146,0.40669289231300354,0.29899370670318604,0.5361666083335876,0.47025805711746216,0.1640441119670868,0.44397735595703125,0.20287032425403595,-0.233750119805336,0.29405656456947327
remains,0.3386684060096741,0.14909115433692932,0.19838914275169373,0.2588605582714081,0.20141610503196716,0.2588605582714081,0.1841863989830017,0.31639063358306885,0.3663966655731201,0.10801161080598831,0.3198432922363281,0.15537098050117493,-0.14092428982257843,0.1479063630104065
one,0.510688066482544,0.26064035296440125,0.1835830956697464,0.4025384783744812,0.21097403764724731,0.4025384783744812,0.29069164395332336,0.4129433035850525,0.5514441132545471,0.1728263795375824,0.4999135136604309,0.20836851000785828,-0.20855121314525604,0.2673267424106598
commissioner,0.1938101053237915,0.2291572540998459,0.3433360159397125,0.21615050733089447,0.1203760877251625,0.21615050733089447,0.1024622991681099,0.25561144948005676,0.25271227955818176,0.25387313961982727,0.233353391289711,0.13592107594013214,-0.19693279266357422,0.1209191158413887
