,what,is,the,name,of,the,property,that,designates,a,number,as,being,prime,or,not,?
the,0.42745697498321533,0.5823672413825989,1.0,0.3171212375164032,0.733189046382904,1.0,0.2061677873134613,0.5473989248275757,0.23807790875434875,0.5829201340675354,0.35145696997642517,0.48381632566452026,0.419739305973053,0.19960100948810577,0.4174870550632477,0.4310511648654938,0.22068053483963013
property,0.24978817999362946,0.1944577693939209,0.2061677873134613,0.19421719014644623,0.2299845814704895,0.2061677873134613,0.9999999403953552,0.2542542517185211,0.32144689559936523,0.237611323595047,0.1682608723640442,0.16548745334148407,0.22532565891742706,0.11388645321130753,0.29589805006980896,0.27776095271110535,0.16865147650241852
of,0.33290785551071167,0.4854315221309662,0.733189046382904,0.24075818061828613,1.0,0.733189046382904,0.2299845814704895,0.41498205065727234,0.24087747931480408,0.5052502155303955,0.2778518795967102,0.3886612355709076,0.34885138273239136,0.23935265839099884,0.3792596757411957,0.3307090103626251,0.1826142966747284
being,0.3760843276977539,0.4445112943649292,0.419739305973053,0.17858129739761353,0.34885138273239136,0.419739305973053,0.22532565891742706,0.46201252937316895,0.1230882853269577,0.3727131485939026,0.26345863938331604,0.46524563431739807,1.0,0.14394935965538025,0.3904624283313751,0.4366016089916229,0.26743772625923157
prime,0.15586113929748535,0.16680827736854553,0.19960100948810577,0.15097270905971527,0.23935265839099884,0.19960100948810577,0.11388645321130753,0.18163643777370453,0.21913841366767883,0.17998681962490082,0.2556258738040924,0.17482610046863556,0.14394935965538025,1.0,0.12635108828544617,0.12917746603488922,0.11276303976774216
(,0.2411840260028839,0.35393038392066956,0.33289089798927307,0.2706909477710724,0.35032153129577637,0.33289089798927307,0.18946456909179688,0.2264307141304016,0.19180196523666382,0.3206180930137634,0.16158060729503632,0.32029855251312256,0.1815166026353836,0.21646767854690552,0.3582012951374054,0.2710699737071991,0.40561532974243164
or,0.33867141604423523,0.41870999336242676,0.4174870550632477,0.19621294736862183,0.3792596757411957,0.4174870550632477,0.29589805006980896,0.4729836881160736,0.1937037706375122,0.48853766918182373,0.28384777903556824,0.4400654137134552,0.3904624283313751,0.12635108828544617,1.0000001192092896,0.5119067430496216,0.32389625906944275
not,0.5449194312095642,0.3776007890701294,0.4310511648654938,0.2188112437725067,0.3307090103626251,0.4310511648654938,0.27776095271110535,0.6600887179374695,0.1569395363330841,0.3791346549987793,0.30033785104751587,0.5105602741241455,0.4366016089916229,0.12917746603488922,0.5119067430496216,0.9999999403953552,0.41942933201789856
),0.26259949803352356,0.37732169032096863,0.3456730246543884,0.2638341188430786,0.3680361211299896,0.3456730246543884,0.1824800670146942,0.23478686809539795,0.1678481101989746,0.3640355169773102,0.19318018853664398,0.32161882519721985,0.2020954042673111,0.20705947279930115,0.3706604242324829,0.2718011736869812,0.42300865054130554
is,0.28837618231773376,1.0,0.5823672413825989,0.3359788954257965,0.4854315221309662,0.5823672413825989,0.1944577693939209,0.3995479643344879,0.27060961723327637,0.658733606338501,0.22390379011631012,0.43216490745544434,0.4445112943649292,0.16680827736854553,0.41870999336242676,0.3776007890701294,0.22961433231830597
called,0.3235960602760315,0.430266410112381,0.489897221326828,0.30947911739349365,0.4222904443740845,0.489897221326828,0.22378863394260406,0.41604554653167725,0.20204919576644897,0.4868806302547455,0.20936982333660126,0.2827680706977844,0.2137337476015091,0.1384088695049286,0.4293559193611145,0.324552983045578,0.18963319063186646
primality,0.2850114405155182,0.24844646453857422,0.25188151001930237,0.1399572342634201,0.28515246510505676,0.25188151001930237,0.22283385694026947,0.2939705550670624,0.16881880164146423,0.2352360039949417,0.32976987957954407,0.22049500048160553,0.26302534341812134,0.37021633982658386,0.2643619477748871,0.30138468742370605,0.24305593967437744
.,0.3567904531955719,0.4569662809371948,0.5934505462646484,0.24737101793289185,0.5352458953857422,0.5934505462646484,0.22922755777835846,0.4460422694683075,0.21312329173088074,0.50484299659729,0.3256329298019409,0.515582263469696,0.35574623942375183,0.17658381164073944,0.36683785915374756,0.4824007451534271,0.4130953550338745
