,who,are,some,of,the,best,rally,drivers,that,have,won,the,rally,?
some,0.3978389501571655,0.6331475377082825,0.9999999403953552,0.4300730526447296,0.4566698372364044,0.25238290429115295,0.12488873302936554,0.18085026741027832,0.6049469113349915,0.6421269774436951,0.16365499794483185,0.4566698372364044,0.12488873302936554,0.2562315762042999
of,0.2827862501144409,0.39081433415412903,0.4300730526447296,1.0,0.733189046382904,0.23660683631896973,0.1540035754442215,0.1404016613960266,0.41498205065727234,0.3802283704280853,0.20832067728042603,0.733189046382904,0.1540035754442215,0.1826142966747284
the,0.3733934462070465,0.40399202704429626,0.4566698372364044,0.733189046382904,1.0,0.3134109377861023,0.2156708985567093,0.18444788455963135,0.5473989248275757,0.40389683842658997,0.29432493448257446,1.0,0.2156708985567093,0.22068053483963013
best,0.266329824924469,0.20069833099842072,0.25238290429115295,0.23660683631896973,0.3134109377861023,0.9999999403953552,0.09848745912313461,0.17795656621456146,0.24222435057163239,0.20187869668006897,0.42620420455932617,0.3134109377861023,0.09848745912313461,0.2799045741558075
rally,0.21866606175899506,0.13035930693149567,0.12488873302936554,0.1540035754442215,0.2156708985567093,0.09848745912313461,0.9999999403953552,0.36021801829338074,0.16864874958992004,0.14808480441570282,0.26667144894599915,0.2156708985567093,0.9999999403953552,0.14344990253448486
drivers,0.21121785044670105,0.24963580071926117,0.18085026741027832,0.1404016613960266,0.18444788455963135,0.17795656621456146,0.36021801829338074,1.0,0.23162345588207245,0.21053607761859894,0.2220061719417572,0.18444788455963135,0.36021801829338074,0.13031116127967834
in,0.2792111933231354,0.3841303884983063,0.4010399878025055,0.5696388483047485,0.6662389636039734,0.2813531160354614,0.16509126126766205,0.14890022575855255,0.435920387506485,0.36843645572662354,0.3280489146709442,0.6662389636039734,0.16509126126766205,0.20430970191955566
the,0.3733934462070465,0.40399202704429626,0.4566698372364044,0.733189046382904,1.0,0.3134109377861023,0.2156708985567093,0.18444788455963135,0.5473989248275757,0.40389683842658997,0.29432493448257446,1.0,0.2156708985567093,0.22068053483963013
world,0.25158336758613586,0.22463127970695496,0.2622779905796051,0.2828933000564575,0.33604270219802856,0.283832848072052,0.2683379352092743,0.22526541352272034,0.2972288429737091,0.2620723843574524,0.2630484104156494,0.33604270219802856,0.2683379352092743,0.17579582333564758
have,0.39246654510498047,0.6577680706977844,0.6421269774436951,0.3802283704280853,0.40389683842658997,0.20187869668006897,0.14808480441570282,0.21053607761859894,0.6182622313499451,0.9999999403953552,0.215050607919693,0.40389683842658997,0.14808480441570282,0.32991164922714233
taken,0.23395919799804688,0.20997759699821472,0.2879086434841156,0.2889742851257324,0.3309854567050934,0.19198790192604065,0.14123082160949707,0.14718973636627197,0.35460543632507324,0.31696638464927673,0.1712167114019394,0.3309854567050934,0.14123082160949707,0.17662954330444336
part,0.19576206803321838,0.3086032569408417,0.29379963874816895,0.452393114566803,0.527681291103363,0.1864003837108612,0.14539717137813568,0.13168875873088837,0.37747326493263245,0.25547030568122864,0.22131583094596863,0.527681291103363,0.14539717137813568,0.08557961881160736
in,0.2792111933231354,0.3841303884983063,0.4010399878025055,0.5696388483047485,0.6662389636039734,0.2813531160354614,0.16509126126766205,0.14890022575855255,0.435920387506485,0.36843645572662354,0.3280489146709442,0.6662389636039734,0.16509126126766205,0.20430970191955566
and,0.41279885172843933,0.48576638102531433,0.5337774157524109,0.5116966962814331,0.5171257257461548,0.30328524112701416,0.17180517315864563,0.22235429286956787,0.4731321930885315,0.4711785912513733,0.2795773446559906,0.5171257257461548,0.17180517315864563,0.20544172823429108
won,0.24654650688171387,0.12664195895195007,0.16365499794483185,0.20832067728042603,0.29432493448257446,0.42620420455932617,0.26667144894599915,0.2220061719417572,0.1869245320558548,0.215050607919693,1.0000001192092896,0.29432493448257446,0.26667144894599915,0.17925700545310974
the,0.3733934462070465,0.40399202704429626,0.4566698372364044,0.733189046382904,1.0,0.3134109377861023,0.2156708985567093,0.18444788455963135,0.5473989248275757,0.40389683842658997,0.29432493448257446,1.0,0.2156708985567093,0.22068053483963013
rally,0.21866606175899506,0.13035930693149567,0.12488873302936554,0.1540035754442215,0.2156708985567093,0.09848745912313461,0.9999999403953552,0.36021801829338074,0.16864874958992004,0.14808480441570282,0.26667144894599915,0.2156708985567093,0.9999999403953552,0.14344990253448486
",",0.3365725874900818,0.4062570035457611,0.42400437593460083,0.4946078956127167,0.4933079481124878,0.3461092710494995,0.19103999435901642,0.20039424300193787,0.4137537479400635,0.3541618287563324,0.35968565940856934,0.4933079481124878,0.19103999435901642,0.31091248989105225
such,0.2594927251338959,0.4654397666454315,0.6118295192718506,0.3209529519081116,0.3575236201286316,0.17966730892658234,0.11594648659229279,0.1737818866968155,0.4479874074459076,0.42997312545776367,0.10611023008823395,0.3575236201286316,0.11594648659229279,0.17851735651493073
as,0.3923053741455078,0.3826591968536377,0.4293700158596039,0.3886612355709076,0.48381632566452026,0.32800307869911194,0.15463002026081085,0.17051132023334503,0.4735107421875,0.37788212299346924,0.21471917629241943,0.48381632566452026,0.15463002026081085,0.27043893933296204
björn,0.25266408920288086,0.05490316450595856,0.04233969375491142,0.12472345679998398,0.17266269028186798,0.22862449288368225,0.30342385172843933,0.2463115155696869,0.08997628837823868,0.07907342910766602,0.3174145519733429,0.17266269028186798,0.30342385172843933,0.19205519556999207
waldegård,0.2964214086532593,0.13047632575035095,0.22419105470180511,0.27296313643455505,0.3257119953632355,0.21801383793354034,0.17934836447238922,0.13818779587745667,0.22489500045776367,0.16822880506515503,0.25702357292175293,0.3257119953632355,0.17934836447238922,0.22992371022701263
",",0.3365725874900818,0.4062570035457611,0.42400437593460083,0.4946078956127167,0.4933079481124878,0.3461092710494995,0.19103999435901642,0.20039424300193787,0.4137537479400635,0.3541618287563324,0.35968565940856934,0.4933079481124878,0.19103999435901642,0.31091248989105225
hannu,0.23187130689620972,0.110349640250206,0.12578409910202026,0.175017312169075,0.23157942295074463,0.22633545100688934,0.20508649945259094,0.22175423800945282,0.11372802406549454,0.06260079890489578,0.23864378035068512,0.23157942295074463,0.20508649945259094,0.12765924632549286
mikkola,0.20182448625564575,0.12632374465465546,0.1686689555644989,0.14918458461761475,0.15831351280212402,0.16528970003128052,0.21096466481685638,0.2365882396697998,0.15761281549930573,0.09622220695018768,0.16309279203414917,0.15831351280212402,0.21096466481685638,0.12200980633497238
