,what,was,tesla,'s,attitude,toward,the,idea,that,matter,could,be,turned,into,energy,?
tesla,0.23221199214458466,0.16455206274986267,0.9999999403953552,0.06449045985937119,0.20806047320365906,0.0843176618218422,0.1324402391910553,0.2329312264919281,0.22102725505828857,0.17147119343280792,0.16634690761566162,0.15180771052837372,0.14801929891109467,0.13143925368785858,0.28722304105758667,0.10250775516033173
was,0.22111038863658905,1.0000001192092896,0.16455206274986267,0.008974763564765453,0.19665305316448212,0.13196846842765808,0.48711544275283813,0.2835119664669037,0.33670201897621155,0.18972504138946533,0.39896807074546814,0.42228707671165466,0.3994938135147095,0.2322220653295517,0.15364649891853333,0.18412111699581146
generally,0.40614598989486694,0.25163960456848145,0.13643451035022736,0.017207007855176926,0.28930994868278503,0.29576167464256287,0.41466525197029114,0.34542176127433777,0.4812265634536743,0.37422966957092285,0.36840054392814636,0.4973081350326538,0.23417174816131592,0.23220045864582062,0.25715363025665283,0.23411904275417328
antagonistic,0.20254619419574738,0.18900951743125916,0.13540944457054138,-0.04193753004074097,0.22858591377735138,0.25256890058517456,0.2830008566379547,0.24244986474514008,0.3283928334712982,0.20023979246616364,0.15088486671447754,0.23372957110404968,0.17655649781227112,0.20742826163768768,0.2530868351459503,0.09793668985366821
towards,0.281793475151062,0.14273172616958618,0.1024434044957161,0.01751479133963585,0.3618359863758087,0.8479601740837097,0.31815874576568604,0.20149321854114532,0.28294092416763306,0.21610204875469208,0.1912444531917572,0.26044899225234985,0.34345176815986633,0.2680855095386505,0.2093324065208435,0.13023285567760468
theories,0.3363492488861084,0.17534489929676056,0.23655711114406586,0.01589547097682953,0.23068346083164215,0.20743653178215027,0.24012529850006104,0.4471641480922699,0.39760348200798035,0.38112518191337585,0.28475090861320496,0.23220601677894592,0.12782715260982513,0.19439169764518738,0.2590150535106659,0.21320602297782898
about,0.47976887226104736,0.2577359974384308,0.16756023466587067,-0.020936643704771996,0.22491025924682617,0.25998514890670776,0.37995871901512146,0.31409743428230286,0.4500710964202881,0.34768959879875183,0.29409685730934143,0.26362910866737366,0.2118743360042572,0.2791807949542999,0.16676324605941772,0.302409827709198
the,0.42745697498321533,0.48711544275283813,0.1324402391910553,-0.01540423184633255,0.22486159205436707,0.3341628313064575,1.0,0.2839161455631256,0.5473989248275757,0.2957161068916321,0.35393214225769043,0.4248143136501312,0.3414173722267151,0.39493247866630554,0.26756542921066284,0.22068053483963013
conversion,0.21660274267196655,0.12238868325948715,0.24019598960876465,-0.06825730949640274,0.2237354815006256,0.2240000218153,0.2308437079191208,0.22139833867549896,0.20188826322555542,0.1940099000930786,0.2190798819065094,0.3100789189338684,0.18997181951999664,0.20861278474330902,0.2923201322555542,0.1924358606338501
of,0.33290785551071167,0.4069072902202606,0.18837453424930573,-0.03817026689648628,0.15211813151836395,0.25209522247314453,0.733189046382904,0.2342950403690338,0.41498205065727234,0.2804143726825714,0.29043012857437134,0.33904364705085754,0.27018553018569946,0.32255905866622925,0.26257598400115967,0.1826142966747284
matter,0.41697224974632263,0.18972504138946533,0.17147119343280792,0.039716437458992004,0.2532987892627716,0.2370222955942154,0.2957161068916321,0.3590211272239685,0.44028252363204956,0.9999999403953552,0.32531556487083435,0.41101786494255066,0.17681196331977844,0.23702917993068695,0.3854178488254547,0.269619345664978
into,0.2180619090795517,0.2322220653295517,0.13143925368785858,0.00961404386907816,0.1706409901380539,0.3033113479614258,0.39493247866630554,0.24687373638153076,0.3239944875240326,0.23702917993068695,0.2989432215690613,0.3462390601634979,0.40972059965133667,1.0,0.2190977931022644,0.15662476420402527
energy,0.190252885222435,0.15364649891853333,0.28722304105758667,-0.050826653838157654,0.1692192554473877,0.24434617161750793,0.26756542921066284,0.18936766684055328,0.2617390751838684,0.3854178488254547,0.19846777617931366,0.2677359879016876,0.21630823612213135,0.2190977931022644,1.0000001192092896,0.14860127866268158
.,0.3567904531955719,0.40146201848983765,0.17949827015399933,-0.003708066651597619,0.2013637125492096,0.21516545116901398,0.5934505462646484,0.26084083318710327,0.4460422694683075,0.2540481984615326,0.3200591504573822,0.4383580684661865,0.29343360662460327,0.26250120997428894,0.22292809188365936,0.4130953550338745
