,what,anthropologists,are,also,university,alumni,members,?
other,0.341873437166214,0.30020439624786377,0.5932393670082092,0.5326101183891296,0.1804676055908203,0.18698248267173767,0.31560012698173523,0.24682199954986572
prominent,0.11211586743593216,0.21916477382183075,0.20275284349918365,0.25876158475875854,0.1725485473871231,0.20964813232421875,0.2157856673002243,0.12940338253974915
alumni,0.11965817958116531,0.22849543392658234,0.18962770700454712,0.22353194653987885,0.5021953582763672,1.0,0.28698235750198364,0.130934476852417
include,0.1535889357328415,0.2362596094608307,0.5140694975852966,0.4212084710597992,0.09942364692687988,0.17035536468029022,0.23178692162036896,0.14925788342952728
anthropologists,0.3556535243988037,1.0,0.2810245156288147,0.2535700500011444,0.3324573040008545,0.22849543392658234,0.26936718821525574,0.19407814741134644
david,0.1299152821302414,0.21322201192378998,0.10836230963468552,0.1866082102060318,0.23181812465190887,0.19291892647743225,0.14054065942764282,0.04158485680818558
graeber,0.1578713208436966,0.23029328882694244,0.1030387282371521,0.2955894470214844,0.3108382523059845,0.1925807148218155,0.14757710695266724,0.11992544680833817
and,0.31309178471565247,0.22296881675720215,0.48576638102531433,0.5755972862243652,0.2665814459323883,0.19591780006885529,0.2994427978992462,0.20544172823429108
donald,0.18917277455329895,0.13836155831813812,0.10774930566549301,0.16347600519657135,0.2343788743019104,0.22854860126972198,0.09537982195615768,0.10101330280303955
johanson,0.15556325018405914,0.26182687282562256,0.16269390285015106,0.24754473567008972,0.1646331548690796,0.1570241004228592,0.25348639488220215,0.10351919382810593
",",0.3087472915649414,0.23742042481899261,0.4062570035457611,0.4717654287815094,0.3017033040523529,0.2394251972436905,0.2357054501771927,0.31091248989105225
who,0.40942975878715515,0.3565639555454254,0.27294138073921204,0.47919341921806335,0.2115909904241562,0.1722409725189209,0.3290669620037079,0.26220351457595825
is,0.28837618231773376,0.1946294903755188,0.5330929756164551,0.5012649297714233,0.20346471667289734,0.13451172411441803,0.1897467076778412,0.22961433231830597
best,0.3036847710609436,0.1452464759349823,0.20069833099842072,0.33829474449157715,0.19182942807674408,0.2269946187734604,0.1828446388244629,0.2799045741558075
known,0.20381177961826324,0.15375950932502747,0.26720109581947327,0.4766203761100769,0.15387564897537231,0.13047896325588226,0.20001493394374847,0.18314571678638458
for,0.3017193675041199,0.1753648966550827,0.3895993232727051,0.5373267531394958,0.18573740124702454,0.21824529767036438,0.2612179219722748,0.264628142118454
