,where,was,shirey,going,to,be,when,fort,oswego,was,to,be,attacked,?
in,0.5344807505607605,0.45514053106307983,0.2432556450366974,0.2837577760219574,0.45010748505592346,0.3481820821762085,0.4431333839893341,0.24152536690235138,0.34291955828666687,0.45514053106307983,0.45010748505592346,0.3481820821762085,0.23554553091526031,0.20430970191955566
conjunction,0.20032447576522827,0.1123741865158081,0.18496796488761902,0.11720524728298187,0.235834002494812,0.2570632994174957,0.27128469944000244,0.13431373238563538,0.10850906372070312,0.1123741865158081,0.235834002494812,0.2570632994174957,0.042853306978940964,0.15015976130962372
",",0.3149496018886566,0.45456063747406006,0.24057595431804657,0.2957560122013092,0.44245919585227966,0.39254459738731384,0.36674630641937256,0.2651418149471283,0.3914932310581207,0.45456063747406006,0.44245919585227966,0.39254459738731384,0.26381224393844604,0.31091248989105225
shirley,0.1310299038887024,0.23580606281757355,0.5607346296310425,0.14845167100429535,0.14755064249038696,0.18120793998241425,0.11042787879705429,0.1994868814945221,0.34700536727905273,0.23580606281757355,0.14755064249038696,0.18120793998241425,0.1430281549692154,0.127523273229599
was,0.20731619000434875,1.0000001192092896,0.22765281796455383,0.28732410073280334,0.3636345863342285,0.42228707671165466,0.37326499819755554,0.30989983677864075,0.3878289461135864,1.0000001192092896,0.3636345863342285,0.42228707671165466,0.28015604615211487,0.18412111699581146
made,0.20431210100650787,0.3433256447315216,0.15487124025821686,0.2637590765953064,0.3377571105957031,0.42541688680648804,0.2936893105506897,0.12180441617965698,0.20625649392604828,0.3433256447315216,0.3377571105957031,0.42541688680648804,0.22828839719295502,0.17218779027462006
aware,0.2940554916858673,0.20441418886184692,0.1408398449420929,0.4186753034591675,0.33090099692344666,0.34458890557289124,0.32234135270118713,0.11760568618774414,0.26217249035835266,0.20441418886184692,0.33090099692344666,0.34458890557289124,0.2323094755411148,0.2840334475040436
that,0.4876193106174469,0.33670201897621155,0.16217081248760223,0.5067326426506042,0.5436353087425232,0.6036020517349243,0.5860282182693481,0.14472344517707825,0.2923393249511719,0.33670201897621155,0.5436353087425232,0.6036020517349243,0.2446802407503128,0.32716336846351624
the,0.5003893971443176,0.48711544275283813,0.2866145670413971,0.38693177700042725,0.535392165184021,0.4248143136501312,0.5091903209686279,0.2420126497745514,0.2925136089324951,0.48711544275283813,0.535392165184021,0.4248143136501312,0.27774572372436523,0.22068053483963013
french,0.17587623000144958,0.2523815333843231,0.10579000413417816,0.1349680870771408,0.1713797152042389,0.1628347784280777,0.18820616602897644,0.27450791001319885,0.19648197293281555,0.2523815333843231,0.1713797152042389,0.1628347784280777,0.18762165307998657,0.1386883556842804
were,0.2363632768392563,0.590133786201477,0.20179550349712372,0.22389309108257294,0.31913647055625916,0.4064064621925354,0.29649975895881653,0.2120113968849182,0.2419641613960266,0.590133786201477,0.31913647055625916,0.4064064621925354,0.33864057064056396,0.17890112102031708
massing,0.2139025628566742,0.23793797194957733,0.1372978836297989,0.3518511950969696,0.30979108810424805,0.21980062127113342,0.28987279534339905,0.21716345846652985,0.2128729671239853,0.23793797194957733,0.30979108810424805,0.21980062127113342,0.2922525703907013,0.22981694340705872
for,0.38599511981010437,0.3863949179649353,0.15227475762367249,0.3035571873188019,0.4451248347759247,0.3801851272583008,0.43402108550071716,0.17886725068092346,0.26860305666923523,0.3863949179649353,0.4451248347759247,0.3801851272583008,0.14750653505325317,0.264628142118454
an,0.24824833869934082,0.3694365322589874,0.1709989309310913,0.21355599164962769,0.3138085603713989,0.33041056990623474,0.33026179671287537,0.1783534437417984,0.17720553278923035,0.3694365322589874,0.3138085603713989,0.33041056990623474,0.13913215696811676,0.19793890416622162
attack,0.19145746529102325,0.22693441808223724,0.12347736954689026,0.17874597012996674,0.19954605400562286,0.21883372962474823,0.25451144576072693,0.22204704582691193,0.18003404140472412,0.22693441808223724,0.19954605400562286,0.21883372962474823,0.6741749048233032,0.126759335398674
on,0.37630224227905273,0.3909217119216919,0.20683276653289795,0.34139618277549744,0.41031414270401,0.37900757789611816,0.37706470489501953,0.2436540275812149,0.26518237590789795,0.3909217119216919,0.41031414270401,0.37900757789611816,0.23895423114299774,0.2714994251728058
fort,0.1772805005311966,0.30989983677864075,0.22732341289520264,0.18628861010074615,0.16577591001987457,0.1481565535068512,0.17408059537410736,0.9999999403953552,0.33593377470970154,0.30989983677864075,0.16577591001987457,0.1481565535068512,0.2491377741098404,0.15686731040477753
oswego,0.29538053274154663,0.3878289461135864,0.4304486811161041,0.2685927152633667,0.28112345933914185,0.23427888751029968,0.24938048422336578,0.33593377470970154,1.0000001192092896,0.3878289461135864,0.28112345933914185,0.23427888751029968,0.19757109880447388,0.2019198089838028
in,0.5344807505607605,0.45514053106307983,0.2432556450366974,0.2837577760219574,0.45010748505592346,0.3481820821762085,0.4431333839893341,0.24152536690235138,0.34291955828666687,0.45514053106307983,0.45010748505592346,0.3481820821762085,0.23554553091526031,0.20430970191955566
his,0.29880598187446594,0.4405253231525421,0.21254587173461914,0.2702995836734772,0.3715193271636963,0.21738691627979279,0.37120407819747925,0.1942109912633896,0.4053581953048706,0.4405253231525421,0.3715193271636963,0.21738691627979279,0.24928419291973114,0.18075084686279297
absence,0.32613810896873474,0.14649264514446259,0.1715763956308365,0.2742745578289032,0.3072148263454437,0.3229086399078369,0.33107444643974304,0.09715116024017334,0.1415659785270691,0.14649264514446259,0.3072148263454437,0.3229086399078369,0.10383428633213043,0.1211882010102272
when,0.5747735500335693,0.37326499819755554,0.20947504043579102,0.38755396008491516,0.5423505902290344,0.4451393485069275,0.9999999403953552,0.17408059537410736,0.24938048422336578,0.37326499819755554,0.5423505902290344,0.4451393485069275,0.3223257064819336,0.22841128706932068
he,0.3705328106880188,0.5410010814666748,0.20452821254730225,0.3093695640563965,0.385390967130661,0.3325980603694916,0.39115971326828003,0.17954927682876587,0.4337085485458374,0.5410010814666748,0.385390967130661,0.3325980603694916,0.29612502455711365,0.2089974731206894
planned,0.1395723819732666,0.3590250015258789,0.16654863953590393,0.4115777015686035,0.309917151927948,0.2403009980916977,0.15857912600040436,0.20884095132350922,0.17724663019180298,0.3590250015258789,0.309917151927948,0.2403009980916977,0.28096482157707214,0.16188396513462067
to,0.47735077142715454,0.3636345863342285,0.20806218683719635,0.5117058157920837,1.0,0.4972836375236511,0.5423505902290344,0.16577591001987457,0.28112345933914185,0.3636345863342285,1.0,0.4972836375236511,0.1893170177936554,0.29463258385658264
attack,0.19145746529102325,0.22693441808223724,0.12347736954689026,0.17874597012996674,0.19954605400562286,0.21883372962474823,0.25451144576072693,0.22204704582691193,0.18003404140472412,0.22693441808223724,0.19954605400562286,0.21883372962474823,0.6741749048233032,0.126759335398674
fort,0.1772805005311966,0.30989983677864075,0.22732341289520264,0.18628861010074615,0.16577591001987457,0.1481565535068512,0.17408059537410736,0.9999999403953552,0.33593377470970154,0.30989983677864075,0.16577591001987457,0.1481565535068512,0.2491377741098404,0.15686731040477753
niagara,0.23769508302211761,0.1924375295639038,0.24787791073322296,0.22990910708904266,0.25441214442253113,0.11133283376693726,0.19340918958187103,0.31327155232429504,0.39355894923210144,0.1924375295639038,0.25441214442253113,0.11133283376693726,0.12139396369457245,0.1411852240562439
.,0.41390106081962585,0.40146201848983765,0.234619140625,0.3473944664001465,0.4645031690597534,0.4383580684661865,0.475719153881073,0.2578873038291931,0.32267510890960693,0.40146201848983765,0.4645031690597534,0.4383580684661865,0.249810591340065,0.4130953550338745
