,why,is,it,preferred,that,civil,disobedience,is,non,violent,?
civil,0.14097142219543457,0.16941262781620026,0.17707513272762299,0.10749762505292892,0.16867391765117645,1.0,0.5442691445350647,0.16941262781620026,0.08273036032915115,0.25602176785469055,0.1494513899087906
disobedients,0.23654551804065704,0.22793690860271454,0.2694084942340851,0.18511439859867096,0.403700053691864,0.5063242316246033,0.8955491185188293,0.22793690860271454,0.26340845227241516,0.46303215622901917,0.18925230205059052
',0.27400460839271545,0.5508411526679993,0.5141429305076599,0.20156329870224,0.3494868278503418,0.16727153956890106,0.20764939486980438,0.5508411526679993,0.15660426020622253,0.1419190764427185,0.330942302942276
refraining,0.287924200296402,0.24138319492340088,0.2710946500301361,0.2917366623878479,0.3087036609649658,0.24242471158504486,0.3729965388774872,0.24138319492340088,0.19299812614917755,0.23602963984012604,0.2907414734363556
from,0.2592364251613617,0.27355384826660156,0.325604110956192,0.16820120811462402,0.3477667272090912,0.11420916765928268,0.1641564965248108,0.27355384826660156,0.19628994166851044,0.18406905233860016,0.19969791173934937
violence,0.20334644615650177,0.17799268662929535,0.2471785694360733,0.19127126038074493,0.2665633261203766,0.2751532793045044,0.5268648862838745,0.17799268662929535,0.2957466244697571,0.7597058415412903,0.20634515583515167
is,0.26410171389579773,1.0,0.6328473687171936,0.2200833559036255,0.3995479643344879,0.16941262781620026,0.21453623473644257,1.0,0.24328963458538055,0.201799675822258,0.22961433231830597
also,0.4456408619880676,0.5012649297714233,0.542508602142334,0.31281352043151855,0.6005857586860657,0.22241419553756714,0.30266615748405457,0.5012649297714233,0.26552614569664,0.2660962641239166,0.21848613023757935
said,0.395480215549469,0.2595660388469696,0.3120289742946625,0.2520773708820343,0.5459781289100647,0.18422499299049377,0.32107311487197876,0.2595660388469696,0.14287449419498444,0.2526990473270416,0.28991883993148804
to,0.4100138247013092,0.42745086550712585,0.513711154460907,0.29935958981513977,0.5436353087425232,0.2019355595111847,0.30665844678878784,0.42745086550712585,0.23793834447860718,0.19071756303310394,0.29463258385658264
help,0.33606424927711487,0.152378648519516,0.23227837681770325,0.23761706054210663,0.34615394473075867,0.14946909248828888,0.25521233677864075,0.152378648519516,0.21219803392887115,0.1656876504421234,0.28403452038764954
preserve,0.23054830729961395,0.24336281418800354,0.2748822271823883,0.2196258157491684,0.2798400819301605,0.15009477734565735,0.238712877035141,0.24336281418800354,0.15464019775390625,0.07399989664554596,0.11936275660991669
society,0.20084908604621887,0.15995073318481445,0.21825021505355835,0.1661011129617691,0.23252169787883759,0.22966893017292023,0.29935821890830994,0.15995073318481445,0.1517828404903412,0.17797566950321198,0.1373005360364914
's,-0.016663772985339165,0.02396530658006668,0.06608816236257553,0.02046477422118187,0.04397977516055107,-0.06354409456253052,0.027719656005501747,0.02396530658006668,0.024010242894291878,0.07722102105617523,-0.023395681753754616
tolerance,0.2550707459449768,0.25299352407455444,0.27580565214157104,0.22737203538417816,0.3304900527000427,0.20879387855529785,0.4697892665863037,0.25299352407455444,0.30661046504974365,0.27207151055336,0.23532547056674957
of,0.28464117646217346,0.4854315221309662,0.38761502504348755,0.26766231656074524,0.41498205065727234,0.24698495864868164,0.31932318210601807,0.4854315221309662,0.20688576996326447,0.23184357583522797,0.1826142966747284
civil,0.14097142219543457,0.16941262781620026,0.17707513272762299,0.10749762505292892,0.16867391765117645,1.0,0.5442691445350647,0.16941262781620026,0.08273036032915115,0.25602176785469055,0.1494513899087906
disobedience,0.22061246633529663,0.21453623473644257,0.2648297846317291,0.18499362468719482,0.3551425039768219,0.5442691445350647,1.0,0.21453623473644257,0.27712929248809814,0.45211172103881836,0.19890835881233215
.,0.32909876108169556,0.4569662809371948,0.5593622326850891,0.26764437556266785,0.4460422694683075,0.2541380822658539,0.2603943943977356,0.4569662809371948,0.21391934156417847,0.2466752529144287,0.4130953550338745
,why,is,it,preferred,that,civil,disobedience,is,non,violent,?
it,0.376611590385437,0.6328473687171936,0.9999999403953552,0.21052704751491547,0.5921133160591125,0.17707513272762299,0.2648297846317291,0.6328473687171936,0.20768599212169647,0.22308076918125153,0.25732165575027466
has,0.24175488948822021,0.5668748617172241,0.41962623596191406,0.10852225869894028,0.41272613406181335,0.14805923402309418,0.11896127462387085,0.5668748617172241,0.15961021184921265,0.15955998003482819,0.15994466841220856
been,0.3097085654735565,0.39566612243652344,0.35515493154525757,0.196338951587677,0.4152003228664398,0.16754008829593658,0.20087917149066925,0.39566612243652344,0.1848469376564026,0.14188794791698456,0.24354910850524902
argued,0.25255483388900757,0.08507123589515686,0.16358210146427155,0.2625265419483185,0.3780103027820587,0.22184301912784576,0.387824684381485,0.08507123589515686,0.1129702776670456,0.22146739065647125,0.18905270099639893
that,0.5601457357406616,0.3995479643344879,0.5921133160591125,0.30382099747657776,1.0,0.16867391765117645,0.3551425039768219,0.3995479643344879,0.2571088671684265,0.275726854801178,0.32716336846351624
",",0.2827242314815521,0.4691906273365021,0.48329564929008484,0.24582891166210175,0.4137537479400635,0.24795588850975037,0.2878543734550476,0.4691906273365021,0.2072257250547409,0.24642977118492126,0.31091248989105225
while,0.3304853141307831,0.2713196575641632,0.3401351571083069,0.2805130183696747,0.43523597717285156,0.17608642578125,0.26316946744918823,0.2713196575641632,0.20094525814056396,0.2056369036436081,0.21076419949531555
both,0.29294416308403015,0.31409940123558044,0.37194210290908813,0.2976287305355072,0.4532228112220764,0.22088982164859772,0.23719468712806702,0.31409940123558044,0.22898869216442108,0.19484315812587738,0.19455738365650177
civil,0.14097142219543457,0.16941262781620026,0.17707513272762299,0.10749762505292892,0.16867391765117645,1.0,0.5442691445350647,0.16941262781620026,0.08273036032915115,0.25602176785469055,0.1494513899087906
disobedience,0.22061246633529663,0.21453623473644257,0.2648297846317291,0.18499362468719482,0.3551425039768219,0.5442691445350647,1.0,0.21453623473644257,0.27712929248809814,0.45211172103881836,0.19890835881233215
and,0.27806392312049866,0.3859752118587494,0.40957894921302795,0.2712407410144806,0.4731321930885315,0.25259146094322205,0.3041999638080597,0.3859752118587494,0.22905920445919037,0.26743313670158386,0.20544172823429108
civil,0.14097142219543457,0.16941262781620026,0.17707513272762299,0.10749762505292892,0.16867391765117645,1.0,0.5442691445350647,0.16941262781620026,0.08273036032915115,0.25602176785469055,0.1494513899087906
rebellion,0.16733554005622864,0.16987597942352295,0.21795211732387543,0.06810560822486877,0.2236279845237732,0.374906986951828,0.43850091099739075,0.16987597942352295,0.06681591272354126,0.3053707182407379,0.10071789473295212
are,0.3273901343345642,0.5330929756164551,0.3617996573448181,0.29779765009880066,0.45265161991119385,0.12244163453578949,0.19937367737293243,0.5330929756164551,0.3122491240501404,0.17057931423187256,0.24591213464736938
