,jacksonville,'s,popularity,for,films,earned,it,what,title,?
over,0.19329054653644562,0.016215575858950615,0.3209851384162903,0.3419422209262848,0.19982081651687622,0.19450610876083374,0.3669605255126953,0.28007611632347107,0.1994510442018509,0.25742942094802856
the,0.2176690250635147,-0.01540423184633255,0.24727706611156464,0.4739971458911896,0.23072484135627747,0.20168830454349518,0.6251175999641418,0.42745697498321533,0.27465343475341797,0.22068053483963013
course,0.18012598156929016,0.1013948917388916,0.22703459858894348,0.29164767265319824,0.12542133033275604,0.2952647805213928,0.38061466813087463,0.3412042260169983,0.1846747249364853,0.28826573491096497
of,0.23084138333797455,-0.03817026689648628,0.20717091858386993,0.4185989499092102,0.2151229828596115,0.2118282914161682,0.38761502504348755,0.33290785551071167,0.18969319760799408,0.1826142966747284
the,0.2176690250635147,-0.01540423184633255,0.24727706611156464,0.4739971458911896,0.23072484135627747,0.20168830454349518,0.6251175999641418,0.42745697498321533,0.27465343475341797,0.22068053483963013
decade,0.2456916719675064,-0.05015040934085846,0.31406843662261963,0.2559126317501068,0.20472083985805511,0.2056584507226944,0.17343537509441376,0.1613653302192688,0.02129468508064747,0.11237446963787079
",",0.2837527096271515,-0.0016132977325469255,0.24107298254966736,0.4464869201183319,0.2246396839618683,0.290668249130249,0.48329564929008484,0.3087472915649414,0.2202284336090088,0.31091248989105225
more,0.14464539289474487,0.032942235469818115,0.2533189654350281,0.3891189992427826,0.1811380684375763,0.23166422545909882,0.42550966143608093,0.3484537899494171,0.16806891560554504,0.27894994616508484
than,0.1784636676311493,0.0585811510682106,0.22016704082489014,0.30793827772140503,0.19290530681610107,0.28316470980644226,0.3603973984718323,0.29388150572776794,0.17221370339393616,0.24917294085025787
30,-0.007749762386083603,-0.03394532576203346,-0.011906899511814117,0.005358967464417219,0.0706801638007164,-0.016017023473978043,0.06709367036819458,-0.04443084076046944,0.007022029720246792,-0.08261742442846298
silent,0.20958004891872406,0.061602767556905746,0.07498952001333237,0.15316762030124664,0.3576405942440033,0.1430872082710266,0.17999997735023499,0.20245704054832458,0.18041545152664185,0.11667241156101227
film,0.17442253232002258,0.055141352117061615,0.20460207760334015,0.24293163418769836,0.706394612789154,0.2004627138376236,0.24434618651866913,0.17437689006328583,0.17419393360614777,0.16369038820266724
studios,0.22037376463413239,0.051580291241407394,0.18675926327705383,0.14505156874656677,0.44278740882873535,0.21018020808696747,0.25763359665870667,0.15965642035007477,0.1946445107460022,0.16383133828639984
were,0.20713816583156586,0.007088581565767527,0.1986667513847351,0.33592689037323,0.14159062504768372,0.21656367182731628,0.25487732887268066,0.22298263013362885,0.11128851026296616,0.17890112102031708
established,0.0518689826130867,-0.05163693428039551,0.21596233546733856,0.1717284768819809,0.12214042246341705,0.18144948780536652,0.27238577604293823,0.14869536459445953,0.13882894814014435,0.15917523205280304
",",0.2837527096271515,-0.0016132977325469255,0.24107298254966736,0.4464869201183319,0.2246396839618683,0.290668249130249,0.48329564929008484,0.3087472915649414,0.2202284336090088,0.31091248989105225
earning,0.22490176558494568,0.01018267497420311,0.3494880497455597,0.35043564438819885,0.24119845032691956,0.6935282349586487,0.1392587274312973,0.12061654776334763,0.2457590103149414,0.1980265974998474
jacksonville,1.0000001192092896,0.02280956320464611,0.1379966139793396,0.28549739718437195,0.1726672202348709,0.25185343623161316,0.17523133754730225,0.14578714966773987,0.05796212702989578,0.1359667330980301
the,0.2176690250635147,-0.01540423184633255,0.24727706611156464,0.4739971458911896,0.23072484135627747,0.20168830454349518,0.6251175999641418,0.42745697498321533,0.27465343475341797,0.22068053483963013
title,0.05796212702989578,-0.01928652636706829,0.21144266426563263,0.2096623331308365,0.2157067209482193,0.1919819414615631,0.2083277851343155,0.205022931098938,0.9999999403953552,0.34551161527633667
of,0.23084138333797455,-0.03817026689648628,0.20717091858386993,0.4185989499092102,0.2151229828596115,0.2118282914161682,0.38761502504348755,0.33290785551071167,0.18969319760799408,0.1826142966747284
``,-0.023335522040724754,-0.03416389226913452,-0.023051224648952484,0.01270448137074709,-0.0733475610613823,0.015766408294439316,0.035206809639930725,0.008517155423760414,0.02549407258629799,0.0685480609536171
winter,0.1367608904838562,0.060355592519044876,0.13674296438694,0.22830931842327118,0.08389052003622055,0.11431639641523361,0.21152044832706451,0.12829793989658356,0.07506627589464188,0.1591269075870514
film,0.17442253232002258,0.055141352117061615,0.20460207760334015,0.24293163418769836,0.706394612789154,0.2004627138376236,0.24434618651866913,0.17437689006328583,0.17419393360614777,0.16369038820266724
capital,0.16369545459747314,0.01144334115087986,0.15032051503658295,0.16425155103206635,0.10912463814020157,0.12103492766618729,0.27145886421203613,0.17967931926250458,0.11530230939388275,0.0907452180981636
of,0.23084138333797455,-0.03817026689648628,0.20717091858386993,0.4185989499092102,0.2151229828596115,0.2118282914161682,0.38761502504348755,0.33290785551071167,0.18969319760799408,0.1826142966747284
the,0.2176690250635147,-0.01540423184633255,0.24727706611156464,0.4739971458911896,0.23072484135627747,0.20168830454349518,0.6251175999641418,0.42745697498321533,0.27465343475341797,0.22068053483963013
world,0.15096579492092133,0.11877062171697617,0.25433674454689026,0.2444595992565155,0.16390272974967957,0.2632344663143158,0.2775384485721588,0.21669597923755646,0.1886165738105774,0.17579582333564758
'',0.024820799008011818,-0.04859459400177002,-0.03166870400309563,-0.04479556903243065,0.06796708703041077,0.04648934677243233,-0.016964951530098915,0.08143015950918198,0.05258110910654068,0.018684765323996544
.,0.2843366861343384,-0.003708066651597619,0.24807576835155487,0.4726039469242096,0.226910799741745,0.26329654455184937,0.5593622326850891,0.3567904531955719,0.26782113313674927,0.4130953550338745
