,in,2004,the,orange,revolution,occurred,in,what,country,?
it,0.5130809545516968,-0.2718257009983063,0.6251175999641418,0.20390011370182037,0.2443300038576126,0.20880642533302307,0.5130809545516968,0.45803478360176086,0.2677888870239258,0.25732165575027466
has,0.4173259735107422,-0.21414001286029816,0.4177538752555847,0.1741209179162979,0.13146339356899261,0.19921322166919708,0.4173259735107422,0.20338068902492523,0.23112818598747253,0.15994466841220856
been,0.3515113592147827,-0.19996030628681183,0.3563927710056305,0.15150049328804016,0.1759459227323532,0.3598586618900299,0.3515113592147827,0.2567804455757141,0.22071953117847443,0.24354910850524902
used,0.3090210556983948,-0.22556620836257935,0.3718377649784088,0.19183513522148132,0.1403326392173767,0.2838096618652344,0.3090210556983948,0.27546408772468567,0.23837611079216003,0.22430120408535004
in,1.0,-0.20274123549461365,0.6662389636039734,0.20098833739757538,0.23010264337062836,0.3479720652103424,1.0,0.30808621644973755,0.3040012717247009,0.20430970191955566
many,0.41474202275276184,-0.1611904799938202,0.4335206151008606,0.16554947197437286,0.23340174555778503,0.24568422138690948,0.41474202275276184,0.36131182312965393,0.26946935057640076,0.2124512493610382
nonviolent,0.23583105206489563,-0.13578230142593384,0.23885348439216614,0.11946675926446915,0.37766632437705994,0.2066362053155899,0.23583105206489563,0.27531832456588745,0.1715981811285019,0.23365403711795807
resistance,0.19045913219451904,-0.019013112410902977,0.2521642744541168,0.1263187825679779,0.2818552255630493,0.15446750819683075,0.19045913219451904,0.1382468044757843,0.14998053014278412,0.026361597701907158
movements,0.23150597512722015,-0.1410757154226303,0.31594985723495483,0.02105289325118065,0.2873397767543793,0.15221434831619263,0.23150597512722015,0.23197974264621735,0.17097918689250946,0.1501890867948532
in,1.0,-0.20274123549461365,0.6662389636039734,0.20098833739757538,0.23010264337062836,0.3479720652103424,1.0,0.30808621644973755,0.3040012717247009,0.20430970191955566
india,0.27070173621177673,-0.13407321274280548,0.3108653426170349,0.1538093239068985,0.14069205522537231,0.1761021912097931,0.27070173621177673,0.23203566670417786,0.2727072238922119,0.10473668575286865
(,0.3087427020072937,-0.06200239062309265,0.33289089798927307,0.21359841525554657,0.18345169723033905,0.19396212697029114,0.3087427020072937,0.2411840260028839,0.1820623129606247,0.40561532974243164
gandhi,0.2202024757862091,0.07221680134534836,0.23259694874286652,0.051807500422000885,0.1954607367515564,0.1728898286819458,0.2202024757862091,0.23243291676044464,0.12316150218248367,0.18234050273895264
's,-0.037580832839012146,-0.06140275299549103,-0.01540423184633255,-0.1160522997379303,-0.031944599002599716,-0.034319814294576645,-0.037580832839012146,0.02692362666130066,0.0747150406241417,-0.023395681753754616
campaigns,0.26681122183799744,-0.06936068832874298,0.27786964178085327,0.08324823528528214,0.17990614473819733,0.20139946043491364,0.26681122183799744,0.20698273181915283,0.22617682814598083,0.13006390631198883
for,0.4322226941585541,-0.07952622324228287,0.4739971458911896,0.1734876185655594,0.1494327187538147,0.19633254408836365,0.4322226941585541,0.3017193675041199,0.2644098401069641,0.264628142118454
independence,0.25996696949005127,-0.037292201071977615,0.2836182415485382,0.16885332763195038,0.44560638070106506,0.25190526247024536,0.25996696949005127,0.24622133374214172,0.267470121383667,0.12301119416952133
from,0.4274188280105591,-0.1585446298122406,0.40150508284568787,0.19784091413021088,0.18298961222171783,0.1900612860918045,0.4274188280105591,0.2737620174884796,0.21630296111106873,0.19969791173934937
the,0.6662389636039734,-0.2467794269323349,1.0,0.20814983546733856,0.276140034198761,0.3372073173522949,0.6662389636039734,0.42745697498321533,0.30432501435279846,0.22068053483963013
british,0.23084034025669098,-0.03564412146806717,0.28973397612571716,0.10925401747226715,0.18547511100769043,0.10730833560228348,0.23084034025669098,0.19255435466766357,0.2571737766265869,0.09711728990077972
empire,0.24110576510429382,-0.0628570020198822,0.32532164454460144,0.1808282732963562,0.35245686769485474,0.1526968777179718,0.24110576510429382,0.21723191440105438,0.2728447914123535,0.14909450709819794
),0.3326910734176636,-0.05072841793298721,0.3456730246543884,0.21833035349845886,0.21217279136180878,0.18716245889663696,0.3326910734176636,0.26259949803352356,0.18773311376571655,0.42300865054130554
",",0.5201468467712402,-0.17696323990821838,0.4933079481124878,0.2978343665599823,0.26235419511795044,0.28958946466445923,0.5201468467712402,0.3087472915649414,0.27878350019454956,0.31091248989105225
in,1.0,-0.20274123549461365,0.6662389636039734,0.20098833739757538,0.23010264337062836,0.3479720652103424,1.0,0.30808621644973755,0.3040012717247009,0.20430970191955566
czechoslovakia,0.17862007021903992,0.010889080353081226,0.17898622155189514,0.08935151249170303,0.29921725392341614,0.14761659502983093,0.17862007021903992,0.14718355238437653,0.2677626311779022,0.14510126411914825
's,-0.037580832839012146,-0.06140275299549103,-0.01540423184633255,-0.1160522997379303,-0.031944599002599716,-0.034319814294576645,-0.037580832839012146,0.02692362666130066,0.0747150406241417,-0.023395681753754616
velvet,0.15152709186077118,0.03265160322189331,0.2813343107700348,0.19982165098190308,0.3004620671272278,0.13801077008247375,0.15152709186077118,0.08129110932350159,0.16029328107833862,0.08144046366214752
revolution,0.23010264337062836,-0.0007192054763436317,0.276140034198761,0.22315792739391327,0.9999999403953552,0.2556799650192261,0.23010264337062836,0.1946869045495987,0.23646266758441925,0.1727980077266693
and,0.4954058527946472,-0.1820128858089447,0.5171257257461548,0.2314995527267456,0.21575188636779785,0.21147121489048004,0.4954058527946472,0.31309178471565247,0.30884742736816406,0.20544172823429108
in,1.0,-0.20274123549461365,0.6662389636039734,0.20098833739757538,0.23010264337062836,0.3479720652103424,1.0,0.30808621644973755,0.3040012717247009,0.20430970191955566
east,0.32659441232681274,-0.1687696874141693,0.3383176326751709,0.20891332626342773,0.21471697092056274,0.21729423105716705,0.32659441232681274,0.19840149581432343,0.2239755243062973,0.10070597380399704
germany,0.3642844259738922,-0.06294912099838257,0.3181285262107849,0.16933751106262207,0.17184217274188995,0.1744491010904312,0.3642844259738922,0.21690446138381958,0.3162744343280792,0.1388660967350006
to,0.45010748505592346,-0.3218703269958496,0.535392165184021,0.21824884414672852,0.18777814507484436,0.16706319153308868,0.45010748505592346,0.455847829580307,0.31281599402427673,0.29463258385658264
oust,0.20459677278995514,0.05822080001235008,0.23557864129543304,0.08292075246572495,0.40308791399002075,0.22687555849552155,0.20459677278995514,0.18523606657981873,0.21964718401432037,0.128178209066391
their,0.34976133704185486,-0.14676374197006226,0.516537070274353,0.1995621919631958,0.18018534779548645,0.2131277620792389,0.34976133704185486,0.35142919421195984,0.2463577538728714,0.1898253709077835
communist,0.2044694870710373,0.03786158189177513,0.24560265243053436,0.09298740327358246,0.43398743867874146,0.13556447625160217,0.2044694870710373,0.1774516999721527,0.27175208926200867,0.13955675065517426
governments,0.26927295327186584,-0.12313362956047058,0.2835306227207184,0.19739553332328796,0.29630380868911743,0.2143828421831131,0.26927295327186584,0.2814749777317047,0.37259137630462646,0.18805137276649475
",",0.5201468467712402,-0.17696323990821838,0.4933079481124878,0.2978343665599823,0.26235419511795044,0.28958946466445923,0.5201468467712402,0.3087472915649414,0.27878350019454956,0.31091248989105225
in,1.0,-0.20274123549461365,0.6662389636039734,0.20098833739757538,0.23010264337062836,0.3479720652103424,1.0,0.30808621644973755,0.3040012717247009,0.20430970191955566
south,0.33642083406448364,-0.10351409018039703,0.3129390776157379,0.21104824542999268,0.15759308636188507,0.16880807280540466,0.33642083406448364,0.15388517081737518,0.3392798602581024,0.12336621433496475
africa,0.27806714177131653,-0.12230664491653442,0.2903064787387848,0.14491352438926697,0.1520828902721405,0.1869889497756958,0.27806714177131653,0.19696469604969025,0.3477110266685486,0.12926554679870605
in,1.0,-0.20274123549461365,0.6662389636039734,0.20098833739757538,0.23010264337062836,0.3479720652103424,1.0,0.30808621644973755,0.3040012717247009,0.20430970191955566
the,0.6662389636039734,-0.2467794269323349,1.0,0.20814983546733856,0.276140034198761,0.3372073173522949,0.6662389636039734,0.42745697498321533,0.30432501435279846,0.22068053483963013
fight,0.20735964179039001,-0.07820875197649002,0.28874441981315613,0.10863903909921646,0.2680797278881073,0.13186611235141754,0.20735964179039001,0.292800635099411,0.19448155164718628,0.16463038325309753
against,0.27273955941200256,-0.056494325399398804,0.3090755045413971,0.11464379727840424,0.21501266956329346,0.1864975094795227,0.27273955941200256,0.24561616778373718,0.15090151131153107,0.18095137178897858
apartheid,0.2299853265285492,-0.039298154413700104,0.2427075356245041,0.14975741505622864,0.2599836587905884,0.16955742239952087,0.2299853265285492,0.2113245278596878,0.24084527790546417,0.1311584711074829
",",0.5201468467712402,-0.17696323990821838,0.4933079481124878,0.2978343665599823,0.26235419511795044,0.28958946466445923,0.5201468467712402,0.3087472915649414,0.27878350019454956,0.31091248989105225
in,1.0,-0.20274123549461365,0.6662389636039734,0.20098833739757538,0.23010264337062836,0.3479720652103424,1.0,0.30808621644973755,0.3040012717247009,0.20430970191955566
the,0.6662389636039734,-0.2467794269323349,1.0,0.20814983546733856,0.276140034198761,0.3372073173522949,0.6662389636039734,0.42745697498321533,0.30432501435279846,0.22068053483963013
american,0.22871561348438263,0.0853506401181221,0.24562937021255493,0.17331929504871368,0.23687061667442322,0.12283068895339966,0.22871561348438263,0.1909721940755844,0.24713923037052155,0.18877598643302917
civil,0.26466667652130127,-0.0567830465734005,0.2477465271949768,0.11806199699640274,0.3380163013935089,0.20748260617256165,0.26466667652130127,0.15091551840305328,0.2076026201248169,0.1494513899087906
rights,0.17772755026817322,-0.11208781599998474,0.2579100430011749,0.15148943662643433,0.21864043176174164,0.13005882501602173,0.17772755026817322,0.2386135458946228,0.2157892882823944,0.21814769506454468
movement,0.26725053787231445,-0.11708854883909225,0.339571475982666,0.0482218936085701,0.31382355093955994,0.12563994526863098,0.26725053787231445,0.23934946954250336,0.21784192323684692,0.1423349231481552
",",0.5201468467712402,-0.17696323990821838,0.4933079481124878,0.2978343665599823,0.26235419511795044,0.28958946466445923,0.5201468467712402,0.3087472915649414,0.27878350019454956,0.31091248989105225
in,1.0,-0.20274123549461365,0.6662389636039734,0.20098833739757538,0.23010264337062836,0.3479720652103424,1.0,0.30808621644973755,0.3040012717247009,0.20430970191955566
the,0.6662389636039734,-0.2467794269323349,1.0,0.20814983546733856,0.276140034198761,0.3372073173522949,0.6662389636039734,0.42745697498321533,0.30432501435279846,0.22068053483963013
singing,0.2483518421649933,0.07384142279624939,0.20382609963417053,0.07986895740032196,0.11114846915006638,0.10190572589635849,0.2483518421649933,0.25204721093177795,0.2195853590965271,0.16125191748142242
revolution,0.23010264337062836,-0.0007192054763436317,0.276140034198761,0.22315792739391327,0.9999999403953552,0.2556799650192261,0.23010264337062836,0.1946869045495987,0.23646266758441925,0.1727980077266693
to,0.45010748505592346,-0.3218703269958496,0.535392165184021,0.21824884414672852,0.18777814507484436,0.16706319153308868,0.45010748505592346,0.455847829580307,0.31281599402427673,0.29463258385658264
bring,0.2299850881099701,-0.2039317637681961,0.31620702147483826,0.14799068868160248,0.1461983621120453,0.13939476013183594,0.2299850881099701,0.3273051679134369,0.23373830318450928,0.250621497631073
independence,0.25996696949005127,-0.037292201071977615,0.2836182415485382,0.16885332763195038,0.44560638070106506,0.25190526247024536,0.25996696949005127,0.24622133374214172,0.267470121383667,0.12301119416952133
to,0.45010748505592346,-0.3218703269958496,0.535392165184021,0.21824884414672852,0.18777814507484436,0.16706319153308868,0.45010748505592346,0.455847829580307,0.31281599402427673,0.29463258385658264
the,0.6662389636039734,-0.2467794269323349,1.0,0.20814983546733856,0.276140034198761,0.3372073173522949,0.6662389636039734,0.42745697498321533,0.30432501435279846,0.22068053483963013
baltic,0.27287811040878296,-0.19821418821811676,0.31626036763191223,0.2016472965478897,0.12080340087413788,0.19811339676380157,0.27287811040878296,0.13813510537147522,0.20304201543331146,0.06320890039205551
countries,0.3027990758419037,-0.11067549884319305,0.33290645480155945,0.18138568103313446,0.25073763728141785,0.23959733545780182,0.3027990758419037,0.22319257259368896,0.5439597368240356,0.15128466486930847
from,0.4274188280105591,-0.1585446298122406,0.40150508284568787,0.19784091413021088,0.18298961222171783,0.1900612860918045,0.4274188280105591,0.2737620174884796,0.21630296111106873,0.19969791173934937
the,0.6662389636039734,-0.2467794269323349,1.0,0.20814983546733856,0.276140034198761,0.3372073173522949,0.6662389636039734,0.42745697498321533,0.30432501435279846,0.22068053483963013
soviet,0.22826138138771057,-0.08007968962192535,0.2312941700220108,0.10784762352705002,0.3291117250919342,0.21205885708332062,0.22826138138771057,0.12922172248363495,0.27580127120018005,0.08693568408489227
union,0.22726479172706604,-0.13859014213085175,0.24421639740467072,0.11569111049175262,0.25367113947868347,0.12254361063241959,0.22726479172706604,0.1396910548210144,0.229777529835701,0.07797172665596008
",",0.5201468467712402,-0.17696323990821838,0.4933079481124878,0.2978343665599823,0.26235419511795044,0.28958946466445923,0.5201468467712402,0.3087472915649414,0.27878350019454956,0.31091248989105225
recently,0.32725074887275696,-0.1802094727754593,0.2774651348590851,0.17690157890319824,0.1241554394364357,0.2564080059528351,0.32725074887275696,0.2653191089630127,0.1634390950202942,0.18352322280406952
with,0.4080928862094879,-0.23114067316055298,0.4223487675189972,0.1949840486049652,0.17262804508209229,0.17290179431438446,0.4080928862094879,0.2464839518070221,0.24760155379772186,0.2433311939239502
the,0.6662389636039734,-0.2467794269323349,1.0,0.20814983546733856,0.276140034198761,0.3372073173522949,0.6662389636039734,0.42745697498321533,0.30432501435279846,0.22068053483963013
2003,-0.1320333480834961,0.44599777460098267,-0.14761915802955627,-0.017490437254309654,-0.050171930342912674,-0.1610228270292282,-0.1320333480834961,-0.17906495928764343,-0.07027972489595413,-0.17560148239135742
rose,0.24995949864387512,-0.05808541923761368,0.28326278924942017,0.2620391249656677,0.26517266035079956,0.11017239093780518,0.24995949864387512,0.13161541521549225,0.162543386220932,0.11847885698080063
revolution,0.23010264337062836,-0.0007192054763436317,0.276140034198761,0.22315792739391327,0.9999999403953552,0.2556799650192261,0.23010264337062836,0.1946869045495987,0.23646266758441925,0.1727980077266693
in,1.0,-0.20274123549461365,0.6662389636039734,0.20098833739757538,0.23010264337062836,0.3479720652103424,1.0,0.30808621644973755,0.3040012717247009,0.20430970191955566
georgia,0.21840400993824005,-0.12858495116233826,0.22469212114810944,0.2249826341867447,0.1616816222667694,0.12705953419208527,0.21840400993824005,0.2098073810338974,0.2847081422805786,0.14345775544643402
and,0.4954058527946472,-0.1820128858089447,0.5171257257461548,0.2314995527267456,0.21575188636779785,0.21147121489048004,0.4954058527946472,0.31309178471565247,0.30884742736816406,0.20544172823429108
the,0.6662389636039734,-0.2467794269323349,1.0,0.20814983546733856,0.276140034198761,0.3372073173522949,0.6662389636039734,0.42745697498321533,0.30432501435279846,0.22068053483963013
2004,-0.20274123549461365,1.0000001192092896,-0.2467794269323349,-0.11057502776384354,-0.0007192054763436317,-0.23551155626773834,-0.20274123549461365,-0.2636275589466095,-0.09048629552125931,-0.15923042595386505
orange,0.20098833739757538,-0.11057502776384354,0.20814983546733856,0.9999999403953552,0.22315792739391327,0.06275561451911926,0.20098833739757538,0.18341036140918732,0.1665465086698532,0.1066059097647667
revolution,0.23010264337062836,-0.0007192054763436317,0.276140034198761,0.22315792739391327,0.9999999403953552,0.2556799650192261,0.23010264337062836,0.1946869045495987,0.23646266758441925,0.1727980077266693
in,1.0,-0.20274123549461365,0.6662389636039734,0.20098833739757538,0.23010264337062836,0.3479720652103424,1.0,0.30808621644973755,0.3040012717247009,0.20430970191955566
ukraine,0.24346031248569489,-0.1185557171702385,0.23817399144172668,0.14049378037452698,0.24736949801445007,0.23948049545288086,0.24346031248569489,0.22203432023525238,0.26989156007766724,0.1616296023130417
",",0.5201468467712402,-0.17696323990821838,0.4933079481124878,0.2978343665599823,0.26235419511795044,0.28958946466445923,0.5201468467712402,0.3087472915649414,0.27878350019454956,0.31091248989105225
among,0.3211768567562103,-0.06120556592941284,0.3507058024406433,0.1071314886212349,0.12483794242143631,0.18263466656208038,0.3211768567562103,0.21154822409152985,0.15550369024276733,0.14343059062957764
other,0.39989137649536133,-0.2586984932422638,0.44152235984802246,0.18665827810764313,0.20842185616493225,0.20646274089813232,0.39989137649536133,0.341873437166214,0.28020480275154114,0.24682199954986572
various,0.266343355178833,-0.1441037803888321,0.3235042691230774,0.19861644506454468,0.1849607676267624,0.19765575230121613,0.266343355178833,0.26045072078704834,0.17515665292739868,0.12823495268821716
movements,0.23150597512722015,-0.1410757154226303,0.31594985723495483,0.02105289325118065,0.2873397767543793,0.15221434831619263,0.23150597512722015,0.23197974264621735,0.17097918689250946,0.1501890867948532
worldwide,0.30781108140945435,-0.04565051943063736,0.2698158025741577,0.19099341332912445,0.1724265217781067,0.22120606899261475,0.30781108140945435,0.20704631507396698,0.2355860471725464,0.2253960371017456
.,0.5591574311256409,-0.23090453445911407,0.5934505462646484,0.30192962288856506,0.2770307958126068,0.2029680609703064,0.5591574311256409,0.3567904531955719,0.26130348443984985,0.4130953550338745
