,what,was,genghis,khan,'s,tribes,burial,custom,?
years,0.1981470286846161,0.35855233669281006,0.25086215138435364,0.15620282292366028,0.05563735216856003,0.14134742319583893,0.21171654760837555,0.12505073845386505,0.1914375126361847
before,0.3801657259464264,0.38607707619667053,0.21553796529769897,0.13899727165699005,-0.01158253662288189,0.16587425768375397,0.1457555741071701,0.2347228229045868,0.2507109045982361
his,0.26976513862609863,0.4405253231525421,0.3744826912879944,0.26570460200309753,0.047556519508361816,0.13524490594863892,0.2313334345817566,0.16014625132083893,0.18075084686279297
death,0.2267695665359497,0.28516459465026855,0.28730303049087524,0.14168724417686462,0.07207932323217392,0.05145144835114479,0.3061933219432831,0.12690068781375885,0.21149799227714539
",",0.3087472915649414,0.45456063747406006,0.2891939878463745,0.19700400531291962,-0.0016132977325469255,0.19590550661087036,0.2167155146598816,0.21102048456668854,0.31091248989105225
genghis,0.24369274079799652,0.3037589192390442,1.0,0.5896923542022705,0.031423866748809814,0.4128517806529999,0.2772968113422394,0.12663210928440094,0.18813461065292358
khan,0.16476042568683624,0.23483267426490784,0.5896923542022705,1.0,0.05307086929678917,0.2990405559539795,0.10242138803005219,0.05959136411547661,0.12862591445446014
asked,0.3468177318572998,0.368498295545578,0.12639667093753815,0.10630794614553452,0.03345930203795433,0.12310516834259033,0.10972706973552704,0.13282980024814606,0.28475281596183777
to,0.455847829580307,0.3636345863342285,0.2294713407754898,0.18221943080425262,0.03782717138528824,0.23350952565670013,0.19511598348617554,0.2791418433189392,0.29463258385658264
be,0.3929833769798279,0.42228707671165466,0.16810378432273865,0.19255778193473816,0.025217169895768166,0.1665801852941513,0.1791307032108307,0.26949623227119446,0.3324260413646698
buried,0.1688523143529892,0.28686758875846863,0.25133416056632996,0.0911133736371994,-0.04317710921168327,0.09613174945116043,0.7192270755767822,0.11297337710857391,0.18487362563610077
without,0.3181614279747009,0.18635936081409454,0.11982619017362595,0.12547244131565094,-0.0613141804933548,0.09109215438365936,0.07803989946842194,0.20823507010936737,0.2928665280342102
markings,0.21308578550815582,0.10893522948026657,0.2060423493385315,0.11488901823759079,-0.02023165114223957,0.17491485178470612,0.1514587104320526,0.269430935382843,0.14132197201251984
",",0.3087472915649414,0.45456063747406006,0.2891939878463745,0.19700400531291962,-0.0016132977325469255,0.19590550661087036,0.2167155146598816,0.21102048456668854,0.31091248989105225
according,0.2776208221912384,0.31116798520088196,0.25313591957092285,0.12182368338108063,-0.0037221983075141907,0.2755507528781891,0.19014017283916473,0.2130219042301178,0.21173474192619324
to,0.455847829580307,0.3636345863342285,0.2294713407754898,0.18221943080425262,0.03782717138528824,0.23350952565670013,0.19511598348617554,0.2791418433189392,0.29463258385658264
the,0.42745697498321533,0.48711544275283813,0.3448939025402069,0.21067845821380615,-0.01540423184633255,0.26830655336380005,0.23356176912784576,0.20443080365657806,0.22068053483963013
customs,0.2684868574142456,0.19209906458854675,0.2112130969762802,0.11951613426208496,0.042151227593421936,0.3034307658672333,0.2434854507446289,0.6383763551712036,0.19795118272304535
of,0.33290785551071167,0.4069072902202606,0.2938849925994873,0.17124508321285248,-0.03817026689648628,0.21502000093460083,0.22971592843532562,0.19009807705879211,0.1826142966747284
his,0.26976513862609863,0.4405253231525421,0.3744826912879944,0.26570460200309753,0.047556519508361816,0.13524490594863892,0.2313334345817566,0.16014625132083893,0.18075084686279297
tribe,0.2215883582830429,0.18090631067752838,0.3625386655330658,0.3117479681968689,0.067699134349823,0.8192340731620789,0.17273785173892975,0.18236961960792542,0.11037874221801758
.,0.3567904531955719,0.40146201848983765,0.25373268127441406,0.19819748401641846,-0.003708066651597619,0.10744687169790268,0.18758666515350342,0.19973470270633698,0.4130953550338745
