,how,did,chinese,medicine,spread,?
under,0.23006081581115723,0.20815621316432953,0.16497169435024261,0.15717294812202454,0.19900503754615784,0.18233340978622437
the,0.33890387415885925,0.34736719727516174,0.2785343527793884,0.19564834237098694,0.28994160890579224,0.22068053483963013
mongols,0.14048407971858978,0.21908389031887054,0.37191540002822876,0.20160916447639465,0.23548276722431183,0.11517509818077087
",",0.22659391164779663,0.3015086054801941,0.2697280943393707,0.2526143491268158,0.24950742721557617,0.31091248989105225
the,0.33890387415885925,0.34736719727516174,0.2785343527793884,0.19564834237098694,0.28994160890579224,0.22068053483963013
practice,0.2731030285358429,0.256716251373291,0.21520498394966125,0.24359269440174103,0.22415532171726227,0.21386858820915222
of,0.2480744868516922,0.2513895630836487,0.24275560677051544,0.20997224748134613,0.2895529866218567,0.1826142966747284
chinese,0.21388240158557892,0.19065357744693756,1.0000001192092896,0.19321709871292114,0.12872350215911865,0.20843194425106049
medicine,0.19366127252578735,0.15566666424274445,0.19321709871292114,1.0,0.11206379532814026,0.14826606214046478
spread,0.22865283489227295,0.1917719841003418,0.12872350215911865,0.11206379532814026,1.0,0.16482828557491302
to,0.44169697165489197,0.4452643394470215,0.17416036128997803,0.1913563460111618,0.2748686373233795,0.29463258385658264
other,0.3591516315937042,0.31707024574279785,0.24839939177036285,0.18282195925712585,0.30261480808258057,0.24682199954986572
parts,0.264614999294281,0.19881683588027954,0.09690360724925995,0.09873363375663757,0.2672539949417114,0.12310896813869476
of,0.2480744868516922,0.2513895630836487,0.24275560677051544,0.20997224748134613,0.2895529866218567,0.1826142966747284
the,0.33890387415885925,0.34736719727516174,0.2785343527793884,0.19564834237098694,0.28994160890579224,0.22068053483963013
empire,0.14771032333374023,0.18850058317184448,0.19877436757087708,0.13606911897659302,0.2829723060131073,0.14909450709819794
.,0.3287222981452942,0.35288307070732117,0.25441038608551025,0.242958664894104,0.2690257728099823,0.4130953550338745
,how,did,chinese,medicine,spread,?
all,0.3725806474685669,0.33943864703178406,0.20134666562080383,0.1450733095407486,0.2652771770954132,0.29575422406196594
four,0.1955733299255371,0.20222175121307373,0.1430879831314087,0.08809544891119003,0.10844369977712631,0.14532537758350372
schools,0.12874440848827362,0.20622693002223969,0.19302847981452942,0.21150217950344086,0.23594485223293304,0.18349280953407288
were,0.2082374095916748,0.4162326455116272,0.22925853729248047,0.10519751161336899,0.19662760198116302,0.17890112102031708
based,0.29692843556404114,0.15722841024398804,0.1565990298986435,0.10833023488521576,0.09838022291660309,0.134929820895195
on,0.32655060291290283,0.2670976221561432,0.13115563988685608,0.14022082090377808,0.20659995079040527,0.2714994251728058
the,0.33890387415885925,0.34736719727516174,0.2785343527793884,0.19564834237098694,0.28994160890579224,0.22068053483963013
same,0.28913575410842896,0.3097444474697113,0.17359629273414612,0.09127110987901688,0.16281534731388092,0.22649677097797394
intellectual,0.24660485982894897,0.17437465488910675,0.24390363693237305,0.18202494084835052,0.18321534991264343,0.16475045680999756
foundation,0.20461364090442657,0.11260227859020233,0.11280032992362976,0.19789332151412964,0.20341846346855164,0.1791457086801529
",",0.22659391164779663,0.3015086054801941,0.2697280943393707,0.2526143491268158,0.24950742721557617,0.31091248989105225
but,0.43101516366004944,0.49033689498901367,0.19667485356330872,0.13965746760368347,0.23022256791591644,0.27921953797340393
advocated,0.12829236686229706,0.23210293054580688,0.14856331050395966,0.19015555083751678,0.2343137115240097,0.13670940697193146
different,0.411273330450058,0.2713320553302765,0.21757887303829193,0.14618676900863647,0.32310858368873596,0.24476227164268494
theoretical,0.2689230442047119,0.16705869138240814,0.16420403122901917,0.34565940499305725,0.08724528551101685,0.14929188787937164
approaches,0.30376937985420227,0.15732000768184662,0.18100939691066742,0.23783107101917267,0.12930622696876526,0.16919754445552826
toward,0.2529335618019104,0.1586475372314453,0.14317044615745544,0.09103403985500336,0.24647189676761627,0.09989774227142334
medicine,0.19366127252578735,0.15566666424274445,0.19321709871292114,1.0,0.11206379532814026,0.14826606214046478
.,0.3287222981452942,0.35288307070732117,0.25441038608551025,0.242958664894104,0.2690257728099823,0.4130953550338745
