,in,which,regions,in,particular,did,genghis,khan,'s,armies,massacre,civilians,?
these,0.3791837692260742,0.5959210991859436,0.3454849123954773,0.3791837692260742,0.4429715573787689,0.38755595684051514,0.1986008733510971,0.11746466159820557,0.026068098843097687,0.26467597484588623,0.1269872784614563,0.3030003011226654,0.2571668326854706
campaigns,0.26681122183799744,0.2189890295267105,0.2706058919429779,0.26681122183799744,0.2053692489862442,0.19866736233234406,0.2836119830608368,0.20651781558990479,0.00899916235357523,0.45074722170829773,0.18023206293582916,0.2964368462562561,0.13006390631198883
were,0.3815755248069763,0.2807837128639221,0.21177682280540466,0.3815755248069763,0.16889546811580658,0.4162326455116272,0.25783681869506836,0.12865866720676422,0.007088581565767527,0.310856431722641,0.2701851725578308,0.38964492082595825,0.17890112102031708
often,0.3380797803401947,0.5498976707458496,0.24772430956363678,0.3380797803401947,0.4760386049747467,0.26973026990890503,0.16341225802898407,0.14198026061058044,0.05346176400780678,0.21408900618553162,0.11123232543468475,0.1932615488767624,0.23748154938220978
accompanied,0.18386249244213104,0.33597803115844727,0.18401621282100677,0.18386249244213104,0.31003522872924805,0.19585031270980835,0.20062655210494995,0.17003440856933594,-0.01453784666955471,0.1801510751247406,0.1317291259765625,0.09515132755041122,0.14135776460170746
by,0.370934396982193,0.40543368458747864,0.19794204831123352,0.370934396982193,0.2932211756706238,0.18574509024620056,0.22102472186088562,0.13558374345302582,-0.010884488001465797,0.2393488734960556,0.17376504838466644,0.23726558685302734,0.17966607213020325
wholesale,0.2396775633096695,0.3008609712123871,0.15290622413158417,0.2396775633096695,0.33668094873428345,0.18972039222717285,0.13120245933532715,0.17146539688110352,0.01381632499396801,0.16818493604660034,0.13116228580474854,0.2467406839132309,0.29312044382095337
massacres,0.2390798032283783,0.16907867789268494,0.26343441009521484,0.2390798032283783,0.14090970158576965,0.16713634133338928,0.29200950264930725,0.16458146274089813,0.0014748073881492019,0.3491934537887573,0.9225928783416748,0.5445666313171387,0.20204561948776245
of,0.5696388483047485,0.5011631846427917,0.3694140613079071,0.5696388483047485,0.3490585684776306,0.2513895630836487,0.2938849925994873,0.17124508321285248,-0.03817026689648628,0.251925528049469,0.20526865124702454,0.23757900297641754,0.1826142966747284
the,0.6662389636039734,0.6521818041801453,0.36158451437950134,0.6662389636039734,0.4066357910633087,0.34736719727516174,0.3448939025402069,0.21067845821380615,-0.01540423184633255,0.33505764603614807,0.23870180547237396,0.2595169246196747,0.22068053483963013
civilian,0.2745838761329651,0.1849890649318695,0.17335791885852814,0.2745838761329651,0.1703963428735733,0.16910691559314728,0.19349044561386108,0.1886126548051834,0.01640578731894493,0.31373780965805054,0.27436503767967224,0.8100212216377258,0.10538440197706223
populations,0.29535284638404846,0.2758159041404724,0.389533132314682,0.29535284638404846,0.275861918926239,0.10798442363739014,0.18565700948238373,0.08389148116111755,0.025511939078569412,0.18785575032234192,0.14108508825302124,0.280843049287796,0.17519071698188782
–,0.23687128722667694,0.12425179779529572,0.09511057287454605,0.23687128722667694,0.06532443314790726,0.2259434312582016,0.2720588743686676,0.15863238275051117,0.02811010740697384,0.1796385496854782,0.17533805966377258,0.1193443015217781,0.2714554965496063
especially,0.3526567816734314,0.4690455496311188,0.2920537292957306,0.3526567816734314,0.5384184122085571,0.26305219531059265,0.18757009506225586,0.1246158555150032,0.024765467271208763,0.22867260873317719,0.14661173522472382,0.2489018589258194,0.19751401245594025
in,1.0,0.4840516746044159,0.3232547640800476,1.0,0.3090636432170868,0.2593238651752472,0.224680557847023,0.1527150720357895,-0.037580832839012146,0.23347583413124084,0.223619282245636,0.27921220660209656,0.20430970191955566
the,0.6662389636039734,0.6521818041801453,0.36158451437950134,0.6662389636039734,0.4066357910633087,0.34736719727516174,0.3448939025402069,0.21067845821380615,-0.01540423184633255,0.33505764603614807,0.23870180547237396,0.2595169246196747,0.22068053483963013
khwarezmian,0.21886314451694489,0.3381865918636322,0.2075972557067871,0.21886314451694489,0.281266987323761,0.18365859985351562,0.6046951413154602,0.6125281453132629,0.08423612266778946,0.2600783109664917,0.2527058720588684,0.2479601800441742,0.19198301434516907
and,0.4954058527946472,0.506277859210968,0.30318012833595276,0.4954058527946472,0.29526737332344055,0.34479495882987976,0.26551535725593567,0.22885166108608246,0.06895173341035843,0.25451672077178955,0.1109970360994339,0.2410358488559723,0.20544172823429108
xia,0.152571901679039,0.17028124630451202,0.1529379040002823,0.152571901679039,0.15903016924858093,0.15695606172084808,0.42225655913352966,0.2651960253715515,0.0032186724711209536,0.19521313905715942,0.12320047616958618,0.19834882020950317,0.26388657093048096
controlled,0.2597082853317261,0.3308013081550598,0.2904603183269501,0.2597082853317261,0.21420995891094208,0.22843453288078308,0.17708024382591248,0.07953987270593643,0.04226101562380791,0.2979069650173187,0.18406793475151062,0.25853022933006287,0.1105743944644928
lands,0.22373557090759277,0.20246481895446777,0.3060373067855835,0.22373557090759277,0.11274552345275879,0.16305740177631378,0.2540726661682129,0.13215027749538422,0.03704614192247391,0.30774518847465515,0.10852351039648056,0.23442389070987701,0.10082722455263138
.,0.5591574311256409,0.45942068099975586,0.25618889927864075,0.5591574311256409,0.28589439392089844,0.35288307070732117,0.25373268127441406,0.19819748401641846,-0.003708066651597619,0.22485259175300598,0.17124898731708527,0.21970398724079132,0.4130953550338745
,in,which,regions,in,particular,did,genghis,khan,'s,armies,massacre,civilians,?
these,0.3791837692260742,0.5959210991859436,0.3454849123954773,0.3791837692260742,0.4429715573787689,0.38755595684051514,0.1986008733510971,0.11746466159820557,0.026068098843097687,0.26467597484588623,0.1269872784614563,0.3030003011226654,0.2571668326854706
included,0.32433560490608215,0.319993793964386,0.1732918620109558,0.32433560490608215,0.30536988377571106,0.32908451557159424,0.21025343239307404,0.1213107630610466,-0.041006240993738174,0.18655841052532196,0.16822457313537598,0.2328174114227295,0.14385655522346497
raids,0.26679521799087524,0.243235781788826,0.16161000728607178,0.26679521799087524,0.154863640666008,0.1849043220281601,0.40912961959838867,0.2552732825279236,0.01074194349348545,0.4405221939086914,0.3276161551475525,0.4366614520549774,0.12132129818201065
or,0.3586423695087433,0.5105096101760864,0.26926496624946594,0.3586423695087433,0.4743972718715668,0.28211739659309387,0.1795828640460968,0.20532798767089844,0.06871571391820908,0.22281816601753235,0.13295455276966095,0.22631244361400604,0.32389625906944275
invasions,0.26841801404953003,0.25195473432540894,0.31982314586639404,0.26841801404953003,0.1701119840145111,0.18643422424793243,0.41366249322891235,0.2538023591041565,-0.05210135504603386,0.5052528381347656,0.2992260456085205,0.3650951087474823,0.18656694889068604
of,0.5696388483047485,0.5011631846427917,0.3694140613079071,0.5696388483047485,0.3490585684776306,0.2513895630836487,0.2938849925994873,0.17124508321285248,-0.03817026689648628,0.251925528049469,0.20526865124702454,0.23757900297641754,0.1826142966747284
