,what,actor,played,the,valeyard,?
another,0.4190070629119873,0.15628588199615479,0.16834372282028198,0.5019711852073669,0.24858242273330688,0.295511931180954
example,0.3456268310546875,0.16004745662212372,0.13009411096572876,0.3755223751068115,0.17153014242649078,0.30374911427497864
is,0.28837618231773376,0.16468456387519836,0.2258751392364502,0.5823672413825989,0.26826012134552,0.22961433231830597
from,0.2737620174884796,0.12906111776828766,0.15411217510700226,0.40150508284568787,0.2405044585466385,0.19969791173934937
the,0.42745697498321533,0.1662968546152115,0.2603478729724884,1.0,0.31993159651756287,0.22068053483963013
1986,0.02868538349866867,0.013144870288670063,-0.09170813113451004,0.11024544388055801,-0.01809103600680828,0.14247135818004608
serial,0.1661187708377838,0.21808865666389465,0.20023080706596375,0.1900636851787567,0.21729212999343872,0.15233060717582703
the,0.42745697498321533,0.1662968546152115,0.2603478729724884,1.0,0.31993159651756287,0.22068053483963013
trial,0.2327587604522705,0.1447691172361374,0.15846209228038788,0.20843634009361267,0.16962848603725433,0.16902455687522888
of,0.33290785551071167,0.14881062507629395,0.21120788156986237,0.733189046382904,0.25672921538352966,0.1826142966747284
a,0.3320399522781372,0.19491945207118988,0.2472371906042099,0.5829201340675354,0.30818888545036316,0.23916715383529663
time,0.36319252848625183,0.16239459812641144,0.23190173506736755,0.43061500787734985,0.2511240839958191,0.27391523122787476
lord,0.15077504515647888,0.19811967015266418,0.10205631703138351,0.2489406019449234,0.2856813371181488,0.09544310718774796
",",0.3087472915649414,0.29684963822364807,0.2987361550331116,0.4933079481124878,0.34452691674232483,0.31091248989105225
where,0.4457937180995941,0.17458096146583557,0.20490321516990662,0.5003893971443176,0.3179146945476532,0.24793872237205505
michael,0.12049687653779984,0.29741373658180237,0.15722274780273438,0.21768254041671753,0.2690536379814148,0.0667748749256134
jayston,0.15044553577899933,0.30820268392562866,0.24516575038433075,0.2558901906013489,0.4259389042854309,0.1752304583787918
portrayed,0.15370509028434753,0.4063538908958435,0.41575145721435547,0.2243347316980362,0.3028697967529297,0.10189887881278992
the,0.42745697498321533,0.1662968546152115,0.2603478729724884,1.0,0.31993159651756287,0.22068053483963013
valeyard,0.2207721322774887,0.3838604986667633,0.2514037489891052,0.31993159651756287,1.0,0.14485061168670654
",",0.3087472915649414,0.29684963822364807,0.2987361550331116,0.4933079481124878,0.34452691674232483,0.31091248989105225
who,0.40942975878715515,0.24853737652301788,0.26104769110679626,0.3733934462070465,0.3029053509235382,0.26220351457595825
is,0.28837618231773376,0.16468456387519836,0.2258751392364502,0.5823672413825989,0.26826012134552,0.22961433231830597
described,0.22590412199497223,0.14383825659751892,0.2095412164926529,0.2878154516220093,0.13160082697868347,0.1374269425868988
as,0.31749409437179565,0.2530336081981659,0.27623358368873596,0.48381632566452026,0.23754113912582397,0.27043893933296204
an,0.2821882665157318,0.1691036969423294,0.16061121225357056,0.4207492768764496,0.22610421478748322,0.19793890416622162
amalgamation,0.24823671579360962,0.08377087116241455,0.18892452120780945,0.3444547653198242,0.18803343176841736,0.12149957567453384
of,0.33290785551071167,0.14881062507629395,0.21120788156986237,0.733189046382904,0.25672921538352966,0.1826142966747284
the,0.42745697498321533,0.1662968546152115,0.2603478729724884,1.0,0.31993159651756287,0.22068053483963013
darker,0.22355221211910248,0.12662547826766968,0.1791704297065735,0.2918477952480316,0.13700544834136963,0.13548153638839722
sides,0.2306775599718094,0.12014813721179962,0.18331125378608704,0.3694373369216919,0.21271046996116638,0.09230148047208786
of,0.33290785551071167,0.14881062507629395,0.21120788156986237,0.733189046382904,0.25672921538352966,0.1826142966747284
the,0.42745697498321533,0.1662968546152115,0.2603478729724884,1.0,0.31993159651756287,0.22068053483963013
doctor,0.20870667695999146,0.24602581560611725,0.20600740611553192,0.2820442318916321,0.3001672327518463,0.1462511420249939
's,0.02692362666130066,0.02217998169362545,0.03920676186680794,-0.01540423184633255,0.02244831807911396,-0.023395681753754616
nature,0.2566179633140564,0.04501855745911598,0.0570342056453228,0.19596898555755615,0.1629246026277542,0.17397694289684296
",",0.3087472915649414,0.29684963822364807,0.2987361550331116,0.4933079481124878,0.34452691674232483,0.31091248989105225
somewhere,0.4753977358341217,0.2127881795167923,0.11473563313484192,0.31683439016342163,0.3068595230579376,0.4073143005371094
between,0.2462156116962433,0.12844622135162354,0.19482924044132233,0.39067012071609497,0.1804952621459961,0.12887074053287506
his,0.26976513862609863,0.2783326208591461,0.2874697744846344,0.4394008219242096,0.34037715196609497,0.18075084686279297
twelfth,0.15862415730953217,0.10775244235992432,0.18331891298294067,0.36835214495658875,0.2912997603416443,0.07638096809387207
and,0.31309178471565247,0.22134684026241302,0.268975168466568,0.5171257257461548,0.32327917218208313,0.20544172823429108
final,0.20972409844398499,0.1227717250585556,0.26572006940841675,0.3543182611465454,0.19789306819438934,0.17315025627613068
incarnation,0.2737259864807129,0.15351128578186035,0.17898453772068024,0.3089248239994049,0.2832340896129608,0.20495687425136566
.,0.3567904531955719,0.19830204546451569,0.2876244783401489,0.5934505462646484,0.28922876715660095,0.4130953550338745
