,which,carolina,panthers,team,member,was,picked,as,the,team,'s,mvp,in,2015,?
the,0.6521818041801453,0.24749229848384857,0.2602776288986206,0.22564226388931274,0.2806392312049866,0.48711544275283813,0.32128480076789856,0.48381632566452026,1.0,0.22564226388931274,-0.01540423184633255,0.19830666482448578,0.6662389636039734,0.1466771513223648,0.22068053483963013
panthers,0.2003214955329895,0.4154948592185974,0.9999999403953552,0.333659291267395,0.2323940247297287,0.2605615258216858,0.2964138388633728,0.2052529901266098,0.2602776288986206,0.333659291267395,0.06940732896327972,0.3432699143886566,0.2115829735994339,0.03439202532172203,0.16608978807926178
finished,0.2314423769712448,0.12738505005836487,0.2405824065208435,0.2718241810798645,0.11637985706329346,0.3428505063056946,0.26770249009132385,0.17683134973049164,0.2754973769187927,0.2718241810798645,0.008866960182785988,0.20050527155399323,0.2933714687824249,0.08713356405496597,0.14789283275604248
the,0.6521818041801453,0.24749229848384857,0.2602776288986206,0.22564226388931274,0.2806392312049866,0.48711544275283813,0.32128480076789856,0.48381632566452026,1.0,0.22564226388931274,-0.01540423184633255,0.19830666482448578,0.6662389636039734,0.1466771513223648,0.22068053483963013
regular,0.35800397396087646,0.14601212739944458,0.2117871195077896,0.2476644068956375,0.18837958574295044,0.15137939155101776,0.24034754931926727,0.2797011435031891,0.3214086890220642,0.2476644068956375,0.04493177309632301,0.2079116255044937,0.23172755539417267,-0.06340658664703369,0.18334713578224182
season,0.20103639364242554,0.2196287363767624,0.3867887854576111,0.3451383709907532,0.10397703945636749,0.24797968566417694,0.2662527859210968,0.22911055386066437,0.2507155239582062,0.3451383709907532,0.06624794006347656,0.3380318582057953,0.2184021919965744,-0.03830436244606972,0.16793298721313477
with,0.46403205394744873,0.1565731316804886,0.23276561498641968,0.21111343801021576,0.1763933300971985,0.27411898970603943,0.2869527041912079,0.40387406945228577,0.4223487675189972,0.21111343801021576,-0.04624466598033905,0.18284384906291962,0.4080928862094879,-0.05818283185362816,0.2433311939239502
a,0.56894451379776,0.1979188621044159,0.2255268394947052,0.19125498831272125,0.24081070721149445,0.4508470594882965,0.2569864094257355,0.39550232887268066,0.5829201340675354,0.19125498831272125,0.04866964742541313,0.14026007056236267,0.539380669593811,-0.008371892385184765,0.23916715383529663
15–1,-0.2142414003610611,0.0018545961938798428,0.03621317446231842,-0.050959035754203796,-0.025325048714876175,-0.1326320916414261,-0.12663963437080383,-0.12958310544490814,-0.2592649459838867,-0.050959035754203796,0.031025420874357224,0.039528921246528625,-0.21467117965221405,0.30576688051223755,0.04290514066815376
record,0.2531338036060333,0.18296502530574799,0.218548983335495,0.19106104969978333,0.20208296179771423,0.2787264287471771,0.18419621884822845,0.16795684397220612,0.23569516837596893,0.19106104969978333,0.05960977077484131,0.22171607613563538,0.23162534832954407,0.022880665957927704,0.14407116174697876
",",0.3658004403114319,0.2566046118736267,0.2494642585515976,0.21287471055984497,0.25757819414138794,0.45456063747406006,0.22014860808849335,0.48816442489624023,0.4933079481124878,0.21287471055984497,-0.0016132977325469255,0.2245774120092392,0.5201468467712402,0.06568983197212219,0.31091248989105225
and,0.506277859210968,0.22423055768013,0.2230100929737091,0.22394508123397827,0.28606608510017395,0.3740963041782379,0.27857691049575806,0.49487000703811646,0.5171257257461548,0.22394508123397827,0.06895173341035843,0.16702094674110413,0.4954058527946472,0.015077123418450356,0.20544172823429108
quarterback,0.15399044752120972,0.29357412457466125,0.46138665080070496,0.3737379014492035,0.2611601650714874,0.24103644490242004,0.3074774742126465,0.2484835833311081,0.23757418990135193,0.3737379014492035,-0.05772290751338005,0.49506956338882446,0.17283181846141815,-0.07722106575965881,0.13221268355846405
cam,0.17456595599651337,0.24404369294643402,0.32430368661880493,0.1980101615190506,0.09031407535076141,0.17764709889888763,0.04791475087404251,0.19909058511257172,0.18275147676467896,0.1980101615190506,0.07134929299354553,0.16462908685207367,0.17906330525875092,-0.0011327267857268453,0.1622646003961563
newton,0.1681050956249237,0.2037651538848877,0.2555108666419983,0.10991428047418594,0.13565531373023987,0.25264593958854675,0.11323507875204086,0.18695951998233795,0.1876603662967682,0.10991428047418594,0.027833467349410057,0.17803668975830078,0.23639483749866486,0.04000600054860115,0.09645649790763855
was,0.2830964922904968,0.26687008142471313,0.2605615258216858,0.13986483216285706,0.31559354066848755,1.0000001192092896,0.26922017335891724,0.3677520453929901,0.48711544275283813,0.13986483216285706,0.008974763564765453,0.23143374919891357,0.45514053106307983,0.14799827337265015,0.18412111699581146
named,0.3135877251625061,0.18163517117500305,0.18414606153964996,0.1624852418899536,0.17023247480392456,0.37528327107429504,0.2567703425884247,0.2754245400428772,0.3521348536014557,0.1624852418899536,-0.06022389233112335,0.25624191761016846,0.28130269050598145,0.11808761954307556,0.1297498345375061
the,0.6521818041801453,0.24749229848384857,0.2602776288986206,0.22564226388931274,0.2806392312049866,0.48711544275283813,0.32128480076789856,0.48381632566452026,1.0,0.22564226388931274,-0.01540423184633255,0.19830666482448578,0.6662389636039734,0.1466771513223648,0.22068053483963013
nfl,0.1353975087404251,0.25462281703948975,0.4153780937194824,0.352365642786026,0.1902875304222107,0.20145657658576965,0.2857164442539215,0.18464252352714539,0.15305201709270477,0.352365642786026,0.01630374602973461,0.5062549114227295,0.12599408626556396,-0.006650217808783054,0.10610254108905792
most,0.4637843072414398,0.1591348946094513,0.18297190964221954,0.12060809135437012,0.23000644147396088,0.29933857917785645,0.20928773283958435,0.3548237979412079,0.47635307908058167,0.12060809135437012,0.024445664137601852,0.21474431455135345,0.41416558623313904,-0.025039251893758774,0.2107497900724411
valuable,0.28670740127563477,0.13240225613117218,0.15950192511081696,0.21088182926177979,0.19205647706985474,0.19555546343326569,0.2535342276096344,0.2009470909833908,0.2574840486049652,0.21088182926177979,0.051109567284584045,0.43153342604637146,0.2207430899143219,-0.039890486747026443,0.20664997398853302
