,how,many,yards,did,the,broncos,',defense,give,up,?
the,0.33890387415885925,0.4335206151008606,0.16070343554019928,0.34736719727516174,1.0,0.25985947251319885,0.474788099527359,0.2604767382144928,0.29086416959762573,0.38423117995262146,0.22068053483963013
broncos,0.11217407882213593,0.1706678420305252,0.4475782513618469,0.1738176792860031,0.25985947251319885,1.0000001192092896,0.10725529491901398,0.29830923676490784,0.1337081789970398,0.22576327621936798,0.18377114832401276
',0.18823795020580292,0.15973903238773346,0.08737513422966003,0.25488927960395813,0.474788099527359,0.10725529491901398,1.0,0.17893536388874054,0.18830449879169464,0.21741549670696259,0.330942302942276
defense,0.14550013840198517,0.1536635160446167,0.2856094241142273,0.14361093938350677,0.2604767382144928,0.29830923676490784,0.17893536388874054,1.0,0.20208759605884552,0.15267865359783173,0.21935760974884033
ranked,0.1769101619720459,0.18815511465072632,0.12592105567455292,0.1721140742301941,0.2711145281791687,0.15926465392112732,0.17595677077770233,0.052677448838949203,0.09444302320480347,0.1836550235748291,0.12953443825244904
first,0.27731001377105713,0.2931244373321533,0.1934249997138977,0.33691170811653137,0.49448907375335693,0.23199674487113953,0.2962508797645569,0.20113696157932281,0.2218824028968811,0.2506323456764221,0.18701928853988647
in,0.2601168751716614,0.41474202275276184,0.14206624031066895,0.2593238651752472,0.6662389636039734,0.20316283404827118,0.4158826768398285,0.20235490798950195,0.20895415544509888,0.3120773434638977,0.20430970191955566
the,0.33890387415885925,0.4335206151008606,0.16070343554019928,0.34736719727516174,1.0,0.25985947251319885,0.474788099527359,0.2604767382144928,0.29086416959762573,0.38423117995262146,0.22068053483963013
nfl,0.09207417815923691,0.09887322783470154,0.4341236352920532,0.16524574160575867,0.15305201709270477,0.5295679569244385,0.15978126227855682,0.20811912417411804,0.16946031153202057,0.19250789284706116,0.10610254108905792
yards,0.1345205456018448,0.13134367763996124,1.0,0.11230118572711945,0.16070343554019928,0.4475782513618469,0.08737513422966003,0.2856094241142273,0.09963537007570267,0.2173794060945511,0.12453813850879669
allowed,0.29753124713897705,0.28547772765159607,0.13623233139514923,0.5197521448135376,0.2985120713710785,0.16004283726215363,0.18624471127986908,0.20138296484947205,0.3316586911678314,0.2412392497062683,0.2309964895248413
(,0.1676948219537735,0.1455259770154953,0.15869200229644775,0.18979617953300476,0.33289089798927307,0.22258663177490234,0.5287467241287231,0.20305703580379486,0.22530527412891388,0.2525939643383026,0.40561532974243164
"4,530",0.17991147935390472,0.22215864062309265,0.11103357374668121,0.04436579346656799,0.28991904854774475,0.10528917610645294,0.2027295082807541,0.1157616600394249,0.2107178121805191,0.19326137006282806,0.18742506206035614
),0.17939934134483337,0.16602720320224762,0.17269422113895416,0.18584993481636047,0.3456730246543884,0.20362429320812225,0.5468860864639282,0.20905844867229462,0.22804592549800873,0.25800976157188416,0.42300865054130554
for,0.3308170735836029,0.40972793102264404,0.21746347844600677,0.318512886762619,0.4739971458911896,0.2739109396934509,0.31184524297714233,0.2780293822288513,0.41813769936561584,0.342966228723526,0.264628142118454
the,0.33890387415885925,0.4335206151008606,0.16070343554019928,0.34736719727516174,1.0,0.25985947251319885,0.474788099527359,0.2604767382144928,0.29086416959762573,0.38423117995262146,0.22068053483963013
first,0.27731001377105713,0.2931244373321533,0.1934249997138977,0.33691170811653137,0.49448907375335693,0.23199674487113953,0.2962508797645569,0.20113696157932281,0.2218824028968811,0.2506323456764221,0.18701928853988647
time,0.35346719622612,0.3523001968860626,0.2100679725408554,0.3567926585674286,0.43061500787734985,0.18860319256782532,0.24727515876293182,0.20680148899555206,0.28061479330062866,0.29631155729293823,0.27391523122787476
in,0.2601168751716614,0.41474202275276184,0.14206624031066895,0.2593238651752472,0.6662389636039734,0.20316283404827118,0.4158826768398285,0.20235490798950195,0.20895415544509888,0.3120773434638977,0.20430970191955566
franchise,0.1421767622232437,0.1937589943408966,0.23309411108493805,0.1293107569217682,0.30872398614883423,0.37456947565078735,0.19803211092948914,0.2035129964351654,0.08417939394712448,0.18825401365756989,0.13445523381233215
history,0.28613850474357605,0.2746841311454773,0.12703555822372437,0.24950987100601196,0.33215048909187317,0.1671532541513443,0.2244044840335846,0.16369657218456268,0.14424151182174683,0.10463958978652954,0.2501974403858185
",",0.22659391164779663,0.40610817074775696,0.16944201290607452,0.3015086054801941,0.4933079481124878,0.2558487057685852,0.5178600549697876,0.21538467705249786,0.2844066619873047,0.34193792939186096,0.31091248989105225
and,0.33647966384887695,0.5296266674995422,0.22108176350593567,0.34479495882987976,0.5171257257461548,0.20959050953388214,0.3053182065486908,0.20962949097156525,0.3040338158607483,0.4032393991947174,0.20544172823429108
fourth,0.11421087384223938,0.08846861124038696,0.20337596535682678,0.1447589099407196,0.40804702043533325,0.199767604470253,0.23122137784957886,0.1424480378627777,0.17786498367786407,0.22606000304222107,0.13791213929653168
in,0.2601168751716614,0.41474202275276184,0.14206624031066895,0.2593238651752472,0.6662389636039734,0.20316283404827118,0.4158826768398285,0.20235490798950195,0.20895415544509888,0.3120773434638977,0.20430970191955566
points,0.22446410357952118,0.17477619647979736,0.33249494433403015,0.2069225311279297,0.2560983896255493,0.22998562455177307,0.16432560980319977,0.2177487164735794,0.19584456086158752,0.23252657055854797,0.11006313562393188
