,to,where,were,the,belongings,taken,?
tesla,0.17548894882202148,0.12761090695858002,0.1222306564450264,0.1324402391910553,0.18220023810863495,0.09543494880199432,0.10250775516033173
's,0.03782717138528824,0.0007701900321990252,0.007088581565767527,-0.01540423184633255,0.060657892376184464,0.00031501424382440746,-0.023395681753754616
entire,0.37588366866111755,0.29618456959724426,0.18253234028816223,0.4870373010635376,0.28510063886642456,0.20181682705879211,0.17068447172641754
estate,0.18670962750911713,0.21449214220046997,0.19615264236927032,0.23036383092403412,0.2978191673755646,0.20258042216300964,0.10328271985054016
from,0.4069952368736267,0.3713873624801636,0.29991888999938965,0.40150508284568787,0.21133074164390564,0.33566176891326904,0.19969791173934937
the,0.535392165184021,0.5003893971443176,0.3906462490558624,1.0,0.30493056774139404,0.3309854567050934,0.22068053483963013
hotel,0.17259414494037628,0.21935716271400452,0.176607146859169,0.22439035773277283,0.22136424481868744,0.12796568870544434,0.05846213921904564
new,0.33159172534942627,0.26026442646980286,0.21711495518684387,0.3845241069793701,0.18955311179161072,0.17399094998836517,0.14782847464084625
yorker,0.17299923300743103,0.17240405082702637,0.1511591076850891,0.2586967945098877,0.1641283482313156,0.19974084198474884,0.24605333805084229
and,0.48971283435821533,0.43859338760375977,0.42175528407096863,0.5171257257461548,0.32536038756370544,0.2680969834327698,0.20544172823429108
other,0.4193183183670044,0.3730994164943695,0.4041554927825928,0.44152235984802246,0.3578299582004547,0.2635476291179657,0.24682199954986572
new,0.33159172534942627,0.26026442646980286,0.21711495518684387,0.3845241069793701,0.18955311179161072,0.17399094998836517,0.14782847464084625
york,0.22230617702007294,0.21910661458969116,0.18790318071842194,0.3034006953239441,0.11360093206167221,0.14608995616436005,0.15262620151042938
city,0.20300441980361938,0.2686662971973419,0.20383071899414062,0.35769423842430115,0.1439943015575409,0.17115677893161774,0.13423943519592285
hotels,0.1964050680398941,0.24363790452480316,0.2599918246269226,0.2037777304649353,0.3295934498310089,0.1319998949766159,0.10922709107398987
was,0.3636345863342285,0.20731619000434875,0.590133786201477,0.48711544275283813,0.26827627420425415,0.27550867199897766,0.18412111699581146
transported,0.24132387340068817,0.25084197521209717,0.279762864112854,0.2550795376300812,0.2780444920063019,0.40677154064178467,0.1354173868894577
to,1.0,0.47735077142715454,0.31913647055625916,0.535392165184021,0.3368861973285675,0.2772596478462219,0.29463258385658264
the,0.535392165184021,0.5003893971443176,0.3906462490558624,1.0,0.30493056774139404,0.3309854567050934,0.22068053483963013
manhattan,0.2035611867904663,0.19199755787849426,0.14474090933799744,0.2704658806324005,0.1884809285402298,0.1729893982410431,0.08787932246923447
storage,0.2797470688819885,0.2304665446281433,0.19026947021484375,0.22913692891597748,0.29198601841926575,0.19357363879680634,0.15578968822956085
and,0.48971283435821533,0.43859338760375977,0.42175528407096863,0.5171257257461548,0.32536038756370544,0.2680969834327698,0.20544172823429108
warehouse,0.1947859227657318,0.2460942417383194,0.2150426208972931,0.21402975916862488,0.27718448638916016,0.19455386698246002,0.1164403185248375
company,0.24903783202171326,0.21870826184749603,0.1783226877450943,0.26591673493385315,0.18289658427238464,0.1555948406457901,0.12195809185504913
under,0.27177539467811584,0.35552138090133667,0.28293636441230774,0.3348022699356079,0.21720698475837708,0.2287687361240387,0.18233340978622437
the,0.535392165184021,0.5003893971443176,0.3906462490558624,1.0,0.30493056774139404,0.3309854567050934,0.22068053483963013
office,0.20860034227371216,0.14498522877693176,0.14171291887760162,0.27314993739128113,0.21284568309783936,0.1125214621424675,0.16497313976287842
of,0.41548454761505127,0.38066378235816956,0.34038281440734863,0.733189046382904,0.2921144366264343,0.2889742851257324,0.1826142966747284
alien,0.2296769917011261,0.2160993069410324,0.15312981605529785,0.20959727466106415,0.20238687098026276,0.2055194228887558,0.15268287062644958
property,0.26292115449905396,0.2852171063423157,0.1650211066007614,0.2061677873134613,0.35286185145378113,0.12628401815891266,0.16865147650241852
(,0.30882009863853455,0.1970011591911316,0.14743882417678833,0.33289089798927307,0.17063657939434052,0.1965651512145996,0.40561532974243164
oap,0.2218213677406311,0.2474108785390854,0.1268361210823059,0.27568137645721436,0.08920961618423462,0.10397282987833023,0.26309630274772644
),0.31236231327056885,0.20711064338684082,0.1566188633441925,0.3456730246543884,0.16968902945518494,0.19591942429542542,0.42300865054130554
seal,0.16533806920051575,0.10962364077568054,0.1235068067908287,0.2316584438085556,0.1861645132303238,0.16496102511882782,0.1086806133389473
.,0.4645031690597534,0.41390106081962585,0.3378238379955292,0.5934505462646484,0.26179617643356323,0.3141690492630005,0.4130953550338745
