,who,was,tesla,'s,nephew,?
in,0.2792111933231354,0.45514053106307983,0.17097744345664978,-0.037580832839012146,0.18166609108448029,0.20430970191955566
1952,0.07414371520280838,0.025524726137518883,-0.02867387793958187,0.07119292765855789,0.008253052830696106,-0.04863175377249718
",",0.3365725874900818,0.45456063747406006,0.20599327981472015,-0.0016132977325469255,0.2089378386735916,0.31091248989105225
following,0.1758657693862915,0.16493390500545502,0.0097203329205513,-0.005975736305117607,0.15090468525886536,0.1555173695087433
pressure,0.14312592148780823,0.17634209990501404,0.24299317598342896,0.024452058598399162,0.09858725965023041,0.142023503780365
from,0.27839982509613037,0.31171464920043945,0.10324860364198685,-0.01936490088701248,0.12415832281112671,0.19969791173934937
tesla,0.1520961970090866,0.16455206274986267,0.9999999403953552,0.06449045985937119,0.06770788133144379,0.10250775516033173
's,0.05599616840481758,0.008974763564765453,0.06449045985937119,0.9999999403953552,-0.05431913584470749,-0.023395681753754616
nephew,0.34249043464660645,0.2694432735443115,0.06770788133144379,-0.05431913584470749,0.9999999403953552,0.15075847506523132
",",0.3365725874900818,0.45456063747406006,0.20599327981472015,-0.0016132977325469255,0.2089378386735916,0.31091248989105225
sava,0.1596716046333313,0.13533982634544373,0.21308568120002747,0.054593123495578766,0.05188833922147751,0.10729890316724777
kosanović,0.2364814430475235,0.20652851462364197,0.390461802482605,0.02000981569290161,0.17550460994243622,0.2019146829843521
",",0.3365725874900818,0.45456063747406006,0.20599327981472015,-0.0016132977325469255,0.2089378386735916,0.31091248989105225
tesla,0.1520961970090866,0.16455206274986267,0.9999999403953552,0.06449045985937119,0.06770788133144379,0.10250775516033173
's,0.05599616840481758,0.008974763564765453,0.06449045985937119,0.9999999403953552,-0.05431913584470749,-0.023395681753754616
entire,0.25287237763404846,0.2562327980995178,0.07866550981998444,0.032588254660367966,0.07048634439706802,0.17068447172641754
estate,0.15064646303653717,0.2563432455062866,0.17303715646266937,0.024537378922104836,0.301091730594635,0.10328271985054016
was,0.3318818509578705,1.0000001192092896,0.16455206274986267,0.008974763564765453,0.2694432735443115,0.18412111699581146
shipped,0.15571053326129913,0.35293206572532654,0.17725609242916107,0.008676218800246716,0.044907789677381516,0.2201380878686905
to,0.42656609416007996,0.3636345863342285,0.17548894882202148,0.03782717138528824,0.23952393233776093,0.29463258385658264
belgrade,0.13840219378471375,0.20001906156539917,0.35501888394355774,0.02935701236128807,0.07124033570289612,0.10098983347415924
in,0.2792111933231354,0.45514053106307983,0.17097744345664978,-0.037580832839012146,0.18166609108448029,0.20430970191955566
80,-0.03343813121318817,-0.17281471192836761,-0.17835018038749695,0.03830239921808243,-0.0960206687450409,0.04445207491517067
trunks,0.2061922401189804,0.09608510136604309,0.10018414258956909,0.03499723598361015,0.1928454041481018,0.10389585793018341
marked,0.1486900895833969,0.2595137357711792,0.0779033675789833,-0.04582768306136131,0.07651712745428085,0.1466940939426422
n.t,0.2224704921245575,-0.04810304939746857,-0.04267964884638786,0.0736619159579277,0.08937101811170578,0.10420702397823334
.,0.3541337847709656,0.40146201848983765,0.17949827015399933,-0.003708066651597619,0.15782979130744934,0.4130953550338745
