,what,land,was,ceded,to,spain,?
it,0.45803478360176086,0.2534204423427582,0.4577186405658722,0.2087668925523758,0.513711154460907,0.20462343096733093,0.25732165575027466
ceded,0.18067489564418793,0.3638371527194977,0.337126761674881,0.9999999403953552,0.234125018119812,0.29984158277511597,0.13127154111862183
french,0.17393042147159576,0.10772325843572617,0.2523815333843231,0.21689850091934204,0.1713797152042389,0.3237612843513489,0.1386883556842804
louisiana,0.1141376793384552,0.17162790894508362,0.232979878783226,0.2267720252275467,0.18400363624095917,0.30476006865501404,0.12383037805557251
west,0.1946573108434677,0.2665596604347229,0.25970903038978577,0.33115333318710327,0.24611181020736694,0.21002349257469177,0.12088293582201004
of,0.33290785551071167,0.3057127296924591,0.4069072902202606,0.3327391743659973,0.41548454761505127,0.2591174840927124,0.1826142966747284
the,0.42745697498321533,0.28587454557418823,0.48711544275283813,0.337197870016098,0.535392165184021,0.259463906288147,0.22068053483963013
mississippi,0.1531691700220108,0.21466585993766785,0.23519425094127655,0.23511597514152527,0.17388485372066498,0.1914021223783493,0.1548103243112564
river,0.13815869390964508,0.27846759557724,0.15785206854343414,0.31239819526672363,0.13636653125286102,0.1883884072303772,0.15390869975090027
(,0.2411840260028839,0.15432493388652802,0.2980341613292694,0.21284449100494385,0.30882009863853455,0.17765983939170837,0.40561532974243164
including,0.18328791856765747,0.1914142370223999,0.21884717047214508,0.17019794881343842,0.24006329476833344,0.11676733195781708,0.1633303165435791
new,0.2130378633737564,0.19180771708488464,0.2748313844203949,0.1593950241804123,0.33159172534942627,0.22881318628787994,0.14782847464084625
orleans,0.14538788795471191,0.13313794136047363,0.25941523909568787,0.16177088022232056,0.17485511302947998,0.29337018728256226,0.13097690045833588
),0.26259949803352356,0.1601184755563736,0.3267642855644226,0.22977511584758759,0.31236231327056885,0.19728966057300568,0.42300865054130554
to,0.455847829580307,0.2885280251502991,0.3636345863342285,0.234125018119812,1.0,0.22881686687469482,0.29463258385658264
its,0.30393704771995544,0.23737293481826782,0.3518870174884796,0.21579918265342712,0.3691340684890747,0.18923208117485046,0.15103481709957123
ally,0.1712556630373001,0.16167430579662323,0.3238118886947632,0.3524053990840912,0.2431260496377945,0.17290470004081726,0.10381226241588593
spain,0.17150506377220154,0.14598815143108368,0.21705155074596405,0.29984158277511597,0.22881686687469482,1.0,0.16814002394676208
",",0.3087472915649414,0.22220008075237274,0.45456063747406006,0.31890997290611267,0.44245919585227966,0.24137483537197113,0.31091248989105225
in,0.30808621644973755,0.22871792316436768,0.45514053106307983,0.2993238568305969,0.45010748505592346,0.29744213819503784,0.20430970191955566
compensation,0.3246670365333557,0.2228119820356369,0.2394586205482483,0.195968359708786,0.31278684735298157,0.1840275079011917,0.20586632192134857
for,0.3017193675041199,0.19845563173294067,0.3863949179649353,0.1738419234752655,0.4451248347759247,0.17677751183509827,0.264628142118454
spain,0.17150506377220154,0.14598815143108368,0.21705155074596405,0.29984158277511597,0.22881686687469482,1.0,0.16814002394676208
's,0.02692362666130066,0.10497291386127472,0.008974763564765453,-0.01621725596487522,0.03782717138528824,-0.004588819108903408,-0.023395681753754616
loss,0.21803489327430725,0.16794900596141815,0.13580112159252167,0.18022345006465912,0.2457711398601532,0.1792413592338562,0.1312553584575653
to,0.455847829580307,0.2885280251502991,0.3636345863342285,0.234125018119812,1.0,0.22881686687469482,0.29463258385658264
britain,0.24206450581550598,0.19867026805877686,0.27792006731033325,0.2787061035633087,0.25324371457099915,0.3484061360359192,0.1268460750579834
of,0.33290785551071167,0.3057127296924591,0.4069072902202606,0.3327391743659973,0.41548454761505127,0.2591174840927124,0.1826142966747284
florida,0.14450381696224213,0.20461887121200562,0.23693005740642548,0.19869741797447205,0.20760414004325867,0.25170034170150757,0.13469882309436798
(,0.2411840260028839,0.15432493388652802,0.2980341613292694,0.21284449100494385,0.30882009863853455,0.17765983939170837,0.40561532974243164
spain,0.17150506377220154,0.14598815143108368,0.21705155074596405,0.29984158277511597,0.22881686687469482,1.0,0.16814002394676208
had,0.23849567770957947,0.29299962520599365,0.5927209258079529,0.3499859869480133,0.37984350323677063,0.23117414116859436,0.20728366076946259
ceded,0.18067489564418793,0.3638371527194977,0.337126761674881,0.9999999403953552,0.234125018119812,0.29984158277511597,0.13127154111862183
this,0.5489566326141357,0.24134407937526703,0.3638818562030792,0.22818949818611145,0.5759071707725525,0.21669042110443115,0.3155723512172699
to,0.455847829580307,0.2885280251502991,0.3636345863342285,0.234125018119812,1.0,0.22881686687469482,0.29463258385658264
britain,0.24206450581550598,0.19867026805877686,0.27792006731033325,0.2787061035633087,0.25324371457099915,0.3484061360359192,0.1268460750579834
in,0.30808621644973755,0.22871792316436768,0.45514053106307983,0.2993238568305969,0.45010748505592346,0.29744213819503784,0.20430970191955566
exchange,0.11323627829551697,0.12365461885929108,0.15612690150737762,0.1311686635017395,0.20507046580314636,0.09014131873846054,0.048212938010692596
for,0.3017193675041199,0.19845563173294067,0.3863949179649353,0.1738419234752655,0.4451248347759247,0.17677751183509827,0.264628142118454
the,0.42745697498321533,0.28587454557418823,0.48711544275283813,0.337197870016098,0.535392165184021,0.259463906288147,0.22068053483963013
return,0.18344242870807648,0.2507306635379791,0.12940508127212524,0.2513082027435303,0.3110596537590027,0.1981257200241089,0.14655634760856628
of,0.33290785551071167,0.3057127296924591,0.4069072902202606,0.3327391743659973,0.41548454761505127,0.2591174840927124,0.1826142966747284
havana,0.14863401651382446,0.19407294690608978,0.2733405530452728,0.2310871183872223,0.23538488149642944,0.313694030046463,0.14744119346141815
",",0.3087472915649414,0.22220008075237274,0.45456063747406006,0.31890997290611267,0.44245919585227966,0.24137483537197113,0.31091248989105225
cuba,0.21580925583839417,0.13764390349388123,0.1979966163635254,0.24815721809864044,0.2461409866809845,0.35054945945739746,0.17374287545681
),0.26259949803352356,0.1601184755563736,0.3267642855644226,0.22977511584758759,0.31236231327056885,0.19728966057300568,0.42300865054130554
.,0.3567904531955719,0.259204238653183,0.40146201848983765,0.27141332626342773,0.4645031690597534,0.2753979563713074,0.4130953550338745
