,the,umc,maintains,that,war,is,incompatible,with,what,?
the,1.0,0.21262750029563904,0.2744854986667633,0.5473989248275757,0.366199791431427,0.5823672413825989,0.17226295173168182,0.4223487675189972,0.42745697498321533,0.22068053483963013
united,0.34367692470550537,0.1928277611732483,0.20671021938323975,0.25567954778671265,0.29975080490112305,0.22408509254455566,0.141559898853302,0.19869105517864227,0.20036718249320984,0.17266890406608582
methodist,0.21922016143798828,0.2650960683822632,0.11549218744039536,0.18170638382434845,0.13753484189510345,0.14683330059051514,0.09774158149957657,0.17456914484500885,0.17637217044830322,0.1436992734670639
church,0.23846197128295898,0.20494024455547333,0.15690618753433228,0.18300943076610565,0.21729430556297302,0.203276589512825,0.12743507325649261,0.17961077392101288,0.1944202184677124,0.18081501126289368
maintains,0.2744854986667633,0.16704076528549194,0.9999999403953552,0.2821052670478821,0.1618376523256302,0.2847173810005188,0.31799978017807007,0.2744080126285553,0.17929726839065552,0.13273680210113525
that,0.5473989248275757,0.26325681805610657,0.2821052670478821,1.0,0.22443464398384094,0.3995479643344879,0.38351085782051086,0.4154358208179474,0.6297725439071655,0.32716336846351624
war,0.366199791431427,0.125026673078537,0.1618376523256302,0.22443464398384094,1.0000001192092896,0.18502555787563324,0.09057997167110443,0.20580904185771942,0.22516006231307983,0.15510529279708862
is,0.5823672413825989,0.21909049153327942,0.2847173810005188,0.3995479643344879,0.18502555787563324,1.0,0.17353439331054688,0.3250955045223236,0.28837618231773376,0.22961433231830597
incompatible,0.17226295173168182,0.20978862047195435,0.31799978017807007,0.38351085782051086,0.09057997167110443,0.17353439331054688,0.9999998807907104,0.2659424841403961,0.33170202374458313,0.2627788186073303
with,0.4223487675189972,0.11891178786754608,0.2744080126285553,0.4154358208179474,0.20580904185771942,0.3250955045223236,0.2659424841403961,0.9999999403953552,0.2464839518070221,0.2433311939239502
christ,0.25124865770339966,0.31286850571632385,0.07955025136470795,0.2361743301153183,0.1686110943555832,0.19270560145378113,0.12049955874681473,0.1424454152584076,0.2615339457988739,0.13772203028202057
's,-0.01540423184633255,-0.057754456996917725,-0.0691092237830162,0.04397977516055107,0.06856801360845566,0.02396530658006668,0.0017885513370856643,-0.04624466598033905,0.02692362666130066,-0.023395681753754616
message,0.2559654116630554,0.2349434345960617,0.1744757741689682,0.35404539108276367,0.18133249878883362,0.19111312925815582,0.1886267215013504,0.17789137363433838,0.35757336020469666,0.2964574098587036
and,0.5171257257461548,0.21982228755950928,0.3021034300327301,0.4731321930885315,0.29695844650268555,0.3859752118587494,0.23427622020244598,0.5477725267410278,0.31309178471565247,0.20544172823429108
teachings,0.2114255279302597,0.3409840166568756,0.19339898228645325,0.3043915331363678,0.18502022325992584,0.1689993292093277,0.2658103406429291,0.1297142654657364,0.3166578412055969,0.2220720499753952
.,0.5934505462646484,0.23154163360595703,0.23767796158790588,0.4460422694683075,0.3000848889350891,0.4569662809371948,0.23293404281139374,0.4446153938770294,0.3567904531955719,0.4130953550338745
