,how,many,miles,does,the,dust,travels,over,the,atlantic,ocean,?
nasa,0.20395343005657196,0.15574845671653748,0.1921602338552475,0.14068706333637238,0.19786997139453888,0.3085649311542511,0.1855713129043579,0.14846761524677277,0.19786997139453888,0.1995021402835846,0.24610024690628052,0.1809994876384735
's,-0.026164190843701363,0.01698932610452175,-0.0059337555430829525,-0.02895052544772625,-0.01540423184633255,-0.038515426218509674,-0.01169153768569231,0.016215575858950615,-0.01540423184633255,0.03544825315475464,0.07441883534193039,-0.023395681753754616
calipso,0.1821621209383011,0.149812251329422,0.23449894785881042,0.2590221166610718,0.31254130601882935,0.25767600536346436,0.23596595227718353,0.21706998348236084,0.31254130601882935,0.22364157438278198,0.2304365485906601,0.2649646997451782
satellite,0.10482273995876312,0.15164341032505035,0.2153729647397995,0.0950787216424942,0.22563834488391876,0.29698875546455383,0.23491567373275757,0.19734211266040802,0.22563834488391876,0.20694757997989655,0.28730934858322144,0.13568443059921265
has,0.26820555329322815,0.4266262650489807,0.22075259685516357,0.42885294556617737,0.4177538752555847,0.14267772436141968,0.20382024347782135,0.370955228805542,0.4177538752555847,0.17720508575439453,0.20168811082839966,0.15994466841220856
measured,0.33367615938186646,0.24101705849170685,0.33142396807670593,0.18513734638690948,0.279002845287323,0.23971869051456451,0.3310982584953308,0.30557629466056824,0.279002845287323,0.1332535743713379,0.22087125480175018,0.17351430654525757
the,0.33890387415885925,0.4335206151008606,0.25706055760383606,0.35928019881248474,1.0,0.2346910536289215,0.31547650694847107,0.39856547117233276,1.0,0.31052014231681824,0.3185477554798126,0.22068053483963013
amount,0.37087762355804443,0.36071112751960754,0.08502805978059769,0.2951430082321167,0.3336862325668335,0.2806089520454407,0.2623002529144287,0.3027430474758148,0.3336862325668335,0.17499598860740662,0.15344691276550293,0.17984020709991455
of,0.2480744868516922,0.37253960967063904,0.2263605147600174,0.3119818866252899,0.733189046382904,0.25486329197883606,0.2645129859447479,0.36136594414711,0.733189046382904,0.22176773846149445,0.25798606872558594,0.1826142966747284
dust,0.24083134531974792,0.22878393530845642,0.20904326438903809,0.19225914776325226,0.2346910536289215,1.0,0.26585280895233154,0.22320112586021423,0.2346910536289215,0.20432595908641815,0.2810789942741394,0.15803812444210052
transported,0.20179246366024017,0.26089921593666077,0.19350892305374146,0.17162704467773438,0.2550795376300812,0.21931618452072144,0.3182123005390167,0.2658388316631317,0.2550795376300812,0.23780567944049835,0.260382741689682,0.1354173868894577
by,0.34370526671409607,0.3409687578678131,0.19836436212062836,0.143477201461792,0.4408751428127289,0.1268737018108368,0.22568337619304657,0.29360154271125793,0.4408751428127289,0.22657310962677002,0.21858787536621094,0.17966607213020325
wind,0.18648548424243927,0.1719181090593338,0.2706228792667389,0.1671968549489975,0.2338196188211441,0.36152732372283936,0.20170487463474274,0.25731027126312256,0.2338196188211441,0.2434423565864563,0.23955178260803223,0.17669273912906647
from,0.22939439117908478,0.33099696040153503,0.21209825575351715,0.1777622550725937,0.40150508284568787,0.21349763870239258,0.2966899871826172,0.37539660930633545,0.40150508284568787,0.21631835401058197,0.23398269712924957,0.19969791173934937
the,0.33890387415885925,0.4335206151008606,0.25706055760383606,0.35928019881248474,1.0,0.2346910536289215,0.31547650694847107,0.39856547117233276,1.0,0.31052014231681824,0.3185477554798126,0.22068053483963013
sahara,0.1301003247499466,0.19660036265850067,0.14452864229679108,0.17778298258781433,0.23516924679279327,0.28134268522262573,0.1709999293088913,0.24398937821388245,0.23516924679279327,0.26854392886161804,0.32432013750076294,0.17314527928829193
to,0.44169697165489197,0.40243685245513916,0.2342754453420639,0.4391997456550598,0.535392165184021,0.26756495237350464,0.2982982099056244,0.38635820150375366,0.535392165184021,0.26242998242378235,0.30701687932014465,0.29463258385658264
the,0.33890387415885925,0.4335206151008606,0.25706055760383606,0.35928019881248474,1.0,0.2346910536289215,0.31547650694847107,0.39856547117233276,1.0,0.31052014231681824,0.3185477554798126,0.22068053483963013
amazon,0.16216763854026794,0.22591036558151245,0.1900368481874466,0.2086499184370041,0.260541707277298,0.13802170753479004,0.1975102722644806,0.18121705949306488,0.260541707277298,0.30139192938804626,0.29017552733421326,0.18144656717777252
:,-0.11215605586767197,-0.10786184668540955,-0.08008842170238495,-0.11934193223714828,-0.03403344005346298,-0.13309550285339355,-0.12725640833377838,-0.04765736311674118,-0.03403344005346298,-0.04205932468175888,-0.1561599224805832,-0.07156077772378922
an,0.2520636022090912,0.2465583086013794,0.16639618575572968,0.29477936029434204,0.4207492768764496,0.17542733252048492,0.1627553552389145,0.22070914506912231,0.4207492768764496,0.15815724432468414,0.19717450439929962,0.19793890416622162
average,0.2824462950229645,0.212912455201149,0.25057145953178406,0.17787541449069977,0.27058175206184387,0.16783887147903442,0.1899333894252777,0.23075373470783234,0.27058175206184387,0.21598193049430847,0.18017195165157318,0.21764592826366425
182,-0.008338738232851028,0.07805421948432922,-0.09429001808166504,0.0660979300737381,0.03700842335820198,-0.0033743770327419043,-0.012955943122506142,-0.05512688681483269,0.03700842335820198,0.026924747973680496,0.06399830430746078,-0.048216577619314194
million,0.21114659309387207,0.3520967364311218,0.33933380246162415,0.10680846869945526,0.277012437582016,0.19205474853515625,0.1516074687242508,0.3791847825050354,0.277012437582016,0.23701712489128113,0.2191312164068222,0.23092924058437347
tons,0.24981051683425903,0.24801698327064514,0.27920404076576233,0.12219647318124771,0.20730508863925934,0.2439376562833786,0.150894895195961,0.31234797835350037,0.20730508863925934,0.19440336525440216,0.1771419197320938,0.19717051088809967
of,0.2480744868516922,0.37253960967063904,0.2263605147600174,0.3119818866252899,0.733189046382904,0.25486329197883606,0.2645129859447479,0.36136594414711,0.733189046382904,0.22176773846149445,0.25798606872558594,0.1826142966747284
dust,0.24083134531974792,0.22878393530845642,0.20904326438903809,0.19225914776325226,0.2346910536289215,1.0,0.26585280895233154,0.22320112586021423,0.2346910536289215,0.20432595908641815,0.2810789942741394,0.15803812444210052
are,0.311818927526474,0.5655534863471985,0.12371126562356949,0.3126322329044342,0.40399202704429626,0.2122032791376114,0.17861904203891754,0.2778770923614502,0.40399202704429626,0.18382789194583893,0.2038813978433609,0.24591213464736938
windblown,0.1935114711523056,0.234906405210495,0.27344417572021484,0.2511829435825348,0.3168978691101074,0.36643874645233154,0.31839969754219055,0.2942170798778534,0.3168978691101074,0.28848519921302795,0.3472447693347931,0.2240144908428192
out,0.3963836133480072,0.3329806923866272,0.1903957724571228,0.24808503687381744,0.39404502511024475,0.29918667674064636,0.2411985993385315,0.38542792201042175,0.39404502511024475,0.12839677929878235,0.20817235112190247,0.22020699083805084
of,0.2480744868516922,0.37253960967063904,0.2263605147600174,0.3119818866252899,0.733189046382904,0.25486329197883606,0.2645129859447479,0.36136594414711,0.733189046382904,0.22176773846149445,0.25798606872558594,0.1826142966747284
the,0.33890387415885925,0.4335206151008606,0.25706055760383606,0.35928019881248474,1.0,0.2346910536289215,0.31547650694847107,0.39856547117233276,1.0,0.31052014231681824,0.3185477554798126,0.22068053483963013
sahara,0.1301003247499466,0.19660036265850067,0.14452864229679108,0.17778298258781433,0.23516924679279327,0.28134268522262573,0.1709999293088913,0.24398937821388245,0.23516924679279327,0.26854392886161804,0.32432013750076294,0.17314527928829193
each,0.4183253347873688,0.35348209738731384,0.14761854708194733,0.31699198484420776,0.470844566822052,0.15729188919067383,0.25983548164367676,0.3201068937778473,0.470844566822052,0.182842418551445,0.20844286680221558,0.21173812448978424
year,0.19631797075271606,0.21933086216449738,0.21751753985881805,0.16000528633594513,0.3609684407711029,0.10882840305566788,0.17884473502635956,0.2620522379875183,0.3609684407711029,0.16799668967723846,0.1063806414604187,0.18315006792545319
",",0.22659391164779663,0.40610817074775696,0.29495540261268616,0.28617382049560547,0.4933079481124878,0.23566173017024994,0.20302538573741913,0.3301127254962921,0.4933079481124878,0.2596197724342346,0.27962222695350647,0.31091248989105225
at,0.2154216170310974,0.2716965675354004,0.2631952166557312,0.17465277016162872,0.457212895154953,0.11504963040351868,0.219584122300148,0.34008997678756714,0.457212895154953,0.1234302669763565,0.13659261167049408,0.21978627145290375
15,-0.005761355627328157,-0.02712528221309185,0.04450257867574692,-0.06282642483711243,-0.011810222640633583,0.09154774993658066,-0.04161560907959938,-0.06351498514413834,-0.011810222640633583,0.06673923134803772,0.06207064166665077,-0.010706285014748573
degrees,0.18475523591041565,0.2114371955394745,0.28442487120628357,0.2573184072971344,0.22473014891147614,0.10859503597021103,0.24297037720680237,0.23926767706871033,0.22473014891147614,0.14353646337985992,0.19928796589374542,0.1299446076154709
west,0.13549664616584778,0.1819247007369995,0.30041390657424927,0.14011532068252563,0.32918402552604675,0.1870882660150528,0.18904364109039307,0.14816707372665405,0.32918402552604675,0.28796669840812683,0.30797311663627625,0.12088293582201004
longitude,0.1770506203174591,0.10506659001111984,0.3139199912548065,0.13838058710098267,0.2508544325828552,0.18386469781398773,0.2640332281589508,0.10062722861766815,0.2508544325828552,0.20943909883499146,0.3034680187702179,0.19342944025993347
",",0.22659391164779663,0.40610817074775696,0.29495540261268616,0.28617382049560547,0.4933079481124878,0.23566173017024994,0.20302538573741913,0.3301127254962921,0.4933079481124878,0.2596197724342346,0.27962222695350647,0.31091248989105225
across,0.2515762746334076,0.34783458709716797,0.3001772463321686,0.17146113514900208,0.3816230297088623,0.21413765847682953,0.33437380194664,0.5544044375419617,0.3816230297088623,0.2957223355770111,0.3176868259906769,0.17034576833248138
"1,600",0.0821411982178688,-0.0029642367735505104,0.06944426149129868,0.09375135600566864,0.04439349099993706,0.08849801123142242,0.10570696741342545,0.07990635186433792,0.04439349099993706,0.03713976964354515,0.10004571080207825,0.05657687783241272
miles,0.13798850774765015,0.12950319051742554,1.0000001192092896,0.11880313605070114,0.25706055760383606,0.20904326438903809,0.32723793387413025,0.3044303357601166,0.25706055760383606,0.2773454189300537,0.29172414541244507,0.09363767504692078
(,0.1676948219537735,0.1455259770154953,0.17103469371795654,0.2728188931941986,0.33289089798927307,0.14481011033058167,0.19049271941184998,0.20570816099643707,0.33289089798927307,0.18063895404338837,0.17390692234039307,0.40561532974243164
"2,600",0.016059542074799538,0.05030875653028488,0.07294696569442749,0.11288833618164062,0.11931554228067398,0.09819567203521729,0.13582631945610046,0.08271721005439758,0.11931554228067398,0.08395641297101974,0.1925090104341507,0.02350315824151039
km,0.10687907040119171,0.10311309248209,0.70199054479599,0.012100671418011189,0.21376769244670868,0.16242605447769165,0.2754812240600586,0.22250649333000183,0.21376769244670868,0.21742059290409088,0.27765265107154846,0.08180338144302368
),0.17939934134483337,0.16602720320224762,0.203369602560997,0.2575884759426117,0.3456730246543884,0.14174848794937134,0.18434388935565948,0.20568643510341644,0.3456730246543884,0.16952583193778992,0.17492833733558655,0.42300865054130554
