,at,what,rank,does,gps,per,capita,set,victoria,?
victoria,0.19641181826591492,0.1194850504398346,0.16509883105754852,0.09501408785581589,0.1495121568441391,0.14225269854068756,0.09759225696325302,0.154679074883461,1.0,0.12246892601251602
's,-0.08481216430664062,0.02692362666130066,0.07260813564062119,-0.02895052544772625,0.09539087861776352,0.06270148605108261,0.03394218906760216,0.05998389050364494,0.06206126511096954,-0.023395681753754616
total,0.17510145902633667,0.19850242137908936,0.1764192134141922,0.17424942553043365,0.17111234366893768,0.33884352445602417,0.2893429398536682,0.14822183549404144,0.10661474615335464,0.14396025240421295
gross,0.17468534409999847,0.1786828190088272,0.2118210643529892,0.12536704540252686,0.09178425371646881,0.28165754675865173,0.4560997486114502,0.13224416971206665,0.12545940279960632,0.22810624539852142
state,0.2408173680305481,0.24273863434791565,0.08425161242485046,0.15987756848335266,0.10321427881717682,0.12453794479370117,0.23630498349666595,0.21011394262313843,0.23197819292545319,0.1160883978009224
product,0.1725841909646988,0.2465333193540573,0.16068965196609497,0.2916180491447449,0.191175639629364,0.20217719674110413,0.33704420924186707,0.12910418212413788,0.11108585447072983,0.19651241600513458
(,0.23315078020095825,0.2411840260028839,0.16142021119594574,0.2728188931941986,0.22068925201892853,0.3121034801006317,0.2296154946088791,0.14486102759838104,0.14948904514312744,0.40561532974243164
gsp,0.26146969199180603,0.2854191064834595,0.20476454496383667,0.2677425146102905,0.3984498977661133,0.3120426833629608,0.43152496218681335,0.18715302646160126,0.14502055943012238,0.3730941116809845
),0.23338089883327484,0.26259949803352356,0.18833895027637482,0.2575884759426117,0.2456432580947876,0.327212929725647,0.25054696202278137,0.17004531621932983,0.17964273691177368,0.42300865054130554
is,0.25906258821487427,0.28837618231773376,0.15803313255310059,0.4403602182865143,0.16393040120601654,0.22395510971546173,0.21058793365955353,0.21148966252803802,0.1633591204881668,0.22961433231830597
ranked,0.1951880007982254,0.15636610984802246,0.4275280237197876,0.12128464877605438,0.17020900547504425,0.17089587450027466,0.2906986176967621,0.11868615448474884,0.13931472599506378,0.12953443825244904
second,0.23742634057998657,0.19948028028011322,0.182648703455925,0.18026727437973022,0.09843452274799347,0.2389823943376541,0.18362897634506226,0.20862261950969696,0.1898021548986435,0.17239587008953094
in,0.4374977946281433,0.30808621644973755,0.20269498229026794,0.214483380317688,0.08951815962791443,0.1975519210100174,0.21924816071987152,0.2663729190826416,0.20823122560977936,0.20430970191955566
australia,0.2298690378665924,0.1913539320230484,0.16540895402431488,0.16011479496955872,0.20814573764801025,0.1654743254184723,0.11855772882699966,0.17897379398345947,0.5548879504203796,0.15702682733535767
",",0.38314947485923767,0.3087472915649414,0.2213623821735382,0.28617382049560547,0.18558256328105927,0.26711323857307434,0.2819269299507141,0.24912182986736298,0.2279360294342041,0.31091248989105225
although,0.32536768913269043,0.24844598770141602,0.1574171930551529,0.3092105984687805,0.14384807646274567,0.16748858988285065,0.09401176869869232,0.142912358045578,0.14212118089199066,0.15541206300258636
victoria,0.19641181826591492,0.1194850504398346,0.16509883105754852,0.09501408785581589,0.1495121568441391,0.14225269854068756,0.09759225696325302,0.154679074883461,1.0,0.12246892601251602
is,0.25906258821487427,0.28837618231773376,0.15803313255310059,0.4403602182865143,0.16393040120601654,0.22395510971546173,0.21058793365955353,0.21148966252803802,0.1633591204881668,0.22961433231830597
ranked,0.1951880007982254,0.15636610984802246,0.4275280237197876,0.12128464877605438,0.17020900547504425,0.17089587450027466,0.2906986176967621,0.11868615448474884,0.13931472599506378,0.12953443825244904
fourth,0.19002698361873627,0.137417271733284,0.19526199996471405,0.15424591302871704,0.07795960456132889,0.13573069870471954,0.17021067440509796,0.2234344482421875,0.16795597970485687,0.13791213929653168
in,0.4374977946281433,0.30808621644973755,0.20269498229026794,0.214483380317688,0.08951815962791443,0.1975519210100174,0.21924816071987152,0.2663729190826416,0.20823122560977936,0.20430970191955566
terms,0.12392114847898483,0.23885610699653625,0.22947467863559723,0.24520082771778107,0.2012213170528412,0.2002418339252472,0.2461549937725067,0.15451379120349884,0.14271053671836853,0.23466452956199646
of,0.42558613419532776,0.33290785551071167,0.22729025781154633,0.3119818866252899,0.08580594509840012,0.17468707263469696,0.21292807161808014,0.20671486854553223,0.2505437433719635,0.1826142966747284
gsp,0.26146969199180603,0.2854191064834595,0.20476454496383667,0.2677425146102905,0.3984498977661133,0.3120426833629608,0.43152496218681335,0.18715302646160126,0.14502055943012238,0.3730941116809845
per,0.19678546488285065,0.21384303271770477,0.13493132591247559,0.22441036999225616,0.22353410720825195,0.9999999403953552,0.49550196528434753,0.08846306800842285,0.14225269854068756,0.22323818504810333
capita,0.1373993158340454,0.20979470014572144,0.23317721486091614,0.16330569982528687,0.17467771470546722,0.49550196528434753,0.9999998807907104,0.11447421461343765,0.09759225696325302,0.21739831566810608
because,0.32998594641685486,0.46729007363319397,0.146107017993927,0.4424310624599457,0.15884478390216827,0.22285757958889008,0.17255190014839172,0.21037788689136505,0.16210971772670746,0.2528740465641022
of,0.42558613419532776,0.33290785551071167,0.22729025781154633,0.3119818866252899,0.08580594509840012,0.17468707263469696,0.21292807161808014,0.20671486854553223,0.2505437433719635,0.1826142966747284
its,0.2685394287109375,0.30393704771995544,0.12665368616580963,0.33437713980674744,0.18067486584186554,0.1416947841644287,0.2076883465051651,0.21010567247867584,0.17721910774707794,0.15103481709957123
limited,0.14846943318843842,0.23110276460647583,0.10204962641000748,0.2681020200252533,0.22904635965824127,0.1561887115240097,0.16981931030750275,0.2185559719800949,0.14696550369262695,0.09444807469844818
mining,0.17403572797775269,0.24916619062423706,0.049940451979637146,0.17644165456295013,0.18721723556518555,0.10141851007938385,0.16863615810871124,0.14211663603782654,0.2495705932378769,0.11012917757034302
activity,0.17923402786254883,0.28365153074264526,0.14129577577114105,0.22425250709056854,0.22373519837856293,0.21562053263187408,0.23056699335575104,0.10621099174022675,0.1118694394826889,0.19043973088264465
.,0.4549728035926819,0.3567904531955719,0.25294268131256104,0.3022993505001068,0.16256919503211975,0.2729434370994568,0.23330067098140717,0.2928885817527771,0.23069117963314056,0.4130953550338745
