,how,far,from,state,house,in,downtown,boston,is,harvard,yard,?
harvard,0.19650645554065704,0.1712965965270996,0.2288978099822998,0.2523583769798279,0.18613672256469727,0.26072487235069275,0.15972097218036652,0.3482431173324585,0.15387701988220215,1.0,0.2091870754957199,0.11685016006231308
's,-0.026164190843701363,-0.04955904185771942,-0.01936490088701248,0.038451772183179855,0.0011872146278619766,-0.037580832839012146,-0.06733015179634094,0.007058150600641966,0.02396530658006668,-0.06887804716825485,0.04487353563308716,-0.023395681753754616
209-acre,0.09338421374559402,0.06543511152267456,0.13739079236984253,0.2536540627479553,0.16938340663909912,0.20202937722206116,0.2928507328033447,0.21555374562740326,0.16309012472629547,0.13944409787654877,0.19320887327194214,0.20745866000652313
(,0.1676948219537735,0.20085982978343964,0.25806233286857605,0.23423868417739868,0.16532687842845917,0.3087427020072937,0.15079636871814728,0.1748642474412918,0.35393038392066956,0.2132066786289215,0.09035219252109528,0.40561532974243164
85,0.0785369947552681,-0.10377923399209976,-0.04689839482307434,0.07951701432466507,0.014411099255084991,-0.017425857484340668,-0.06086454167962074,0.11661943793296814,-0.08075354993343353,0.007126640994101763,-0.015584003180265427,0.09080518037080765
ha,0.1312214583158493,0.14453227818012238,0.09560108929872513,0.11505589634180069,0.15099003911018372,0.11329968273639679,0.27307048439979553,0.15306322276592255,0.15489371120929718,0.11121398955583572,0.1926586776971817,0.24374480545520782
),0.17939934134483337,0.20805810391902924,0.2672361731529236,0.2340407520532608,0.19536921381950378,0.3326910734176636,0.16443021595478058,0.16470475494861603,0.37732169032096863,0.226204052567482,0.09798729419708252,0.42300865054130554
main,0.1668178290128708,0.21499978005886078,0.22770823538303375,0.17021587491035461,0.170206218957901,0.28862449526786804,0.19352513551712036,0.08061100542545319,0.3009335994720459,0.06252060830593109,0.10092590749263763,0.1665669083595276
campus,0.049072764813899994,0.1054203137755394,0.18000026047229767,0.2611064612865448,0.2405151128768921,0.2525809109210968,0.40078070759773254,0.21229295432567596,0.2408183068037033,0.32682597637176514,0.2571098804473877,0.06952692568302155
is,0.22544461488723755,0.30568554997444153,0.27355384826660156,0.2627358138561249,0.2084006369113922,0.5394441485404968,0.21999821066856384,0.09903766214847565,1.0,0.15387701988220215,0.15102696418762207,0.22961433231830597
centered,0.18371514976024628,0.2514490485191345,0.21805159747600555,0.17618252336978912,0.14962942898273468,0.33326560258865356,0.292269766330719,0.14540433883666992,0.2504463791847229,0.19449491798877716,0.14151161909103394,0.17524833977222443
on,0.32655060291290283,0.30512481927871704,0.36926645040512085,0.18138433992862701,0.19286204874515533,0.46853652596473694,0.2267572283744812,0.2302081137895584,0.3635730445384979,0.1509191244840622,0.149832084774971,0.2714994251728058
harvard,0.19650645554065704,0.1712965965270996,0.2288978099822998,0.2523583769798279,0.18613672256469727,0.26072487235069275,0.15972097218036652,0.3482431173324585,0.15387701988220215,1.0,0.2091870754957199,0.11685016006231308
yard,0.15072651207447052,0.09361054003238678,0.15320360660552979,0.12835563719272614,0.25532200932502747,0.16734865307807922,0.2950381338596344,0.24882474541664124,0.15102696418762207,0.2091870754957199,1.0000001192092896,0.06376948207616806
in,0.2601168751716614,0.2599720060825348,0.4274188280105591,0.33316072821617126,0.20026938617229462,1.0,0.2716291546821594,0.24356770515441895,0.5394441485404968,0.26072487235069275,0.16734865307807922,0.20430970191955566
cambridge,0.16430410742759705,0.1540805846452713,0.21660882234573364,0.1507822871208191,0.24079538881778717,0.25785043835639954,0.14748241007328033,0.3674096465110779,0.14754945039749146,0.5214552283287048,0.16754162311553955,0.14006337523460388
",",0.22659391164779663,0.346853643655777,0.39760664105415344,0.29481780529022217,0.28236111998558044,0.5201468467712402,0.2289871871471405,0.2719416320323944,0.4691906273365021,0.2719281017780304,0.10565341264009476,0.31091248989105225
about,0.44264400005340576,0.30195173621177673,0.3421173691749573,0.2187233716249466,0.17310048639774323,0.39797019958496094,0.17777857184410095,0.14116810262203217,0.3532065451145172,0.12953422963619232,0.07104266434907913,0.302409827709198
3,0.12271612882614136,0.06479472666978836,0.055809080600738525,0.10082080215215683,0.03294486552476883,0.06326868385076523,0.049867093563079834,0.11999084800481796,0.1504552811384201,0.055593643337488174,-0.005179697647690773,0.005975271109491587
miles,0.13798850774765015,0.31905147433280945,0.21209825575351715,0.1751779019832611,0.1654566377401352,0.22700901329517365,0.35805046558380127,0.1969275027513504,0.22951029241085052,0.1354522407054901,0.2748907208442688,0.09363767504692078
(,0.1676948219537735,0.20085982978343964,0.25806233286857605,0.23423868417739868,0.16532687842845917,0.3087427020072937,0.15079636871814728,0.1748642474412918,0.35393038392066956,0.2132066786289215,0.09035219252109528,0.40561532974243164
5,0.03444203734397888,-0.05029267445206642,0.10255791991949081,0.08935672789812088,0.021901780739426613,0.0862177163362503,0.0577491819858551,0.08319319784641266,0.009449449367821217,-0.015678437426686287,0.008602757006883621,0.06222071498632431
km,0.10687907040119171,0.2795490324497223,0.21550244092941284,0.18731871247291565,0.060518257319927216,0.21900252997875214,0.3043869733810425,0.0914955586194992,0.24258680641651154,0.11508490890264511,0.14397241175174713,0.08180338144302368
),0.17939934134483337,0.20805810391902924,0.2672361731529236,0.2340407520532608,0.19536921381950378,0.3326910734176636,0.16443021595478058,0.16470475494861603,0.37732169032096863,0.226204052567482,0.09798729419708252,0.42300865054130554
west-northwest,0.18160130083560944,0.2662999629974365,0.22132033109664917,0.27566543221473694,0.18590278923511505,0.37823861837387085,0.38159844279289246,0.16910415887832642,0.26059389114379883,0.18084359169006348,0.1983642876148224,0.19117414951324463
of,0.2480744868516922,0.3005201518535614,0.4249346852302551,0.34253445267677307,0.285114049911499,0.5696388483047485,0.21455974876880646,0.1890333592891693,0.4854315221309662,0.25842633843421936,0.14137893915176392,0.1826142966747284
the,0.33890387415885925,0.38564538955688477,0.40150508284568787,0.3097178041934967,0.2847244441509247,0.6662389636039734,0.2602716088294983,0.2297145575284958,0.5823672413825989,0.24496200680732727,0.22634266316890717,0.22068053483963013
state,0.15028610825538635,0.181650772690773,0.29024070501327515,1.0,0.2132183313369751,0.33316072821617126,0.18480098247528076,0.1926039606332779,0.2627358138561249,0.2523583769798279,0.12835563719272614,0.1160883978009224
house,0.19348092377185822,0.10278695076704025,0.21994347870349884,0.2132183313369751,0.9999998807907104,0.20026938617229462,0.24488642811775208,0.14617706835269928,0.2084006369113922,0.18613672256469727,0.25532200932502747,0.13736455142498016
in,0.2601168751716614,0.2599720060825348,0.4274188280105591,0.33316072821617126,0.20026938617229462,1.0,0.2716291546821594,0.24356770515441895,0.5394441485404968,0.26072487235069275,0.16734865307807922,0.20430970191955566
downtown,0.14563307166099548,0.1732311099767685,0.1955382227897644,0.18480098247528076,0.24488642811775208,0.2716291546821594,1.0,0.31761258840560913,0.21999821066856384,0.15972097218036652,0.2950381338596344,0.15638743340969086
boston,0.20064303278923035,0.08299187570810318,0.17012488842010498,0.1926039606332779,0.14617706835269928,0.24356770515441895,0.31761258840560913,1.0,0.09903766214847565,0.3482431173324585,0.24882474541664124,0.14705288410186768
",",0.22659391164779663,0.346853643655777,0.39760664105415344,0.29481780529022217,0.28236111998558044,0.5201468467712402,0.2289871871471405,0.2719416320323944,0.4691906273365021,0.2719281017780304,0.10565341264009476,0.31091248989105225
and,0.33647966384887695,0.3353408873081207,0.3601827025413513,0.2653750479221344,0.2552875876426697,0.4954058527946472,0.20503629744052887,0.2462981790304184,0.3859752118587494,0.2453373372554779,0.20639188587665558,0.20544172823429108
extends,0.1032932922244072,0.40476658940315247,0.25214460492134094,0.19755113124847412,0.1739702671766281,0.2611467242240906,0.26803505420684814,0.07295793294906616,0.36938562989234924,0.09442894160747528,0.16641485691070557,0.1020013764500618
into,0.2303972691297531,0.1866358518600464,0.3410196900367737,0.13660210371017456,0.1633976399898529,0.38021373748779297,0.13779322803020477,0.09536989033222198,0.2619607150554657,0.1779884397983551,0.1551479697227478,0.15662476420402527
the,0.33890387415885925,0.38564538955688477,0.40150508284568787,0.3097178041934967,0.2847244441509247,0.6662389636039734,0.2602716088294983,0.2297145575284958,0.5823672413825989,0.24496200680732727,0.22634266316890717,0.22068053483963013
surrounding,0.18849462270736694,0.2427852600812912,0.30142489075660706,0.20788459479808807,0.16556642949581146,0.3548126816749573,0.2901883125305176,0.136921226978302,0.30233362317085266,0.09654805064201355,0.16680079698562622,0.05288729816675186
harvard,0.19650645554065704,0.1712965965270996,0.2288978099822998,0.2523583769798279,0.18613672256469727,0.26072487235069275,0.15972097218036652,0.3482431173324585,0.15387701988220215,1.0,0.2091870754957199,0.11685016006231308
square,0.0836852416396141,0.20229023694992065,0.10668959468603134,0.12933321297168732,0.18842555582523346,0.2193731665611267,0.36365917325019836,0.17730164527893066,0.2405121773481369,0.07389841228723526,0.26750266551971436,0.1201515942811966
neighborhood,0.1466134935617447,0.1947508156299591,0.19324041903018951,0.1985543817281723,0.30753669142723083,0.20924240350723267,0.49918749928474426,0.27462854981422424,0.20414865016937256,0.18440881371498108,0.30531802773475647,0.048473283648490906
.,0.3287222981452942,0.3168189823627472,0.41536515951156616,0.31380724906921387,0.2607949376106262,0.5591574311256409,0.2247719168663025,0.23627638816833496,0.4569662809371948,0.254516065120697,0.13538575172424316,0.4130953550338745
