,where,does,the,secondary,theory,say,most,genes,are,kept,?
it,0.36972272396087646,0.34188351035118103,0.6251175999641418,0.1778610795736313,0.19945570826530457,0.34911516308784485,0.4001435935497284,0.16869394481182098,0.3617996573448181,0.2336249202489853,0.25732165575027466
further,0.21976637840270996,0.1860228180885315,0.32531118392944336,0.25045546889305115,0.20864823460578918,0.1780497133731842,0.14983266592025757,0.24536235630512238,0.2482294738292694,0.2121831178665161,0.20960763096809387
contends,0.22409389913082123,0.33006253838539124,0.3249351382255554,0.12689952552318573,0.2555328607559204,0.28870850801467896,0.19681771099567413,0.11558815091848373,0.16841617226600647,0.14401665329933167,0.19009394943714142
that,0.4876193106174469,0.4764937460422516,0.5473989248275757,0.1989964246749878,0.36183905601501465,0.5852095484733582,0.4497850239276886,0.2799859642982483,0.45265161991119385,0.35229989886283875,0.32716336846351624
only,0.46093058586120605,0.45203697681427,0.5497692227363586,0.2295767217874527,0.23228608071804047,0.41487210988998413,0.5343596935272217,0.23916268348693848,0.4533037543296814,0.3260667324066162,0.2767370045185089
a,0.40997210144996643,0.38201746344566345,0.5829201340675354,0.225028395652771,0.2233850657939911,0.3464781641960144,0.3508910834789276,0.17779681086540222,0.265255331993103,0.21615740656852722,0.23916715383529663
minority,0.10016278922557831,0.18198741972446442,0.2583708167076111,0.1327870488166809,0.20522262156009674,0.264272004365921,0.2538743019104004,0.11571681499481201,0.24695368111133575,0.17662639915943146,0.22200141847133636
of,0.38066378235816956,0.3119818866252899,0.733189046382904,0.219074085354805,0.23506702482700348,0.30290520191192627,0.4178851246833801,0.20000982284545898,0.39081433415412903,0.25036442279815674,0.1826142966747284
the,0.5003893971443176,0.35928019881248474,1.0,0.21037471294403076,0.2277156263589859,0.3200206458568573,0.47635307908058167,0.20576688647270203,0.40399202704429626,0.3135738670825958,0.22068053483963013
genetic,0.15648514032363892,0.24959036707878113,0.23426297307014465,0.1899079829454422,0.3521954119205475,0.19990010559558868,0.1367289274930954,0.7304827570915222,0.20098352432250977,0.1677914559841156,0.17993050813674927
material,0.24979184567928314,0.24026361107826233,0.26762521266937256,0.2831287980079651,0.2682492434978485,0.21899263560771942,0.18791352212429047,0.24853913486003876,0.25142809748649597,0.22554247081279755,0.18117131292819977
is,0.3586711287498474,0.4403602182865143,0.5823672413825989,0.19772830605506897,0.19279582798480988,0.3160853683948517,0.41165053844451904,0.1789029836654663,0.5330929756164551,0.22417712211608887,0.22961433231830597
kept,0.2507637143135071,0.20353154838085175,0.3135738670825958,0.051110949367284775,0.11481085419654846,0.25574126839637756,0.23101313412189484,0.16733872890472412,0.27451783418655396,1.0,0.15157312154769897
in,0.5344807505607605,0.214483380317688,0.6662389636039734,0.2103116512298584,0.16955126821994781,0.26482993364334106,0.41416558623313904,0.1368900090456009,0.3841303884983063,0.2662917971611023,0.20430970191955566
circular,0.305839478969574,0.17794103920459747,0.281954824924469,0.19957515597343445,0.16944843530654907,0.16727633774280548,0.18854790925979614,0.1860860139131546,0.2744913399219513,0.20940572023391724,0.11291391402482986
chromosomes,0.19772353768348694,0.19995079934597015,0.21353492140769958,0.20935672521591187,0.26786008477211,0.18171627819538116,0.14349809288978577,0.6869250535964966,0.2579418122768402,0.14449739456176758,0.1271611452102661
while,0.41293615102767944,0.3243313729763031,0.39804592728614807,0.20115569233894348,0.11231737583875656,0.33566465973854065,0.3330796957015991,0.17692509293556213,0.34230953454971313,0.37193211913108826,0.21076419949531555
the,0.5003893971443176,0.35928019881248474,1.0,0.21037471294403076,0.2277156263589859,0.3200206458568573,0.47635307908058167,0.20576688647270203,0.40399202704429626,0.3135738670825958,0.22068053483963013
rest,0.4005465805530548,0.25197944045066833,0.41330549120903015,0.12471704930067062,0.15008167922496796,0.2125100940465927,0.38739463686943054,0.1164102777838707,0.2600870430469513,0.3638209402561188,0.1725541204214096
is,0.3586711287498474,0.4403602182865143,0.5823672413825989,0.19772830605506897,0.19279582798480988,0.3160853683948517,0.41165053844451904,0.1789029836654663,0.5330929756164551,0.22417712211608887,0.22961433231830597
in,0.5344807505607605,0.214483380317688,0.6662389636039734,0.2103116512298584,0.16955126821994781,0.26482993364334106,0.41416558623313904,0.1368900090456009,0.3841303884983063,0.2662917971611023,0.20430970191955566
branched,0.19759677350521088,0.18088342249393463,0.31390413641929626,0.15076200664043427,0.22632403671741486,0.22750556468963623,0.2767718732357025,0.2362196296453476,0.370098739862442,0.2158728837966919,0.16112618148326874
",",0.3149496018886566,0.28617382049560547,0.4933079481124878,0.2158004194498062,0.18095813691616058,0.35129812359809875,0.3636029064655304,0.1833837628364563,0.4062570035457611,0.2797359526157379,0.31091248989105225
linear,0.2550927698612213,0.15640968084335327,0.2117266058921814,0.20406261086463928,0.37881913781166077,0.20763270556926727,0.17406804859638214,0.33747607469558716,0.22579964995384216,0.1437375247478485,0.16595983505249023
