,what,1971,film,was,shot,on,location,in,newcastle,?
the,0.42745697498321533,0.21928679943084717,0.2824619710445404,0.48711544275283813,0.22547850012779236,0.5107308030128479,0.351087361574173,0.6662389636039734,0.2253497689962387,0.22068053483963013
1971,0.19641290605068207,0.9999998807907104,0.1729191392660141,0.2210383415222168,0.1938502937555313,0.17606762051582336,0.08857403695583344,0.21881000697612762,0.18775597214698792,0.29388657212257385
film,0.17437689006328583,0.1729191392660141,0.9999999403953552,0.25235438346862793,0.2027682512998581,0.162833571434021,0.199242502450943,0.22183799743652344,0.11787654459476471,0.16369038820266724
get,0.3490515947341919,0.23939597606658936,0.14812397956848145,0.2066597044467926,0.2204548418521881,0.2705233693122864,0.15477463603019714,0.24899829924106598,0.18384873867034912,0.3499825894832611
carter,0.17809826135635376,0.15075983107089996,0.13223150372505188,0.27089858055114746,0.1293751746416092,0.19874180853366852,0.0721028745174408,0.2451762855052948,0.24766890704631805,0.20647595822811127
was,0.22111038863658905,0.2210383415222168,0.25235438346862793,1.0000001192092896,0.2944265305995941,0.3909217119216919,0.1839360147714615,0.45514053106307983,0.25710436701774597,0.18412111699581146
shot,0.16045360267162323,0.1938502937555313,0.2027682512998581,0.2944265305995941,0.9999999403953552,0.1897517293691635,0.19749130308628082,0.19565197825431824,0.2445666640996933,0.18081998825073242
on,0.34226128458976746,0.17606762051582336,0.162833571434021,0.3909217119216919,0.1897517293691635,0.9999999403953552,0.23113425076007843,0.46853652596473694,0.1698579639196396,0.2714994251728058
location,0.2507282793521881,0.08857403695583344,0.199242502450943,0.1839360147714615,0.19749130308628082,0.23113425076007843,1.0000001192092896,0.3397608697414398,0.2279876172542572,0.15759775042533875
in,0.30808621644973755,0.21881000697612762,0.22183799743652344,0.45514053106307983,0.19565197825431824,0.46853652596473694,0.3397608697414398,1.0,0.19270820915699005,0.20430970191955566
and,0.31309178471565247,0.2786553204059601,0.23832054436206818,0.3740963041782379,0.20085781812667847,0.4077630043029785,0.21502819657325745,0.4954058527946472,0.20204751193523407,0.20544172823429108
around,0.27475327253341675,0.21332372725009918,0.14896616339683533,0.24039418995380402,0.14828313887119293,0.43118709325790405,0.2506449222564697,0.41294145584106445,0.19274786114692688,0.14729668200016022
newcastle,0.16276082396507263,0.18775597214698792,0.11787654459476471,0.25710436701774597,0.2445666640996933,0.1698579639196396,0.2279876172542572,0.19270820915699005,1.0000001192092896,0.0902252271771431
and,0.31309178471565247,0.2786553204059601,0.23832054436206818,0.3740963041782379,0.20085781812667847,0.4077630043029785,0.21502819657325745,0.4954058527946472,0.20204751193523407,0.20544172823429108
offers,0.1298302859067917,0.18553610146045685,0.15042728185653687,0.17037241160869598,0.1317555159330368,0.21075260639190674,0.15067611634731293,0.2064666599035263,0.1446918547153473,0.1211681216955185
an,0.2821882665157318,0.18525466322898865,0.19123156368732452,0.3694365322589874,0.1596221923828125,0.3192969560623169,0.1284010410308838,0.2605783939361572,0.162101611495018,0.19793890416622162
opportunity,0.2871367037296295,0.17811986804008484,0.18425700068473816,0.1782187968492508,0.14662043750286102,0.20927020907402039,0.15613944828510284,0.1546517312526703,0.2690531313419342,0.19524551928043365
to,0.455847829580307,0.24062956869602203,0.20211438834667206,0.3636345863342285,0.21842171251773834,0.41031414270401,0.2590580880641937,0.45010748505592346,0.23559264838695526,0.29463258385658264
see,0.44941186904907227,0.21550589799880981,0.17441345751285553,0.17335832118988037,0.16615772247314453,0.2895292341709137,0.2561008930206299,0.2973747253417969,0.12204934656620026,0.42005208134651184
what,0.9999998807907104,0.19641290605068207,0.17437689006328583,0.22111038863658905,0.16045360267162323,0.34226128458976746,0.2507282793521881,0.30808621644973755,0.16276082396507263,0.5051238536834717
newcastle,0.16276082396507263,0.18775597214698792,0.11787654459476471,0.25710436701774597,0.2445666640996933,0.1698579639196396,0.2279876172542572,0.19270820915699005,1.0000001192092896,0.0902252271771431
looked,0.3662267029285431,0.24238505959510803,0.1319131702184677,0.35955899953842163,0.20524705946445465,0.2460319846868515,0.10899432003498077,0.20686055719852448,0.18481718003749847,0.2506680488586426
like,0.4320242702960968,0.27035894989967346,0.14011931419372559,0.19745829701423645,0.12365248054265976,0.3318610191345215,0.10549615323543549,0.31010183691978455,0.1072809025645256,0.3268813192844391
in,0.30808621644973755,0.21881000697612762,0.22183799743652344,0.45514053106307983,0.19565197825431824,0.46853652596473694,0.3397608697414398,1.0,0.19270820915699005,0.20430970191955566
the,0.42745697498321533,0.21928679943084717,0.2824619710445404,0.48711544275283813,0.22547850012779236,0.5107308030128479,0.351087361574173,0.6662389636039734,0.2253497689962387,0.22068053483963013
1960s,-0.17530474066734314,0.050579991191625595,-0.017848540097475052,-0.029007330536842346,-0.0535428524017334,-0.12059593945741653,0.10979974269866943,0.0007937865448184311,0.09956655651330948,-0.08257022500038147
and,0.31309178471565247,0.2786553204059601,0.23832054436206818,0.3740963041782379,0.20085781812667847,0.4077630043029785,0.21502819657325745,0.4954058527946472,0.20204751193523407,0.20544172823429108
early,0.2454567849636078,0.22377915680408478,0.1316242665052414,0.4148794412612915,0.09606553614139557,0.2426261156797409,0.09589474648237228,0.34672921895980835,0.17478711903095245,0.15272949635982513
1970s,-0.020239217206835747,0.08468161523342133,0.06446624547243118,0.012108612805604935,0.09100766479969025,0.02983531542122364,0.006730283610522747,0.057396724820137024,0.02653628960251808,0.03861190751194954
.,0.3567904531955719,0.29561179876327515,0.22823183238506317,0.40146201848983765,0.24961243569850922,0.49257001280784607,0.27818506956100464,0.5591574311256409,0.2714749276638031,0.4130953550338745
